job_title,job_categories,career_level,experience_year,salary,employment_type,job_responsibilities,job_qualifications,job_description
"         Deputy Program Manager – Bangkok, Thailand         ","[('sciences-lab-researchdevelopment', 'energy-natural-resources-oil-gas'), ('management', 'general-management')]",            Senior level           ,            8 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ","['SummaryTetra Tech, ES Inc., a subsidiary of Tetra Tech, dedicated to international development and to improving the energy sector of developing economies, is the implementer of the USAID Southeast Asia EDGE Hub program. The Deputy Program Manager will support the Program Manager in fulfilling his/her responsibilities, including, ensuring human resource objectives are met through recruiting, selecting, orienting, training, assigning, scheduling, coaching, counseling; communicating job expectations; planning, monitoring, appraising, and reviewing job contributions; enforcing policies and procedures; preparing and completing action plans; implementing production, productivity, quality, and customer-service standards; resolving problems; identifying trends; determining system improvements; and implementing change.Responsibilities include:Work closely with the technical staff and Program Manager (PM) to achieve defined project results, produce deliverables on schedule, and build successful partnerships with stakeholders, counterparts and the donor communityAssist the PM with day-to-day project management and quality control support to improve the overall responsiveness to USAIDManage the preparation and production of the project’s progress reports, workplans and other contractual deliverablesSupervise the project’s crosscutting staff and related activities including training, monitoring and evaluation, communications, gender integration, and environmental compliance Assist the PM and home office staff on work-planning, activity design, scheduling and implementation, drafting technical justifications for USAID approvals, reporting and budgeting Coordinate with the home office on the sourcing, recruiting, hiring, and deployment and onboarding of staff, consultants and subcontractorsMaintain and update the project budget to mitigate cost overrunsManage all operational aspects of the program, includingfinancial,administrative, communications, contractsand human resources personnel in consultation with the PM Supervise administrativestaffand oversee the recruitment, hiring and onboarding process in coordination with the home officeDevelop andmaintain manuals based on corporate policies such as the operations, employee manual and emergency response planProvide reports to thehome office onestimated costs to complete the program, potential risks to successful implementation, and monthly accrual reports Review programoffice bank records for accuracy and compliance withthe USFederal Acquisition Regulations (FAR), USAID regulations and home office guidelines Liaise withUSAIDto resolve invoicing, contractual, and operationalissuesParticipate in and respond to the US government during audits and financial reviewsAddress complex international tax and VAT filing issuesEnsure that program deliverables are submitted to the Development Experience Clearinghouse (DEC), per the contract’s requirementsEnsure the program’s compliance with USAID regulations and the firm’s corporate policiesServe as an acting Program Manager (PM) in the absence of the PMPerform other related duties as assigned']","['s:Minimum 8 years of professional experience in management and the energy sectorAt least 3 years of experience working in Asia, preferably Southeast Asia and 3 years of experience working with the U.S. Government, preferably USAID. A Bachelor’s degree or higher in the energy field, including engineering, policy, legal, finance, economics, and/or other related field. A Master’s degree strongly preferred. Supervisory experience in the international development industry, specifically with long-term field staff and short-term U.S., third country, and local experts Ability to establish strong working relationships with senior national and local government officials, the private sector and civil society Excellent knowledge of performance evaluation and change management principlesA proven record of excellent leadership, communication, and organizational skillsExcellent leadership skills including strategic thinking, decision-making, oral and written communications, ability to motivate and collaborate with others to achieve team goals Fluency in English is required with excellent writing and presentation skillsNative level fluency in written and spoken Thai is required.The ability to legally work in Thailand is required.We thank all applicants for their interest; however only those selected for an interview will be contacted. Tetra Tech is committed to creating a diverse environment and is proud to be an Equal Opportunity Employer. We invite resumes from all interested parties including women, minorities, veterans and persons with disabilities.Tetra Tech offers competitive salary and fringe benefits.All submissions and enquiries shall be sent by e-mail to Mark Dunn, Program Manager – Southeast Asia EDGE Hub atApply Now ']","SummaryTetra Tech, ES Inc., a subsidiary of Tetra Tech, dedicated to international development and to improving the energy sector of developing economies, is the implementer of the USAID Southeast Asia EDGE Hub program. The Deputy Program Manager will support the Program Manager in fulfilling his/her responsibilities, including, ensuring human resource objectives are met through recruiting, selecting, orienting, training, assigning, scheduling, coaching, counseling; communicating job expectations; planning, monitoring, appraising, and reviewing job contributions; enforcing policies and procedures; preparing and completing action plans; implementing production, productivity, quality, and customer-service standards; resolving problems; identifying trends; determining system improvements; and implementing change.Responsibilities include:Work closely with the technical staff and Program Manager (PM) to achieve defined project results, produce deliverables on schedule, and build successful partnerships with stakeholders, counterparts and the donor communityAssist the PM with day-to-day project management and quality control support to improve the overall responsiveness to USAIDManage the preparation and production of the project’s progress reports, workplans and other contractual deliverablesSupervise the project’s crosscutting staff and related activities including training, monitoring and evaluation, communications, gender integration, and environmental compliance Assist the PM and home office staff on work-planning, activity design, scheduling and implementation, drafting technical justifications for USAID approvals, reporting and budgeting Coordinate with the home office on the sourcing, recruiting, hiring, and deployment and onboarding of staff, consultants and subcontractorsMaintain and update the project budget to mitigate cost overrunsManage all operational aspects of the program, includingfinancial,administrative, communications, contractsand human resources personnel in consultation with the PM Supervise administrativestaffand oversee the recruitment, hiring and onboarding process in coordination with the home officeDevelop andmaintain manuals based on corporate policies such as the operations, employee manual and emergency response planProvide reports to thehome office onestimated costs to complete the program, potential risks to successful implementation, and monthly accrual reports Review programoffice bank records for accuracy and compliance withthe USFederal Acquisition Regulations (FAR), USAID regulations and home office guidelines Liaise withUSAIDto resolve invoicing, contractual, and operationalissuesParticipate in and respond to the US government during audits and financial reviewsAddress complex international tax and VAT filing issuesEnsure that program deliverables are submitted to the Development Experience Clearinghouse (DEC), per the contract’s requirementsEnsure the program’s compliance with USAID regulations and the firm’s corporate policiesServe as an acting Program Manager (PM) in the absence of the PMPerform other related duties as assignedQualifications:Minimum 8 years of professional experience in management and the energy sectorAt least 3 years of experience working in Asia, preferably Southeast Asia and 3 years of experience working with the U.S. Government, preferably USAID. A Bachelor’s degree or higher in the energy field, including engineering, policy, legal, finance, economics, and/or other related field. A Master’s degree strongly preferred. Supervisory experience in the international development industry, specifically with long-term field staff and short-term U.S., third country, and local experts Ability to establish strong working relationships with senior national and local government officials, the private sector and civil society Excellent knowledge of performance evaluation and change management principlesA proven record of excellent leadership, communication, and organizational skillsExcellent leadership skills including strategic thinking, decision-making, oral and written communications, ability to motivate and collaborate with others to achieve team goals Fluency in English is required with excellent writing and presentation skillsNative level fluency in written and spoken Thai is required.The ability to legally work in Thailand is required.We thank all applicants for their interest; however only those selected for an interview will be contacted. Tetra Tech is committed to creating a diverse environment and is proud to be an Equal Opportunity Employer. We invite resumes from all interested parties including women, minorities, veterans and persons with disabilities.Tetra Tech offers competitive salary and fringe benefits.All submissions and enquiries shall be sent by e-mail to Mark Dunn, Program Manager – Southeast Asia EDGE Hub atApply Now "
         Technical Sales Representative (Food Ingredients)        ,"[('sciences-lab-researchdevelopment', 'food-science'), ('sales-cs-business-devpt', 'channel-distribution'), ('sales-cs-business-devpt', 'technical-sales-sales-engineer')]",            Entry Level           ,            2 years experience           ,           Salary negotiable                       ,          Full Time         ,"['Responsibilities:To ensure fulfillment of sales and other objectives by means of implementationTo secure all containers using for covering sales budgetTo achieve target set out increase market share & sales, through acquisition and retention of customersTo propose improvement of and/ or within the internal & external processes to the Sales Manager, so as to increase efficiency and effectiveness of the organization To establish and continuously improve product & market knowledge, so as to be more efficientTo establish solid communication, co-ordination with all existing and new clients proving good base for sales growthObtain reliable market information to participate in establishing and preparing solid business plan(s) and budgetsObtain sufficient market & product knowledge so as to carry-out technical selling and not just compete on price']","["":Male or Female age between 22-30 yearsBachelor's Degree in Food Science or related fieldHaving experience 1-2 years in Fat & Oil or Bakery business would be an advantageGood technical, sales, marketing and negotiation skillsTeam player, ability to learn fastDecision making & problem solving skillsGood communication & interpersonal skillOpen minded, pro active and innovativeWe offer an attractive compensation; benefit package(Commission,provident fund,medical, dental,life insurance,yearly checkup)and career opportunities to the successful candidate.Berli Jucker Public Co., Ltd.Human Resources Division99 Soi Rubia, Sukhumvit 42,Phrakanong, Klongtoey, Bangkok 10110Tel.02-367-1407Visit us at :www.bjc.co.thFacebook Fan Page: BJC CareersLine: @BJC CareersOnly short-listed candidate will be notified ""]","Responsibilities:To ensure fulfillment of sales and other objectives by means of implementationTo secure all containers using for covering sales budgetTo achieve target set out increase market share & sales, through acquisition and retention of customersTo propose improvement of and/ or within the internal & external processes to the Sales Manager, so as to increase efficiency and effectiveness of the organization To establish and continuously improve product & market knowledge, so as to be more efficientTo establish solid communication, co-ordination with all existing and new clients proving good base for sales growthObtain reliable market information to participate in establishing and preparing solid business plan(s) and budgetsObtain sufficient market & product knowledge so as to carry-out technical selling and not just compete on priceQualification:Male or Female age between 22-30 yearsBachelor's Degree in Food Science or related fieldHaving experience 1-2 years in Fat & Oil or Bakery business would be an advantageGood technical, sales, marketing and negotiation skillsTeam player, ability to learn fastDecision making & problem solving skillsGood communication & interpersonal skillOpen minded, pro active and innovativeWe offer an attractive compensation; benefit package(Commission,provident fund,medical, dental,life insurance,yearly checkup)and career opportunities to the successful candidate.Berli Jucker Public Co., Ltd.Human Resources Division99 Soi Rubia, Sukhumvit 42,Phrakanong, Klongtoey, Bangkok 10110Tel.02-367-1407Visit us at :www.bjc.co.thFacebook Fan Page: BJC CareersLine: @BJC CareersOnly short-listed candidate will be notified "
         Head Entomologist        ,"[('sciences-lab-researchdevelopment', 'biotechnology'), ('sciences-lab-researchdevelopment', 'energy-natural-resources-oil-gas'), ('sciences-lab-researchdevelopment', 'research-development')]",            Senior level           ,            2 years experience           ,           Salary negotiable                       ,"          Full Time, Permanent         ",[],[],"Flying spark is a fast-growing food technology startup that is producing high quality alternative protein for food and feed. We are looking for an innovative, creative and Self-starter CTO, with strong drive and thrive for innovation in a fast-paced, dynamic startup.Job Description:Rearing insects and lead scaling up the rearing productionOptimizing yields and reducing rearing costsResponsible for the final products in terms of quality and costsCollaborating with the entomology R&D and implementing new technologiesDevelop & executelong and short work programs aimed at achieving company goalsWriting internal and external reportsBuild and manage the entomologist teamTight collaboration with other departments in the companyResults analyzing skills and ability to reach business-oriented conclusionsRequirements:M.Sc/PhD in Entomology/Biology/Life ScienceProven practical and theoretical experience in insects rearing (preference for experience with flies and for experience in a commercial setting). Excellent time management skills and the ability to reach milestones on timeAbility to work in a team and motivate othersTechnical capabilities and engineering understandingAbility to transfer R&D inputs into commercial scaleHigh English proficiency "
          Product Research and Development Manager/ผู้จัดการฝ่ายวิจัยและพัฒนาผลิตภัณฑ์        ,"[('sciences-lab-researchdevelopment', 'food-science'), ('sciences-lab-researchdevelopment', 'laboratory'), ('sciences-lab-researchdevelopment', 'research-development')]",            Senior level           ,            10 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[''],"[""Master's degree inAnimal Nutrition and Feed TechnologyHave special techniques for aquaculture feed / digestive enzymesHave experience in doing research in aquaculture businessBe able to analyze data and use computersKnowledgeable in nutrition / aquacultureBasic knowledge in aquatic animal health examinationWith 10years of experience or moreHave conducted a thesis on aquaculture feed/ aquaculture diseaseDescriptionResponsible for creating research and product development to have quality. And reduce costs with the concerned partiesFollow up on research, assess, analyze results And factors in relation to the productSearch for new research and techniques In product development ""]","QualificationMaster's degree inAnimal Nutrition and Feed TechnologyHave special techniques for aquaculture feed / digestive enzymesHave experience in doing research in aquaculture businessBe able to analyze data and use computersKnowledgeable in nutrition / aquacultureBasic knowledge in aquatic animal health examinationWith 10years of experience or moreHave conducted a thesis on aquaculture feed/ aquaculture diseaseDescriptionResponsible for creating research and product development to have quality. And reduce costs with the concerned partiesFollow up on research, assess, analyze results And factors in relation to the productSearch for new research and techniques In product development "
         Medical Laboratory Manager        ,"[('sciences-lab-researchdevelopment', 'laboratory')]",,,           Salary provided                       ,          Full Time         ,"['Lab ManagerJob duties:Provide medical laboratory diagnostic and therapeutic information, products, and services by establishing specimen preparation procedures; developing and implementing analytical procedures; evaluating laboratory information Maintain medical laboratory information system by identifying information needs and problems; recommending improvements; establishing priorities; testing; writing user manuals; training employees; maintaining security and confidentialityPerform technical laboratoryactivities in support of client studies or proceduresImplement and maintain processes to manage common laboratory supplies, stock inventory, and order laboratory consumablesOversee laboratory equipment purchases, including price negotiation, purchasing, and installationCoordinate and ensure proper maintenance and repair of laboratory equipment']","[""s:Thai nationalityAge more than 35 years oldObtained Master's degree or higher inMedical Science or any related fieldsMore than 7 years of experience in medical Lab                           JAC International Recruitment Co., Ltd.                      10F, Emporium Tower, 622, Soi 24, Sukhumvit Road,                            Klongton, Klongtoey, Bangkok 10110                              Contact person: Pacita (Pat)                              Tel. 02-2618710 ext. 204 ""]","Lab ManagerJob duties:Provide medical laboratory diagnostic and therapeutic information, products, and services by establishing specimen preparation procedures; developing and implementing analytical procedures; evaluating laboratory information Maintain medical laboratory information system by identifying information needs and problems; recommending improvements; establishing priorities; testing; writing user manuals; training employees; maintaining security and confidentialityPerform technical laboratoryactivities in support of client studies or proceduresImplement and maintain processes to manage common laboratory supplies, stock inventory, and order laboratory consumablesOversee laboratory equipment purchases, including price negotiation, purchasing, and installationCoordinate and ensure proper maintenance and repair of laboratory equipmentQualifications:Thai nationalityAge more than 35 years oldObtained Master's degree or higher inMedical Science or any related fieldsMore than 7 years of experience in medical Lab                           JAC International Recruitment Co., Ltd.                      10F, Emporium Tower, 622, Soi 24, Sukhumvit Road,                            Klongton, Klongtoey, Bangkok 10110                              Contact person: Pacita (Pat)                              Tel. 02-2618710 ext. 204 "
,"[('merchandising-purchasing', 'procurement-purchasing-sourcing'), ('sciences-lab-researchdevelopment', 'research-development'), ('others', 'trading')]",Middle,2 years,"THB25,000 - 30,000 /month (negotiable) ",Full Time,"[' Job Description-Research and understand market demands by coordinating with Sales, Marketing team e.g. site visit-Support sales performance e.g. product presentation with customer, product training, product task management.-Create new product that always on top of high demand trend by coordinating with Production team, Designer team and Suppliers.-Responsible for all the product issues throughout selling process.-Ensure that everyone related to the product is knowledgeable through training and documenting process e.g. Sales team, Service team, Purchasing team, Designer team.-Assist Product Development Manager by completing all assigned duties.']","['-Chinese HSK >4.-2 years working experience in sales, marketing, product related field.  ']"," Job Description-Research and understand market demands by coordinating with Sales, Marketing team e.g. site visit-Support sales performance e.g. product presentation with customer, product training, product task management.-Create new product that always on top of high demand trend by coordinating with Production team, Designer team and Suppliers.-Responsible for all the product issues throughout selling process.-Ensure that everyone related to the product is knowledgeable through training and documenting process e.g. Sales team, Service team, Purchasing team, Designer team.-Assist Product Development Manager by completing all assigned duties.Qualification-Chinese HSK >4.-2 years working experience in sales, marketing, product related field.  "
,"[('sciences-lab-researchdevelopment', 'food-science'), ('sciences-lab-researchdevelopment', 'laboratory'), ('sciences-lab-researchdevelopment', 'research-development')]",Senior,5 years,Salary provided  ,Full Time,[],[]," JOB DESCRIPTION:Sourcing and providing new raw material to develop the finished product by coordinating with R&D team, purchaser team and factory team etc.Supporting sales to deliver strong business result on farm and feed mill. Supporting feed additive activities such as technical data, brochures, competitor products, product promotion & incentive, seminars and updates on import-export sales team and customers.Adjusting cost to commercial customers. (Feed Program) Analyzing market trends and planning marketing to expand product solution for the market.Responsible for achieving the annual sales target. Providing technical knowledge to customer and services that match their needs.Also responsible for maintaining ongoing relationships with customers. QUALIFICATIONS:Male/ Female, Age between 30 - 50 years old. Bachelor Degree or Master’s degree in Animal Sciences (Animal Nutrition and Feed Technology) or other related fieldsAt least 5- 7 years experiences in livestock business or feed ingredients (Land animals)Experience in preparing marketing plans. If it is a marketing plan, Feed Ingredients / Feed Additive will be an advantage.Experience in animal feed registration or have knowledge about animal feed laws, Department of Livestock Development, Department of FisheriesGood communication in English both speaking and writing Good personality and ability to maintain good relationship with surrounding people.High coordination skills and service-minded   "
,"[('sciences-lab-researchdevelopment', 'food-science'), ('sciences-lab-researchdevelopment', 'laboratory'), ('sciences-lab-researchdevelopment', 'research-development')]",Entry Level,2 years,Salary negotiable  ,Full Time,[' Job Description:Study technical requirements and point of sale of food chemical products. And food ingredientsTechnical support for product sales teams.Plan new product development into the market to keep up with the growth of the company.Development of information and technical knowledge. To keep up with current and future events.Together with our sales team to develop new products for our customers.'],"['s:Bachelor’s Degree in Food Science or relate field.Good command of English (E-mail, translation and business communication).Minimum of 3 years up related experience.Tireless, diligent, and enjoy solving problems.Good human relations and communication skills.Knowledge in Food industry is a plus.ลักษณะงานศึกษาข้อกำหนดทางเทคนิคและจุดขายของผลิตภัณฑ์เคมีอาหาร และส่วนผสมอาหารสนับสนุนข้อมูลด้านเทคนิคเกี่ยวกับผลิตภัณฑ์สำหรับทีมขายวางแผนการพัฒนาผลิตภัณฑ์ใหม่ ๆ เข้าสู่ตลาด เพื่อให้ทันกับการเติบโตของบริษัทการพัฒนาข้อมูลและความรู้ทางวิชาการ เพื่อให้ทันกับเหตุการณ์ในปัจจุบันและในอนาคตร่วมกับทีมขายเพื่อพัฒนาผลิตภัณฑ์ใหม่ ๆ ให้กับลูกค้าคุณสมบัติจบการศึกษาขั้นต่ำปริญญาตรีเฉพาะสาขาFood science หรือสาขาใกล้เคียงเท่านั้นมีความเข้าใจและสามารถใช้งานภาษาอังกฤษได้ดีทั้งการโต้ตอบอีเมล การแปลบทความ และการสื่อสารมีประสบการณ์ในการทำงานไม่น้อยกว่า 3 ปีมีความเพียรพยายาม ขยัน และสนุกกับการแก้ปัญหามีความคิดสร้างสรรค์ กล้าคิด กล้าแสดงออกมีมนุษยสัมพันธ์, เป็นนักประสานงานที่ดี และมีทัศนคติทางบวกหากผ่านงานในอุตสาหกรรมอาหารแปรรูปจะพิจารณาเป็นพิเศษ  ']"," Job Description:Study technical requirements and point of sale of food chemical products. And food ingredientsTechnical support for product sales teams.Plan new product development into the market to keep up with the growth of the company.Development of information and technical knowledge. To keep up with current and future events.Together with our sales team to develop new products for our customers.Qualifications:Bachelor’s Degree in Food Science or relate field.Good command of English (E-mail, translation and business communication).Minimum of 3 years up related experience.Tireless, diligent, and enjoy solving problems.Good human relations and communication skills.Knowledge in Food industry is a plus.ลักษณะงานศึกษาข้อกำหนดทางเทคนิคและจุดขายของผลิตภัณฑ์เคมีอาหาร และส่วนผสมอาหารสนับสนุนข้อมูลด้านเทคนิคเกี่ยวกับผลิตภัณฑ์สำหรับทีมขายวางแผนการพัฒนาผลิตภัณฑ์ใหม่ ๆ เข้าสู่ตลาด เพื่อให้ทันกับการเติบโตของบริษัทการพัฒนาข้อมูลและความรู้ทางวิชาการ เพื่อให้ทันกับเหตุการณ์ในปัจจุบันและในอนาคตร่วมกับทีมขายเพื่อพัฒนาผลิตภัณฑ์ใหม่ ๆ ให้กับลูกค้าคุณสมบัติจบการศึกษาขั้นต่ำปริญญาตรีเฉพาะสาขาFood science หรือสาขาใกล้เคียงเท่านั้นมีความเข้าใจและสามารถใช้งานภาษาอังกฤษได้ดีทั้งการโต้ตอบอีเมล การแปลบทความ และการสื่อสารมีประสบการณ์ในการทำงานไม่น้อยกว่า 3 ปีมีความเพียรพยายาม ขยัน และสนุกกับการแก้ปัญหามีความคิดสร้างสรรค์ กล้าคิด กล้าแสดงออกมีมนุษยสัมพันธ์, เป็นนักประสานงานที่ดี และมีทัศนคติทางบวกหากผ่านงานในอุตสาหกรรมอาหารแปรรูปจะพิจารณาเป็นพิเศษ  "
,"[('medical-services', 'others'), ('medical-services', 'pharmaceutical'), ('sciences-lab-researchdevelopment', 'research-development')]",Middle,3 years,Salary provided  ,"Full Time, Permanent","[' Department:  Medical and Regulatory AffairsReport to:  Medical Affairs Manager - OncologyTherapeutic Areas:  OncologyMSL responsible for implementation of activities for establishment of scientific leadership of AstraZeneca. This includes development and enhancement of professional relationships with healthcare professionals, building deep scientific understanding of AstraZeneca compounds. Driving positive opinions for the scientific and clinical value of AZ compounds for patients’ needs. Deliver medical education and clinical support to medical professionals, training sales teams and involvement in development of brand strategy. The position also be involved in review of product materials and response to medical queries.Key Responsibilities:Act as scientific expert in respective areas as stated above for external stakeholdersBuild and maintain trust-based relationships with key external expertsShare scientific data with HCPs, discussing all aspects of the data in a scientific, objective and balanced wayWork with HCPs as partners in scientific activities that help advance disease understandingInitiate and conduct appropriate AZ staff training & development on information regarding current and emerging clinical dataParticipate in Asia Area Medical Brand teams to contribute knowledge and needs from the field, give feedback on medical plans and suggest ideas for studiesTo work with internal cross functional team on brand strategies and brand plans.']","['s:Bachelor Degree or higher, preferably in Pharmacy or related scienceExcellent interpersonal and teamwork skillsExcellent verbal and written communication skillsAt least 3 years of experience in healthcare or pharmaceutical industryProduct/Disease knowledge in Oncology or HematologyValue on integrity and no compliance issueAbility to interact and manage a range of stakeholders both internally and externally  ']"," Department:  Medical and Regulatory AffairsReport to:  Medical Affairs Manager - OncologyTherapeutic Areas:  OncologyMSL responsible for implementation of activities for establishment of scientific leadership of AstraZeneca. This includes development and enhancement of professional relationships with healthcare professionals, building deep scientific understanding of AstraZeneca compounds. Driving positive opinions for the scientific and clinical value of AZ compounds for patients’ needs. Deliver medical education and clinical support to medical professionals, training sales teams and involvement in development of brand strategy. The position also be involved in review of product materials and response to medical queries.Key Responsibilities:Act as scientific expert in respective areas as stated above for external stakeholdersBuild and maintain trust-based relationships with key external expertsShare scientific data with HCPs, discussing all aspects of the data in a scientific, objective and balanced wayWork with HCPs as partners in scientific activities that help advance disease understandingInitiate and conduct appropriate AZ staff training & development on information regarding current and emerging clinical dataParticipate in Asia Area Medical Brand teams to contribute knowledge and needs from the field, give feedback on medical plans and suggest ideas for studiesTo work with internal cross functional team on brand strategies and brand plans.Qualifications:Bachelor Degree or higher, preferably in Pharmacy or related scienceExcellent interpersonal and teamwork skillsExcellent verbal and written communication skillsAt least 3 years of experience in healthcare or pharmaceutical industryProduct/Disease knowledge in Oncology or HematologyValue on integrity and no compliance issueAbility to interact and manage a range of stakeholders both internally and externally  "
,"[('sciences-lab-researchdevelopment', 'chemical'), ('sciences-lab-researchdevelopment', 'food-science'), ('sciences-lab-researchdevelopment', 'research-development')]",Senior,5 years,Salary negotiable  ,Full Time,[],[]," JOB DESCRIPTION: Successful candidate will be responsible for the channel of Food Ingredients, Industrial Food. Implementing & Developing the strategic planning; short-long term plan to achieve the goals of the company. Pricing planning for the products to apply with the company financial, R&D, and other related department. Building & developing the CRM, Training & Coaching the new colleagues, and other necessary duties related to the job functions. Further discussion on the responsibilities will be held on the interview session with our consultant.QUALIFICATIONS:Male/ Female, Age between 35 - 42 years oldBachelor Degree or higher in Food Science or relate field.Possess at least 5 years as Sales or Key Account in Industrial Channel for Food ingredients and Beverage industryPossess experiences in management level at least 2 - 3 yearsExperience working in Food, Food Ingredient business, Food Additive will be advantageStrong marketing strategic planningExcellent command of EnglishHaving own car and driving's license  "
