job_title,job_categories,career_level,experience_year,salary,employment_type,job_responsibilities,job_qualifications,job_description
         Sales & Event Representative/เจ้าหน้าที่การขายประจำอีเว้นท์        ,"[('marketing-public-relations', 'marketing-general'), ('marketing-public-relations', 'event-marketing'), ('sales-cs-business-devpt', 'account-servicing')]",            Entry Level           ,,"           THB20,000 - 35,000 /month (negotiable)                     ","          Full Time, Permanent         ",[],[],"หากคุณเป็นคนที่ชื่นชอบบรรยากาศการทำงานที่สนุกสนาน!!เพื่อนร่วมงานที่เป็นเหมือนครอบครัว และการเทรนนิ่งงานอย่างเป็นระบบ ทำให้ช่วยเสริมสร้างวิสัยทัศน์ในการทำงานให้กับคนรุ่นใหม่อย่างมีประสิทธิภาพร่วมงานกับเราCOSMO CORPORATION GROUPWhat We Are Doing?เราไม่ใช่บริษัทที่ทำงานลักษณะ Organize หรือ ขายพื้นที่อีเว้นท์เราดูแลงานทางด้านการขายสินค้าและบริการด้านการตลาดให้กับแบรนด์ต่างๆ เช่นBRG, GMMZ - Grammy, AIS, Raymond Land Propertyและรวมไปถึงผู้ว่าจ้างแบรนด์อื่นๆอีกมากมายเราทำการตลาดและงานขายในลักษณะกิจกรรม อีเว้นท์และบูทกิจกรรมที่เราทำเป็นงานนอกสถานที่ไม่ใช่ลักษณะงานนั่งโต๊ะWhat You'll Do?รับผิดชอบดำเนินการขายและประชาสัมพันธ์สินค้าในช่องทางอีเว้นท์วางแผนการตลาดเพื่อพัฒนาธุรกิจในช่องทางอีเว้นท์เรียนรู้งานขายและพัฒนาทักษะการโน้มน้าว ดูแลภาพลักษณ์และพัฒนาโปรเจคที่ได้รับมอบหมายWho You Are?ชาย/หญิงสัญชาติไทยอายุ 20 - 30 ปีวุฒิปริญญาตรี หรือเทียบเท่า เปิดรับพิจารณาทุกสาขายินดีรับนักศึกษาจบใหม่หรือผู้ไม่มีประสบการณ์ด้านการขายมีประสบการณ์ด้าน Telesale, PR, Marketing, Sales จะพิจารณาเป็นพิเศษชอบทำงานเป็นทีม พบปะผู้คน และมองหาสิ่งแวดล้อมที่สนุกสนานในการทำงานลุยงาน หากคุณคิดว่าเป็นงานที่ใช่ และมีคุณสมบัติตรงตามที่บริษัทต้องการมาร่วมเป็นส่วนหนึ่งกับเราSend your resume to:The HR Department COSMO CORPORATION GROUP128/120อาคารพญาไทพลาซ่า ชั้นที่11ถนนพญาไท แขวงทุ่งพญาไทเขตราชเทวี กรุงเทพฯ10400Tel:+66 20161315, +66 869026043Facebook: https://www.facebook.com/CosmocorporationgroupIG : CosmocorpgroupLine:@zot8225d (มี @ ข้างหน้า) "
         Customer Service Online Administrator ***Urgently Required 4 positions***        ,"[('media-advertising', 'others'), ('marketing-public-relations', 'marketing-communication'), ('marketing-public-relations', 'copy-writing')]",            Entry Level           ,            1 year experience           ,"           THB13,000 - 16,000 /month (negotiable)                     ",          Full Time         ,"['Salary : 15,000 - 17,000Locaton : Le Concorde Building, Huaykwang, Bangkok (Near Huaykwang MRT Exit 2)Office Hour : 9.00 - 18.00 (Lunch time : 12.00 - 13.00)Jobs Descriptions:Update Social Media trend, new platform, new social media tools, policy and law about social media or online content.Manage community (Create response and Handle online activities) on social media – Facebook, Line, Instagram, Youtube, Twitter, Web board etc.Give information and Introduce details about product for customer by Social Media Channel.Receive a complain and suggestion solutions from customerCoordinate with related department.']","['s:Bachelor’s Degree in Communication Arts, Mass Com or related fields.At least 1 Years of experience about Customer Service.A passion for Social Networking. Internet player who have clearly understanding on advertising/marketing communication/social media concept.Ability to work as an integrated part of the team, managing issues as they arise and fostering enthusiasm across the company.Great communication skills with well-organized & structured.Handle multiple tasks, switch priorities and focus as needed.Good command of Thai and EnglishHave skill in Communicate and negotiate.Have a service mind.สวัสดิการ :สิ่งที่คุณจะได้รับ การเรียนรู้ ทั้งคอร์สเรียนออนไลน์ สัมมนา หนังสือ หากคุณอยากพัฒนาตัวเอง เราพร้อมส่งเสริมCompany Outing ประจำปี (ในประเทศ/ต่างประเทศ ขึ้นอยู่กับผลประกอบการ)Company Dinner ทุกเดือน เพื่อส่งเสริมความสัมพันธ์ของทุกคนในบริษัทประกันสังคมประกันกลุ่ม (เมื่อผ่านทดลองงาน)โบนัสประจำปีตามความสามารถ (เมื่อทำงานครบ 1 ปี)พิจารณาปรับเงินเดือนทุกปี ']","Salary : 15,000 - 17,000Locaton : Le Concorde Building, Huaykwang, Bangkok (Near Huaykwang MRT Exit 2)Office Hour : 9.00 - 18.00 (Lunch time : 12.00 - 13.00)Jobs Descriptions:Update Social Media trend, new platform, new social media tools, policy and law about social media or online content.Manage community (Create response and Handle online activities) on social media – Facebook, Line, Instagram, Youtube, Twitter, Web board etc.Give information and Introduce details about product for customer by Social Media Channel.Receive a complain and suggestion solutions from customerCoordinate with related department.Qualifications:Bachelor’s Degree in Communication Arts, Mass Com or related fields.At least 1 Years of experience about Customer Service.A passion for Social Networking. Internet player who have clearly understanding on advertising/marketing communication/social media concept.Ability to work as an integrated part of the team, managing issues as they arise and fostering enthusiasm across the company.Great communication skills with well-organized & structured.Handle multiple tasks, switch priorities and focus as needed.Good command of Thai and EnglishHave skill in Communicate and negotiate.Have a service mind.สวัสดิการ :สิ่งที่คุณจะได้รับ การเรียนรู้ ทั้งคอร์สเรียนออนไลน์ สัมมนา หนังสือ หากคุณอยากพัฒนาตัวเอง เราพร้อมส่งเสริมCompany Outing ประจำปี (ในประเทศ/ต่างประเทศ ขึ้นอยู่กับผลประกอบการ)Company Dinner ทุกเดือน เพื่อส่งเสริมความสัมพันธ์ของทุกคนในบริษัทประกันสังคมประกันกลุ่ม (เมื่อผ่านทดลองงาน)โบนัสประจำปีตามความสามารถ (เมื่อทำงานครบ 1 ปี)พิจารณาปรับเงินเดือนทุกปี "
         Digital Marketing Strategy Manager / Automotive        ,"[('marketing-public-relations', 'management'), ('marketing-public-relations', 'market-research'), ('marketing-public-relations', 'digital-marketing')]",            Senior level           ,            10 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"Client business: One of the top automotive manufacturer from JapanLocation:Bangkok, ThailandWorking hours: 09:00 – 18:00Open for Thai nationality onlyResponsibilities:to be in charge of overseeing the new division and expand/develop CX project activitiesto be responsible to lead the team to implement new systemStudy & identify business needs which can be solved with digital technology (especially marketing, sales, customer engagement space)Study, source, evaluate digital solutions (not only in Thailand, but globally) to solve the business needsAnalyze/monitor the data from current system (DMS)Design overall system architecture of digital solutions (Customer touchpoint, marketing automation / optimization, data analytics, customer data platform) Plan short / mid term CX roadmapConduct trial of new digital solutionMonitor business impact of each digital solutionGenerate reports and presentation to the Corporate General Manager and other managements if needed.Requirements:10+ years experience in Data Analytics/ Digital Marketing8+ years experience in managing 8+ members in team8+ years experience of managing IT projectsProficiency in English skillsExperience/knowledge in Automotive OEM business is preferablePlease submit your CV with recent photo and current & expected salary packageAll material submitted in connection with your application will become part of our confidential recruitment files. We regret that only shortlisted candidates will be notified.* Kelly Services Staffing & Recruitment (Thailand) Co., Ltd. (A PERSOLKELLY Company)27th Floor, Empire Tower 3, Unit 2707, 1 South Sathorn Road, Yannawa, Sathorn, Bangkok 10120 | ThailandContact Person: Khun BilTel: 02-670-0505 Ext. 211 or 098-867-7848Email: Nabil_Poonsin “@” kellyservices.co.th "
"         FUN, MONEY AND DOING SOMETHING THAT MATTERS (Executive Recruitment Consultant/Headhunter)        ","[('admin-hr', 'recruitment-executive-search'), ('marketing-public-relations', 'direct-marketing'), ('others', 'skill-worker')]",            Middle level           ,            5 years experience           ,           Salary negotiable                       ,"          Full Time, Permanent         ",[],[],"Salary:From 25k – 60k basic plus great commission. 1styear earnings 50-100k p/monthLocation:Bangkok, ThailandFun, money and doing something that matters. These are the only three reasons why you should work.FUN -Fun means working in a business where you believe in the company vision and ethos. Fun on the job means working with people you like and respect. Fun at work includes collaboration, mutual support and a strong bond of shared goals. Fun means winning more than losing, continuous learning, constantly growing as a business person, and doing something you know impacts people in a positive way. That’s fun. And it includes traditional fun too. A workplace where you can have a laugh, where you can socialise easily, enjoy each other’s company and celebrate group and individual success. A job that enhances your self-esteem and sense of worth. Now that’s fun.MONEY -Are you being directly rewarded for your effort and your abilities? Are you able to earn based on your talent rather than your age or social background? Are you getting your fair share of the money you are making your employer? Let’s not be naïve; money is important. It’s important for your own standard of living. It’s important to show your friends how well you are doing. It’s important to help your family. Whatever your reason, money matters and although most of us don’t expect it to just be handed over to us, all we really want is the chance to earn it and earn it well.DOING SOMETHING THAT MATTERS -And I mean REALLY matters. Not something that is superficial and shallow and only pleases for a few minutes. No, I mean something that makes a difference to someone’s life. Something that without your input and influence wouldn’t have shown them a new opportunity and in turn, wouldn’t have improved their life. We're not heart surgeons and we're not finding a cure for cancer but we are helping people and doing our little bit to make a difference.Who are we?We are Monroe Consulting Group, anaward winningexecutive level recruitment specialist boasting a network of offices throughout South East Asia that include Thailand, Vietnam, Indonesia, Malaysia, The Philippines and China. We also have offices in Mexico and Chile. We are part of the Empresaria Group (www.empressaria.com), a company with over 150 offices in over 20 countries and have been voted Best Recruitment Company (APAC) 3 times in the last 5 years.The roleYou can view this job online, see pictures of our fabulous office and hear testimonials from our staff by clickingHEREThe benefits of joining Monroe Consulting Group – ThailandWe have fantastic new offices in Lake Rajada Office Complex Bldg. Rachadapisek Rd. Klongtoey, Bangkok.A young team (average age is 27) of bright, energetic and ambitious professionals who love what they do and are not afraid to shown it.We have a great atmosphere that fosters high levels of professionalism, service, commitment and energy but we also know how to have fun.Excellent training. Last year we were voted Best In House Training at the Global Recruiter Awards.Great career progression for the ambitious to include the opportunity to work in our overseas offices.A chance to make a real difference to people's lives.What financial rewards could an Executive Consultant expect?The basic salary depends at what level you come into the business but starts at 25,000 baht per month for a Trainee, up to 60k THB for very experienced individuals. However, commission is the topping that makes the job very attractive. Commission is based on performance and there is no ceiling. Realistically you should be expecting to earn anywhere from 100% to 200% of your basic salary in your first year, with experienced consultants regularly earning in excess of 150-200k per month.The requirementsOur roles are only open to Thai nationals who have been to university.You must have exceptional oral and written communication skills in both Thai and English. We require complete fluency in English for this role and, as an indicator; we will not consider anyone with a TOEIC score of less than 750 (preferably higher).You either should have a recruitment consultant background or if not, a sales background. Trainees should have at least 1 year’s work experience gained preferably in a B2B environment. We are not currently looking for fresh graduates.You will need to be a confident and effective communicator, easily able to talk to a Managing Director one minute and a student the next. This is not a job for the shy or introvert. You should be a good listener, who cares about people and is genuinely interested in what makes people tick.You should be one of life’s achievers, with the willingness and enthusiasm to work hard to achieve your goals and exceptional financial rewards.You should have a positive can-do attitude with adjectives to describe yourself being motivated, ambitious, charismatic and confident.Organised and methodical with a keen eye for detail, you will also have good P.C. skills.INTERESTED?Then please follow the application process below.Your initial application forms the basis of selection and you will not pass unless you follow the instructions carefully.Send your CV directly to our Managing Director John Tolmie. If you wish, you can include a cover letter to support your application that outlines why you are suitable within the criteria we have stipulated. "
"          FUN, MONEY AND DOING SOMETHING THAT MATTERS (Internship Headhunter /Data Entry Officer)        ","[('admin-hr', 'recruitment-executive-search'), ('marketing-public-relations', 'direct-marketing'), ('others', 'student-fresh-graduate-no-experience')]",            Entry Level           ,,           Salary provided                       ,          Internship         ,[],[],"Fun, money and doing something that matters. These are the only three reasons why you should work.FUN -Fun means working in a business where you believe in the company vision and ethos. Fun on the job means working with people you like and respect. Fun at work includes collaboration, mutual support and a strong bond of shared goals. Fun means winning more than losing, continuous learning, constantly growing as a business person, and doing something you know impacts people in a positive way. That’s fun. And it includes traditional fun too. A workplace where you can have a laugh, where you can socialise easily, enjoy each other’s company and celebrate group and individual success. A job that enhances your self esteem and sense of worth. Now that’s fun.MONEY -Are you being directly rewarded for your effort and your abilities? Are you able to earn based on your talent rather than your age or social background? Are you getting your fair share of the money you are making your employer? Let’s not be naïve; money is important. It’s important for your own standard of living. It’s important to show your friends how well you are doing. It’s important to help your family. Whatever your reason, money matters and although most of us don’t expect it to just be handed over to us, all we really want is the chance to earn it and earn it well.DOING SOMETHING THAT MATTERS -And I mean REALLY matters. Not something that is superficial and shallow and only pleases for a few minutes. No, I mean something that makes a difference to someone’s life. Something that without your input and influence wouldn’t have shown them a new opportunity and in turn, wouldn’t have improved their life. We're not heart surgeons and we're not finding a cure for cancer but we are helping people and doing our little bit to make a difference.If you are interested in Fun, money and have a desire to do something that matters, read on.Who are we?We are Monroe Consulting Group, anaward winningexecutive level recruitment specialist boasting a network of offices throughout South East Asia that include Thailand, Indonesia, Malaysia, The Philippines,Chinaand Vietnam. We also have offices in Mexico and Chile. We are part of the Empresaria Group (www.empressaria.com), a company with over 150 offices in over 20 countries and have been voted Best Recruitment Company (APAC) for the last 3 years.The requirementsOur roles are open to Thai nationals and international student from any facultyYou must have exceptional oral and written communication skills in both Thai and English. We require complete fluency in English for this role and, as an indicator; we will not consider anyone with a TOEIC score of less than 750 (preferably higher). You will need to be a confident and effective communicator, easily able to talk to a Managing Director one minute and a student the next.You should be a good listener, who cares about people and is genuinely interested in what makes people tick.You should be one of life’s achievers, with the willingness and enthusiasm to work hard to achieve your goals and exceptional financial rewards.You should have a positive can-do attitude with adjectives to describe yourself being motivated, ambitious and confident.Organised and methodical with a keen eye for detail, you will also have good P.C. skills.INTERESTED? Please send CV and Cover Letter to Khun Panyanatsorn Ruangratsoontorn "
         Junior/Senior Digital Marketing/เจ้าหน้าที่/หัวหน้า การตลาดดิจิทัล        ,"[('information-technology', 'others'), ('property', 'property-management'), ('marketing-public-relations', 'digital-marketing')]",            Entry Level           ,,           Salary negotiable                       ,"          Full Time, Permanent         ",['Job Responsibilities:จัดทำแผนกลยุทธ์ด้านการตลาดดิจิทัล บริหารงานช่องทางสื่อสารออนไลน์ต่างๆ รวมถึงเว็บไซต์ของบริษัท สำรวจ ติดตาม และวิเคราะห์ สื่อออนไลน์ของคู่แข่ง/บริษัทอื่นๆ ในธุรกิจอสังหาริมทรัพย์จัดทำ Content และโปรโมชั่น เพื่อใช้ในการทำสื่อโฆษณา/ประชาสัมพันธ์ จัดทำรายงานสรุปและวิเคราะห์งานการตลาดดิจิทัล ดูแล รับผิดชอบสื่อดิจิทัลต่างๆ ของบริษัท ดูแลและจัดการข้อร้องเรียน/คำถาม/ปัญหาต่างๆ ที่เกิดขึ้นในสื่อดิจิทัล และประสานงานไปยังหน่วยงานที่รับผิดชอบสรรหาช่องทางดิจิทัลใหม่ๆ ในการประชาสัมพันธ์/โฆษณา สามารถวิเคราะห์ และเพิ่มศักยภาพ ในการใช้สื่อต่างๆ เพื่อให้เข้าถึงกลุ่มเป้าหมาย ได้เป็นอย่างดี'],"[""s/Skills:Creativity and positive thinking skills. Systematic thinking skills. Very good manner and personality. Service mind. Strong in coordination. Detail-oriented. Excellent communication, negotiation and presentation skills. Good command of speaking, writing and listening in English. Google AdWords/ Analytics certified is a plus. Education, Experience, and Licensing Requirements:Bachelor’s degree or higher in marketing, digital technology or any related field.Minimum 5 years’ experience in digital marketing for senior position and 1 year for junior position.Fluent in English is a plus. Welfare and Benefits:Medical allowance Life insurance Bonus & commission Vacation Diligence allowance Marriage gift Funeral support Uniform Working Hours:5 days per week. (Mon - Fri) 09.00hrs. - 18.00hrs.      This is a great opportunity for a confident candidate to make a real impact with a growing organization at an exciting time in the company's development. A competitive, negotiable salary and benefits package is on offer to the right candidate. Apply now!SIAMNUWAT COMPANY LIMITED8th floor, Siam Piwat Tower,989 Rama I Rd., Pathumwan,Bangkok, Thailand 10330.Tel. 02 658 0678, 086 341 4340www.siamnuwat.comFacebook : siamnuwat careersLinkedin : siamnuwatLine ID : hrsiamnuwat ""]","Job Responsibilities:จัดทำแผนกลยุทธ์ด้านการตลาดดิจิทัล บริหารงานช่องทางสื่อสารออนไลน์ต่างๆ รวมถึงเว็บไซต์ของบริษัท สำรวจ ติดตาม และวิเคราะห์ สื่อออนไลน์ของคู่แข่ง/บริษัทอื่นๆ ในธุรกิจอสังหาริมทรัพย์จัดทำ Content และโปรโมชั่น เพื่อใช้ในการทำสื่อโฆษณา/ประชาสัมพันธ์ จัดทำรายงานสรุปและวิเคราะห์งานการตลาดดิจิทัล ดูแล รับผิดชอบสื่อดิจิทัลต่างๆ ของบริษัท ดูแลและจัดการข้อร้องเรียน/คำถาม/ปัญหาต่างๆ ที่เกิดขึ้นในสื่อดิจิทัล และประสานงานไปยังหน่วยงานที่รับผิดชอบสรรหาช่องทางดิจิทัลใหม่ๆ ในการประชาสัมพันธ์/โฆษณา สามารถวิเคราะห์ และเพิ่มศักยภาพ ในการใช้สื่อต่างๆ เพื่อให้เข้าถึงกลุ่มเป้าหมาย ได้เป็นอย่างดีQualifications/Skills:Creativity and positive thinking skills. Systematic thinking skills. Very good manner and personality. Service mind. Strong in coordination. Detail-oriented. Excellent communication, negotiation and presentation skills. Good command of speaking, writing and listening in English. Google AdWords/ Analytics certified is a plus. Education, Experience, and Licensing Requirements:Bachelor’s degree or higher in marketing, digital technology or any related field.Minimum 5 years’ experience in digital marketing for senior position and 1 year for junior position.Fluent in English is a plus. Welfare and Benefits:Medical allowance Life insurance Bonus & commission Vacation Diligence allowance Marriage gift Funeral support Uniform Working Hours:5 days per week. (Mon - Fri) 09.00hrs. - 18.00hrs.      This is a great opportunity for a confident candidate to make a real impact with a growing organization at an exciting time in the company's development. A competitive, negotiable salary and benefits package is on offer to the right candidate. Apply now!SIAMNUWAT COMPANY LIMITED8th floor, Siam Piwat Tower,989 Rama I Rd., Pathumwan,Bangkok, Thailand 10330.Tel. 02 658 0678, 086 341 4340www.siamnuwat.comFacebook : siamnuwat careersLinkedin : siamnuwatLine ID : hrsiamnuwat "
         Sales & Event Representative/เจ้าหน้าที่การขายประจำอีเว้นท์        ,"[('marketing-public-relations', 'marketing-general'), ('marketing-public-relations', 'event-marketing'), ('sales-cs-business-devpt', 'account-servicing')]",            Entry Level           ,,"           THB20,000 - 35,000 /month (negotiable)                     ","          Full Time, Permanent         ",[],[],"หากคุณเป็นคนที่ชื่นชอบบรรยากาศการทำงานที่สนุกสนาน!!เพื่อนร่วมงานที่เป็นเหมือนครอบครัว และการเทรนนิ่งงานอย่างเป็นระบบ ทำให้ช่วยเสริมสร้างวิสัยทัศน์ในการทำงานให้กับคนรุ่นใหม่อย่างมีประสิทธิภาพร่วมงานกับเราCOSMO CORPORATION GROUPWhat We Are Doing?เราไม่ใช่บริษัทที่ทำงานลักษณะ Organize หรือ ขายพื้นที่อีเว้นท์เราดูแลงานทางด้านการขายสินค้าและบริการด้านการตลาดให้กับแบรนด์ต่างๆ เช่นBRG, GMMZ - Grammy, AIS, Raymond Land Propertyและรวมไปถึงผู้ว่าจ้างแบรนด์อื่นๆอีกมากมายเราทำการตลาดและงานขายในลักษณะกิจกรรม อีเว้นท์และบูทกิจกรรมที่เราทำเป็นงานนอกสถานที่ไม่ใช่ลักษณะงานนั่งโต๊ะWhat You'll Do?รับผิดชอบดำเนินการขายและประชาสัมพันธ์สินค้าในช่องทางอีเว้นท์วางแผนการตลาดเพื่อพัฒนาธุรกิจในช่องทางอีเว้นท์เรียนรู้งานขายและพัฒนาทักษะการโน้มน้าว ดูแลภาพลักษณ์และพัฒนาโปรเจคที่ได้รับมอบหมายWho You Are?ชาย/หญิงสัญชาติไทยอายุ 20 - 30 ปีวุฒิปริญญาตรี หรือเทียบเท่า เปิดรับพิจารณาทุกสาขายินดีรับนักศึกษาจบใหม่หรือผู้ไม่มีประสบการณ์ด้านการขายมีประสบการณ์ด้าน Telesale, PR, Marketing, Sales จะพิจารณาเป็นพิเศษชอบทำงานเป็นทีม พบปะผู้คน และมองหาสิ่งแวดล้อมที่สนุกสนานในการทำงานลุยงาน หากคุณคิดว่าเป็นงานที่ใช่ และมีคุณสมบัติตรงตามที่บริษัทต้องการมาร่วมเป็นส่วนหนึ่งกับเราSend your resume to:The HR Department COSMO CORPORATION GROUP128/120อาคารพญาไทพลาซ่า ชั้นที่11ถนนพญาไท แขวงทุ่งพญาไทเขตราชเทวี กรุงเทพฯ10400Tel:+66 20161315, +66 869026043Facebook: https://www.facebook.com/CosmocorporationgroupIG : CosmocorpgroupLine:@zot8225d (มี @ ข้างหน้า) "
         Marketing & Product Planning (Personal Loan) : AVP        ,"[('banking-finance', 'retail-banking'), ('marketing-public-relations', 'management'), ('marketing-public-relations', 'brand-product-management')]",            Senior level           ,            5 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ","['Position : Marketing & Product Planning (Personal Loan)Level :Assistant Vice President.Job Description;   To keep update market & competitor movement, and propose campaign and marketing plan to complete in the market. Responsible for analyzing existing process and product, and initiate improvement plan. To monitor and evaluate campaign performance, marketing plan and improvement plan.To analyze and design for personal loan product for strategic planning in the overall product dimensions.Responsible for initiating marketing campaigns for personal loan.To keep monitoring for the campaign tracking and performance.To plan for the strategy of personal loan product to build up for more completion in the market.To coordinate with the related parties in product development – marketing promotion or campaign, processes, regulation, and policy (both external and internal parts)Coordinate with the IT team to improve and develop the process for the personal loan product.Responsible for keeping any update of market trend, new product movement, campaign for proposing to the management for planning.']","[""s;Bachelor's Degree or higher in Business Administration, Marketing, Management or related fields.At least 7-10 years of working experience in any marketing field of financial product development, banking product promotion - retails, consumer lending, or personal loan.A wide degree of creativity with product analysis, interpersonal, and presentation skills.Strong business acumen infinancialproduct, or consumer lending products.Conceptual thinking with analyzing skill on productdevelopment.Well communication in English (spoken and written) Talent Acquisition TeamSummit Capital Leasing (Sumitomo Corporation Group)968, 11th Floor, U Chu Liang Building, Rama 4 Rd.Silom, Bang Rak, Bangkok. ""]","Position : Marketing & Product Planning (Personal Loan)Level :Assistant Vice President.Job Description;   To keep update market & competitor movement, and propose campaign and marketing plan to complete in the market. Responsible for analyzing existing process and product, and initiate improvement plan. To monitor and evaluate campaign performance, marketing plan and improvement plan.To analyze and design for personal loan product for strategic planning in the overall product dimensions.Responsible for initiating marketing campaigns for personal loan.To keep monitoring for the campaign tracking and performance.To plan for the strategy of personal loan product to build up for more completion in the market.To coordinate with the related parties in product development – marketing promotion or campaign, processes, regulation, and policy (both external and internal parts)Coordinate with the IT team to improve and develop the process for the personal loan product.Responsible for keeping any update of market trend, new product movement, campaign for proposing to the management for planning.Qualifications;Bachelor's Degree or higher in Business Administration, Marketing, Management or related fields.At least 7-10 years of working experience in any marketing field of financial product development, banking product promotion - retails, consumer lending, or personal loan.A wide degree of creativity with product analysis, interpersonal, and presentation skills.Strong business acumen infinancialproduct, or consumer lending products.Conceptual thinking with analyzing skill on productdevelopment.Well communication in English (spoken and written) Talent Acquisition TeamSummit Capital Leasing (Sumitomo Corporation Group)968, 11th Floor, U Chu Liang Building, Rama 4 Rd.Silom, Bang Rak, Bangkok. "
         Head of Marketing        ,"[('sales-cs-business-devpt', 'business-development'), ('marketing-public-relations', 'brand-product-management'), ('marketing-public-relations', 'direct-marketing')]",            Senior level           ,            8 years experience           ,           Salary negotiable                       ,"          Full Time, Permanent         ",[],[],"Major Responsibilities• Develop launching plans and strategy, along with sales target, A&P, and business plan to purpose to CMO and BOD.• Analyze and study to understand Chinese consumer behavior, both online and offline.• Work with relevant team to analyze and develop strategy to launch product, brand, and marketing campaign into China.•Work with agencies on creative development to motivate the target audience to “take action”.•Develop good relationship and work with distributor to push sales and distribution coverage and monitor distribution expenditure and efficiency.•Monitor market trends, research consumer markets and competitors’ activities.•Measure and report performance of all marketing campaigns, A&P cost efficiency.Professional Experience• Proven working experience related to branding or marketing in FMCG area • Ability to develop marketing strategies and communicate recommendations to executives• Understanding of marketing mix• Strong analytical skills partnered with a creative mind• Data-driven thinking and an affinity for numbers• Outstanding communication skills• Up-to-date with latest trends and marketing best practices• Degree in marketing or a related field "
         Brand Development Executive        ,"[('sales-cs-business-devpt', 'business-development'), ('marketing-public-relations', 'direct-marketing'), ('e-commerce', 'marketing-brand-product-management')]",            Middle level           ,            2 years experience           ,           Salary negotiable                       ,"          Full Time, Permanent         ",[],[],Major Responsibilities• To assist in various international business innovation developments• To drive cross-functional network teams to deliver innovations on-time and in-full• To assist in various international business strategies and plans• To implement international expansion project by working with local partners & cross functional teamProfessional Experience• Proven working experience as brand manager or associate brand manager• Ability to develop marketing strategies and communicate recommendations to executives• Understanding of marketing mix• Strong analytical skills partnered with a creative mind• Data-driven thinking and an affinity for numbers• Outstanding communication skills• Up-to-date with latest trends and marketing best practicesOthers Requirements•Enthusiastic and Agile•Passionate to win/high energy•Good listening skill•Possess good collaboration•Demonstrate Good Team player 
