job_title,job_categories,career_level,experience_year,salary,employment_type,job_responsibilities,job_qualifications,job_description
         Production Supervisor /Lamphun        ,"[('engineering', 'manufacturing-production')]",            Middle level           ,            3 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",['Production Supervisor /LamphunResponsibilities:Management of production in order to production plan.Control for direct activities of manufacturing.Control People and Technical process according to the target.Organize subordinate manpower for production goes smoothly.Key user in Analyze and solve problems with production.Summarize and report the operations of the Department.Maintain of machinery and equipment in optimum state.Clarification of problems in the manufacturing process to the manager know for find a solution.Support for international quality standard ISO 9001-2015Improve production process.Other job related duties assigned.'],"['s:Bachelor degree of Ceramic Technology, Industrial Engineer or related field.Age between 30-40 years and living in Northern of Thailand is advantage.Minimum 7 years’ experience in production, experiences in Ceramic field will be an advantage. Experience and knowledge in international quality standard ISO 9001-2015Good command of spoken and written English.Strong analytical thinking, technical skill and leadership skill.Able to work under high pressure.Strong project management ability & problem solving skills.Can be work in night shift.Salary & BenefitsNegotiable upon working experience and backgroundSocial Security FundDiligence IncentiveCost of living AllowanceFree Meal Night Shift AllowanceGroup Insurance ContributionUniform Provident Fund ContributionWorkmen’s Compensation Fund ContributionCompany’s profileOur client is the subsidiaries of Client’s group in Switzerland which well-known of cookware, tableware, kitchenware product that has recently expand the new modern with high technologies stoneware factory in Thailand (Located in SAHA Group Industrial Park : Lamphun). Due to rapid business expansion, Our client is now seeking for high caliber staff to join our team to fulfill our growth and business expansion.Please send you full resume with current salary, expected salary, recent photo and your availability to Apply Now or call 052-039556 ']","Production Supervisor /LamphunResponsibilities:Management of production in order to production plan.Control for direct activities of manufacturing.Control People and Technical process according to the target.Organize subordinate manpower for production goes smoothly.Key user in Analyze and solve problems with production.Summarize and report the operations of the Department.Maintain of machinery and equipment in optimum state.Clarification of problems in the manufacturing process to the manager know for find a solution.Support for international quality standard ISO 9001-2015Improve production process.Other job related duties assigned.Qualifications:Bachelor degree of Ceramic Technology, Industrial Engineer or related field.Age between 30-40 years and living in Northern of Thailand is advantage.Minimum 7 years’ experience in production, experiences in Ceramic field will be an advantage. Experience and knowledge in international quality standard ISO 9001-2015Good command of spoken and written English.Strong analytical thinking, technical skill and leadership skill.Able to work under high pressure.Strong project management ability & problem solving skills.Can be work in night shift.Salary & BenefitsNegotiable upon working experience and backgroundSocial Security FundDiligence IncentiveCost of living AllowanceFree Meal Night Shift AllowanceGroup Insurance ContributionUniform Provident Fund ContributionWorkmen’s Compensation Fund ContributionCompany’s profileOur client is the subsidiaries of Client’s group in Switzerland which well-known of cookware, tableware, kitchenware product that has recently expand the new modern with high technologies stoneware factory in Thailand (Located in SAHA Group Industrial Park : Lamphun). Due to rapid business expansion, Our client is now seeking for high caliber staff to join our team to fulfill our growth and business expansion.Please send you full resume with current salary, expected salary, recent photo and your availability to Apply Now or call 052-039556 "
         ASSISTANT PRODUCTION MANAGER – WELDING / FABRICATION / METAL & STEEL SHEET        ,"[('engineering', 'mechanical'), ('manufacturing', 'production-planning-control'), ('manufacturing', 'quality-assurance-control-testing-iso')]",            Senior level           ,,           Salary provided                       ,          Permanent         ,"[' Responsibilities:The Assistant Production Manager will report directly to the Thai COO and will take responsibility for managing the overall of production operations including the following:Planning, scheduling and prioritising work to meet delivery schedules and quality standards whilst providing technical support and being a resource person in the production area and other departments.Assisting in defining the design of current and future products, assisting in establishing work processes and procedures and makingrecommendations on manpower requirements.Ensuringa safe working environment, reviewing and selecting special tooling and equipment, and becominginvolved in the sourcing of materials needed for client orders.Controlling production in order to meet programmed delivery dates and optimising wastage, downtime and stock levels.Being responsible for controlling,reporting on, and implementing day to day priorities on the production requirements of our clients’ sheet metal productswith suppliers and manufacturers, as well as internally within our clients’ assembly processes.Monitoring production and unit costs, facilitatingcost reduction measures in respect to both productand productionprocesses together with other managers, suppliers and customers.Revisingexisting drawings per requestand creatingdrawings of products that meet customer requirementsPerforming any other activities as directed by the management.']","[""s:Bachelor's or Master’s Degree in Mechanical Engineering or any related field.At least 5 - 7 years experience in a supervisory related position, ideally coming from a medium-volume and low-cost manufacturing process, preferably with hands-on knowledge and experience in sheet metal/fabrication production. Good knowledge of production management, production techniques, equipment and tooling.Understanding of productivity, cost-controlling, and basic profit and loss.Strong management, analytical, strategic thinking, problem-solving, leadership, decision-making and communication skills.Ability to work both independently and as part of a team.Good command of spoken and written English.REFERENCE CODE: APM1011305 ""]"," Responsibilities:The Assistant Production Manager will report directly to the Thai COO and will take responsibility for managing the overall of production operations including the following:Planning, scheduling and prioritising work to meet delivery schedules and quality standards whilst providing technical support and being a resource person in the production area and other departments.Assisting in defining the design of current and future products, assisting in establishing work processes and procedures and makingrecommendations on manpower requirements.Ensuringa safe working environment, reviewing and selecting special tooling and equipment, and becominginvolved in the sourcing of materials needed for client orders.Controlling production in order to meet programmed delivery dates and optimising wastage, downtime and stock levels.Being responsible for controlling,reporting on, and implementing day to day priorities on the production requirements of our clients’ sheet metal productswith suppliers and manufacturers, as well as internally within our clients’ assembly processes.Monitoring production and unit costs, facilitatingcost reduction measures in respect to both productand productionprocesses together with other managers, suppliers and customers.Revisingexisting drawings per requestand creatingdrawings of products that meet customer requirementsPerforming any other activities as directed by the management.Qualifications:Bachelor's or Master’s Degree in Mechanical Engineering or any related field.At least 5 - 7 years experience in a supervisory related position, ideally coming from a medium-volume and low-cost manufacturing process, preferably with hands-on knowledge and experience in sheet metal/fabrication production. Good knowledge of production management, production techniques, equipment and tooling.Understanding of productivity, cost-controlling, and basic profit and loss.Strong management, analytical, strategic thinking, problem-solving, leadership, decision-making and communication skills.Ability to work both independently and as part of a team.Good command of spoken and written English.REFERENCE CODE: APM1011305 "
         ช่างซ่อมบำรุง  / ME Technician ประจำปราจีนบุรี        ,"[('engineering', 'maintenance'), ('engineering', 'mechanical'), ('others', 'technician')]",            Entry Level           ,            3 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",['Responsibilities;ดูแลจัดการอุปกรณ์และการซ่อมเครื่องจักรที่ใช้ในการผลิตตรวจเช็คและสรุปจำนวนอะไหล่ที่ใช้สำหรับเครื่องจักรนำเสนอโครงการปรับปรุงเครื่องจักรทำงานร่วมกับทีมซ่อมบำรุงและฝ่ายผลิตงานอื่นๆ ตามที่ได้รับมอบหมาย'],['s;มีประสบการณ์ด้านงานซ่อมบำรุงอย่างน้อย 5 ปีวุฒิ ปวส หรือ ปริญญาตรี สาขาเครื่องกลโรงงาน หรือที่เกี่ยวข้องสามารถทำงานเข้ากะได้ใจรักงานด้านบริการใช้งาน PLC ได้จะพิจารณาเป็นพิเศษ '],Responsibilities;ดูแลจัดการอุปกรณ์และการซ่อมเครื่องจักรที่ใช้ในการผลิตตรวจเช็คและสรุปจำนวนอะไหล่ที่ใช้สำหรับเครื่องจักรนำเสนอโครงการปรับปรุงเครื่องจักรทำงานร่วมกับทีมซ่อมบำรุงและฝ่ายผลิตงานอื่นๆ ตามที่ได้รับมอบหมายQualifications;มีประสบการณ์ด้านงานซ่อมบำรุงอย่างน้อย 5 ปีวุฒิ ปวส หรือ ปริญญาตรี สาขาเครื่องกลโรงงาน หรือที่เกี่ยวข้องสามารถทำงานเข้ากะได้ใจรักงานด้านบริการใช้งาน PLC ได้จะพิจารณาเป็นพิเศษ 
         Technical Support Engineering (มีนบุรี)/วิศวกรสนับสนุนด้านเทคนิค (มีนบุรี)        ,"[('engineering', 'mechanical')]",            Senior level           ,            5 years experience           ,           Salary negotiable                       ,"          Full Time, Permanent         ",[],[],ปฎิบัติงานต่างๆ ที่เกี่ยวเนื่องกับการออกแบบระบบ วิธีการ รวมทั้งอุปกรณ์และเครื่องมือช่างเพื่อสนับสนุนงานธุรกิจใหม่ รวมทั้งพัฒนาและปรับปรุงอะไหล่ของบริษัทให้มีความทันสมัยและเหมาะสมต่อการใช้งาน* มีประสบการณ์ด้านวิศวกรรมเครื่องกล / ไฟฟ้า / อิเล็กทรอนิคส์ ไม่น้อยกว่า 5 ปี * 
         Service Manager – Trading Industrial Equipment / Machines        ,"[('engineering', 'industrial')]",            Senior level           ,            15 years experience           ,           Salary provided                       ,          Full Time         ,"['This role takes responsibilities in managing service department team members in Thailand, Indonesia and Philippines, including customer service interactions, reports, and repairs. This position will be reporting to management level in Thailand and in Europe HQ.Responsibilities:Effectively manages team members, including technicians, advisors and sub-contractors, to ensure team objectives and service goals are being carried outDisplays extensive working knowledge of industry standards and practices, including product details and company services offeredOffers exemplary customer service, including maintaining and developing customer relationships and ensuring repeat customers by up-selling products and services and taking care of any customer concerns or complaints quickly and professionallyAssists with or performs administrative tasks Develops and improves the service sales through sales of standard and customized service contracts, monitoring of spare parts price level, focus and strategic service campaigns aiming to increase the customer perception and satisfaction Develops and responsible of working knowledge of industry regulations, restrictions, and laws, and ensures service department adheres to all regulations across the entire south east of Asia or wherever the service team may be required to actSets up and maintains service desk, including managing service desk team members and constantly evaluating desk efficiencyResolves service desk problems and improves current service desk methods to increase productivity and customer serviceMonitors department issues and client complaints to define patterns and work to lessen those recurring issuesRegularly audits work being done and customer service being provided to ensure all standards are met and that repair work is carried out effectively, correctly, and thoroughlyOversees team members performing inspections, preparing reports, and doing repairs; if necessary, carries out these job duties personally to ensure highest quality of work and maximum customer satisfaction']","['sBachelor in Engineering, Master Degree in Business or Administration is a plusPrevious Service Experience Comprehensive Industry Knowledge Strong interpersonal skills Strong Written and Verbal Communication, excellent English is a must (Speaking, Writing, Listening)Self-Motivated, Troubleshooting, Creative Problem-Solving  ']","This role takes responsibilities in managing service department team members in Thailand, Indonesia and Philippines, including customer service interactions, reports, and repairs. This position will be reporting to management level in Thailand and in Europe HQ.Responsibilities:Effectively manages team members, including technicians, advisors and sub-contractors, to ensure team objectives and service goals are being carried outDisplays extensive working knowledge of industry standards and practices, including product details and company services offeredOffers exemplary customer service, including maintaining and developing customer relationships and ensuring repeat customers by up-selling products and services and taking care of any customer concerns or complaints quickly and professionallyAssists with or performs administrative tasks Develops and improves the service sales through sales of standard and customized service contracts, monitoring of spare parts price level, focus and strategic service campaigns aiming to increase the customer perception and satisfaction Develops and responsible of working knowledge of industry regulations, restrictions, and laws, and ensures service department adheres to all regulations across the entire south east of Asia or wherever the service team may be required to actSets up and maintains service desk, including managing service desk team members and constantly evaluating desk efficiencyResolves service desk problems and improves current service desk methods to increase productivity and customer serviceMonitors department issues and client complaints to define patterns and work to lessen those recurring issuesRegularly audits work being done and customer service being provided to ensure all standards are met and that repair work is carried out effectively, correctly, and thoroughlyOversees team members performing inspections, preparing reports, and doing repairs; if necessary, carries out these job duties personally to ensure highest quality of work and maximum customer satisfactionQualificationsBachelor in Engineering, Master Degree in Business or Administration is a plusPrevious Service Experience Comprehensive Industry Knowledge Strong interpersonal skills Strong Written and Verbal Communication, excellent English is a must (Speaking, Writing, Listening)Self-Motivated, Troubleshooting, Creative Problem-Solving  "
         Machining Engineer (Thai Nationality Only)/วิศวกร Machining        ,"[('engineering', 'industrial'), ('engineering', 'manufacturing-production'), ('engineering', 'mechanical')]",            Entry Level           ,            3 years experience           ,           Salary negotiable                       ,          Permanent         ,"['Job DescriptionTo lead, guide and supervise your team (including setter & workers) to produce work parts in accordance to specifications within given schedule. Attend daily production meeting with your team members to discuss & check on daily work schedule, work specifications and manpower scheduling. Plan & report on machine loading to maximize utilization of machines and manpower.Control all of operation following safety regulation.Prepare department’s monthly report.Solve problems, conduct root cause analysis and provide correction and preventive action.Supervise and manage floor shop employees.']","['sBachelor’s or Diploma DegreeIndustrial or Mechanical EngineerAt least3-5years working experience in Machining shopExperience in CNC program, G – code and M-Code As wellTo lead, guide and supervise your teamGood command of both spoken and written EnglishAble to work under pressure and flexibleAble to work inshifts ']","Job DescriptionTo lead, guide and supervise your team (including setter & workers) to produce work parts in accordance to specifications within given schedule. Attend daily production meeting with your team members to discuss & check on daily work schedule, work specifications and manpower scheduling. Plan & report on machine loading to maximize utilization of machines and manpower.Control all of operation following safety regulation.Prepare department’s monthly report.Solve problems, conduct root cause analysis and provide correction and preventive action.Supervise and manage floor shop employees.QualificationsBachelor’s or Diploma DegreeIndustrial or Mechanical EngineerAt least3-5years working experience in Machining shopExperience in CNC program, G – code and M-Code As wellTo lead, guide and supervise your teamGood command of both spoken and written EnglishAble to work under pressure and flexibleAble to work inshifts "
         QA Supervisor @Rayong (25K – 40K) (SDG-51613)        ,"[('engineering', 'manufacturing-production'), ('engineering', 'mechanical'), ('manufacturing', 'quality-assurance-control-testing-iso')]",            Middle level           ,            2 years experience           ,           Salary negotiable                       ,"          Full Time, Permanent         ",[],[],"Job ResponsibilitiesThis position will be a Manager position if the candidate works well.Manage and control the performance of QA staff, ensuring that the company's meets standards quality of the product.Responsible for the quality of products, process quality management, and product quality assurance of the quality department.Set and Control asset and expense budget of the Quality Section.Review and approve all analysis records, manufacturing record and others according to the document control system.Handing audit tasks related to ISO and IATF.In charge of all study cases in the company in order to improve the quality of procedures and products.Necessary Skill / ExperienceThai nationality , Male/Female age 23 – 30 years oldBachelor's degree in Management or Mechanical or Engineering in a related field.At least 2 years as supervisor level in Automobile company(Company scale of more than 300 employees)Have a knowledge system ISO14001, IATF16949.Core Tools VDA6.3Able to communicate in English (Conversational middle level)Have good conversational and interpersonal skillsPreferable Skill / ExperienceExperience in corporate sales function from Banking & Leasing businessAble to analyze financial statementIf experience as sales in solar panel or any product related renewable energy is attractiveOwn carLanguages skillsEnglish:Conversational LevelJapanese:NoneWorkplace Area: Siam Eastern Industrial Park, RayongWorking Hour: 8:00-17:00(M to F Saturday working Every other week but depends on the situation.)About theBenefitsSalary: 25,000–40,000THBAbout the companyProducts: While we started in the aircraft field, we now run businesses in three areasBusiness Type: Automobiles / Automobile PartsHOW TO APPLY,*** Please submit your resume with photo, your current & expected salary, and reference: QA Supervisor @Rayong (25K – 40K) (SDG-51613)*** Any query regarding this Job or application method, please call Tel. 02-021-0333RGF HR Agent Recruitment (Thailand) Co., Ltd.（株式会社リクルートホールディングスタイ法人）689 BHIRAJ TOWER at EmQuartier, 23rd Floor, Room No. 2304-2306Sukhumvit Road, North Klongton Sub-District, Vadhana District, Bangkok 1011Tel: 02-021-0333Website : www.rgf-hragent.asia/en/thailand "
         Facility Manager / Building Manager        ,"[('building-construction', 'building-construction-qs'), ('engineering', 'electrical-electronics'), ('engineering', 'engineering-project-management')]",            Middle level           ,            5 years experience           ,"           THB30,000 - 45,000 /month (negotiable)                     ","          Full Time, Permanent         ","['Main Responsibilities:Responsible for making sure that buildings and environment is in a suitable condition to work.Manage the maintenance of building i.e. security, parking, water pump and air conditioning as needed.Control and manage budget for various facility needs and expenses.Managing and monitoring service provider and outsourcing services to work efficiently.Planning maintenance for all installations as scheduled.Handle certain administrative tasks, such as preparing reports for owner.Respond to emergency situations or other urgent issues involving the facility.Providing solutions for technical issues.Required ']","['s:Male or Female, age between 28-35 years old.Bachelor’s Degree in Engineering Management, Electrical Engineering, Business Management or related.Background in Facility Management or Building Management in Hotel, Condominium or Serviced Apartment will be preferable.Fair in English and Computer literacy.Good in Problem-solving, analytical skills, planning skills, leadership skills and ability to guide and motivate team.Good communication skills both Thai and English.Can work on flexible hour (8:00 - 17:00 or 10:00 - 20:00)6 day-off / monthWorking Location:- Thonglor and EkkamaiTo become a member of our team, please write in with full resume, stating present and expected salaries, and enclosing a recent photograph via""Apply Now"" bottom.Euro Creations Co., Ltd.Contact : Human Resources Department1050 Soi Sukhumvit 66/1, Sukhumvit Road, Bangjak,Phrakanong, Bangkok 10260Tel : 02-744-9624-5 Fax : 02-744-9731mb. 0854844943line id: 0854844943careers at eurocreations.co.thWebsite :www.eurocreations.co.th ']","Main Responsibilities:Responsible for making sure that buildings and environment is in a suitable condition to work.Manage the maintenance of building i.e. security, parking, water pump and air conditioning as needed.Control and manage budget for various facility needs and expenses.Managing and monitoring service provider and outsourcing services to work efficiently.Planning maintenance for all installations as scheduled.Handle certain administrative tasks, such as preparing reports for owner.Respond to emergency situations or other urgent issues involving the facility.Providing solutions for technical issues.Required Qualifications:Male or Female, age between 28-35 years old.Bachelor’s Degree in Engineering Management, Electrical Engineering, Business Management or related.Background in Facility Management or Building Management in Hotel, Condominium or Serviced Apartment will be preferable.Fair in English and Computer literacy.Good in Problem-solving, analytical skills, planning skills, leadership skills and ability to guide and motivate team.Good communication skills both Thai and English.Can work on flexible hour (8:00 - 17:00 or 10:00 - 20:00)6 day-off / monthWorking Location:- Thonglor and EkkamaiTo become a member of our team, please write in with full resume, stating present and expected salaries, and enclosing a recent photograph via""Apply Now"" bottom.Euro Creations Co., Ltd.Contact : Human Resources Department1050 Soi Sukhumvit 66/1, Sukhumvit Road, Bangjak,Phrakanong, Bangkok 10260Tel : 02-744-9624-5 Fax : 02-744-9731mb. 0854844943line id: 0854844943careers at eurocreations.co.thWebsite :www.eurocreations.co.th "
         Sales Engineer (Cutting Tool)        ,"[('engineering', 'others'), ('sales-cs-business-devpt', 'account-servicing'), ('sales-cs-business-devpt', 'technical-sales-sales-engineer')]",            Entry Level           ,,           Salary provided                       ,"          Full Time, Permanent         ","['Type of Business:Trading cutting tools, semiconductor equipment.Salary Range: 30,000 -50,000 BahtJob Description:Sales of cutting tools, mold parts to Japanese companies.To find new customer and take care existing customer (Domestics and Asian countries).Technical advice to customers.Coordinate with distributors and trading company.']","["":Thai Nationality Male/Female age 27-35 years old.Bachelor's degree or Master's degree in Engineer.Prefer experience of sales cutting tools.Have business trip to overseas sometime(Singapore, Malaysia, Vietnam, Philippines).Need own car with license.Good command in English.Working hour: Monday-Friday 08.30-17.30.Location:Saunluang, BangkokApply from todayAt PA&CA Recruitment Co., Ltd.52 Thaniya Plaza, 23th Fl., Silom Rd., Suriyawongse, Bangrak, BangkokTel no. 02-2312003-5 Fax no. 02-2312006 ""]","Type of Business:Trading cutting tools, semiconductor equipment.Salary Range: 30,000 -50,000 BahtJob Description:Sales of cutting tools, mold parts to Japanese companies.To find new customer and take care existing customer (Domestics and Asian countries).Technical advice to customers.Coordinate with distributors and trading company.Qualification:Thai Nationality Male/Female age 27-35 years old.Bachelor's degree or Master's degree in Engineer.Prefer experience of sales cutting tools.Have business trip to overseas sometime(Singapore, Malaysia, Vietnam, Philippines).Need own car with license.Good command in English.Working hour: Monday-Friday 08.30-17.30.Location:Saunluang, BangkokApply from todayAt PA&CA Recruitment Co., Ltd.52 Thaniya Plaza, 23th Fl., Silom Rd., Suriyawongse, Bangrak, BangkokTel no. 02-2312003-5 Fax no. 02-2312006 "
,"[('engineering', 'others'), ('manufacturing', 'quality-assurance-control-testing-iso')]",Entry Level,N/A,Salary negotiable  ,"Full Time, Permanent",[],[]," Responsibilities:Determines quality improvement parameters by identifying statistical methods relevant to manufacturing processes.Provide validation support by applying manufacturing quality tools including, FMEA, DFMEA, PFMEA, control plans, process verification/validation plans, Cpk, Cp, SPC, process data analysis, Establishes statistical confidence by identifying sample size and acceptable error; determining levels of confidence.Provide ideas to improve existing processes.Conduct production process audits daily to ensure compliance and identify gaps.Participate in complaint investigations, failure analysis of returned products, and issues resulting in a stop ship/stop production; document findings, provide reports and analysis, & document risk assessment. Coordinate corrective actions in response to internal non-conformances and system weaknesses.Investigate and report on process improvement projects as directed.Prepares reports by collecting, analyzing, and summarizing data; making recommendations.Maintains professional and technical knowledge by attending educational workshops.Work with the relevant department managers/supervisors to ensure all staffs are trained on all registered processes.Contributes to team effort by accomplishing related results as needed.Provide weekly reports to management about the progress of the implementation.Support the implementation and maintenance of ISO9001:2015 quality standards.Evaluate departmental performance based on ISO adherence and provide reports to management.Other duties as required.Requirement:Bachelor of Science Degree in Engineering or Science-related fieldAbility to objectively review and qualify objective dataKnowledge of Quality Assurance techniques and methods.Prior ISO training and knowledge.Good command of written and spoken English  "
