job_title,job_categories,career_level,experience_year,salary,employment_type,job_responsibilities,job_qualifications,job_description
         Key Account Coordinator Executive (Food Business / Food Manufacturing)        ,"[('sales-cs-business-devpt', 'business-development'), ('sales-cs-business-devpt', 'customer-service'), ('sales-cs-business-devpt', 'sales-management')]",            Entry Level           ,            2 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ","['Key Deliverables :•Ability to develop, document, implement and audit standard and non-standard processes for customer implementation and ongoing effectiveness•Ability to communicate effectively, handle escalations, and satisfactorily resolve issues at the account level•Strong project management, organization and planning skills•Process and detail- oriented to reliably progress provisioning and number port orders to successfully completion on a timely and accurate basis and in accordance with product line SLAs.•Highly productive and efficient in handling a large number of tasks and requests on a daily basis.•Detail-oriented to accurately audit, submit and update number porting, inventory, provisioning and change orders•Proactive project management of number port and translation/inventory submissions with Carriers•Ability to think independently, determining the best path forward for each order with minimal supervision•Demonstrated ability to prioritize and meet deadlines•Excellent customer service and influence skills (oral and written)•Good judgment, follow-up, and relationship building with key accounts•Good technical understanding of products and networks•Ability to dynamically support needs of other team members and teams in matrix management structure, facilitating overall results of the departmentRequired ']","[' :•Minimum 3 years porting and/or provisioning experience or applicable•Bachelor’s Degree in Food Science / Food Technology with Toeic Score 800Ability to multi-task. Handle frequent interruptions without causing errors on work in progress. •Demonstrated ability to manage multiple projects to successful completion•Experience with Intermedia internal and customer-facing tools and processes•Experience in telecom, carrier provisioning/porting a plus•Demonstrated work experience in an industry and position (s) where above was required ']","Key Deliverables :•Ability to develop, document, implement and audit standard and non-standard processes for customer implementation and ongoing effectiveness•Ability to communicate effectively, handle escalations, and satisfactorily resolve issues at the account level•Strong project management, organization and planning skills•Process and detail- oriented to reliably progress provisioning and number port orders to successfully completion on a timely and accurate basis and in accordance with product line SLAs.•Highly productive and efficient in handling a large number of tasks and requests on a daily basis.•Detail-oriented to accurately audit, submit and update number porting, inventory, provisioning and change orders•Proactive project management of number port and translation/inventory submissions with Carriers•Ability to think independently, determining the best path forward for each order with minimal supervision•Demonstrated ability to prioritize and meet deadlines•Excellent customer service and influence skills (oral and written)•Good judgment, follow-up, and relationship building with key accounts•Good technical understanding of products and networks•Ability to dynamically support needs of other team members and teams in matrix management structure, facilitating overall results of the departmentRequired Qualification :•Minimum 3 years porting and/or provisioning experience or applicable•Bachelor’s Degree in Food Science / Food Technology with Toeic Score 800Ability to multi-task. Handle frequent interruptions without causing errors on work in progress. •Demonstrated ability to manage multiple projects to successful completion•Experience with Intermedia internal and customer-facing tools and processes•Experience in telecom, carrier provisioning/porting a plus•Demonstrated work experience in an industry and position (s) where above was required "
         Telesales (Training Course for SGS Academy)/พนักงานขายทางโทรศัพท์(ขายคอร์สอบรมของ SGS Acdemy)        ,"[('sales-cs-business-devpt', 'account-servicing'), ('sales-cs-business-devpt', 'sales-management'), ('sales-cs-business-devpt', 'tele-sales')]",            Entry Level           ,            1 year experience           ,           Salary provided                       ,"          Full Time, Permanent         ","['Telesales Duties and ResponsibilitiesConsistently make a good first impression when calling leads Engage potential customers in dialogue that opens opportunities Commit to departmental and individual quotas/goals Meet company expectations for excellent customer service Update contacts database when necessary Provide information regarding product/service in an engaging manner Answer all customer questions honestly and accurately Take relevant notes on all calls for future use and enter into database Process orders quickly and accurately Maintain a friendly, professional tone at all times Function as part of the team with sincere enthusiasm Negotiate sales and address any concerns/reservations of potential customers Telesales Requirements and ']","['sBachelor’s or associate’s degree a plus 2 years experience in a sales related role, preferably in telesales Outstanding verbal communication skills and a positive attitude Basic computer skills, including Microsoft Word and Excel Excellent telephone etiquette Fluent in English language; bilingual a plus Personable and friendly tone of voice Ability to follow scripts without sounding mechanical Ability to handle being rejected and remain calm and collected  ']","Telesales Duties and ResponsibilitiesConsistently make a good first impression when calling leads Engage potential customers in dialogue that opens opportunities Commit to departmental and individual quotas/goals Meet company expectations for excellent customer service Update contacts database when necessary Provide information regarding product/service in an engaging manner Answer all customer questions honestly and accurately Take relevant notes on all calls for future use and enter into database Process orders quickly and accurately Maintain a friendly, professional tone at all times Function as part of the team with sincere enthusiasm Negotiate sales and address any concerns/reservations of potential customers Telesales Requirements and QualificationsBachelor’s or associate’s degree a plus 2 years experience in a sales related role, preferably in telesales Outstanding verbal communication skills and a positive attitude Basic computer skills, including Microsoft Word and Excel Excellent telephone etiquette Fluent in English language; bilingual a plus Personable and friendly tone of voice Ability to follow scripts without sounding mechanical Ability to handle being rejected and remain calm and collected  "
         Training Coordinator for SGS Academy Business        ,"[('admin-hr', 'others'), ('sales-cs-business-devpt', 'customer-service'), ('admin-hr', 'training-development')]",            Entry Level           ,,           Salary provided                       ,"          Full Time, Permanent         ","['Responsibilities :Respond to prospect for all training services enquiry. Conduct technical follow up for providing training information and all technical clarification to prospect.Actively give information and sell SGS training services over the telephone. Handling and Record all training enquiries and for the coordination with Sales and Marketing.Handling and supporting all activities that relating to Financial issue such as invoicing, clearing expenses and debt collection.Support sale team to distribute and send training newsletter and email marketing brochure and course information as marketing plan and upon client requested.Update training information in the SGS and/or ISET websites to promote courses.Update the client and prospect contact information in training marketing database.Supporting for the arrangement of Venue and training facilities for public training course.Ensure the coordination with Client prior to the course in the preparation of all required equipment and facilities.Ensure that the course material are prepared properly before the course date for subcontract tutor.Processing and sending of all pre-course reading materials where required. Preparation of course materials and also include controlling of all materials to ensure that such are update as planned.Gathering and summarizing of all Training Evaluation Sheets and sending reports to management for review.Ensure the correct and effective processing / preparing of training certificates or any recommendation letters as required – turnaround time as per identified KPIMaintaining effective and efficient training filing system. Priorities task, and diligently, carry out tasks effectively as per procedures.Effectively coordinate and give information to clients and tutors as required.Promptly answer the telephone with a professional positive manner. Submit monthly report and ensure training operation performance is reporting properly.']",['s :Bachelor’s Degree in any related fields. Learning & Development or Training Development Work at Head Office (J. Press Building – RAMA 3).  '],"Responsibilities :Respond to prospect for all training services enquiry. Conduct technical follow up for providing training information and all technical clarification to prospect.Actively give information and sell SGS training services over the telephone. Handling and Record all training enquiries and for the coordination with Sales and Marketing.Handling and supporting all activities that relating to Financial issue such as invoicing, clearing expenses and debt collection.Support sale team to distribute and send training newsletter and email marketing brochure and course information as marketing plan and upon client requested.Update training information in the SGS and/or ISET websites to promote courses.Update the client and prospect contact information in training marketing database.Supporting for the arrangement of Venue and training facilities for public training course.Ensure the coordination with Client prior to the course in the preparation of all required equipment and facilities.Ensure that the course material are prepared properly before the course date for subcontract tutor.Processing and sending of all pre-course reading materials where required. Preparation of course materials and also include controlling of all materials to ensure that such are update as planned.Gathering and summarizing of all Training Evaluation Sheets and sending reports to management for review.Ensure the correct and effective processing / preparing of training certificates or any recommendation letters as required – turnaround time as per identified KPIMaintaining effective and efficient training filing system. Priorities task, and diligently, carry out tasks effectively as per procedures.Effectively coordinate and give information to clients and tutors as required.Promptly answer the telephone with a professional positive manner. Submit monthly report and ensure training operation performance is reporting properly.Qualifications :Bachelor’s Degree in any related fields. Learning & Development or Training Development Work at Head Office (J. Press Building – RAMA 3).  "
         Country Manager (for SGS Cambodia)        ,"[('sales-cs-business-devpt', 'business-development'), ('sales-cs-business-devpt', 'technical-sales-sales-engineer'), ('management', 'top-executives')]",            Senior level           ,            10 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ","['Responsibilities:Manage every aspect of our newly expanding operation in-countryRecruit the very best talent in this new marketNegotiate with vendors and service providers needed for productionCollaborate with local businesses to acquire all necessary resources and servicesConduct extensive research regarding the market and learn everything possibleDevelop marketing and production teams with local expertiseCollaborate with leadership to strategize how best to roll out the product lineBecome a student of the culture, remaining aware of customs and manners alwaysSynthesize monthly, quarterly, and annual reports on progress and developmentNetwork effectively with local clients and develop strong professional relationshipsWork to ensure deadlines are met and budgets are maintainedAdapt the business model to be culturally relevant without losing its identityMentor direct reports, especially in regard to our values and visionContribute to the overall global success of our company']","['s:Bachelor’s degree in Engineer, Science or Business Administration10 years’ or more experience in management in an international business settingSignificant experience in Sales Engineer & OperationsFluent in EnglishExperience living overseas for an extended period of timeExceptionally well organized and driven by successAbility to thrive in high-pressure situationsOutstanding negotiating skillsAnalytical thinker with superior problem-solving skillsSolid history of data-driven strategic developmentDecisive and committedA natural leader who inspires and motivates those around them ']","Responsibilities:Manage every aspect of our newly expanding operation in-countryRecruit the very best talent in this new marketNegotiate with vendors and service providers needed for productionCollaborate with local businesses to acquire all necessary resources and servicesConduct extensive research regarding the market and learn everything possibleDevelop marketing and production teams with local expertiseCollaborate with leadership to strategize how best to roll out the product lineBecome a student of the culture, remaining aware of customs and manners alwaysSynthesize monthly, quarterly, and annual reports on progress and developmentNetwork effectively with local clients and develop strong professional relationshipsWork to ensure deadlines are met and budgets are maintainedAdapt the business model to be culturally relevant without losing its identityMentor direct reports, especially in regard to our values and visionContribute to the overall global success of our companyQualifications:Bachelor’s degree in Engineer, Science or Business Administration10 years’ or more experience in management in an international business settingSignificant experience in Sales Engineer & OperationsFluent in EnglishExperience living overseas for an extended period of timeExceptionally well organized and driven by successAbility to thrive in high-pressure situationsOutstanding negotiating skillsAnalytical thinker with superior problem-solving skillsSolid history of data-driven strategic developmentDecisive and committedA natural leader who inspires and motivates those around them "
"         Sales & Marketing Executive  (Oil, Gas and Chemical)        ","[('sciences-lab-researchdevelopment', 'chemical'), ('sciences-lab-researchdevelopment', 'energy-natural-resources-oil-gas'), ('sales-cs-business-devpt', 'technical-sales-sales-engineer')]",            Entry Level           ,            2 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ","[' Duties:Identify new business as appropriate.Manage all marketing and sales team activities.Follow up on sales visit and do annual review meeting.Coaching sales team in sales plan and how to approach client.Retain existing customer.Implement sales and marketing plan with follow up action plan.Contact existing and non-existing clients as plan.Focusing on meeting customer requirements and enhancing customer satisfaction.Comply with company rules, regulations, and codes.']","['s :Bachelor’s Degree or Higher in Chemical Scienceor Chemical Engineering or Science or related field. 2 years of Sales Experience.Able to realize business opportunities in conformity to the business strategyTechnical knowledge and experience in related field and in using management methods and toolsAble to work independently and to coordinate several activities simultaneouslyBusiness and profit minded with related technical knowhow. Competitive and profit-driven; re-invents competitive advantage.Able to interact with all levels of management, suppliers and clientsGood communication, negotiation and interpersonal skillsActs quickly and decisively; able to make tough callsToeic Score more than 650 points ']"," Duties:Identify new business as appropriate.Manage all marketing and sales team activities.Follow up on sales visit and do annual review meeting.Coaching sales team in sales plan and how to approach client.Retain existing customer.Implement sales and marketing plan with follow up action plan.Contact existing and non-existing clients as plan.Focusing on meeting customer requirements and enhancing customer satisfaction.Comply with company rules, regulations, and codes.Qualifications :Bachelor’s Degree or Higher in Chemical Scienceor Chemical Engineering or Science or related field. 2 years of Sales Experience.Able to realize business opportunities in conformity to the business strategyTechnical knowledge and experience in related field and in using management methods and toolsAble to work independently and to coordinate several activities simultaneouslyBusiness and profit minded with related technical knowhow. Competitive and profit-driven; re-invents competitive advantage.Able to interact with all levels of management, suppliers and clientsGood communication, negotiation and interpersonal skillsActs quickly and decisively; able to make tough callsToeic Score more than 650 points "
         Business Development Executive(Engineer / Science)        ,"[('professional-services', 'business-consultancy'), ('sales-cs-business-devpt', 'business-development'), ('sales-cs-business-devpt', 'technical-sales-sales-engineer')]",            Middle level           ,            3 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",['Key Responsibility :Researching new types of business/services with an emphasis on identifying gaps (existing and/or expected) in the mitigation of needs of potential clients (existing and/or new ones). Identify gap and develop the new services.Penetrating existing markets.Attracting and open up new customers/market that will boost the income.Seeking opportunities and meet the key players of the industry.Joining related conferences and symposiums that will extend the reach of the business is also necessary.Presenting strategies for expansion and studying the company’s competitors.Manage and implement cross sales in the organization.Manage and enquiry/leads from company website.'],"["":3 Years of working in Sales Engineer / Sales & Marketing ExecutiveBachelor's Degree or Master’s Degree in Engineer, Science, BusinessEconomics knowledge is a plus.Good command of spoken and written English.Training in any fields.Service mind.Good interpersonal skill. ""]","Key Responsibility :Researching new types of business/services with an emphasis on identifying gaps (existing and/or expected) in the mitigation of needs of potential clients (existing and/or new ones). Identify gap and develop the new services.Penetrating existing markets.Attracting and open up new customers/market that will boost the income.Seeking opportunities and meet the key players of the industry.Joining related conferences and symposiums that will extend the reach of the business is also necessary.Presenting strategies for expansion and studying the company’s competitors.Manage and implement cross sales in the organization.Manage and enquiry/leads from company website.Qualification:3 Years of working in Sales Engineer / Sales & Marketing ExecutiveBachelor's Degree or Master’s Degree in Engineer, Science, BusinessEconomics knowledge is a plus.Good command of spoken and written English.Training in any fields.Service mind.Good interpersonal skill. "
         Customer Service Officer - ลูกค้าสัมพันธ์ประจำห้อง LAB/เน้นจบวิทยาศาสตร์ทุกสาขา        ,"[('sales-cs-business-devpt', 'customer-service'), ('sales-cs-business-devpt', 'others'), ('sales-cs-business-devpt', 'sales-administration')]",            Entry Level           ,,           Salary provided                       ,"          Full Time, Permanent         ",[],[],- ติดต่อและประสานงานลูกค้าทางโทรศัพธ์- จัดทำรายงานและเอกสารต่างๆ- เน้นจบปริญญาตรี วิทยาศาสตร์ สาย เคมี และ จุลชีวิวิทยา หรือ ชีววิทยา-ทำงานที่ LAB - พระรามสาม ซอย 59 
"         Sales & Marketing Executive  (Oil, Gas and Chemical)        ","[('sciences-lab-researchdevelopment', 'chemical'), ('sciences-lab-researchdevelopment', 'energy-natural-resources-oil-gas'), ('sales-cs-business-devpt', 'technical-sales-sales-engineer')]",            Entry Level           ,            2 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ","[' Duties:Identify new business as appropriate.Manage all marketing and sales team activities.Follow up on sales visit and do annual review meeting.Coaching sales team in sales plan and how to approach client.Retain existing customer.Implement sales and marketing plan with follow up action plan.Contact existing and non-existing clients as plan.Focusing on meeting customer requirements and enhancing customer satisfaction.Comply with company rules, regulations, and codes.']","['s :Bachelor’s Degree or Higher in Chemical Scienceor Chemical Engineering or Science or related field. 2 years of Sales Experience.Able to realize business opportunities in conformity to the business strategyTechnical knowledge and experience in related field and in using management methods and toolsAble to work independently and to coordinate several activities simultaneouslyBusiness and profit minded with related technical knowhow. Competitive and profit-driven; re-invents competitive advantage.Able to interact with all levels of management, suppliers and clientsGood communication, negotiation and interpersonal skillsActs quickly and decisively; able to make tough callsToeic Score more than 650 points ']"," Duties:Identify new business as appropriate.Manage all marketing and sales team activities.Follow up on sales visit and do annual review meeting.Coaching sales team in sales plan and how to approach client.Retain existing customer.Implement sales and marketing plan with follow up action plan.Contact existing and non-existing clients as plan.Focusing on meeting customer requirements and enhancing customer satisfaction.Comply with company rules, regulations, and codes.Qualifications :Bachelor’s Degree or Higher in Chemical Scienceor Chemical Engineering or Science or related field. 2 years of Sales Experience.Able to realize business opportunities in conformity to the business strategyTechnical knowledge and experience in related field and in using management methods and toolsAble to work independently and to coordinate several activities simultaneouslyBusiness and profit minded with related technical knowhow. Competitive and profit-driven; re-invents competitive advantage.Able to interact with all levels of management, suppliers and clientsGood communication, negotiation and interpersonal skillsActs quickly and decisively; able to make tough callsToeic Score more than 650 points "
         Business Development Executive(Engineer / Science)        ,"[('professional-services', 'business-consultancy'), ('sales-cs-business-devpt', 'business-development'), ('sales-cs-business-devpt', 'technical-sales-sales-engineer')]",            Middle level           ,            3 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",['Key Responsibility :Researching new types of business/services with an emphasis on identifying gaps (existing and/or expected) in the mitigation of needs of potential clients (existing and/or new ones). Identify gap and develop the new services.Penetrating existing markets.Attracting and open up new customers/market that will boost the income.Seeking opportunities and meet the key players of the industry.Joining related conferences and symposiums that will extend the reach of the business is also necessary.Presenting strategies for expansion and studying the company’s competitors.Manage and implement cross sales in the organization.Manage and enquiry/leads from company website.'],"["":3 Years of working in Sales Engineer / Sales & Marketing ExecutiveBachelor's Degree or Master’s Degree in Engineer, Science, BusinessEconomics knowledge is a plus.Good command of spoken and written English.Training in any fields.Service mind.Good interpersonal skill. ""]","Key Responsibility :Researching new types of business/services with an emphasis on identifying gaps (existing and/or expected) in the mitigation of needs of potential clients (existing and/or new ones). Identify gap and develop the new services.Penetrating existing markets.Attracting and open up new customers/market that will boost the income.Seeking opportunities and meet the key players of the industry.Joining related conferences and symposiums that will extend the reach of the business is also necessary.Presenting strategies for expansion and studying the company’s competitors.Manage and implement cross sales in the organization.Manage and enquiry/leads from company website.Qualification:3 Years of working in Sales Engineer / Sales & Marketing ExecutiveBachelor's Degree or Master’s Degree in Engineer, Science, BusinessEconomics knowledge is a plus.Good command of spoken and written English.Training in any fields.Service mind.Good interpersonal skill. "
         Senior Sales Executive (Training & Project Selling)        ,"[('sales-cs-business-devpt', 'account-servicing'), ('sales-cs-business-devpt', 'sales-management'), ('sales-cs-business-devpt', 'direct')]",            Middle level           ,            3 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ","[' Senior Sales Executive(Training & Project Selling)ResponsibilitiesTo filter client database based on course characteristic for cold callingTo contact potential or existing clients to inform them about scheduled courses and ask questions to understand client’s needsTo occasionally visit potential clients and answer questions about courses and the companyTo direct business opportunity or market trend to Direct Manager when foundTo update client information, keep records of call, and note useful information in the databaseTo take and process contracts in an accurate and smooth mannerTo monitor proposal and contract conversion rates with the aim of achieving targets.To handle complaints on the phone while preserving company’s reputationTo generate a monthly report for Direct Manager']","[""sThai nationality, male or female, 24-30 years of ageBachelor's Degree in Business, Marketing or other related fields.3 - 5 years of working in sales and/or marketing or other related fields.Experiences in selling training courses is a strong plusExcellent communication and interpersonal skillsGood at negotiationPatient, persistent, and persuasiveAble to handle rejection ""]"," Senior Sales Executive(Training & Project Selling)ResponsibilitiesTo filter client database based on course characteristic for cold callingTo contact potential or existing clients to inform them about scheduled courses and ask questions to understand client’s needsTo occasionally visit potential clients and answer questions about courses and the companyTo direct business opportunity or market trend to Direct Manager when foundTo update client information, keep records of call, and note useful information in the databaseTo take and process contracts in an accurate and smooth mannerTo monitor proposal and contract conversion rates with the aim of achieving targets.To handle complaints on the phone while preserving company’s reputationTo generate a monthly report for Direct ManagerQualificationsThai nationality, male or female, 24-30 years of ageBachelor's Degree in Business, Marketing or other related fields.3 - 5 years of working in sales and/or marketing or other related fields.Experiences in selling training courses is a strong plusExcellent communication and interpersonal skillsGood at negotiationPatient, persistent, and persuasiveAble to handle rejection "
