job_title,job_categories,career_level,experience_year,salary,employment_type,job_responsibilities,job_qualifications,job_description
         Contact Center officer (Full Time)         ,"[('sales-cs-business-devpt', 'call-centre'), ('sales-cs-business-devpt', 'customer-service'), ('sales-cs-business-devpt', 'others')]",            Entry Level           ,,"           THB16,000 - 20,000 /month                     ","          Full Time, Permanent         ",['EducationBachelor degree in any fields'],['sมีประสบการณ์ในการติดต่อประสานงานกับลูกค้าทางโทรศัพท์มีความสามารถในการใช้คอมพิวเตอร์พื้นฐานมีความสามารถในการสื่อสาร พูด-อ่าน-เขียนได้ดี ทั้งภาษาไทย และ ภาษาอังกฤษ มีระดับคะแนน TOEIC มากกว่า หรือเท่ากับ 450สามารถปฏิบัติงานได้หลายอย่างในเวลาเดียวกัน (Multi - Tasking)มีทัศนคติที่ดีในงานบริการสามารถทำงานเป็นกะได้Responsibilitiesให้ข้อมูล คำแนะนำหรือคำปรึกษาต่างๆ เกี่ยวกับโรงพยาบาลดำเนินการนัดหมาย ยกเลิก เปลี่ยนแปลงเวลาการนัดหมายแพทย์ตามความต้องการของลูกค้าติดต่อประสานงาน กับแพทย์ พยาบาล และเจ้าหน้าที่แผนกต่างๆที่เกี่ยวข้องตรวจสอบรายละเอียดของข้อมูล ให้ครบถ้วนถูกต้องเหมาะสม ก่อนให้บริการลูกค้าให้บริการลูกค้า ภายในเวลาที่กำหนดOverall Position Purpose:This position is responsible for providing telecommunications service of Telephone/ Fax of international & domestic calls for both of internal & external customers** ตำแหน่งนี้ปฏิบัติงานที่ อาคาร Bumrungrad Tower (พระราม4)Interested persons please submit your application letter and resume to:Human Resources DivisionBUMRUNGRAD INTERNATIONALชั้นMห้องสมัครงาน อาคารBumrungrad Residence and Office Building(BROBuildingพระราม4 )ถ. พระราม 4 แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110เปิดรับสมัครทุกวันจันทร์– ศุกร์ เวลา 8.30 – 15.30 น. (หยุดนักขัตฤกษ์)Tel.: 0-2011-4015Website:www.bumrungrad.com '],EducationBachelor degree in any fieldsQualificationsมีประสบการณ์ในการติดต่อประสานงานกับลูกค้าทางโทรศัพท์มีความสามารถในการใช้คอมพิวเตอร์พื้นฐานมีความสามารถในการสื่อสาร พูด-อ่าน-เขียนได้ดี ทั้งภาษาไทย และ ภาษาอังกฤษ มีระดับคะแนน TOEIC มากกว่า หรือเท่ากับ 450สามารถปฏิบัติงานได้หลายอย่างในเวลาเดียวกัน (Multi - Tasking)มีทัศนคติที่ดีในงานบริการสามารถทำงานเป็นกะได้Responsibilitiesให้ข้อมูล คำแนะนำหรือคำปรึกษาต่างๆ เกี่ยวกับโรงพยาบาลดำเนินการนัดหมาย ยกเลิก เปลี่ยนแปลงเวลาการนัดหมายแพทย์ตามความต้องการของลูกค้าติดต่อประสานงาน กับแพทย์ พยาบาล และเจ้าหน้าที่แผนกต่างๆที่เกี่ยวข้องตรวจสอบรายละเอียดของข้อมูล ให้ครบถ้วนถูกต้องเหมาะสม ก่อนให้บริการลูกค้าให้บริการลูกค้า ภายในเวลาที่กำหนดOverall Position Purpose:This position is responsible for providing telecommunications service of Telephone/ Fax of international & domestic calls for both of internal & external customers** ตำแหน่งนี้ปฏิบัติงานที่ อาคาร Bumrungrad Tower (พระราม4)Interested persons please submit your application letter and resume to:Human Resources DivisionBUMRUNGRAD INTERNATIONALชั้นMห้องสมัครงาน อาคารBumrungrad Residence and Office Building(BROBuildingพระราม4 )ถ. พระราม 4 แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110เปิดรับสมัครทุกวันจันทร์– ศุกร์ เวลา 8.30 – 15.30 น. (หยุดนักขัตฤกษ์)Tel.: 0-2011-4015Website:www.bumrungrad.com 
         Receptionist (4 months contract) Salary 18000 MRT Queen Sirkit National Convention Center        ,"[('sales-cs-business-devpt', 'customer-service')]",,,           Salary provided                       ,          Contract         ,"['Job description:Contract 4 months (extendable based on performance)Greeting and welcoming guests as soon as they arrive at the officeReceiving, sorting and distributing daily mail/deliveriesPreparing meeting and training rooms.Answering phones in a professional manner, and routing calls as necessary.Updating calendars and schedule meetingsPerforming as per assigned']",['s:Bachelor’s degree in any field.Have experience in receptionist or customers service.Good command in English (TOEIC 450+)Customer-orientatedService Minded '],"Job description:Contract 4 months (extendable based on performance)Greeting and welcoming guests as soon as they arrive at the officeReceiving, sorting and distributing daily mail/deliveriesPreparing meeting and training rooms.Answering phones in a professional manner, and routing calls as necessary.Updating calendars and schedule meetingsPerforming as per assignedQualifications:Bachelor’s degree in any field.Have experience in receptionist or customers service.Good command in English (TOEIC 450+)Customer-orientatedService Minded "
         Sales Engineer (Water Treatment)        ,"[('engineering', 'chemical'), ('sciences-lab-researchdevelopment', 'environmental-science-waste-management'), ('sales-cs-business-devpt', 'technical-sales-sales-engineer')]",            Middle level           ,            3 years experience           ,"           THB30,000 - 55,000 /month (negotiable)                     ","          Full Time, Permanent         ","['Our client, a Japanese Trading Company. They are looking foran experience inSales Engineer to support their team.Position: Sales Engineer (Aqua Division)Location:BTS AreaWorking time:Mon – Fri / 08:30 – 17:30 hrs.Type of job:PermanentResponsibilities:Sales and support engineering service for PVA gel, UF cartridge, and Activated CarbonMaintain existing client and expand new clientsProvide information to clients with technical knowledgeSolve and consult clients about problems of water treatmentVisiting clients for 3 days in a week (Rayong and Ayutthaya area)']","[' Requirements:Any Gender, Thai nationality, Age not over 40 years oldBachelor’s Degree in Chemical or related fieldStrong experience in water treatment for factoryHave own car and car’s licenseConversation level in EnglishInterested candidates, please send your resume along with your recent photo and expected salary to us by click ""Apply Now"" ']","Our client, a Japanese Trading Company. They are looking foran experience inSales Engineer to support their team.Position: Sales Engineer (Aqua Division)Location:BTS AreaWorking time:Mon – Fri / 08:30 – 17:30 hrs.Type of job:PermanentResponsibilities:Sales and support engineering service for PVA gel, UF cartridge, and Activated CarbonMaintain existing client and expand new clientsProvide information to clients with technical knowledgeSolve and consult clients about problems of water treatmentVisiting clients for 3 days in a week (Rayong and Ayutthaya area)Qualification Requirements:Any Gender, Thai nationality, Age not over 40 years oldBachelor’s Degree in Chemical or related fieldStrong experience in water treatment for factoryHave own car and car’s licenseConversation level in EnglishInterested candidates, please send your resume along with your recent photo and expected salary to us by click ""Apply Now"" "
         Export Sales Manager        ,"[('sales-cs-business-devpt', 'technical-sales-sales-engineer'), ('transportation-logistics', 'export-import'), ('sales-cs-business-devpt', 'sales-administration')]",            Senior level           ,,"           THB70,000 - 120,000 /month                     ",          Permanent         ,"[' Job Description: Initiating sales strategies to increase sales volume in the Japan/China and Middle East Asia markets.Initiating key account management and sales strategies to maintain and increase sales volume in the international markets.Expanding the potential customer base and exploring new and emerging overseas market opportunities.Being responsible for sales targets.Establishing and maintaining long-term relationships with major clients and merchandisers.Monitoring client orders and product specifications and overseeing team cooperation with internal departments and external parties, including production, R&D, logistics, external suppliers and others.Ensuring that the client orders and product specifications are correct and delivered on time.Working closely with international merchandising teams effectively.Developing export marketing plans and strategies.Overseeing and dealing with customer complaints and finding ways to resolve their problems.Managing, responding to and supporting customers’ requirements in order to ensure that products and services meet their highest satisfaction.Participating in domestic & overseas exhibitions.']","['s:Male or Female, aged 33-40 years old. Thai nationality.Bachelor’s Degree or higher preferably in Marketing or International Business Management or Economics.Minimum of 5 years’ working experience in export sales management (food exports’ business is a must).Fluency in written and spoken English.Chinese or Japanese communication would be a plusGood skills regarding market analysis and business development in overseas markets and have exposure to international markets is essential.Good negotiation skills.Good level of initiative, strategic thinking ability and proactive with business sense.Highly independent, adaptable and self-motivated.Enjoys travelling and working with people from different cultures. ']"," Job Description: Initiating sales strategies to increase sales volume in the Japan/China and Middle East Asia markets.Initiating key account management and sales strategies to maintain and increase sales volume in the international markets.Expanding the potential customer base and exploring new and emerging overseas market opportunities.Being responsible for sales targets.Establishing and maintaining long-term relationships with major clients and merchandisers.Monitoring client orders and product specifications and overseeing team cooperation with internal departments and external parties, including production, R&D, logistics, external suppliers and others.Ensuring that the client orders and product specifications are correct and delivered on time.Working closely with international merchandising teams effectively.Developing export marketing plans and strategies.Overseeing and dealing with customer complaints and finding ways to resolve their problems.Managing, responding to and supporting customers’ requirements in order to ensure that products and services meet their highest satisfaction.Participating in domestic & overseas exhibitions.Qualifications:Male or Female, aged 33-40 years old. Thai nationality.Bachelor’s Degree or higher preferably in Marketing or International Business Management or Economics.Minimum of 5 years’ working experience in export sales management (food exports’ business is a must).Fluency in written and spoken English.Chinese or Japanese communication would be a plusGood skills regarding market analysis and business development in overseas markets and have exposure to international markets is essential.Good negotiation skills.Good level of initiative, strategic thinking ability and proactive with business sense.Highly independent, adaptable and self-motivated.Enjoys travelling and working with people from different cultures. "
"         True Digital Consultant @True Shop **work 5 Days / Income : 23,000 - 29,000 THB***        ","[('sales-cs-business-devpt', 'customer-service'), ('information-technology', 'others'), ('sales-cs-business-devpt', 'retail-sales')]",            Entry Level           ,,"           THB20,000 - 30,000 /month                     ",          Permanent         ,"['JD:Provide product, promotion and service to customersSales & after sales serviceIT Consulting (Smartphone, Application, Gadget etc.)']","['s:Thai Nationality onlyMale / Female, age not over 30 years old. (No Military Service Obligation**)Bachelor degree or higher in IT, Computer, Technology or related fieldsPleasant personality and good appearanceGood communication skill, service mind, positive attitude and able to work under pressureMust have IT and Digital Skills**Fresh graduate is also welcomeสถานที่รับสมัครงาน :True Talent Center อาคารฟอร์จูนทาวน์ชั้น11 ขึ้นลิฟต์ฝั่งเชตเตอร์กิลล์ ถนนรัชดาภิเษก ตรงข้ามเซ็นทรัลพระราม9 (MRT พระราม 9 ออกประตู 1)Please fullfill online application at --> https://hr.truecorp.co.th/home/cvweb/th/login ']","JD:Provide product, promotion and service to customersSales & after sales serviceIT Consulting (Smartphone, Application, Gadget etc.)Qualifications:Thai Nationality onlyMale / Female, age not over 30 years old. (No Military Service Obligation**)Bachelor degree or higher in IT, Computer, Technology or related fieldsPleasant personality and good appearanceGood communication skill, service mind, positive attitude and able to work under pressureMust have IT and Digital Skills**Fresh graduate is also welcomeสถานที่รับสมัครงาน :True Talent Center อาคารฟอร์จูนทาวน์ชั้น11 ขึ้นลิฟต์ฝั่งเชตเตอร์กิลล์ ถนนรัชดาภิเษก ตรงข้ามเซ็นทรัลพระราม9 (MRT พระราม 9 ออกประตู 1)Please fullfill online application at --> https://hr.truecorp.co.th/home/cvweb/th/login "
         Sales & Marketing online (Printing Solution)        ,"[('design', 'graphics'), ('sales-cs-business-devpt', 'channel-distribution'), ('sales-cs-business-devpt', 'direct')]",            Entry Level           ,            1 year experience           ,           Salary provided                       ,"          Full Time, Permanent         ","[""“Our Japanese client, Manufacturer, is now looking for an experienced candidate to join as the Sales & Marketing”Type of business (service):Imaging products : Grit and Flatbed Cutter , Scanner etcInstrument products : Logger, Recorder etc.Nationality of Company: JapaneseLocation: Soi EkkamaiWorking time: Monday - Friday, 8:45 - 17:30 o'clockSalary Range: Upto 40,000 THB/Month(Depends on Skill and Experience)Job DescriptionSales & marketing activity to be promoted for product with socialnetwork .*Coordinate with Japanese**Product design or promotion resource from Japan HQ. Design software such as Adobe Photoshop,illustrator, etc.""]","[' requiredFemale only age between 22-30 years oldBachelor Degree in any fieldExperience at least 1 years in B2B sale with social network.Good comunication skill Good communication in English.Microsoft office (to create document)Knowledge and experienced of Printing industory or related is preferAble to drive a car (must use company car)Interested Candidate, please send your resume in Englishalong with your recent photo and expected salary to usvia JobsDB or contact us.Ms. Wiyadar (Aeed)JAC Personnel Recruitment Thailand10F, Emporium Tower, 622, Soi 24, Sukhumvit Road,Klongton, Klongtoey, Bangkok 10110Tel: 06-6097-2943 to 44 Fax: 0-2261-1271 Should you have any query or need more information, please do not hesitate to contact me ']","“Our Japanese client, Manufacturer, is now looking for an experienced candidate to join as the Sales & Marketing”Type of business (service):Imaging products : Grit and Flatbed Cutter , Scanner etcInstrument products : Logger, Recorder etc.Nationality of Company: JapaneseLocation: Soi EkkamaiWorking time: Monday - Friday, 8:45 - 17:30 o'clockSalary Range: Upto 40,000 THB/Month(Depends on Skill and Experience)Job DescriptionSales & marketing activity to be promoted for product with socialnetwork .*Coordinate with Japanese**Product design or promotion resource from Japan HQ. Design software such as Adobe Photoshop,illustrator, etc.Qualification requiredFemale only age between 22-30 years oldBachelor Degree in any fieldExperience at least 1 years in B2B sale with social network.Good comunication skill Good communication in English.Microsoft office (to create document)Knowledge and experienced of Printing industory or related is preferAble to drive a car (must use company car)Interested Candidate, please send your resume in Englishalong with your recent photo and expected salary to usvia JobsDB or contact us.Ms. Wiyadar (Aeed)JAC Personnel Recruitment Thailand10F, Emporium Tower, 622, Soi 24, Sukhumvit Road,Klongton, Klongtoey, Bangkok 10110Tel: 06-6097-2943 to 44 Fax: 0-2261-1271 Should you have any query or need more information, please do not hesitate to contact me "
         Customer Service Officer        ,"[('sales-cs-business-devpt', 'customer-service'), ('manufacturing', 'production-planning-control'), ('marketing-public-relations', 'marketing-general')]",,            3 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[''],"['Bachelor degree in any field, but degree in English, Marketing, Business Administration or Science is preferred.Minimum 2-5 year experience in Marketing, Sales, Production Control or Customer Service function in electronics manufacturing, dealing with customers, offering quotations, etc. Able to effectively communicate in EnglishAble to work in LPNCONTACT INFORMATION :Hana Microelectronics Public Co.,Ltd. (Lamphun Plant)101/2 moo 4, Northern Region Industrial Estate, Ban Klang, Muang District,Lamphun 51000 ']","QualificationBachelor degree in any field, but degree in English, Marketing, Business Administration or Science is preferred.Minimum 2-5 year experience in Marketing, Sales, Production Control or Customer Service function in electronics manufacturing, dealing with customers, offering quotations, etc. Able to effectively communicate in EnglishAble to work in LPNCONTACT INFORMATION :Hana Microelectronics Public Co.,Ltd. (Lamphun Plant)101/2 moo 4, Northern Region Industrial Estate, Ban Klang, Muang District,Lamphun 51000 "
         Unit Manager (Area Sales Manager / Distributor Manager)         ,"[('sales-cs-business-devpt', 'channel-distribution'), ('sales-cs-business-devpt', 'sales-management'), ('sales-cs-business-devpt', 'wholesale')]",            Senior level           ,            3 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"Roles & Responsibilities:Unit Manager will report directly to Regional Sales Manager. He/She will be responsible for managing, monitoring, and controlling sales performances and activities of assigned concessionaire in order to ensure the achievement of sales target.Preferred candidates are expected to be:Committed to respect specific rules to comply with the WHO Code of Breast Milk Substitutes and any related regulations applying locallyBeing accountable and responsible for safetyGraduated in Business Administration or any related field, with over 3 years’ work experiences of traditional trade channel in FMCG BusinessPossess good command of English both spoken and writtenPossess good presentation, interpersonal and communication skillsHave strong knowledge in shopper understanding, in-store execution & controlling, and customer partnership developmentBe firm on own work principles and able to manage expectationsOnly short-listed will be notified. Attractive remuneration package will be offered to the successful candidate. Interested candidates should send in their applications, stating in full, qualifications and experience, as well as current and expected remuneration, and a recent photograph to:Human Resources DepartmentDUMEX LIMITEDUnit 801, 8th floor, Abdulrahim Place,990 Rama IV Road, Silom, Bangrak, Bangkok 10500Tel: 0-2740-3300 Fax: 0-2740-3499 "
         eCommerce Trade Marketing Manager        ,"[('sales-cs-business-devpt', 'sales-management'), ('e-commerce', 'business-development'), ('e-commerce', 'marketing-brand-product-management')]",            Senior level           ,            6 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ","['Key ResponsibilitiesResponsible for Brand within customer P&LDevelops strategies to improve/maximize Trade Investment ROI by completing promotion analysis and validate against expected resultsAnalyze market and customer data, consumer and shopper research to understand the categories and come up with category strategies and opportunities.Translate and ensure effective implementation of Category Strategies within key customers through appropriate method of joint working category management project. Understand, utilize, and integrate all the insights to build category strategies for internal alignment and share with customers.Merchandising eCommerce project leadWorks closely and collaboratively with Sales, Marketing, Finance, Supply, Legal, Regulatory, DesignHandle Joint Working Category Management ProjectProvides monthly updates to business review and monitor market performanceIdentifies trade needs / opportunities, develop 4P pricing and distribution strategies in line with trade promotions']","['sBachelor’s degree in Marketing, Statistic or any related fieldsHaving at least 5 years experience in category management, trade marketing in FMCG/ eCommerce/RetailKeen on data analysis and forecasting methods; data mining knowledge is preferableProficient in MS OfficeAn analytical mind with a strategic abilityStrong logical thinkingGood communication and people skillsGood command of English. ']","Key ResponsibilitiesResponsible for Brand within customer P&LDevelops strategies to improve/maximize Trade Investment ROI by completing promotion analysis and validate against expected resultsAnalyze market and customer data, consumer and shopper research to understand the categories and come up with category strategies and opportunities.Translate and ensure effective implementation of Category Strategies within key customers through appropriate method of joint working category management project. Understand, utilize, and integrate all the insights to build category strategies for internal alignment and share with customers.Merchandising eCommerce project leadWorks closely and collaboratively with Sales, Marketing, Finance, Supply, Legal, Regulatory, DesignHandle Joint Working Category Management ProjectProvides monthly updates to business review and monitor market performanceIdentifies trade needs / opportunities, develop 4P pricing and distribution strategies in line with trade promotionsQualificationsBachelor’s degree in Marketing, Statistic or any related fieldsHaving at least 5 years experience in category management, trade marketing in FMCG/ eCommerce/RetailKeen on data analysis and forecasting methods; data mining knowledge is preferableProficient in MS OfficeAn analytical mind with a strategic abilityStrong logical thinkingGood communication and people skillsGood command of English. "
         Associate Category Manager - Fashion        ,"[('sales-cs-business-devpt', 'business-development'), ('sales-cs-business-devpt', 'sales-management'), ('e-commerce', 'business-development')]",            Middle level           ,            3 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"Job descriptionReporting to the Senior Category Manager in the local marketplace team, the Associate Category Manager will be responsible for the planning and execution to grow the Fashion subcategory. Key focus areas include:Performance strategy & execution: develop subcategory strategy based on various data points, derive action plans and execute with team members to monitor and improve key performance indicatorsAssortment planning & merchandising: develop category knowledge in terms of assortment, styles and price points to understand the gaps and match demand and supply in the marketSellers management: manage relationships with the seller communities with a particular focus on top sellers, acting as a business advisor to ensure their sustainable growth and contribution to the subcategory, as well as working closely with the vendor acquisition team to acquire and groom new sellers to grow strategic assortment within the subcategoryMarketing & onsite management: working closely with cross-functional teams including traffic and marketing teams to plan for campaigns as per the identified assortment and growth direction of the subcategory and manage onsite merchandising and deal hunting from the sellers RequirementBachelor’s Degree or above At least 3-5 years of experience in retail (offline or online), business development, or market researchStrong analytical skills with systematic and structured thinking Excellent negotiation and problem-solving skills Ability to work in a fast-paced and dynamic cross-functional environment Good verbal and written communication skills both English and Thai  "
