job_title,job_categories,career_level,experience_year,salary,employment_type,job_responsibilities,job_qualifications,job_description
         **Urgent Require** Assistant Manager - Compensation & Benefits         ,"[('admin-hr', 'others'), ('admin-hr', 'compensation-benefits')]",,            5 years experience           ,Salary negotiable,"          Full Time, Permanent         ","['Payroll (PeopleSoft)Perform daily and monthly payroll operationsManage workflow to ensure all payroll transactions are processed accurately and timelyReconcile payroll prior to transmission and validate confirmed reportsEnsure taxation of employer paid benefits and process garnishment calculations and compliancePerform compliance for unclaimed property payroll checksDevelop ad hoc financial and operational reporting as neededCompensation & BenefitCoordinate benefit data and ensure information to support compensation and benefits survey by selected consulting firmAdministering the organization’s benefits programs (e.g., retirement plans, leave policies, wellness programs, insurance policies, etc.)Researching and analyzing benefits plans, programs, and policiesMaking recommendations based on data analysesMonitoring government regulations, legislation, and benefits trendsWorking with insurance brokers and benefits careersManaging the enrollment, renewal, and distribution processesHuman Resources Information SystemSupervise of MyHR (Payroll) & PeopleSolf (people connect) to party concerns.Takes the lead for all HRIS related activities.Coordinate and participate in the implementation and testing of HR system (MyHR & PeopleSoft) modules functionalities, interfacing with the IT Departments, DCH HR team and other departments on HR modules Participate in other HR projects in the Secretariat as necessary']","['Bachelor’s Degree in Business Administration, Management, Human Resources or related fieldAt least 5 years of experience in compensation and benefitsProficient in Microsoft Excel and PowerPointGood Command in English ']","Payroll (PeopleSoft)Perform daily and monthly payroll operationsManage workflow to ensure all payroll transactions are processed accurately and timelyReconcile payroll prior to transmission and validate confirmed reportsEnsure taxation of employer paid benefits and process garnishment calculations and compliancePerform compliance for unclaimed property payroll checksDevelop ad hoc financial and operational reporting as neededCompensation & BenefitCoordinate benefit data and ensure information to support compensation and benefits survey by selected consulting firmAdministering the organization’s benefits programs (e.g., retirement plans, leave policies, wellness programs, insurance policies, etc.)Researching and analyzing benefits plans, programs, and policiesMaking recommendations based on data analysesMonitoring government regulations, legislation, and benefits trendsWorking with insurance brokers and benefits careersManaging the enrollment, renewal, and distribution processesHuman Resources Information SystemSupervise of MyHR (Payroll) & PeopleSolf (people connect) to party concerns.Takes the lead for all HRIS related activities.Coordinate and participate in the implementation and testing of HR system (MyHR & PeopleSoft) modules functionalities, interfacing with the IT Departments, DCH HR team and other departments on HR modules Participate in other HR projects in the Secretariat as necessaryQualificationBachelor’s Degree in Business Administration, Management, Human Resources or related fieldAt least 5 years of experience in compensation and benefitsProficient in Microsoft Excel and PowerPointGood Command in English "
         Customer Service Officer (บางน้ำจืด-สมุทรสาคร)        ,"[('admin-hr', 'administration-operation-clerical-support'), ('admin-hr', 'others'), ('sales-cs-business-devpt', 'customer-service')]",            Entry Level           ,,Salary negotiable,          Permanent         ,[' Responsibilities:ดูแลลูกค้าผ่านช่องทางต่างๆ เช่น ทางโทรศัพท์ ช่องทางออนไลน์รับออเดอร์ และเตรียมจัดส่งสินค้าให้ลูกค้าประสานงานกับลูกค้า และฝ่ายอื่นๆที่เกี่ยวข้องบริการหลังการขายอื่นๆ เช่น ตามสินค้า รับฟังและแก้ไข ข้อติชมจากทางลูกค้าจัดทำรายชื่อและเลข tracking และรายงานประจำวันอื่นๆ'],['s:ไม่จำกัดเพศ จบการศึกษาระดับมัธยมปลาย-ปวส.มีความสามารถในการใช้คอมพิวเตอร์ และสื่อ social networkมีความกระตือรือร้นและความรับผิดชอบในงานที่ได้รับมอบหมายสามารถทำงานได้ 6 วันต่อสัปดาห์ จันทร์-เสาร์ 9.00-18.00 น '], Responsibilities:ดูแลลูกค้าผ่านช่องทางต่างๆ เช่น ทางโทรศัพท์ ช่องทางออนไลน์รับออเดอร์ และเตรียมจัดส่งสินค้าให้ลูกค้าประสานงานกับลูกค้า และฝ่ายอื่นๆที่เกี่ยวข้องบริการหลังการขายอื่นๆ เช่น ตามสินค้า รับฟังและแก้ไข ข้อติชมจากทางลูกค้าจัดทำรายชื่อและเลข tracking และรายงานประจำวันอื่นๆQualifications:ไม่จำกัดเพศ จบการศึกษาระดับมัธยมปลาย-ปวส.มีความสามารถในการใช้คอมพิวเตอร์ และสื่อ social networkมีความกระตือรือร้นและความรับผิดชอบในงานที่ได้รับมอบหมายสามารถทำงานได้ 6 วันต่อสัปดาห์ จันทร์-เสาร์ 9.00-18.00 น 
,"[('admin-hr', 'others')]",Senior,10 years,Salary,"Full Time, Permanent","[' Job Responsibilities-Consult with management and other leadership to identify appropriate Training & KPI programs to support business goals.-Create and implement programs that connect employees with business goals.-Identify and evaluate business initiatives to ascertain appropriate programs that meet company goals.-Defines the budget that is needed to implement the training and development plan and ensure is effectively spent.-Implement organizational effectiveness interventions.-Support with talent assessment, providing coaching sessions, and analysis / development of talent management systems, succession planning and processes related to performance management, career planning, business continuity and culture.-Lead employee engagement activities •-Research and identification of risks and improvement opportunities-Recommend, design, and implement strategic.-HRM, manage all Human resource management-Admin – concern to all admin job']","['- Male or Female, Thai nationality only- Age between 35-40 years old- Bachelor’s degree or higher in Human resource management or development, Organization or related fields- 3 - 5 years of experience in Human Resource Development functions or related area.- Have knowledge in Organization Development (OD), Individual development Plan (IDP),- Balance Scorecard, KPIs, Competency model, Career- path planning and Training road map- Able to work multi-tasking in a fast-pace environment and work under pressure.- Strong communication skills, analytical thinking, and proactive style- Good command of English and Computer skills (MS Office)- Key competencies: equipped with HR core knowledge, Management skill, Coordination skill,Consulting skill, coaching skillWorking Monday - FridayLocation Chachoengsao  ']"," Job Responsibilities-Consult with management and other leadership to identify appropriate Training & KPI programs to support business goals.-Create and implement programs that connect employees with business goals.-Identify and evaluate business initiatives to ascertain appropriate programs that meet company goals.-Defines the budget that is needed to implement the training and development plan and ensure is effectively spent.-Implement organizational effectiveness interventions.-Support with talent assessment, providing coaching sessions, and analysis / development of talent management systems, succession planning and processes related to performance management, career planning, business continuity and culture.-Lead employee engagement activities •-Research and identification of risks and improvement opportunities-Recommend, design, and implement strategic.-HRM, manage all Human resource management-Admin – concern to all admin jobQualification- Male or Female, Thai nationality only- Age between 35-40 years old- Bachelor’s degree or higher in Human resource management or development, Organization or related fields- 3 - 5 years of experience in Human Resource Development functions or related area.- Have knowledge in Organization Development (OD), Individual development Plan (IDP),- Balance Scorecard, KPIs, Competency model, Career- path planning and Training road map- Able to work multi-tasking in a fast-pace environment and work under pressure.- Strong communication skills, analytical thinking, and proactive style- Good command of English and Computer skills (MS Office)- Key competencies: equipped with HR core knowledge, Management skill, Coordination skill,Consulting skill, coaching skillWorking Monday - FridayLocation Chachoengsao  "
,"[('admin-hr', 'administration-operation-clerical-support'), ('admin-hr', 'others'), ('others', 'student-fresh-graduate-no-experience')]",Entry Level,N/A,Salary,Part Time,[],[]," หน้าที่และความรับผิดชอบคัดแยกประเภทเอกสารต่าง ๆ พร้อมบันทึกข้อมูลเข้าระบบฐานข้อมูลสแกนสำเนาเอกสารสัญญาบันทึกข้อมูลสัญญาพิมพ์รายงานคุณสมบัติเพศ : ชาย, หญิง อายุ(ปี) : 20 – 30 ปีระดับการศึกษา : ปวช. - ปริญญาตรีประสบการณ์(ปี) : ไม่ระบุยินดีรับนักศึกษาจบใหม่,ยินดีรับผู้ไม่มีประสบการณ์คุณสมบัติเพิ่มเติมใช้Microsoft Office ได้ดี ติดต่อคุณจิราภรณ์ จุทาฤทธิ์บริษัท ฟิกท์ แอสโซซิเอท จำกัด11 ซอยพหลโยธิน 8 ถนนพหลโยธิน แขวงสามเสนในเขตพญาไท จังหวัด กรุงเทพมหานคร 10400Tel : 02-0902122http://www.fictgroup.com  "
,"[('admin-hr', 'others'), ('admin-hr', 'recruitment-executive-search'), ('admin-hr', 'training-development')]",Full Time,,Salary,Full Time,[],[]," Job description:Identifying company organization’s needs and working to create and implement an efficient talent acquisition strategy to improve recruitment and business performanceDeveloping, managing and maintaining a highly- skilled team to assist with talent developmentUnderstanding workforce planning and resource forecasting by working with the resourcing team to feed into recruitment timelinesCommunicating with external sources, i.e. peer organizations to acknowledge any trends in recruitment and markets which could impact upon the businessAnticipating the organizations future and working with senior executives to advise on recruiting tactics that will help to sustain the company’s successDeveloping and retaining a diverse talent acquisition team Manage end-to-end recruitment and selection activities but not limited to, sourcing, screening, interviewing,salary offer, hiringand on boarding qualified candidatesbased on requisitions for the timely replacement of and/or additional manpower.Lead the creation of a recruiting and interviewing plan for eachposition by coordinating with individual manager.Negotiating pay and salary rates with candidates including reference background checking.Conduct the performance evaluation to follow up during probation period Providing knowledge of, checking & updating labor laws or company related laws.Research and recommend new sources for active and passive candidate recruitingWork closely with HR Teamfor orientation for new staff. Organization Development Conduct on Organizational Development Plans, formulate HR strategy and People Transformation initiatives based on the Company’s business direction.Oversee and ensure the overall development results and the use of people capability by manage the implementation of Learning & Development interventions that aligned with business directionBeing responsible for Organization Development, Core competency and Functional competency managementImplementing succession plans and talent development through training and development activities.Conducting training needs surveys, developing and managing training plans/training road maps aligned with the company direction on employee development plans.Support, conduct, coordinate company activities such asSport Day, HNY Day, CSR etc.Conduct the performance evaluation for the company period. Job requirements:Bachelor's degreein Political Science, Human Resources Management, or any related fieldAt least 10 years of experience in recruitment process and Organization Development in retail business or real estate business.Strong communication skills and interpersonal skills Energetic person with positive attitude and strong motivation Good command of English Good computer literacy   "
         ★☆Personal Assistant  // Bangkok office; Prawet☆★ Male ONLY!!!!        ,"[('admin-hr', 'administration-operation-clerical-support'), ('admin-hr', 'secretary-personal-assistant'), ('admin-hr', 'others')]",            Middle level           ,            3 years experience           ,Salary negotiable,"          Full Time, Permanent         ","['★☆Personal Assistant ☆★★☆Bangkok office; Prawet☆★_________________________________________________________Job responsibilities:Personal assistant to sales & Marketing Manager:Acting as a first point of contact: dealing with correspondence and phone calls.Managing diaries and organizing meetings and appointments to Sales & Marketing ManagerBooking and arranging travel, transport and accommodation.Organizing events and conferences.Reminding the Sales & Marketing manager of important tasks and deadlines.Typing, compiling and preparing reports, presentations and correspondence.Managing databases and filing systems.Implementing and maintaining procedures/administrative systems.Liaising with staff, suppliers and clients.Collating and filing expenses.Other tasks as assigned by Sales & Marketing Manager']","['s:Male(Only) age 30 - 40 years oldBachelor or Master Degree in Secretarial, Business English or any related field.Minimum 3 years’ experience of secretary, personal assistant or any related positionGood command of English (Preferred Toeic score 700 points up)Strong Interpersonal skills and Communication skillsAble to work well under pressure and excellent presentation and interpersonal skills.Advanced Microsoft office skills (Word, PowerPoint, Excel)Good personality and Time Management skillsAllowance:Salary; NegotiateBonus depends on company profitsAnnual Salary IncrementSocial Security FundProvident FundGasoline and Mobile Phone allowanceFree parking lotLife and Group Health Insurance AIAEmployee’s uniformIn-house and public trainingLong service AwardPerfect AttendanceRemarksWorkingMonday - Friday 08:00 - 17:00Location; Bangkok office PrawetWebsite :https://www.qhr.co.thInterested candidate, please send your resume in English (word format only) along with your expected salary and recent photo to usby clicking Apply button or contactKhun Wannaporn 02-253-9939 Ext 115 ']","★☆Personal Assistant ☆★★☆Bangkok office; Prawet☆★_________________________________________________________Job responsibilities:Personal assistant to sales & Marketing Manager:Acting as a first point of contact: dealing with correspondence and phone calls.Managing diaries and organizing meetings and appointments to Sales & Marketing ManagerBooking and arranging travel, transport and accommodation.Organizing events and conferences.Reminding the Sales & Marketing manager of important tasks and deadlines.Typing, compiling and preparing reports, presentations and correspondence.Managing databases and filing systems.Implementing and maintaining procedures/administrative systems.Liaising with staff, suppliers and clients.Collating and filing expenses.Other tasks as assigned by Sales & Marketing ManagerQualifications:Male(Only) age 30 - 40 years oldBachelor or Master Degree in Secretarial, Business English or any related field.Minimum 3 years’ experience of secretary, personal assistant or any related positionGood command of English (Preferred Toeic score 700 points up)Strong Interpersonal skills and Communication skillsAble to work well under pressure and excellent presentation and interpersonal skills.Advanced Microsoft office skills (Word, PowerPoint, Excel)Good personality and Time Management skillsAllowance:Salary; NegotiateBonus depends on company profitsAnnual Salary IncrementSocial Security FundProvident FundGasoline and Mobile Phone allowanceFree parking lotLife and Group Health Insurance AIAEmployee’s uniformIn-house and public trainingLong service AwardPerfect AttendanceRemarksWorkingMonday - Friday 08:00 - 17:00Location; Bangkok office PrawetWebsite :https://www.qhr.co.thInterested candidate, please send your resume in English (word format only) along with your expected salary and recent photo to usby clicking Apply button or contactKhun Wannaporn 02-253-9939 Ext 115 "
         Senior Administrative Officer/เจ้าหน้าที่อาวุโสบริหารอาคาร        ,"[('admin-hr', 'administration-operation-clerical-support'), ('admin-hr', 'others')]",            Middle level           ,            3 years experience           ,Salary negotiable,          Full Time         ,[],[],"วัตถุประสงค์ของตำแหน่งงานบริหารจัดการงานอาคารและสำนักงาน อาคารเบทาโกร ทาวเวอร์ โดยมุ่งเน้นคุณภาพ ความสะดวกสบาย และความปลอดภัยในอาคาร เพื่อส่งเสริมภาพลักษณ์ที่ดีและเกิดประโยชน์สูงสุดแก่ผู้ใช้อาคารหน้าที่และความรับผิดชอบหลักประสานการทำงานกับบริษัทบริหารอาคาร ให้มีการดำเนินงานตามแผนงาน และสำเร็จตามเป้าหมายที่วางไว้ในทุกด้านของงานบริหารอาคารและสำนักงานผลักดันให้มีการบำรุงรักษาเครื่องจักร ระบบสารธารณูปโภค (ไฟฟ้า น้ำ ปรับอากาศ ลิฟท์ เครื่องเสียง อื่นๆ) ให้ได้ตามมาตรฐานวิศวกรรม และมาตราฐานเครือตรวจสอบแผนงานตามสัญญาว่าจ้าง ทั้งส่วนที่เป็นงานบำรุงรักษาเครื่องจักรและงานบริการ ให้เป็นไปตามแผนตรวจสอบการทำ PM ของช่างอาคารและผู้รับเหมาให้เป็นไปตามกำนหดเวลาในสัญญาว่าจ้าง พร้อมให้ข้อเสนอแนะนำในการปรับปรุงงานเข้าร่วมประชุมงานบริหารอาคาร และร่วมวิเคราะห์สาเหตุและแนวทางการแก้ไขตลอดจนให้คำแนะนำในการปรับปรุงแก้ไขในกรณีที่พบข้อบกพร่องต่างๆ เพื่อให้อาคารสถานที่และสิ่งอำนวยความสะดวกอยู่ในสภาพพร้อมให้บริการสนับสนุนงานโครงการต่างๆ ให้สำเร็จลุล่วงตามเป้าหมายและระยะเวลาที่กำหนดงานปรับปรุงพื้นที่ภายในอาคารและสำนักงานงานโครงการก่อสร้างต่างๆงานโครงการอื่นๆ ตามที่ได้รับมอบหมายร่วมวางแผนกับผู้ที่เกี่ยวข้อง และกำหนดแผนงานในแต่ละโครงการพิจารณาผลกระทบในภาพรวมของการเข้าพื้นที่ของผู้รับเหมาให้เป้นไปตามกฎระเบียบอาคารและนโยบายบริษัทฯดูแล ตรวจสอบและติดตามการทำงานของทีมงานเป็นระยะ อาทิเช่น ผู้ออกแบบวิสวกรรมกลาง ผู้รับเหมาตรวจสอบหน้างาน และรายงานความก้าวหน้าของโครงการต่อหัวหน้างานร่วมตรวจรับงานปรับปรุง ซ่อมแซม ก่อสร้าง และเสนอแนะแนวทางแก้ไขกรณีที่ไม่เป็นไปตามแผนร่วมประชุมกับผู้เกี่ยวข้องตามวาระหรือตามสถานกาณ์สนับสนุนงานบริหารจัดการด้านพลังงานของอาคารร่วมกับวิศวกรรมกลางเพื่อให้เป็นไปตามกฎหมายและมาตรฐานเครือเข้าร่วมประชุมคณะทำงานการจัดการพลังงานประจำปี (อาคารเบทาโกร ทาวเวอร์) และร่วมเสนอแนวคิดและให้คำแนะนำทางด้านอนุรักษ์พลังงานร่วมวางแผนการดำเนินงาน 8 ขั้นตอนตามกฎหมายและมาตรฐานเครือกำหนด และผลักดันให้มีการดำเนินงานตามแผนผลักดันให้มีการจัดการประชุมคณะทำงานด้านการจัดการพลังงานร่วมประชุมกับ Energy Internal Audit และ Energy External Auditสนับสนุนงานด้านความปลอดภัยและสิ่งแวดล้อมภายในสำนักงานวิเคราะห์และปรับปรุงด้านความปลอดภัยและสิ่งแวดล้อมภายในสำนักงาน (ร่วมกับหน่วยงาน SHE)สนับสนุนการจัดฝึกซ้อมอพยพหนีไฟของอาคารร่วมจัดทำแผน และเข้าร่วมซ้อมแผน BCP (ร่วมกับ Risk Management)สนับสนุนการจัดส่งรายงานการทำงานของระบบบำบัดน้ำเสียตามกฎกระทรวงและกฎหมายกำหนดกำกับดูแลงานด้านสาธารณูปโภคและความปลอดภัยของอาคาร ให้เกิดความพึงพอใจกับผู้ใช้อาคารร่วมให้ความเห็นในแผนงานและการจัดการงานระบบวิศวกรรมกับทีมข่างอาคารรายงานผลการปรับปรุงงานให้ผู้บังคับบัญชารับทราบและพิจารณาบริหารและกำกับดูแลการทำงานของทีมอาคาร (ช่างอาคาร แม่บ้าน รปภ.)ตรวจสอบการปฏิบัติงานและคุณภาพของงานบริหารอาคาร งานความสะอาด งานรักาคงามปลอดภัย งานลานจอดรถ และงานสวนประเมินผลการปฏิบัติของทีมอาคาร (ช่าง รปภ. แม่บ้าน) และผู้รับเหมา ผู้รับจ้างภายนอก พร้อมสรุปผลรายงานต่อผู้บังคับบัญชาการจำทำงบประมาณประจำปีสนับสนุนการจัดทำงบประมารประจำปีงานที่ได้รับมอบหมายงานอื่นๆ ที่ได้รับมอบหมายการศึกษาวุฒิการศึกษา : ปริญญาตรีสาขาวิชา : ไม่จำกัดประสบการณ์การทำงานประสบการณ์ : 3 – 5 ปีทางด้าน : งานบริหารอาคาร หรืองานบริหารอื่นๆคุณสมบัติของตำแหน่งงานเพศ : ไม่จำกัดอายุ : 30 – 40 ปีความรู้มีความรู้ด้านการบริหารการจัดการ แต่หากมีความรู้ทางด้านบริหารอาคารหรือบริหารโครงการจะพิจารณาเป็นพิเศษคุณลักษณะประจำตำแหน่งมีความเป็นผู้นำ แก้ไขปัญหาเฉพาะหน้าได้ดี กล้าตัดสินใจ มีความรับผิดชอบต่องาน มีความคิดสร้างสรรค์ มีทัศนิคติที่ดี มีหลักในการวิเคราะห์งานในด้านต่างๆ มี Service MindBetagro Public Company Limited323 Moo 6,Thungsonghong, LaksiBangkok 10210 "
         HR Senior  Manager/ผู้จัดการอาวุโสฝ่ายบุคคล        ,"[('admin-hr', 'others'), ('admin-hr', 'compensation-benefits')]",            Senior level           ,            10 years experience           ,Salary negotiable,          Full Time         ,"['Role & Responsibilities:Manage and monitor Human Resources operation: Compensation and Benefits, Payroll, implement payroll system, Social Insurance, data control Manage payroll issues, maintain employee records, complete and record insurance and other programs offered to employeesContribute and support the delivery of the HR Strategy in line with business objectivesManaging and assisting in managing the payroll for outsourced employees.Providing payroll information by answering questions and requests as to customer requirements.Applies deep knowledge of union structures, bargaining processes, and the political environment to lead union discussions and negotiations, leveraging strong personal relationships with the union to facilitate labor relations']","[':Thai Male/Female,age between 35 - 45years oldBachelor’s degree or higher in HRM, HRD, or any related field.At least 10 years’ experience in handling HR functions in Manufacturing.Good command in English communication skills.(Business level) ']","Role & Responsibilities:Manage and monitor Human Resources operation: Compensation and Benefits, Payroll, implement payroll system, Social Insurance, data control Manage payroll issues, maintain employee records, complete and record insurance and other programs offered to employeesContribute and support the delivery of the HR Strategy in line with business objectivesManaging and assisting in managing the payroll for outsourced employees.Providing payroll information by answering questions and requests as to customer requirements.Applies deep knowledge of union structures, bargaining processes, and the political environment to lead union discussions and negotiations, leveraging strong personal relationships with the union to facilitate labor relationsQualification:Thai Male/Female,age between 35 - 45years oldBachelor’s degree or higher in HRM, HRD, or any related field.At least 10 years’ experience in handling HR functions in Manufacturing.Good command in English communication skills.(Business level) "
         Recruitment Officer – near BTS Bearing        ,"[('admin-hr', 'others'), ('admin-hr', 'recruitment-executive-search'), ('admin-hr', 'training-development')]",            Entry Level           ,            2 years experience           ,Salary negotiable,"          Full Time, Permanent         ","['Responsibilities:Handle end-to-end recruitment and selection processWork closely with hiring managers to understand their needs and requirements in order to identify the rightcandidates for each positionConduct preliminary interviews to assess the skills, qualifications and experience of potential candidates and arrange interviewEnsure the quality and efficiency of recruitment processes such as reference check, interview evaluation, test & assessment, etc.Implement HR strategies and initiatives aligned with the overall business strategyProvide regular status updates on recruitment for open positionsUse various methods to recruit and network with potential candidates and to enhance employer branding, including social media platforms, networking events and job fairsManage internship programme to enhance employer brand and attract future talent']","[""s:Bachelor's degree in any fields2 - 6 years’ working experience in recruitment or related fieldsGood interpersonal, communication and multitasking skillCritical thinking skill, good disciplineWell organized person witha proactive and positive attitudeDetailed and result-orientedGood command of English and proficient in MS OfficeWorking location: Near BTS Bearing, Sukhumvit 105 (Soi Lasalle), Bangna, BangkokInterested candidates are invited to submit resume via the “Apply Now” button below.For more information, please contact Khun NuchjarinTel: 02-714-5400 ext. 1511UTAC Thai Limited237 Lasalle Road / Sukhumvit 105 (BTS Bearing) Bangna, Bangkok 10260www.utacgroup.com ""]","Responsibilities:Handle end-to-end recruitment and selection processWork closely with hiring managers to understand their needs and requirements in order to identify the rightcandidates for each positionConduct preliminary interviews to assess the skills, qualifications and experience of potential candidates and arrange interviewEnsure the quality and efficiency of recruitment processes such as reference check, interview evaluation, test & assessment, etc.Implement HR strategies and initiatives aligned with the overall business strategyProvide regular status updates on recruitment for open positionsUse various methods to recruit and network with potential candidates and to enhance employer branding, including social media platforms, networking events and job fairsManage internship programme to enhance employer brand and attract future talentQualifications:Bachelor's degree in any fields2 - 6 years’ working experience in recruitment or related fieldsGood interpersonal, communication and multitasking skillCritical thinking skill, good disciplineWell organized person witha proactive and positive attitudeDetailed and result-orientedGood command of English and proficient in MS OfficeWorking location: Near BTS Bearing, Sukhumvit 105 (Soi Lasalle), Bangna, BangkokInterested candidates are invited to submit resume via the “Apply Now” button below.For more information, please contact Khun NuchjarinTel: 02-714-5400 ext. 1511UTAC Thai Limited237 Lasalle Road / Sukhumvit 105 (BTS Bearing) Bangna, Bangkok 10260www.utacgroup.com "
         Training Staff / Training Supervisor        ,"[('admin-hr', 'others'), ('admin-hr', 'recruitment-executive-search')]",,,Salary negotiable,          Full Time         ,"['Our client, a Japanese company that is well known for manufacturer and distributor of Automotive Tire, is seeking for Internal Audit ManagerTraining Staff / Training SupervisorPosition: Training Staff / Training SupervisorSalary Range:THB 25,000 –45,000Location:Ayutthaya, SaraburiBusiness:ManufacturingResponsibilities:Design and implement a comprehensive company training program for new hires, with a focus on continued education for existing employees.Plan, develop, implement and administer training utilizing a variety of media and proven techniques while simultaneously assessing development needs across the company. Coordinate timely updates for training materials and reference guides and establish a means of measuring their effectiveness.Any HR & General tasks as assigned.']","[':Male/Female, Bachelor in Human Resources or any related field.Age 25-35.At least 3 years’ experience in HR Training & AdministrationGood in MS Office: Word, Excel & Power Point and internetStrong leadership, inter-personal & communication skillsGood command of written & spoken EnglishInterested candidate, please send your resume in English (Word format only) along with your recent photo and expected salary to us by E-mailJAC Personnel Recruitment Ltd | jac-recruitment.co.th 10F Emporium Tower 622 Sukhumvit Soi 24Klongton, Klongtoey, Bangkok 10110T: +66 2 261 1270,Tel :095-381-3222E-mail:[emailprotected] jac-recruitment.com"">visavachit.churat @jac-recruitment.com ']","Our client, a Japanese company that is well known for manufacturer and distributor of Automotive Tire, is seeking for Internal Audit ManagerTraining Staff / Training SupervisorPosition: Training Staff / Training SupervisorSalary Range:THB 25,000 –45,000Location:Ayutthaya, SaraburiBusiness:ManufacturingResponsibilities:Design and implement a comprehensive company training program for new hires, with a focus on continued education for existing employees.Plan, develop, implement and administer training utilizing a variety of media and proven techniques while simultaneously assessing development needs across the company. Coordinate timely updates for training materials and reference guides and establish a means of measuring their effectiveness.Any HR & General tasks as assigned.Qualification:Male/Female, Bachelor in Human Resources or any related field.Age 25-35.At least 3 years’ experience in HR Training & AdministrationGood in MS Office: Word, Excel & Power Point and internetStrong leadership, inter-personal & communication skillsGood command of written & spoken EnglishInterested candidate, please send your resume in English (Word format only) along with your recent photo and expected salary to us by E-mailJAC Personnel Recruitment Ltd | jac-recruitment.co.th 10F Emporium Tower 622 Sukhumvit Soi 24Klongton, Klongtoey, Bangkok 10110T: +66 2 261 1270,Tel :095-381-3222E-mail:[emailprotected] jac-recruitment.com"">visavachit.churat @jac-recruitment.com "
