job_title,job_categories,career_level,experience_year,salary,employment_type,job_responsibilities,job_qualifications,job_description
         Communications Manager(PR)        ,"[('marketing-public-relations', 'marketing-communication'), ('marketing-public-relations', 'pr-general'), ('marketing-public-relations', 'others')]",            Middle level           ,            5 years experience           ,Salary negotiable,          Full Time         ,[],[],"Key Responsibilities:Strategy: Build and manage foodpanda Thailand’s overall PR and communications strategy and execution, plus support the local execution of regional campaignsPress office management: handling daily media or influencers enquiries, identify and develop a strong network of interesting journalists and influencers,manage all coverage, reportingOutreach:distribute and pitch all press releases to the relevant media targetsContent ideas/story creation: creative storytelling and pitchingWork across departments for a holistic execution of PR programs and issuesmanagement processPlan and budget for PR events, programs and initiatives Design and review the online content in media announcements and media kits Monitor corporate image frequently and ensure it follows company brand’scomplianceDevelop and implement issues management and crisis communications advice andmedia strategy, when neededRequirements:Bachelor’s Degree in communication, journalism or related field At least 5-8 years’ experience in PR, communications, journalism or similar fieldsExperience in managing lifestyle and corporate media A keen understanding of media, news cycle and digital platforms with provensuccess achieving coverageStrong organizational skills, results-driven and detail-oriented with the strongability to multi-taskA proven track record of successful PR campaigns and excellent communication,presentation and leadership skillsExcellent written & verbal communication skills in Thai and English What we offer:Enjoyable, dynamic and challenging working environment Responsibility from day one in a fast growing global company A vibrant and international team with diverse backgrounds Weekly complimentary massage Employee Discount Codes Travelling fee / work phone Regular company and team events  "
         Digital Marketing Manager        ,"[('marketing-public-relations', 'management'), ('marketing-public-relations', 'others'), ('marketing-public-relations', 'digital-marketing')]",            Senior level           ,            5 years experience           ,Salary negotiable,"          Full Time, Permanent         ","['Responsibilities;-DigitalMarketing Manager is responsible for all activities related to online, This key position within the marketing communications organization will partner with other communications team members and related department.Establish a strategy for targeting and messaging in-market auto shoppers using various digital tools andchannels Create budget planning and ensure an optimal allocation of a significant portion between the digital media and production budget based on industry conditions and marketing objectives Ensure the always-on activities are aligned with other digital and communicationsinitiatives Media planning and buying for always-on digitalcampaigns Oversee media planning and buying with publishers including endemic sites, networks, search, DSPs and emerging forms of media (e.g. Mobile)Ensure media buys are allocated to the publishers that most effectively deliver in-market and other digital marketingobjectives Manage the upfront digital media buyingprocess Maintain close working relationships with digital media publishers to understand their evolving offerings and work to create new opportunities to reach in-market shoppers. Production and execution of all in-market/always-on digitalprograms Approve all in-market creative ensuring a balance between brands messages/look & feel and performance objectivesOversee all search copy approval and messageoptimization Set up KPI and measurement and optimization of the digitalcampaign Ensure a robust measurement and optimization system is in place to convert more in-market shoppers into buyers and ensure efficient spending of the media budget.']","['s;-Bachelor degree or higher in marketing or a relatedfield. 5-8 years of experience (agency experience is strongly preferred)Solid knowledge of website analyticstools Proven working experience in digitalmarketing Demonstrable experience leading and manage marketing database, email, social media and/or display advertisingcampaigns Highly creative with experience in identifying target audiences and devising digital campaigns that engage, inform andmotivate Working knowledge of ad servingtools Working knowledge of HTML, CSS, and JavaScript development andconstraints Up-to-date with the latest trends and best practices in online marketing and measurementindex Experience in optimizing landing pages and user experienceStrong analytical skills and data-driven thinkingHow to applyClickAPPLY NOW to submit your applicationwith full resume, stating present and expected salary, and enclosing a recent photograph.MG Sales (Thailand) Co., Ltd.Silom Complex Tower,25TH Floor, 191 Silom RD.Bangrak, Bangkok 10500Tel :0-2118-6831 Fax : 0-2118-6809www.mgcars.comNote: Only qualified profile matches with our job requirement would getcontact by MG recruitment team. ']","Responsibilities;-DigitalMarketing Manager is responsible for all activities related to online, This key position within the marketing communications organization will partner with other communications team members and related department.Establish a strategy for targeting and messaging in-market auto shoppers using various digital tools andchannels Create budget planning and ensure an optimal allocation of a significant portion between the digital media and production budget based on industry conditions and marketing objectives Ensure the always-on activities are aligned with other digital and communicationsinitiatives Media planning and buying for always-on digitalcampaigns Oversee media planning and buying with publishers including endemic sites, networks, search, DSPs and emerging forms of media (e.g. Mobile)Ensure media buys are allocated to the publishers that most effectively deliver in-market and other digital marketingobjectives Manage the upfront digital media buyingprocess Maintain close working relationships with digital media publishers to understand their evolving offerings and work to create new opportunities to reach in-market shoppers. Production and execution of all in-market/always-on digitalprograms Approve all in-market creative ensuring a balance between brands messages/look & feel and performance objectivesOversee all search copy approval and messageoptimization Set up KPI and measurement and optimization of the digitalcampaign Ensure a robust measurement and optimization system is in place to convert more in-market shoppers into buyers and ensure efficient spending of the media budget.Qualifications;-Bachelor degree or higher in marketing or a relatedfield. 5-8 years of experience (agency experience is strongly preferred)Solid knowledge of website analyticstools Proven working experience in digitalmarketing Demonstrable experience leading and manage marketing database, email, social media and/or display advertisingcampaigns Highly creative with experience in identifying target audiences and devising digital campaigns that engage, inform andmotivate Working knowledge of ad servingtools Working knowledge of HTML, CSS, and JavaScript development andconstraints Up-to-date with the latest trends and best practices in online marketing and measurementindex Experience in optimizing landing pages and user experienceStrong analytical skills and data-driven thinkingHow to applyClickAPPLY NOW to submit your applicationwith full resume, stating present and expected salary, and enclosing a recent photograph.MG Sales (Thailand) Co., Ltd.Silom Complex Tower,25TH Floor, 191 Silom RD.Bangrak, Bangkok 10500Tel :0-2118-6831 Fax : 0-2118-6809www.mgcars.comNote: Only qualified profile matches with our job requirement would getcontact by MG recruitment team. "
         Marketing Assistant Manager (Area Expansion)        ,"[('marketing-public-relations', 'others'), ('marketing-public-relations', 'digital-marketing'), ('e-commerce', 'marketing-brand-product-management')]",,,Salary negotiable,"          Full Time, Permanent         ","[""Marketing Assistant Manager (Area Expansion)Team: Customer Acquisition TeamDepartment: Marketing and Business DevelopmentLINE MAN Company Thailand.It's a pleasing moment to join LINE MAN Thailand as we continue serving Thai users for over three years as the number ONE food delivery service in Thailand. We are looking for seasoned, creative and digitally driven marketing.[Responsibilities]Plan and Execute marketing acquisition plan/marketing launch plan , focus on Area Expansion to make sure that Target achievementWork closely with BD expansion team and other marketing team to planning , solving in responsibility areaPlan performance marketing campaign focus on Area ExpansionPrepare Communication/ Campaign brief to Design team and Creative team to develop campaign’s artworkTracking acquisition campaign performance[""]","[""s]Bachelor's degree in Business Administration or any related discipline preferred.3-5 year of experience in Marketing Users Acquisition /Area Expansion role, Management ConsultingComfortable with ambiguity and the ability to work independently to find the solution with minimal guidance from the team.Strong verbal and written communication skills[Location]LINE MAN Thailand Head Office, Gaysorn ""]","Marketing Assistant Manager (Area Expansion)Team: Customer Acquisition TeamDepartment: Marketing and Business DevelopmentLINE MAN Company Thailand.It's a pleasing moment to join LINE MAN Thailand as we continue serving Thai users for over three years as the number ONE food delivery service in Thailand. We are looking for seasoned, creative and digitally driven marketing.[Responsibilities]Plan and Execute marketing acquisition plan/marketing launch plan , focus on Area Expansion to make sure that Target achievementWork closely with BD expansion team and other marketing team to planning , solving in responsibility areaPlan performance marketing campaign focus on Area ExpansionPrepare Communication/ Campaign brief to Design team and Creative team to develop campaign’s artworkTracking acquisition campaign performance[Qualifications]Bachelor's degree in Business Administration or any related discipline preferred.3-5 year of experience in Marketing Users Acquisition /Area Expansion role, Management ConsultingComfortable with ambiguity and the ability to work independently to find the solution with minimal guidance from the team.Strong verbal and written communication skills[Location]LINE MAN Thailand Head Office, Gaysorn "
         Marketing Office (Contract 6 Mths)        ,"[('marketing-public-relations', 'brand-product-management'), ('marketing-public-relations', 'direct-marketing'), ('marketing-public-relations', 'others')]",            Entry Level           ,            3 years experience           ,Salary negotiable,"          Contract, Temporary         ","['Position:Marketing OfficerDepartment: MarketingContract:Contract 6 MthsLocation:Klongtoey, Bangkok (Not connected to MRT/BTS)ออฟฟิศคลองเตย ไม่ติดสถานีรถไฟฟ้า อยู่ใกล้ล็อกซเล่ย์และเชลส์ สำนักงานใหญ่Expected to Start working : As soon as possibleJob Description :Manage project timeline for minor formula or Artwork change. Communicate with cross functional team about the project status and following up related tasks.Simple Market analysis & data collections from market. e.g. Claims, size & price, packaging, taking photo.Operation works e.g. sending product samples, prepare product samples for consumer test.Coordinatemarketingproject for Vietnam, Indochina including Thailand if assigned.Manage packaging artwork including text requirement of each country, able to deliver within timelineSupport team request on task base example Competitors activity update, Shelf survey and some administration works']","["":Thai Nationality. Bachelor's Degree in any field. Minimum of 1-3 years work experience. Marketing experience is preferred Computer Literacy: familiar withGoogle Suites is preferableGood attitude and Fast-learner. Able to communicate in English both writing / speaking. ""]","Position:Marketing OfficerDepartment: MarketingContract:Contract 6 MthsLocation:Klongtoey, Bangkok (Not connected to MRT/BTS)ออฟฟิศคลองเตย ไม่ติดสถานีรถไฟฟ้า อยู่ใกล้ล็อกซเล่ย์และเชลส์ สำนักงานใหญ่Expected to Start working : As soon as possibleJob Description :Manage project timeline for minor formula or Artwork change. Communicate with cross functional team about the project status and following up related tasks.Simple Market analysis & data collections from market. e.g. Claims, size & price, packaging, taking photo.Operation works e.g. sending product samples, prepare product samples for consumer test.Coordinatemarketingproject for Vietnam, Indochina including Thailand if assigned.Manage packaging artwork including text requirement of each country, able to deliver within timelineSupport team request on task base example Competitors activity update, Shelf survey and some administration worksQualification:Thai Nationality. Bachelor's Degree in any field. Minimum of 1-3 years work experience. Marketing experience is preferred Computer Literacy: familiar withGoogle Suites is preferableGood attitude and Fast-learner. Able to communicate in English both writing / speaking. "
,"[('marketing-public-relations', 'others'), ('marketing-public-relations', 'digital-marketing')]",Full Time,,Salary,Full Time,"[' We are recruiting aResearch Analyst inour Bangkok office at WeWork in Sathorn!ResponsibilitiesObtain and communicate data to track business performanceProvide and analyzein-depthproperty and hospitality market insightsConduct Market analysis , Competitors analysis, Customer behaviourSite analysis (Law/ Regulation) & Business opportunityResearch for both quantitative and qualitativeMarket segment strategic planning by analysing market data through various forms of research including data mining, conducting target clientele interviews and negotiationEstimate Investment & Revenue incomeAssist in creating development program and business planFeasibility study']","[""sStrong in research skill preferably in real estateA minimum 2-years of experience in market analysis, site analysis, property development requiredKnowledge in hotel industry is an advantagePossess analysis and logical thinkingThai nationalExcellent command in EnglishCompensationMonthly SalaryHealth AllowanceBonusesBecause we can't be successful without working together, we want everyone in the team to benefit from the agency's success. That is why we have multiple bonuses throughout the year:Account Renewal Bonus - paid when existing clients renew their contractsSuccessful Pitch Bonus - paid when team members work on a successful proposal and pitchBusiness Development Bonus - paid when when a team member refers a new clientAnnual BonusAbout Neat InteractiveOur goal is to assist clients in successfully reaching their online marketing objectives. Since 2012 we have done just that, working across various industries and clients, both from Thailand and abroad. Our work includes marketing strategy, content development, ads management, graphic design, photography, video production, animation and events.  ""]"," We are recruiting aResearch Analyst inour Bangkok office at WeWork in Sathorn!ResponsibilitiesObtain and communicate data to track business performanceProvide and analyzein-depthproperty and hospitality market insightsConduct Market analysis , Competitors analysis, Customer behaviourSite analysis (Law/ Regulation) & Business opportunityResearch for both quantitative and qualitativeMarket segment strategic planning by analysing market data through various forms of research including data mining, conducting target clientele interviews and negotiationEstimate Investment & Revenue incomeAssist in creating development program and business planFeasibility studyQualificationsStrong in research skill preferably in real estateA minimum 2-years of experience in market analysis, site analysis, property development requiredKnowledge in hotel industry is an advantagePossess analysis and logical thinkingThai nationalExcellent command in EnglishCompensationMonthly SalaryHealth AllowanceBonusesBecause we can't be successful without working together, we want everyone in the team to benefit from the agency's success. That is why we have multiple bonuses throughout the year:Account Renewal Bonus - paid when existing clients renew their contractsSuccessful Pitch Bonus - paid when team members work on a successful proposal and pitchBusiness Development Bonus - paid when when a team member refers a new clientAnnual BonusAbout Neat InteractiveOur goal is to assist clients in successfully reaching their online marketing objectives. Since 2012 we have done just that, working across various industries and clients, both from Thailand and abroad. Our work includes marketing strategy, content development, ads management, graphic design, photography, video production, animation and events.  "
,"[('marketing-public-relations', 'others')]",Full Time,,Salary,Full Time,[' '],"[""s:Age not over 25 years old.Bachelor's degree or Master's degree in Marketing, Business Management orrelated fields.At least 0 - 1 year of experience for Marketing Plan or strategy (4 Ps) in Consumer orFMCGbusiness will be an advantage.Able to work under high pressure and good problem solving skill.Must be self-motivated, high confident, creativity, initiative, proactive and positive working attitude.Self-starter, good personality, excellent interpersonal, negotiation, presentation and communication skills.              Saha Pathanapibul Public Company Limited2156 New Petchburi Road, Bangkapi, Huawkwang, Bangkok 10310Work location: Near MRT - Phetburi / BTS - ThonglorTel.: 02-3180062 ext. 1277 K.Charlermpon  ""]"," Qualifications:Age not over 25 years old.Bachelor's degree or Master's degree in Marketing, Business Management orrelated fields.At least 0 - 1 year of experience for Marketing Plan or strategy (4 Ps) in Consumer orFMCGbusiness will be an advantage.Able to work under high pressure and good problem solving skill.Must be self-motivated, high confident, creativity, initiative, proactive and positive working attitude.Self-starter, good personality, excellent interpersonal, negotiation, presentation and communication skills.              Saha Pathanapibul Public Company Limited2156 New Petchburi Road, Bangkapi, Huawkwang, Bangkok 10310Work location: Near MRT - Phetburi / BTS - ThonglorTel.: 02-3180062 ext. 1277 K.Charlermpon  "
,"[('marketing-public-relations', 'others'), ('medical-services', 'medical-services-technician'), ('medical-services', 'veterinarian')]",Middle,5 years,Salary,Full Time,[],[]," ลักษณะงาน :วางแผนการตลาดสินค้ากลุ่มวัตถุดิบและส่วนผสมอาหารสัตว์ ให้มียอดขายเติบโตตามเป้าหมายของบริษัทวิเคราะห์และวางกลยุทธ์การตลาดรายลูกค้า เพื่อส่งเสริมยอดขายให้ได้ตามเป้าหมายขยายช่องทางการขายสินค้าและค้นหาSupplier ใหม่ๆ ที่มีศักยภาพเพื่อเพิ่มโอกาสในการขายสินค้าได้ทันกับการเติบโตของตลาดประสานงานกับแผนกขายและหน่วยงานที่เกี่ยวข้อง เพื่อกระตุ้นและผลักดันให้เกิดยอดขายติดตามสถานการณ์ที่เกี่ยวกับตลาดอาหารสัตว์ และ อาหารแปรรูปอย่างสม่ำเสมอ และสามารถปรับแผนการตลาดได้ทันสถานการณ์คุณสมบัติ :ระดับเจ้าหน้าที่ อายุ 25-30 ปี ระดับผู้ช่วยผู้จัดการ อายุ 30-40 ปีสายสัตว์บก : จบการศึกษาขั้นต่ำ ปริญญาตรี คณะสัตวศาสตร์, สัตวบาล, สัตวแพทย์, วิทยาศาสตร์สุขภาพสัตว์ หรือสาขาใกล้เคียงสายสัตว์น้ำ : จบการศึกษาขั้นต่ำ ปริญญาตรี คณะประมง, วิทยาศาสตร์การประมง, เพาะเลี้ยงสัตว์น้ำ, หรือสาขาใกล้เคียงมีประสบการณ์ในธุรกิจด้านปศุสัตว์ (สัตว์บกหรือสัตว์น้ำ) ไม่น้อยกว่า 2-3 ปี ขึ้นไปมีประสบการณ์ในการจัดทำแผนการตลาด ถ้าเป็นแผนการตลาด Feed Ingredients/ Feed Additive จะพิจารณาเป็นพิเศษมีประสบการณ์ในการขึ้นทะเบียนอาหารสัตว์ หรือมีความรู้เกี่ยวกับกฎหมายอาหารสัตว์, กรมปศุสัตว์, กรมประมงสื่อสารภาษาอังกฤษเพื่อติดต่อ Supplier ต่างประเทศได้สามารถใช้งาน Power point และ Excel ได้เป็นอย่างดีมีทักษะในการประสานงานสูง และมีใจรักในงานบริการ  "
,"[('manufacturing', 'product-development-management'), ('marketing-public-relations', 'brand-product-management'), ('marketing-public-relations', 'others')]",Senior,3 years,Salary,"Full Time, Permanent","[' Job ResponsibilitiesDevelop marketing plan, implement strategic activities, and ensure effectiveness ofexecution of marketing campaignResponsible for order planning and inventory managementBudget control and manage P&LFollow up and analyze sales target and expensesRegular market visited both Bangkok and upcountry area']","['sAge between 25 – 32 years old.Bachelor or Master’s Degree in Marketing or related fields.At least 3 years’ experience in marketing or brand management. (FMCG business will be advantaged)Positive Attitude, committed and self-motivated and able to plan, execute and monitor the marketing & sales activities to achieve amarketing results.Good command of English and computer literate.Salary : Based on experience, negotiable Location : Bangkok District : MinburiPlease submit a full resume stating current and expected salary together with a recent photograph to the address below :Human Resource DepartmentC.P. Consumer Products Co. , Ltd.36 Ramintra Rd., Minburi,Minburi, Bangkok 10510ThailandTel 02-03555004www.cpconsumer.com  ']"," Job ResponsibilitiesDevelop marketing plan, implement strategic activities, and ensure effectiveness ofexecution of marketing campaignResponsible for order planning and inventory managementBudget control and manage P&LFollow up and analyze sales target and expensesRegular market visited both Bangkok and upcountry areaQualificationsAge between 25 – 32 years old.Bachelor or Master’s Degree in Marketing or related fields.At least 3 years’ experience in marketing or brand management. (FMCG business will be advantaged)Positive Attitude, committed and self-motivated and able to plan, execute and monitor the marketing & sales activities to achieve amarketing results.Good command of English and computer literate.Salary : Based on experience, negotiable Location : Bangkok District : MinburiPlease submit a full resume stating current and expected salary together with a recent photograph to the address below :Human Resource DepartmentC.P. Consumer Products Co. , Ltd.36 Ramintra Rd., Minburi,Minburi, Bangkok 10510ThailandTel 02-03555004www.cpconsumer.com  "
,"[('sales-cs-business-devpt', 'customer-service'), ('marketing-public-relations', 'others'), ('sales-cs-business-devpt', 'account-servicing')]",Entry Level,N/A,Salary,"Full Time, Permanent",[],[]," คุณสมบัติ:เพศหญิง /เพศชายอายุ 23-35 ปี ยินดีรับนักศึกษาจบใหม่ปริญญาตรี บริหารธุรกิจ หรืออื่นๆที่เกี่ยวข้องสามารถใช้ทักษะด้านการสื่อสาร เจรจา ต่อรอง ได้เป็นอย่างดีสามารถสื่อสารภาษาอังกฤษได้ดีจะพิจารณาเป็นพิเศษมีความรู้เกี่ยวกับการจัดการและทักษะการแก้ปัญหาสามารถใช้โปรแกรม MS Word, MS Excel และอื่น ๆ ที่เกี่ยวข้องได้ดีตั้งใจทำงาน ตรงต่อเวลาและรับผิดชอบ  "
         Marketing Manager (Consumer Product)        ,"[('marketing-public-relations', 'management'), ('marketing-public-relations', 'brand-product-management'), ('marketing-public-relations', 'others')]",            Senior level           ,            5 years experience           ,Salary negotiable,"          Contract, Full Time         ",[],[],"การวางแผนกลยุทธการของผลิตภัณฑ์วางแผนกลยุทธ์ Product strategyนำเสนอและจัดทำโครงการแผนปฏิบัติงานและกิจกรรมต่างๆวางแผนและนำเสนอการบริการงบประมาณวิเคราะห์ และติดตามความเคลื่อนไหวของตลาด และการสื่อสารการตลาดควบคุมงบประมาณการสื่อสารการตลาดงานพัฒนา (การออกสินค้าใหม่,พัฒนาสินค้าปัจจุบัน)วางแผนและควบคุมการสำรวจและวิจัยตลาด เพื่อพัฒนาสินค้าปัจจุบันและการออกสินค้าใหม่พัฒนา Product กับฝ่าย R&Dวิเคราะห์ (4PS , 4CS) นำเสนอช่องทางและสื่อต่างๆในการออกสินค้าใหม่สู่ตลาดการติตามผลงานของทีม และการรายงานผล KPI ของทีมงาน Trading และ มีเดีย แพลน ( TT / MT / CVS /Online)วางแผนและควบคุมการบริหารการขายกับคู่ค้าทุกช่่องทาง สำหรับสินค้าเดิมและการออกสินค้าใหม่พัฒนาโปรโมชั่นใหม่ๆ เพื่อให้เกิดความเหมาะสมทำให้เกิดยอดขายสม่ำเสมอนำเสนอช่องทางและสื่อต่างๆในการออกสินค้าใหม่สู่ตลาดการติตามผลงานของทีม และการรายงานผล KPI ของทีม "
