job_title,job_categories,career_level,experience_year,salary,employment_type,job_responsibilities,job_qualifications,job_description
         Customer Service Officer - ลูกค้าสัมพันธ์ประจำห้อง LAB/เน้นจบวิทยาศาสตร์ทุกสาขา        ,"[('sales-cs-business-devpt', 'customer-service'), ('sales-cs-business-devpt', 'others'), ('sales-cs-business-devpt', 'sales-administration')]",            Entry Level           ,,Salary negotiable,"          Full Time, Permanent         ",[],[],- ติดต่อและประสานงานลูกค้าทางโทรศัพธ์- จัดทำรายงานและเอกสารต่างๆ- เน้นจบปริญญาตรี วิทยาศาสตร์ สาย เคมี และ จุลชีวิวิทยา หรือ ชีววิทยา-ทำงานที่ LAB - พระรามสาม ซอย 59 
         Sales Manager (Based in Krabi)        ,"[('sales-cs-business-devpt', 'customer-service'), ('sales-cs-business-devpt', 'sales-management'), ('sales-cs-business-devpt', 'sales-administration')]",            Middle level           ,,Salary negotiable,          Permanent         ,"[' ResponsibilitiesGenerating client leads to buy or rent a property.Counselling with clients on market conditions, prices, and mortgages.Developing a competitive market price by comparing properties.Reviewing purchase contracts to ensure terms are met.Promoting properties with ads, listings, and open houses.Preparing loyalty contracts, purchase agreements, rental agreements, deeds and other documents for each real estate transaction.']","['3 years of experience with real estate sales.Strong interpersonal and negotiation skills.Good knowledge of the local property.Able to work in Krabi, Thailand.Good in English. ']"," ResponsibilitiesGenerating client leads to buy or rent a property.Counselling with clients on market conditions, prices, and mortgages.Developing a competitive market price by comparing properties.Reviewing purchase contracts to ensure terms are met.Promoting properties with ads, listings, and open houses.Preparing loyalty contracts, purchase agreements, rental agreements, deeds and other documents for each real estate transaction.Qualification3 years of experience with real estate sales.Strong interpersonal and negotiation skills.Good knowledge of the local property.Able to work in Krabi, Thailand.Good in English. "
         Student Services Coordinator /เจ้าหน้าที่ฝ่ายประสานงานและบริการลูกค้า        ,"[('admin-hr', 'administration-operation-clerical-support'), ('education', 'others'), ('sales-cs-business-devpt', 'sales-administration')]",            Entry Level           ,            3 years experience           ,Salary negotiable,          Full Time         ,[],[],"Westminster International / WIN EducationDo you enjoy chatting with people?Do you have a 'bubbly' personality?Would you like a chance to help people take an important step in life?Are you ambitious and hard-working, and want to progress in your career?If you answer 'yes' to the above - then we have the perfect career opportunity for you.We are a fast growing company in the field of Education which is looking for a new, energetic and self-starting team-member who would like to develop along with us.คุณชอบงานที่ต้องสื่อสารกับผู้อื่นใช่หรือไม่คุณเป็นคนที่มีทัศนคติที่เป็นบวกใช่หรือไม่คุณอยากมีโอกาสในการช่วยเหลือในย่างก้าวที่สำคัญของชีวิตผู้อื่นหรือไม่คุณเป็นมีความมุ่งมั่นที่จะประสบความสำเร็จ ขยันหมั่นเพียร และต้องการความก้าวหน้าในด้านสาขาอาชีพใช่หรือไม่ถ้าคำตอบของคุณคือ “ใช่” เราอยากให้โอกาสคุณมาเป็นส่วนหนึ่งในการร่วมงานกับเราAbout Us: สถาบันเวสท์มินส์เตอร์ อินเตอร์เนชั่นเนลดำเนินการในประเทศไทยในความควบคุมของกระทรวงศึกษาธิการภายใต้ชื่อโรงเรียนสอนภาษาเวสท์มินส์เตอร์ รวมไปถึงการให้บริการแนะแนวการศึกษาต่อในสหราชอาณาจักร และสหรัฐอเมริกาในทุกระดับการศึกษา และเป็นผู้เชี่ยวชาญในการดำเนินการสอนหลักสูตรเตรียมสอบIELTS - International English Language Testing System และ Academic English เนื่องจากการขยายตัวอย่างรวดเร็ว และเป็นที่นิยมอย่างมากในกลุ่มของนักศึกษาที่สนใจจะศึกษาต่อในสหราชอาณาจักร บริษัทจึงมองหาบุคคลที่มีความกระตือรือร้น และมีความคิดริเริ่มมาเป็นส่วนหนึ่งของทีมเพื่อเติบโตไปกับเราPosition:  Student ServicesCoordinatorMain business:  English language school and UK & USA study specialistsYour responsibilities:You will help us deliver our excellent customer serviceYou will help potential students reach their IELTS score for university studyYou will develop a friendly relationship with our clientsYou will assist students through their time studying with usYour qualifications:You will have a very friendly and chatty personalityYou will be an excellent communicatorYou will be comfortable working under pressure and reaching sales targetsYou will be reliable and organized, and able to work independentlyYou will be ambitious and want to achieve in your careerHaving a bachelor/master's degree is an advantage, but not essentialNew graduates are welcomeหน้าที่และความรับผิดชอบช่วยเหลือทีมในการให้บริการนักเรียนอย่างมืออาชีพช่วยเหลือและให้คำแนะนำนักเรียนที่สนใจเรียน IELTS ในการเลือกเรียนคอร์สเรียนที่เหมาะสม เพื่อให้สอบได้คะแนนตรงตามเงื่อนไขที่มหาวิทยากำหนดพัฒนาความสัมพันธ์กับนักเรียนและผู้ปกครองช่วยเหลือนักเรียนตลอดระยะเวลาการเรียนที่สถาบันคุณสมบัติมีมนุษยสัมพันธ์ที่ดีและชอบพูดคุยสามารถสื่อสารได้อย่างมืออาชีพสามารถทำงานภายใต้สภาวะที่กดดัน และสามารถทำยอดขายได้ตามเป้าที่บริษัทกำหนดเชื่อใจได้ มีระเบียบ และสามารถทำงานได้อย่างอิสระมีความมุ่งมั่นที่และมีความต้องการที่จะประสบความสำเร็จด้านการงานจบปริญญาตรี/ปริญญาโท จะได้รับการพิจารณาเป็นพิเศษยินดีรับนักศึกษาจบใหม่Interview date: Only shortlists will be contacted for interviewSalary:  Basic salary + commission + annual bonusBenefit: Social Welfare + Medical group insuranceEmployment:  Full-time (40-45 hours a week)Working hours:  Split ShiftsWeekday shift:  Weekend shift: Working place: Asoke(HQ),Central Pinklao, Central Ladprao, Samyan Mitrtown "
         Sales Executive (Films) (20K – 30K) (SDG-52983)        ,"[('sales-cs-business-devpt', 'customer-service'), ('sales-cs-business-devpt', 'account-servicing'), ('sales-cs-business-devpt', 'sales-administration')]",            Entry Level           ,            2 years experience           ,Salary negotiable,"          Full Time, Permanent         ",[],[],"<Job Responsibilities>Mainly maintain existing Clients (especially Japanese Company) 90%Responsible for sales the company's product to the clientResponsible for marketing and promotion to increase the sales amountPrepare reports and responsible for all sales activitiesCompetitor's analysisExpanding the company's business by doing business developmentCoordinating and arranging all sales activity such as brochure etc.Visit client in BKK and upcountryOther tasks as assigned<Necessary Skill / Experience >Thai nationality , Male/Female age 24 – 27 years oldBachelor's degree in any related fieldAt least 2 years of sales working experience in in industrial productsAble to communicate in English effectively (clients are mainly Japanese)Must have own car and driving licenseNegotiation and interpersonal skillAble to travel to upcountry and overseaAble to use Microsoft Office<Preferable Skill / Experience>NoneLanguages skillsEnglish:Conversational LevelJapanese:NoneWorkplace Area: Rama 3, BangkokWorking Hour: 8:00-17:00(Monday - Friday (Weekend Off) )About theBenefitsSalary: 20,000–30,000THBAbout the companyProducts: Electronics DistributorBusiness Type: Distribution / Transportation / Warehousing;Rubber / Resin / PlasticHOW TO APPLY,*** Please submit your resume with photo, your current & expected salary, and reference:SalesExecutive (Films) (20K – 30K) (SDG-52983)*** Any query regarding this Job or application method, please call Tel. 02-021-0333RGF HR Agent Recruitment (Thailand) Co., Ltd.（株式会社リクルートホールディングスタイ法人）689 BHIRAJ TOWER at EmQuartier, 23rd Floor, Room No. 2304-2306Sukhumvit Road, North Klongton Sub-District, Vadhana District, Bangkok 1011Tel: 02-021-0333Website : www.rgf-hragent.asia/en/thailandfind us on Facebook:RGF Thailand "
         Project Administrative Officer ( Site Admin)          /เจ้าหน้าที่ธุรการและประสานงานโครงการ         ,"[('building-construction', 'building-construction-qs'), ('sales-cs-business-devpt', 'account-servicing'), ('sales-cs-business-devpt', 'sales-administration')]",            Entry Level           ,,Salary negotiable,          Full Time         ,[],[],"หน้าที่รับผิดชอบติดตามความคืบหน้าของงานโครงการก่อสร้างจากฐานข้อมูลบริษัทบันทึกและสรุปข้อมูลความคืบหน้าโครงการสำหรับเป็นข้อมูลในการประชุมรายสัปดาห์ประสานงานด้านเอกสารงานโครงการที่ดำเนินการกับแผนกต่างๆ ในบริษัทบันทึกข้อมูลอุปกรณ์และสินค้าที่ขายในงานโครงการลงโปรแกรมจัดทำสรุปต้นทุนอุปกรณ์และสินค้าที่ขายในงานโครงการคุณสมบัติเพศ หญิง อายุ20 ปีขึ้นไป การศึกษาระดับ ปวช หรือ ม.6 ขึ้นไปมีทักษะความสามารถในการใช้คอมพิวเตอร์โปรแกรมMS Office,การสืบค้น ข้อมูลทาง Internetและโปรแกรม Microsoft excel ได้เป็นอย่างดีมีความชอบในงานการจัดทำข้อมูลสินค้ามีความตั้งใจ ขยันและรับผิดชอบงานสถานที่ทำงาน: ถ.รังสิต-นครนายก (คลอง10)ทำงาน:จันทร์ – เสาร์(งานเต็มเวลา) พนักงานประจำติดต่อสอบถามเพิ่มเติม: คุณพิชญ์สินี โทร.02-248-1948 "
         Telesales (Associate/Senior Associate)        ,"[('sales-cs-business-devpt', 'tele-sales'), ('sales-cs-business-devpt', 'direct'), ('sales-cs-business-devpt', 'sales-administration')]",            Middle level           ,            3 years experience           ,Salary negotiable,"          Full Time, Permanent         ",[],[],"Why we need youAt the core, Ninja Van is a last-mile delivery provider for e-Commerce businesses. The ecommerce sales team will help to develop, drive and grow Ninja Van's presence in Thailand. Thus, this role will be responsible for acquiring and retaining clients through well-coordinated efforts, strong product knowledge, transparent and best-in-class client experience and a suite of supportive services and tools.What you will doResponsible for executing and supporting sales strategies as set by the management teamAcquire, onboard and successful conversion of prospectsPrepare and customize sales materials to help with new client acquisitionInvolve in mapping and prospecting clients in e-commerce, as well as other sectors requiring NV's logistics servicesManage and monitor day-to-day relationships and communications with key clientsClosely work with management team to assist in market assessment efforts and provide on-the-ground insightsFocuses on growing and developing existing clients for up-sell or cross-sell effortsMonitors competition by gathering current marketplace information on pricing, products, new products, delivery schedules, marketing techniques, etc.Achieve sales goals on a monthly, quarterly and yearly basisPrepares periodic reports by collecting, analyzing, and summarizing informationWhat you will needBachelor degree in any field from reputable universityPossess at least 3 years of tele-sales experience and prior experience with a start-up, category, e-commerce or offline merchants is mandatoryStrong communicator and interpersonal skillsProven track record of achieving sales targetsSelf-starter with good initiative, and persistence to see us through this challengeComfortable with direct sales, making cold calls and emails to develop leads, set meetings with potential prospects and onboarding "
         Key Account Manager (Watsons) - Well-known Global FMCG        ,"[('sales-cs-business-devpt', 'channel-distribution'), ('sales-cs-business-devpt', 'sales-management')]",            Middle level           ,            5 years experience           ,Salary negotiable,"          Full Time, Permanent         ",[],[]," This ""Key Account Manager-Watsons"" has just araise in one of the well-known FMCG company based in Bangkok.Client DetailsOur client is the well-known FMCG company and now operating globallyDescriptionTo execute strategies activities with responded account to ensure effectiveness of execution to meet sale growth and profitable target.To manage customer promotion investment at assigned customers.Provide support team on the operation job of each assigned customers.Strengthen business relationship with assigned key customers through contact strategyWork cross-functionally with Managers to effectively a business plan to support promotional activity ProfileAt least 5 years of experience in Sales handling modern trade key accountsExperience in Pharmaceutical/ Healthcare or Nutrition will be a plusStrong supplement acknowledgesRelationships with channel retailersJob OfferAttractive packageAllowancesTo apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Jittraporn Lertsiri on +662 012 5061 "
         Key Account Manager (Boots) - Global companies        ,"[('sales-cs-business-devpt', 'channel-distribution'), ('sales-cs-business-devpt', 'sales-management')]",            Middle level           ,            5 years experience           ,Salary negotiable,"          Full Time, Permanent         ",[],[]," This ""Key Account Manager-Boots"" has just araise in one of the well-known FMCG company based in Bangkok.Client DetailsOur client is the well-known FMCG company and now operating globallyDescriptionTo execute strategies activities with responded account to ensure effectiveness of execution to meet sale growth and profitable target.To manage customer promotion investment at assigned customers.Provide support team on the operation job of each assigned customers.Strengthen business relationship with assigned key customers through contact strategyWork cross-functionally with Managers to effectively a business plan to support promotional activity ProfileAt least 5 years of experience in Sales handling modern trade key accountsExperience in Pharmaceutical/ Healthcare or Nutrition will be a plusStrong supplement acknowledgesRelationships with channel retailersJob OfferAttractive packageAllowancesTo apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Jittraporn Lertsiri on +662 012 5061 "
         Sales Executive (N2) (Japanese Speaking) (30K-35K) (SDG-52652)        ,"[('sales-cs-business-devpt', 'customer-service'), ('sales-cs-business-devpt', 'account-servicing'), ('sales-cs-business-devpt', 'sales-administration')]",            Entry Level           ,            1 year experience           ,Salary negotiable,"          Full Time, Permanent         ",[],[],"<Job Responsibilities>To achieve the sales budget (Sales amount and profit)Operation related Purchase Order receiving from CustomerHandling Customer ClaimTo do quotation work from sourcing until propose to customerTo provide master file to subordinates and managementMainly responsible for existing automotive business. Regularly rotate to in charge of Air Con and Home Appliances.<Necessary Skill / Experience >Thai nationality, Male/Female, 25-30 years oldBachelor’s Degree in Business, Japanese or related field1 year experience as Sales in manufacturing of electronics/automotiveGood Command in Japanese (N2) and EnglishHave driving license and own carCan work under pressure and multi task<Preferable Skill / Experience>NoneLanguages skillsEnglish:Conversational Level Japanese:Conversational LevelWorkplace Area:Bangplee, SamuthprakarnWorking Hour:8:00-17:30 (Mon-Fri)About theBenefitsSalary:30,000–35,000THBAbout the companyProducts:Home Electronics / Audio-Visual Equipment / Communication Equipment;Semiconductors / Electronics / Electronic Components;Automobiles / Automobile Parts;Business Type:Home Electronics / Audio-Visual Equipment / Communication Equipment;Semiconductors / Electronics / Electronic Components;Automobiles / Automobile Parts;HOW TO APPLY*** Please submit yourresume with recent photo, your current & expected salary, andreference: Sales Executive (N2) (Japanese Speaking) (30K-35K) (SDG-52652)*** Any query regarding this Job or application method, please call Tel. 02-021-0333RGF HR Agent Recruitment (Thailand) Co., Ltd.（株式会社リクルートホールディングスタイ法人）689 BHIRAJ TOWER at EmQuartier, 23rd Floor, Room No. 2304-2306Sukhumvit Road, North Klongton Sub-District, Vadhana District, Bangkok 1011Tel: 02-021-0333Website : www.rgf-hragent.asia/en/thailandfind us on Facebook:RGF Thailand "
         Customer Service Officer - ลูกค้าสัมพันธ์ประจำห้อง LAB/เน้นจบวิทยาศาสตร์ทุกสาขา        ,"[('sales-cs-business-devpt', 'customer-service'), ('sales-cs-business-devpt', 'others'), ('sales-cs-business-devpt', 'sales-administration')]",            Entry Level           ,,Salary negotiable,"          Full Time, Permanent         ",[],[],- ติดต่อและประสานงานลูกค้าทางโทรศัพธ์- จัดทำรายงานและเอกสารต่างๆ- เน้นจบปริญญาตรี วิทยาศาสตร์ สาย เคมี และ จุลชีวิวิทยา หรือ ชีววิทยา-ทำงานที่ LAB - พระรามสาม ซอย 59 
