job_title,job_categories,career_level,experience_year,salary,employment_type,job_responsibilities,job_qualifications,job_description
         Technical Engineer / Application Engineer        ,"[('engineering', 'electrical-electronics'), ('engineering', 'engineering-project-management'), ('engineering', 'industrial')]",            Middle level           ,            3 years experience           ,Salary negotiable,          Full Time         ,"['Job DescriptionFind new business opportunity He/she must working closely with R&D, engineering team for implement company product.Generate technical solutions and successfully implement at the customer.Evaluate customer requirement and ensure product meet customer requirements appropriately, able to identify issues and resolve.Coordinate with product BU, Marketing, sales team for developing new business opportunities and proposing proper product solutions as per customer’s needs. Participate in technical meetings and prepare training for sales member/partner/distributor as well as updated product presentations.Understand Local Industry application and target product as well as customer requirements to propose company product /solutions and value proposition to meet their needs. Develop relationships within company product group in organizations and headquarters.']","['Male or Female, age 28-35 years oldBachelor’s Degree in Electrical Engineering or Electronics EngineeringWork experience in Electronic Components Industry (Sensor products will be a plus)Minimum 3 years’ experience as field application engineer, sales, product marketing or sourcing engineerGood command of EnglishComputer literacyGood in Analysis Dataand Project Management skillCommunication/ Interpersonal/Negotiation skillResult oriented/ Proactive action takingSalary: 40,000-50,000 THB plus allowancesWorking time : Mon-Fri (8.30-17.30 hrs.)Location:  Bangkok ---------------------------------------------------------------------------------------------------------Please update resume (English) , provide present salary & expectationClick ""APPLY NOW"" to submit your profileFor more information , please contact to Khun Nusara +66 2 744 3100 Ext.4302 ']","Job DescriptionFind new business opportunity He/she must working closely with R&D, engineering team for implement company product.Generate technical solutions and successfully implement at the customer.Evaluate customer requirement and ensure product meet customer requirements appropriately, able to identify issues and resolve.Coordinate with product BU, Marketing, sales team for developing new business opportunities and proposing proper product solutions as per customer’s needs. Participate in technical meetings and prepare training for sales member/partner/distributor as well as updated product presentations.Understand Local Industry application and target product as well as customer requirements to propose company product /solutions and value proposition to meet their needs. Develop relationships within company product group in organizations and headquarters.QualificationMale or Female, age 28-35 years oldBachelor’s Degree in Electrical Engineering or Electronics EngineeringWork experience in Electronic Components Industry (Sensor products will be a plus)Minimum 3 years’ experience as field application engineer, sales, product marketing or sourcing engineerGood command of EnglishComputer literacyGood in Analysis Dataand Project Management skillCommunication/ Interpersonal/Negotiation skillResult oriented/ Proactive action takingSalary: 40,000-50,000 THB plus allowancesWorking time : Mon-Fri (8.30-17.30 hrs.)Location:  Bangkok ---------------------------------------------------------------------------------------------------------Please update resume (English) , provide present salary & expectationClick ""APPLY NOW"" to submit your profileFor more information , please contact to Khun Nusara +66 2 744 3100 Ext.4302 "
         After Sales Service Manager /ผู้จัดการวิศวกรบริการหลังการขาย        ,"[('engineering', 'engineering-project-management'), ('engineering', 'mechanical'), ('engineering', 'others')]",            Middle level           ,            3 years experience           ,Salary negotiable,"          Full Time, Permanent         ",[],[],"The Company is now recruiting;After Sales Service Section Manager 1 PositionJob Description:Responsible for the end to end After Sales operation of the Construction Equipment’s DivisionProvide technical Service / Technical Training /Technical Advice to Dealer/ userManage day-to-day activities of After Sales operationDevelop After Sales Department operating plan that supports the divisional and corporate strategies and business planEffectively manage the After Sales plan through to completion targets and standardsManage work-flow and scheduling to achieve the customer satisfactionTrains, motivates and advises after-sales Engineers and ensures that they are productiveJob Specification:Bachelor Degree or higher in Mechanical Engineering or related fieldMin 3 years’experience in After Sales in Construction Equipment, Machinery, AutomotiveHaving customer service attitude, sense of responsibility and self-motivatorGood in communication, presentation and interpersonal skillGood command of English and Computer literacyAble to travel to upcountryInterested candidates please send your application letter, update resume together with expected salary to:-Human Resources DepartmentYanmar S.P. Co., LtdLadkrabang Industrial Estate,115 Soi Chalongkrung 31, Lamplatiew,Ladkrabang Bangkok 10520 "
"         Engineering & Business Development Manager (,FPSO, offshore wind , Renewable energy, ) Overall 250 K        ","[('sales-cs-business-devpt', 'business-development'), ('engineering', 'energy-natural-resources'), ('engineering', 'engineering-project-management')]",            Senior level           ,            19 years experience           ,Salary negotiable,          Permanent         ,"[""Engineering ManagerPosition: Engineering ManagerDirect Report to: Managing DirectorEmployment Status: PermanentAccountabilityThe jobholder is accountable for engineering execution, maintaining budget set and agreed, and meeting targets and goals set by projectsIn addition, jobholder is to support business development team in growing local engineering market.Responsibilities• Establish Engineering strategy and annual basis actual plan to comply with company strategy• Carry out approved department execution plans in accordance with relevant specifications, statutory and other contractual requirements with due regard to safety, operability, constructability and installation aspects.• Establish and develop planning, methods, procedures and work instruction in order to meet project's requirements• Develop personnel competence level to carry out studies, tenders and projects.• Establish business development and marketing strategy including annual basis actual plan to comply with company strategy.• Find and evaluate possible projects, both internal in company and external, which are within the given strategy.• Continuously check/report opportunities of interest in the region, SE Asia, for other company units• Establish contact with potential new clients and maintain contact with key present clients• Develop and maintain prospect lists.• Cooperate with applicable projects on debriefing with clients during and/or after projects• Cooperate with construction, engineering and procurement on improving competitive position.""]","[':• Bachelor or master degree in Engineering or related field• Oil&Gas, offshore wind and energy business background is advantage• Minimum 20 years of experience in Engineering• Minimum 7 years of experience in management level• Computer literacy on MS office• Good communication skills in English -: listening, speaking, reading and writing• Strong interpersonal, leadership, communication, cooperation and hard working• Strong willed, flexible, driven for achievements and result oriented• Positive attitude and team orientatedPlease send resume toCChadavipoo @ fircroft . com (อีเมลติดกันหมด)Fircroft Thailand22nd Floor, 2202 Pacific Place II Building, 142Sukhumvit Road, Bangkok,, Thailand 10110  Contact K Chairat Chadavipoo  02 653 2947 Ext 136RMS 224047 ']","Engineering ManagerPosition: Engineering ManagerDirect Report to: Managing DirectorEmployment Status: PermanentAccountabilityThe jobholder is accountable for engineering execution, maintaining budget set and agreed, and meeting targets and goals set by projectsIn addition, jobholder is to support business development team in growing local engineering market.Responsibilities• Establish Engineering strategy and annual basis actual plan to comply with company strategy• Carry out approved department execution plans in accordance with relevant specifications, statutory and other contractual requirements with due regard to safety, operability, constructability and installation aspects.• Establish and develop planning, methods, procedures and work instruction in order to meet project's requirements• Develop personnel competence level to carry out studies, tenders and projects.• Establish business development and marketing strategy including annual basis actual plan to comply with company strategy.• Find and evaluate possible projects, both internal in company and external, which are within the given strategy.• Continuously check/report opportunities of interest in the region, SE Asia, for other company units• Establish contact with potential new clients and maintain contact with key present clients• Develop and maintain prospect lists.• Cooperate with applicable projects on debriefing with clients during and/or after projects• Cooperate with construction, engineering and procurement on improving competitive position.Qualification:• Bachelor or master degree in Engineering or related field• Oil&Gas, offshore wind and energy business background is advantage• Minimum 20 years of experience in Engineering• Minimum 7 years of experience in management level• Computer literacy on MS office• Good communication skills in English -: listening, speaking, reading and writing• Strong interpersonal, leadership, communication, cooperation and hard working• Strong willed, flexible, driven for achievements and result oriented• Positive attitude and team orientatedPlease send resume toCChadavipoo @ fircroft . com (อีเมลติดกันหมด)Fircroft Thailand22nd Floor, 2202 Pacific Place II Building, 142Sukhumvit Road, Bangkok,, Thailand 10110  Contact K Chairat Chadavipoo  02 653 2947 Ext 136RMS 224047 "
         Principal Engineer        ,"[('engineering', 'engineering-project-management'), ('engineering', 'maintenance'), ('engineering', 'manufacturing-production')]",            Senior level           ,            5 years experience           ,Salary negotiable,          Full Time         ,[],[],"About BaxterBaxter provides a broad portfolio of essential renal and hospital products, including home, acute and in-centre dialysis; sterile IV solutions; infusion systems and devices; parenteral nutrition; surgery products and anaesthetics; and pharmacy automation, software and services. The company’s global footprint and the critical nature of its products and services play a key role in expanding access to healthcare in emerging and developed countries. Baxter’s employees worldwide are building upon the company’s rich heritage of medical breakthroughs to advance the next generation of healthcare innovations that enable patient care.What You’ll Be DoingTo perform this job successfully, an individual must be able to perform each essential duties as below:Lead project assignments and engineer team to achieve timeline and efficiency of outcomeFind efficacy of methods through constructing detail and planning schedulesIdentify and evaluate new technological tools & devices Develop validation strategies and identify specs of new machinesApply technical knowledge to plan ad capable processes Implement continuous improvement of existing processes to increase productivity, quality, and cost effective.Work closely with users to ensure life cycle and effectiveness of machines installedDo you have what ittakes to build a career here?Bachelor degree in EngineeringMinimum of 5 years of experiences in leading maintenance project would be highly preferredKnowledge of Six Sigma concepts Ability to interact with all cross-functions and levels as well as ability to prioritize tasksMust have background in manufacturing environmentWhy Baxter (Who we are)A Career That MattersBaxter’s employees are united in a mission to save and sustain lives. We are passionate about applying scientific innovation to meet the needs of the millions of people worldwide who depend on our medically necessary therapies and technologies. We focus on increasing access to healthcare, innovating in crucial areas of unmet need, and pursuing creative collaborations that bring our mission to life for patients every day.Apply today and experience a career that matters!Baxter is an equal opportunity employer and makes employment decisions without regard to race, colour, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability status, or any other status protected by law.7/398 Moo 6, T.Mapyangporn, A.Pluakdaeng, Rayong 21140 Thailand "
         Lead Engineer        ,"[('engineering', 'manufacturing-production'), ('engineering', 'mechanical')]",            Senior level           ,            10 years experience           ,Salary negotiable,"          Full Time, Permanent         ",[],[]," An exciting Lead Engineer (x1 vacancy) job has just become available at heavy machinery business based in Rayong, Thailand. This is a role for Lead Engineer who thrive on challenging opportunity. About the Lead Engineer Role:You will be leading the team and play a vital role to deliver sound and effective engineering. The salary range for this role is THB 100k - 120k per month + benefits + massive bonus.Key Responsibilities:Leading projects, work planning, directing and overseeing designers and engineers assigned to your projects, design reviews (both internal and with client), and checking deliverableDevelop study reports, proposals, scopes of work, schedules, material lists, design concepts, scope change documents, and corporate guidelineManage scope, schedule, and budgetManage the engineering and design process from inception to completionVisit customer sites for field workAssist in commissioning and start upReport to Expat General ManagerDevelop and implement specific plant policies/ procedures as required To succeed in the Lead Engineer job, you will need to have experiences on heavy machine industry with the ability to work effectively and co-operatively with the team.Key Requirements:Bachelor's degree or higher in Mechanical or Civil Engineering or related field in heavy machine, construction manufacturing10 years of heavy industrial experience in a design or project engineering role. Solid background in heavy machine businessProject management experienceStrong knowledge of mechanical engineering principles with an emphasis on mechanics, heavy lifting and transport businessMust have strong people management, leader skill and presentation skillGood command in English language This heavy machine company needs no introduction and is recognised as the leader in their field of expertise. The culture is demanding but if you are confident and have a can-do attitude the potential rewards are significant and there are great opportunities to progress in this dynamic company.If you are a driven and determined Lead Engineer with proven track record of achievements in manufacturing environment, this is an excellent opportunity for you.Apply today for this exciting opportunity.Robert Walters Recruitment (Thailand) LimitedRecruitment License No.: น. 1188 / 2551 "
         Project Safety Coordinator (1 year contract)        ,"[('engineering', 'engineering-project-management'), ('engineering', 'health-safety-environmental')]",            Middle level           ,            5 years experience           ,Salary negotiable,"          Contract, Full Time         ","['GOAL AND KEY ACCOUNTABILITIESMain purposeDirect link to KPI’sDelivering KPI’s such as Total Incident Rate - TIR, Drives a zero incident environment during the project by ensuring all contactors are committed to the overall Safety, Health and Environmental culture of JDE plant. The projectSafety Health Environment will report to the Project manager.Responsibilities / Key activitiesSafety Health and EnvironmentLeads the implementation of Safety Health and Environment -SHE requirements, legislation, regulations and corporate standards & policies.Defines local safety policy and procedures based on legal regulations and corporate standardsValidation and approval with the project Engineer the method of statement per each works perform during the project before starting the executionOrganize a safety training per each contractor before start to work on siteOrganize an admission test to check the understanding of the site rule. Personal Monitoring the construction site for at least 80 % of the working timeGuarantees effective safety organization of the contractors, emergency response and first aid activitiesCoordinate and Organize permit to work, BOS (internal and external), during project ExecutionLead the morning safety coordination meetingLeadershipDrives a culture of engagement which delivers a safety-perfect culture during the project executionCoordinate the activities into the construction site with the contractor’s safety advisorREQUIRED EXPERIENCE & COMPETENCIESEducationUniversity degree (Bachelor) or equivalent qualification in Engineering, Environment or Safety']","[' in Health, Safety and EnvironmentLanguages: Local - Fluent; English – FluentExperienceMinimum 5 years’ experience in a manufacturing environmentAppropriate auditing experience of SHE programsExperience of change management within the plant to improve resultsCompetencyLeadership CapabilitiesDelivers above and beyondDrives a growth mindsetInspires a culture of pride & performanceCreates clarity and disciplineBuilds winning partnershipsDevelops self and others ']","GOAL AND KEY ACCOUNTABILITIESMain purposeDirect link to KPI’sDelivering KPI’s such as Total Incident Rate - TIR, Drives a zero incident environment during the project by ensuring all contactors are committed to the overall Safety, Health and Environmental culture of JDE plant. The projectSafety Health Environment will report to the Project manager.Responsibilities / Key activitiesSafety Health and EnvironmentLeads the implementation of Safety Health and Environment -SHE requirements, legislation, regulations and corporate standards & policies.Defines local safety policy and procedures based on legal regulations and corporate standardsValidation and approval with the project Engineer the method of statement per each works perform during the project before starting the executionOrganize a safety training per each contractor before start to work on siteOrganize an admission test to check the understanding of the site rule. Personal Monitoring the construction site for at least 80 % of the working timeGuarantees effective safety organization of the contractors, emergency response and first aid activitiesCoordinate and Organize permit to work, BOS (internal and external), during project ExecutionLead the morning safety coordination meetingLeadershipDrives a culture of engagement which delivers a safety-perfect culture during the project executionCoordinate the activities into the construction site with the contractor’s safety advisorREQUIRED EXPERIENCE & COMPETENCIESEducationUniversity degree (Bachelor) or equivalent qualification in Engineering, Environment or SafetyQualification in Health, Safety and EnvironmentLanguages: Local - Fluent; English – FluentExperienceMinimum 5 years’ experience in a manufacturing environmentAppropriate auditing experience of SHE programsExperience of change management within the plant to improve resultsCompetencyLeadership CapabilitiesDelivers above and beyondDrives a growth mindsetInspires a culture of pride & performanceCreates clarity and disciplineBuilds winning partnershipsDevelops self and others "
"         Construction Manager, Site Manager, Project Manager  - [Construction for Energy Plant]/Nakonprathom        ","[('building-construction', 'building-construction-qs'), ('building-construction', 'civil-structural'), ('engineering', 'engineering-project-management')]",,,Salary negotiable,"          Contract, Full Time, Permanent         ","['Job Descriptions:Oversee and direct construction projects from conception to completionReview the project in-depth to schedule deliverable and estimate costsOversee all onsite and offsite constructions to monitor compliance with building and safety regulationsCoordinate and direct construction workers and subcontractorsSelect tools, materials and equipment and track inventoryMeet contractual conditions of performanceReview the work progress on daily basis Prepare internal and external reports pertaining to job statusPlan ahead to prevent problems and resolve any emerging onesNegotiate terms of agreements, draft contracts and obtain permits and licencesAnalyse, manage and mitigate risks Ensurequalityconstruction standards and the use of proper construction techniques']","[""s:Thai national only Bachelor' Degree in Engineering in related fieldExperience doing financial and technical appraisal of projects on behalf of project owners or investorsAt least 10 years experience of project management5+ years' experience in energy industry Professional qualification (eg registered engineer)Good command of English Acceptable to work on Saturday Interested applicants are invited to quick apply by ManpowerContact:Kittiphan(Mos) Recruitment ConsultantEmail:Kittiphan.n @ manpower.th.comCall:086 388 0707Only shortlist candidates will be notified ""]","Job Descriptions:Oversee and direct construction projects from conception to completionReview the project in-depth to schedule deliverable and estimate costsOversee all onsite and offsite constructions to monitor compliance with building and safety regulationsCoordinate and direct construction workers and subcontractorsSelect tools, materials and equipment and track inventoryMeet contractual conditions of performanceReview the work progress on daily basis Prepare internal and external reports pertaining to job statusPlan ahead to prevent problems and resolve any emerging onesNegotiate terms of agreements, draft contracts and obtain permits and licencesAnalyse, manage and mitigate risks Ensurequalityconstruction standards and the use of proper construction techniquesQualifications:Thai national only Bachelor' Degree in Engineering in related fieldExperience doing financial and technical appraisal of projects on behalf of project owners or investorsAt least 10 years experience of project management5+ years' experience in energy industry Professional qualification (eg registered engineer)Good command of English Acceptable to work on Saturday Interested applicants are invited to quick apply by ManpowerContact:Kittiphan(Mos) Recruitment ConsultantEmail:Kittiphan.n @ manpower.th.comCall:086 388 0707Only shortlist candidates will be notified "
"         Site Engineer, Electrical Engineer - (Building/ Construction)/Nakornprathom        ","[('engineering', 'energy-natural-resources'), ('engineering', 'electrical-electronics'), ('engineering', 'engineering-project-management')]",,,Salary negotiable,"          Contract, Full Time, Permanent         ","['Job descriptions:Managing power generation, transmission and distributionWorking with high and low voltage equipmentDesigning systems and products using computer softwareWorking with renewable energy sources Managing and maintaining building services, such as lighting, heating, ventilation and lift systemsCarrying out feasibility studies for newtechnicaldevelopmentsDrawing up project plans, making models, prototypes and circuit diagrams for high and low voltage electrical equipmentBudgeting and estimating timescales Overseeing technicians and craftspeople Testing installations and systems Ensuring projects meet safety regulationsOverseeing inspection and maintenance programManaging maintenance program Working in factories, power stations, or research facilities, in a workshop, an office or outdoors.']","[""s:Thai National onlyBachelor's Degree in Electrical Engineering or related filedAt least 4 years' experience in power plant / renewable power plant / gas plant industry / petrochemical industryExperience in construction project managementExperience in the PPA VSPP procedure and grid connection interfacingCan communicate in EnglishAble to work 6 days a weekInterested applicants are invited to quick apply by ManpowerContact:Kittiphan(Mos) Recruitment ConsultantEmail:Kittiphan.n @ manpower.th.comCall:086 388 0707Only shortlist candidates will be notified ""]","Job descriptions:Managing power generation, transmission and distributionWorking with high and low voltage equipmentDesigning systems and products using computer softwareWorking with renewable energy sources Managing and maintaining building services, such as lighting, heating, ventilation and lift systemsCarrying out feasibility studies for newtechnicaldevelopmentsDrawing up project plans, making models, prototypes and circuit diagrams for high and low voltage electrical equipmentBudgeting and estimating timescales Overseeing technicians and craftspeople Testing installations and systems Ensuring projects meet safety regulationsOverseeing inspection and maintenance programManaging maintenance program Working in factories, power stations, or research facilities, in a workshop, an office or outdoors.Qualifications:Thai National onlyBachelor's Degree in Electrical Engineering or related filedAt least 4 years' experience in power plant / renewable power plant / gas plant industry / petrochemical industryExperience in construction project managementExperience in the PPA VSPP procedure and grid connection interfacingCan communicate in EnglishAble to work 6 days a weekInterested applicants are invited to quick apply by ManpowerContact:Kittiphan(Mos) Recruitment ConsultantEmail:Kittiphan.n @ manpower.th.comCall:086 388 0707Only shortlist candidates will be notified "
"         Buildings and Facilities Maintenance Executive (Thailand, Bangkok)        ","[('engineering', 'engineering-project-management'), ('engineering', 'maintenance')]",            Middle level           ,            2 years experience           ,Salary negotiable,"          Full Time, Permanent         ","['Responsibilities:As part of the engineering function at UPS, the candidate:Manages and is directly responsible for maintenance of facilities and equipment at UPS facilities within Thailand and Vietnam.Manages LHI projects, including defining project scope, resources, schedule, layout, estimates, initiation, start-up/design, building, on-site oversight of work, and deployment to see projects from beginning-to-end. Supervises the dispatch of vendors to complete necessary repairs and Preventative Maintenance Inspections (PMIs) so that the building systems, and conveyor system runs smoothly and efficiently Physically audits facility and conveyor repairs and PMI performance to hold internal staff and contractors accountable for quality work.Manages bidding and contracting for vendors providing maintenance, repair and LHI construction services, through preparation of scope and spec documents.Prepares department annual budgetEnsures employee and contractor safety through ensuring facility and equipment condition adheres to UPS safety standards and meets regulatory guidelinesAudits and maintains environmental complianceIdentifies improvement opportunities with current processes and systems and recommends and implements solutionsSupervises facility housekeeping to ensure a clean, efficient, and safe facility']","[""s:Bachelor’s Degree in Engineering (Civil, Electrical, Mechanical or equivalent) requiredBrings along 2 years of experience in building or industrial equipment maintenance, and/or building LHI.Thai and English are required to communicate with regional colleague. Vietnamese is added advantage.Good written and spoken English(Required minimum TOEIC 600) Great leadership, interpersonal skills and team building spiritComfortable managing multiple tasks simultaneouslyBasic skills in 2D CADKnowledge of conveyor systems an assetBenefitsSocial Security InsuranceHealth InsuranceLife InsuranceFixed BonusVariable BonusProvident FundsAnnual LeaveAnnual Health Check UpCongratulatory Money for MarriageCongratulatory Money for 1st childCondolence Money forparents, and spouse's parentLong Year Service AwardJeans EverydayVolunteer DayTripConnect with UPS!Stay up-to-date with the latest UPS news, industry insights and more.Working at UPS:https://www.jobs-ups.com/UPS Pressroom:https://www.pressroom.ups.com/Facebook:https://www.facebook.com/upsTwitter:https://twitter.com/UPSYouTube:https://www.youtube.com/UPSGoogle+:https://plus.google.com/+UPS/posts ""]","Responsibilities:As part of the engineering function at UPS, the candidate:Manages and is directly responsible for maintenance of facilities and equipment at UPS facilities within Thailand and Vietnam.Manages LHI projects, including defining project scope, resources, schedule, layout, estimates, initiation, start-up/design, building, on-site oversight of work, and deployment to see projects from beginning-to-end. Supervises the dispatch of vendors to complete necessary repairs and Preventative Maintenance Inspections (PMIs) so that the building systems, and conveyor system runs smoothly and efficiently Physically audits facility and conveyor repairs and PMI performance to hold internal staff and contractors accountable for quality work.Manages bidding and contracting for vendors providing maintenance, repair and LHI construction services, through preparation of scope and spec documents.Prepares department annual budgetEnsures employee and contractor safety through ensuring facility and equipment condition adheres to UPS safety standards and meets regulatory guidelinesAudits and maintains environmental complianceIdentifies improvement opportunities with current processes and systems and recommends and implements solutionsSupervises facility housekeeping to ensure a clean, efficient, and safe facilityQualifications:Bachelor’s Degree in Engineering (Civil, Electrical, Mechanical or equivalent) requiredBrings along 2 years of experience in building or industrial equipment maintenance, and/or building LHI.Thai and English are required to communicate with regional colleague. Vietnamese is added advantage.Good written and spoken English(Required minimum TOEIC 600) Great leadership, interpersonal skills and team building spiritComfortable managing multiple tasks simultaneouslyBasic skills in 2D CADKnowledge of conveyor systems an assetBenefitsSocial Security InsuranceHealth InsuranceLife InsuranceFixed BonusVariable BonusProvident FundsAnnual LeaveAnnual Health Check UpCongratulatory Money for MarriageCongratulatory Money for 1st childCondolence Money forparents, and spouse's parentLong Year Service AwardJeans EverydayVolunteer DayTripConnect with UPS!Stay up-to-date with the latest UPS news, industry insights and more.Working at UPS:https://www.jobs-ups.com/UPS Pressroom:https://www.pressroom.ups.com/Facebook:https://www.facebook.com/upsTwitter:https://twitter.com/UPSYouTube:https://www.youtube.com/UPSGoogle+:https://plus.google.com/+UPS/posts "
         Pre-Process/Production Manager        ,"[('engineering', 'engineering-project-management'), ('engineering', 'industrial'), ('engineering', 'manufacturing-production')]",            Top level           ,            10 years experience           ,Salary negotiable,          Full Time         ,"['Job OveriewWe are looking for an experienced production manager who doesn’t mind putting in long hours and working with employees constantly improve our output and highly organized and create effective policies and procedures to ensure our manufacturing department operates at peak efficiency production.Responsibilities:Deliver on all targeted KPIs (in CIP) Administrative and disciplinary department management.Efficient production planning and controlling are Zinc melting, Casting, Trimming, Machining, Grinding and Polishing processes.Control and improve involved processes through TPM, Lean, SMED,5S, PDCA, SPC, MSA, FMEA, plant visualization and other Assigned tools.Manage, control all involved processes included housekeeping and workplace.Adherence / compliance to all work-related, quality ISO 9001 and environmental 14001, Occupational Health and Safety regulations / requirements included achieving all audits.Contact and coordinate with other involved departments, suppliers to ensure cross function works and projects delivered.Control and maintenance of all production line components including control and documentation of all characteristic parameters.Quality control and development of all relevant processes based on existing process instructions.Working within a highly motivated international team.Tasks as assigned by Operations Director.Requirements and ']","['s:10 + years knowledge and preferred skills the engineering including assembly finished good in detail concept (BOM, Jig, figure) and manufacturing operations.Strong affinity and inquisitiveness towards solving technical-related questions.Teamwork ability, openness to experience and flexibility.Independent / precise / conscientious way of working.Leadership qualities and Motivation ability.Documentation skills, sound knowledge of Microsoft Office, basic knowledge SAP.Good communication skills.In additional to our friendly and care working environment, our employees will also receive a range of fringe benefits such as, meal allowances, uniforms, health and life insurance, provident funds and prospective career path and many more.Interested and qualified applicants, please send your application letter indicating expected salary together with resume and one recent photo to:Human Resource DepartmentGrohe Siam Limited203 Moo. 12 T. Banna,A. Klaeng, Rayong 21110Tel. 038-958385 Ext. 382 ']","Job OveriewWe are looking for an experienced production manager who doesn’t mind putting in long hours and working with employees constantly improve our output and highly organized and create effective policies and procedures to ensure our manufacturing department operates at peak efficiency production.Responsibilities:Deliver on all targeted KPIs (in CIP) Administrative and disciplinary department management.Efficient production planning and controlling are Zinc melting, Casting, Trimming, Machining, Grinding and Polishing processes.Control and improve involved processes through TPM, Lean, SMED,5S, PDCA, SPC, MSA, FMEA, plant visualization and other Assigned tools.Manage, control all involved processes included housekeeping and workplace.Adherence / compliance to all work-related, quality ISO 9001 and environmental 14001, Occupational Health and Safety regulations / requirements included achieving all audits.Contact and coordinate with other involved departments, suppliers to ensure cross function works and projects delivered.Control and maintenance of all production line components including control and documentation of all characteristic parameters.Quality control and development of all relevant processes based on existing process instructions.Working within a highly motivated international team.Tasks as assigned by Operations Director.Requirements and Qualifications:10 + years knowledge and preferred skills the engineering including assembly finished good in detail concept (BOM, Jig, figure) and manufacturing operations.Strong affinity and inquisitiveness towards solving technical-related questions.Teamwork ability, openness to experience and flexibility.Independent / precise / conscientious way of working.Leadership qualities and Motivation ability.Documentation skills, sound knowledge of Microsoft Office, basic knowledge SAP.Good communication skills.In additional to our friendly and care working environment, our employees will also receive a range of fringe benefits such as, meal allowances, uniforms, health and life insurance, provident funds and prospective career path and many more.Interested and qualified applicants, please send your application letter indicating expected salary together with resume and one recent photo to:Human Resource DepartmentGrohe Siam Limited203 Moo. 12 T. Banna,A. Klaeng, Rayong 21110Tel. 038-958385 Ext. 382 "
