job_title,job_categories,career_level,experience_year,salary,employment_type,job_responsibilities,job_qualifications,job_description
         Software Engineer ( Python / Ruby / Java )        ,"[('engineering', 'others'), ('information-technology', 'application-specialist-software'), ('information-technology', 'programming-software-development')]",            Middle level           ,            1 year experience           ,Salary negotiable,"          Full Time, Permanent         ",[],[],"aCommerce Software Engineer will be responsible for developing our large-scale systems that helps our clients to accelerate their e-commerce business in Southeast Asia market. A successful candidate will develop and enhance large-scale micro services system along with the web-based User Interfaces necessary to manage those services. Candidates should expect to work with other team members on designing and implementing of core platform components. Candidates should also expect to create unit tests, automated functional tests and load tests for all micro services..Duties and responsibilitiesDesign and develop software for managing order workflows and inventory related to the sale of goods on e-commerce sites and shopping channels.Design and implement real-time API and batch processes for integrating with external systems.Work closely with other team members in an agile development team.Solid understanding of large scale, cloud based distributed systems.Develop unit testing, automated functional testing and load testing for improving system reliability and performance.CapabilitiesAt least 1 year of experience working software engineering, software integration or other similar rolesStrong analytical and problem skills as well as an attention to details.Experience in at least one programming languages, Python Java, or Ruby is required.Experience with SQL and/or NOSQL database is required.Experience with automated testing technologies like Selenium, Robot Framework, or Cucumber is a nice plus.Ability to communicate in English, both written and oral form.Ability to work effectively within an agile development team.BenefitsGroup health insurance and life insuranceFree lunch everydayDaily 15-minute Thai MassageWork from home 1 day per monthVacation leave 14 days per yearLeaves for marriage, priesthood, bereavement and parentalAbout aCommerceaCommerce is the leading ecommerce enabler in Southeast Asia, delivering retail solutions for global brands such as L’Oreal, Samsung, and Unilever.Founded in May 2013, aCommerce has over 1,400 staff across offices and fulfillment centres in Singapore, Thailand, Malaysia, Indonesia and the Philippines.The company is committed to equal opportunities for all of employees and to a work environment free of discrimination and harassment.All employment decisions at aCommerce are based on business needs, job requirements and individual qualifications, without regard to race, religion or belief, gender, sexuality, age, family or parental status, or any other status that may be protected by the laws or regulations in the locations where we operate.We do not tolerate discrimination or harassment based on any of these characteristics.The aTeam is made up of highly ambitious individuals driven to innovate, build and succeed and is always looking for like-minded self-starters to join. "
         Senior Android Engineer        ,"[('information-technology', 'application-specialist-software'), ('information-technology', 'programming-software-development')]",            Entry Level           ,            3 years experience           ,Salary negotiable,"          Full Time, Permanent         ",[],[],"Central Techis subsidiary of Central Group which is well-known as the biggest retail in Thailand. Our job is to build the best technology team that will make Central Group a leading player in online e-tailing worldwide.We scout and search out for the best talent to help us develop the infrastructure and platform to improve the quality of life of people by allowing access to quality products and services from Central Group anywhere anytime as it should be number one retailer in Thailand.What we doThrive to be the best technology organization in the countryBuild cool solutions bringing Central into the futureCreate and agile Technology and business environmentInnovate and team with cool people at startups and tech firmsWe are looking for people who love technology to join our team and help develop a new technology business! We are looking for the following role:Senior Android EngineerResposibilityDesign | Build | Test | Deploy new and enhanced mobile apps & servicesWork closely with Product Management to collaborate on new requirements, applications and featuresWork collaboratively with other SCRUM team members (e.g. server-side developers | web developers) to effectively deliver mobile experiencesWork closely with the QA resources to test, troubleshoot, resolve, and release production applicationsCollaborate with cross-functional teams to define, design, and ship new featuresWork with a variety of APIs to access critical data for integrationCoach and drive best practicesRequirement3+ years of overall Android developmentStrong Java and Kotlin skills with extensive knowledge of the Android SDK (Kotlin preferred)Proficient in application design pattern and architectureFamiliar with Android Architecture Component and MVVM Design patternBasic knowledge in Android Jetpack componentsStrong in reactive programming pattern (RxJava, RxKotlin, and RxAndroid)Understand the concept of dependencies injectionAble to work collaboratively within a SCRUM team with Agile delivery frameworkSolid understanding of good UI/UX practices and creating high-performance mobile application experiencesAnother cross-platform development is a plus (Flutter, Xamarin, and etc.)Able to work and communicate in EnglishAbility to work in teamWhat we offer:Flexible Working TimeFree-Flow Snacks & DrinksMonthly Team Building BudgetMonthly Lunch AllowanceGet Special Bonus for recommending your friendsTaking your birthday offFree gymFree Udemy online trainingTech Talk & Pizza FridayAnnual Outing & Christmas PartyProject Success CelebrationCareer roadmap for all staffs showing how you can progress.This is an exciting opportunity to work with tech startup company under Central Group –a very strong market presence in Thailand.If this role as the Senior Android Engineer is of interest then please reply with your most up to date CV as we are short-listing for this role immediately.More About Ushttps://www.central.tech/https://www.facebook.com/centraldottech/ "
         PHP Software Engineer (Magento Developer)        ,"[('information-technology', 'application-specialist-software'), ('information-technology', 'programming-software-development')]",            Middle level           ,            3 years experience           ,Salary negotiable,"          Full Time, Permanent         ","[""Central Techis a subsidiary of Central Retail Corporation (CRC) - Central Group, Thailand's largest retailer and one of its most well-known brands. Our mission is to assemble the best technology team possible to ensure that Central Group is a leading player in online e-tailing worldwide.Our focus is not just e-commerce as we also enable an omni-channel experience for our customers where we provide the products that they need, no matter where they are. We recruit globally and search for top-tier talent to help us develop our infrastructure and platforms to create an excellent customer experience by allowing access to quality products and services from Central Group anywhere and anytime.Responsibilities:Develop Magento 2 Extensions to support business requirements.Working with teams to ensure solutions are delivered timely.EnsureIntegrating third-party solutions using a range of commerce technologies.Research and provide technical solutions.Work closely with infrastructure team to define applications/services management, monitoring and deployment.Work closely with team to ensure code quality, implement unit and integration tests and support our CI/CD.""]","['sKnowledge of object-oriented programming and design pattern or willing to learn.Knowledge of how to implement testable / extensible code using dependency injection.Knowledge of REST APIs and how to build it.Understanding of MVC design patterns.Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3.Strong knowledge of the common web server exploits and their solutions.Understanding fundamental design principles behind a scalable application.You know how to design Database and its relations.Familiarity with SQL/NoSQL databases and their declarative query languages.Proficient understanding of code versioning tools, such as Git.Knowledge of composer and how to use it to deliver your PHP code (optional)Magento Experience is not required.What we offer:Flexible Working TimeFree-Flow Snacks & DrinksMonthly Team Building BudgetMonthly Lunch AllowanceGet Special Bonus for recommending your friendsTaking your birthday offFree gymFree Udemy online trainingTech Talk & Pizza FridayAnnual Outing & Christmas PartyProject Success CelebrationCareer roadmap for all staffs showing how you can progress.More About Ushttps://www.central.tech/https://www.facebook.com/centraldottech/ ']","Central Techis a subsidiary of Central Retail Corporation (CRC) - Central Group, Thailand's largest retailer and one of its most well-known brands. Our mission is to assemble the best technology team possible to ensure that Central Group is a leading player in online e-tailing worldwide.Our focus is not just e-commerce as we also enable an omni-channel experience for our customers where we provide the products that they need, no matter where they are. We recruit globally and search for top-tier talent to help us develop our infrastructure and platforms to create an excellent customer experience by allowing access to quality products and services from Central Group anywhere and anytime.Responsibilities:Develop Magento 2 Extensions to support business requirements.Working with teams to ensure solutions are delivered timely.EnsureIntegrating third-party solutions using a range of commerce technologies.Research and provide technical solutions.Work closely with infrastructure team to define applications/services management, monitoring and deployment.Work closely with team to ensure code quality, implement unit and integration tests and support our CI/CD.QualificationsKnowledge of object-oriented programming and design pattern or willing to learn.Knowledge of how to implement testable / extensible code using dependency injection.Knowledge of REST APIs and how to build it.Understanding of MVC design patterns.Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3.Strong knowledge of the common web server exploits and their solutions.Understanding fundamental design principles behind a scalable application.You know how to design Database and its relations.Familiarity with SQL/NoSQL databases and their declarative query languages.Proficient understanding of code versioning tools, such as Git.Knowledge of composer and how to use it to deliver your PHP code (optional)Magento Experience is not required.What we offer:Flexible Working TimeFree-Flow Snacks & DrinksMonthly Team Building BudgetMonthly Lunch AllowanceGet Special Bonus for recommending your friendsTaking your birthday offFree gymFree Udemy online trainingTech Talk & Pizza FridayAnnual Outing & Christmas PartyProject Success CelebrationCareer roadmap for all staffs showing how you can progress.More About Ushttps://www.central.tech/https://www.facebook.com/centraldottech/ "
         Frontend Software Engineer        ,"[('information-technology', 'programming-software-development')]",            Middle level           ,            2 years experience           ,Salary negotiable,          Permanent         ,"[""Central Tech is a subsidiary of Central Retail Corporation (CRC) - Central Group, Thailand's largest retailer and one of its most well-known brands. Our mission is to assemble the best technology team possible to ensure that Central Group is a leading player in online e-tailing worldwide.Our focus is not just e-commerce as we also enable an omni-channel experience for our customers where we provide the products that they need, no matter where they are. We recruit globally and search for top-tier talent to help us develop our infrastructure and platforms to create an excellent customer experience by allowing access to quality products and services from Central Group anywhere and anytime.Frontend Software EngineerJob Description:Understand business flow (e-commerce) and suggest business solutions to Product Owner.Excellent understand technology, able to use one or more computer languages proficiently, and understand software architecturesGood knowledge in software development practices and be able to apply design principles to code.Good sense of urgency, able to prioritize works appropriately.Willing to work in a team, able to communicate efficiently and concise.Able to coach others and initiate innovation ideas (senior role)""]","['s:Strong in Javascript languagesStrong in client-side frameworks preferred React / Vue.jsStrong in server-side rendering languages, preferred Node.jsKnow REST API and how to use itExperience with GitBe accountable for code quality, writing unit, and integration tests.An appreciation for the build, development and deployment processes.You enjoy optimizing everything from how your code is compiled to how it scales across servers to provide the best end user experience.You love new technologies and approaches and want to use the best tools available.We want people who can help us continually evolve our stack.Coaching skills is also great to have.Able to influence and drive projects to meet key milestones and overcome challenges comfortable working without routine supervisionWhat we offer:Flexible Working TimeFree-Flow Snacks & DrinksMonthly Team Building BudgetMonthly Lunch AllowanceGet Special Bonus for recommending your friendsTaking your birthday offFree gymFree Udemy online trainingTech Talk & Pizza FridayAnnual Outing & Christmas PartyProject Success CelebrationCareer roadmap for all staffs showing how you can progress.More About Ushttps://www.central.tech/https://www.facebook.com/centraldottech/ ']","Central Tech is a subsidiary of Central Retail Corporation (CRC) - Central Group, Thailand's largest retailer and one of its most well-known brands. Our mission is to assemble the best technology team possible to ensure that Central Group is a leading player in online e-tailing worldwide.Our focus is not just e-commerce as we also enable an omni-channel experience for our customers where we provide the products that they need, no matter where they are. We recruit globally and search for top-tier talent to help us develop our infrastructure and platforms to create an excellent customer experience by allowing access to quality products and services from Central Group anywhere and anytime.Frontend Software EngineerJob Description:Understand business flow (e-commerce) and suggest business solutions to Product Owner.Excellent understand technology, able to use one or more computer languages proficiently, and understand software architecturesGood knowledge in software development practices and be able to apply design principles to code.Good sense of urgency, able to prioritize works appropriately.Willing to work in a team, able to communicate efficiently and concise.Able to coach others and initiate innovation ideas (senior role)Qualifications:Strong in Javascript languagesStrong in client-side frameworks preferred React / Vue.jsStrong in server-side rendering languages, preferred Node.jsKnow REST API and how to use itExperience with GitBe accountable for code quality, writing unit, and integration tests.An appreciation for the build, development and deployment processes.You enjoy optimizing everything from how your code is compiled to how it scales across servers to provide the best end user experience.You love new technologies and approaches and want to use the best tools available.We want people who can help us continually evolve our stack.Coaching skills is also great to have.Able to influence and drive projects to meet key milestones and overcome challenges comfortable working without routine supervisionWhat we offer:Flexible Working TimeFree-Flow Snacks & DrinksMonthly Team Building BudgetMonthly Lunch AllowanceGet Special Bonus for recommending your friendsTaking your birthday offFree gymFree Udemy online trainingTech Talk & Pizza FridayAnnual Outing & Christmas PartyProject Success CelebrationCareer roadmap for all staffs showing how you can progress.More About Ushttps://www.central.tech/https://www.facebook.com/centraldottech/ "
         Software Engineer (Central Silom Tower)        ,"[('information-technology', 'programming-software-development')]",            Entry Level           ,,Salary negotiable,          Full Time         ,"['Job Description:- Participate in the solution design, development,implementation, and production support.- Build reusable code and libraries for future use.- Build new mobile applications for eCommerce business.- Design UX / UI and translate it into code.- Review code- Create automated test to assure that applications are working correctly.- Work closely with project leader, developers, business team and customers.- Work and collaborate with other teams to design and deliver the solution.Review code']","['s:- Degree in Computer Science or related field.- Experienced with front-end development.- Experienced with graphic design applications.- Experienced with Unit Test, Integration Test and Testing Framework Library.- Experienced in OOP, pattern designing, writing testable code and easy for maintenance.- Self-motivated and have good problem solving skills.- Can give and take feedback professionally, not personally- Ability to work with minimal supervision.- Experienced in Android / iOS development will be a plus.- Experience in CI/CD is a plus.- Experienced in Flutter or any cross-platform software development kit will be a huge plus. ']","Job Description:- Participate in the solution design, development,implementation, and production support.- Build reusable code and libraries for future use.- Build new mobile applications for eCommerce business.- Design UX / UI and translate it into code.- Review code- Create automated test to assure that applications are working correctly.- Work closely with project leader, developers, business team and customers.- Work and collaborate with other teams to design and deliver the solution.Review codeQualifications:- Degree in Computer Science or related field.- Experienced with front-end development.- Experienced with graphic design applications.- Experienced with Unit Test, Integration Test and Testing Framework Library.- Experienced in OOP, pattern designing, writing testable code and easy for maintenance.- Self-motivated and have good problem solving skills.- Can give and take feedback professionally, not personally- Ability to work with minimal supervision.- Experienced in Android / iOS development will be a plus.- Experience in CI/CD is a plus.- Experienced in Flutter or any cross-platform software development kit will be a huge plus. "
         Software Development Leader (Business Unit Tech Lead)        ,"[('information-technology', 'application-specialist-software'), ('information-technology', 'it-project-management-team-lead'), ('information-technology', 'programming-software-development')]",            Senior level           ,            10 years experience           ,Salary negotiable,"          Full Time, Permanent         ",[],[],"Central Techis a subsidiary of Central Retail Corporation (CRC) - Central Group, Thailand's largest retailer and one of its most well-known brands. Our mission is to assemble the best technology team possible to ensure that Central Group is a leading player in online e-tailing worldwide.Our focus is not just e-commerce as we also enable an omni-channel experience for our customers where we provide the products that they need, no matter where they are. We recruit globally and search for top-tier talent to help us develop our infrastructure and platforms to create an excellent customer experience by allowing access to quality products and services from Central Group anywhere and anytime.KeyResponsibilities:Provide cross Engineering team technical management to deliver solutions to individualBusiness UnitsGuide team development efforts towards successful project delivery, understand dependencies, issues, resources load, and requires.Provide technicalleadership to teammates through coaching and mentorship.Assist in the collection and documentation of user’s requirements, development of user stories, estimates and work plans.Analyze and resolve technical and application problems.Easily to understand thebusiness user and user’s requirements.Champion engineering and operational excellence, establishing metrics and process for regular assessment and improvement.Set clear expectations and create a positive work environment based on accountability, in collaboration with the engineering and management teams.Grow the technical expertise of your team around quality, scalability, performance, and high availability using state of the art toolsKey Skills:Strong experience inJava or PHP programming. Experience inAWS Cloudand other AWS services. Solid experience developing digital solutionsExperience in software development life cycle experience including the ability to perform independent analysis.Experience in large scalesoftware/web services design andbuilding for fault tolerance and data durability.Has experience and deep understanding onbuilding scalable distributed systemsHas experience in working in an Agile development environment and DevOps cultureSolid experience developing digital solutions.What we offer:Flexible Working TimeFree-Flow Snacks & DrinksMonthly Team Building BudgetMonthly Lunch AllowanceGet Special Bonus for recommending your friendsTaking your birthday offFree gymFree Udemy online trainingTech Talk & Pizza FridayAnnual Outing & Christmas PartyProject Success CelebrationCareer roadmap for all staffs showing how you can progress.More About Ushttps://www.central.tech/https://www.facebook.com/centraldottech/ "
,"[('information-technology', 'programming-software-development')]","Full Time, Permanent",3 years,Salary,"Full Time, Permanent","["" Stack:PHP Laravel (a must), Golang or Python (nice to have)Location:BangkokSalary:Up to 60,000THB + great benefitsCompany:Amazing opportunity for a strong Back End PHP (Laravel) Developer who thrives in work hard, play hard culture. The company is providing services from digital contents, e-commerce and more. The firm is well-established with businesses spanned across sectors in various countries.Culture:Fast-moving, work hard, play hard, everyone is focused on getting the job done, PMs are open to ideas and not much hierarchy, employees are well-taken care of and company is also supportive in self-development.Responsibilities:You will be developing 90% in the back end section using PHP with Laravel Framework and as the main priority, and 10% front end. You'll get requirements from clients who are internal PMs and join meetings with overseas headquarters (your Team Lead will join in as well), so you should be able to communicate and interact well with various types of people. The project will be campaigns development.""]","[""s:3+ years' experience working directly with PHP Laravel, solid in back end developmentExperience in using Golang or Python will be a plusGood interpersonal skillsFlexible and keen to improve oneselfAt Least communicable English skillsThis is such a great opportunity for someone who knows that he/she will thrive in this environment with amazing company. For more info, please call Prae at Cathcart Associates at 02-038-5878.  ""]"," Stack:PHP Laravel (a must), Golang or Python (nice to have)Location:BangkokSalary:Up to 60,000THB + great benefitsCompany:Amazing opportunity for a strong Back End PHP (Laravel) Developer who thrives in work hard, play hard culture. The company is providing services from digital contents, e-commerce and more. The firm is well-established with businesses spanned across sectors in various countries.Culture:Fast-moving, work hard, play hard, everyone is focused on getting the job done, PMs are open to ideas and not much hierarchy, employees are well-taken care of and company is also supportive in self-development.Responsibilities:You will be developing 90% in the back end section using PHP with Laravel Framework and as the main priority, and 10% front end. You'll get requirements from clients who are internal PMs and join meetings with overseas headquarters (your Team Lead will join in as well), so you should be able to communicate and interact well with various types of people. The project will be campaigns development.Qualifications:3+ years' experience working directly with PHP Laravel, solid in back end developmentExperience in using Golang or Python will be a plusGood interpersonal skillsFlexible and keen to improve oneselfAt Least communicable English skillsThis is such a great opportunity for someone who knows that he/she will thrive in this environment with amazing company. For more info, please call Prae at Cathcart Associates at 02-038-5878.  "
,"[('information-technology', 'programming-software-development')]","Full Time, Permanent",5 years,Salary,"Full Time, Permanent","["" Stack:React.js, Redux, Node.js, CI/CDLocation:BangkokSalary:Up to 100,000THBCompany:Great opportunity for aSenior Full-Stack JavaScript Developer who's solid in both React and Node.js. The company is a thriving Digital Currency platform start-up driven by Blockchain tehcnology with the aim to help digital currency investment much more accessible to Thais.Responsibilities:You’ll be working with the team of around 6 people (both web and mobile developers included) and also have overseas team teleconference part with Head of Engineering.The web is already launched, and you'll be helping create Node.js API and front end UIs using React.js""]","[""s:• Solid in React.js, Redux, and Node.js• Skills in CI/CD will be a big plus• API creation• English communication skills (coordinating with overseas offices)This is a really good opportunity that doesn't come acround often. There's growth potential once the company expand even further. For more info, please call Prae at Cathcart Associates at 02-038- 5878.  ""]"," Stack:React.js, Redux, Node.js, CI/CDLocation:BangkokSalary:Up to 100,000THBCompany:Great opportunity for aSenior Full-Stack JavaScript Developer who's solid in both React and Node.js. The company is a thriving Digital Currency platform start-up driven by Blockchain tehcnology with the aim to help digital currency investment much more accessible to Thais.Responsibilities:You’ll be working with the team of around 6 people (both web and mobile developers included) and also have overseas team teleconference part with Head of Engineering.The web is already launched, and you'll be helping create Node.js API and front end UIs using React.jsQualifications:• Solid in React.js, Redux, and Node.js• Skills in CI/CD will be a big plus• API creation• English communication skills (coordinating with overseas offices)This is a really good opportunity that doesn't come acround often. There's growth potential once the company expand even further. For more info, please call Prae at Cathcart Associates at 02-038- 5878.  "
,"[('information-technology', 'programming-software-development')]","Full Time, Permanent",3 years,Salary,"Full Time, Permanent","["" Stack:React and/or Node, CI/CD, Automated Unit TestingLocation:BangkokSalary:Up to 80,000THBCompany:Superb opportunity for solid JavaScript Developers who seek to contribute and develop themselves further in modern tech environment. The company is looking for a Solid Front End React and Back End Node, or Full-Stack Developer to help customize their existing products and services to various customers (e.g. fleet, enterprise, Cloud migration, automation and more).Responsibilities:You'll be developing various projects, co-work with PMs, Team Lead, and contribute in knowledge sharing sessions with the team. The projects will be customizable product-based, as well as projects-based for clients. You'll also co-work with another team in overseas office on top of Thailand team, so decent level of English communication skills are important.""]","[""s:3+ years' experience working directly with React and/or NodeFor Back End and Full-Stack role: experience in CI/CD and Automated Unit TestingGood at logic and problem solvingFlexible, open to new ideas and thrive to be better, alwaysEnglish skills for professional level usageIf you think you fit the bill and would like to have a chat for more info, please call Prae at Cathcart Associates at 02-038-5878.  ""]"," Stack:React and/or Node, CI/CD, Automated Unit TestingLocation:BangkokSalary:Up to 80,000THBCompany:Superb opportunity for solid JavaScript Developers who seek to contribute and develop themselves further in modern tech environment. The company is looking for a Solid Front End React and Back End Node, or Full-Stack Developer to help customize their existing products and services to various customers (e.g. fleet, enterprise, Cloud migration, automation and more).Responsibilities:You'll be developing various projects, co-work with PMs, Team Lead, and contribute in knowledge sharing sessions with the team. The projects will be customizable product-based, as well as projects-based for clients. You'll also co-work with another team in overseas office on top of Thailand team, so decent level of English communication skills are important.Qualifications:3+ years' experience working directly with React and/or NodeFor Back End and Full-Stack role: experience in CI/CD and Automated Unit TestingGood at logic and problem solvingFlexible, open to new ideas and thrive to be better, alwaysEnglish skills for professional level usageIf you think you fit the bill and would like to have a chat for more info, please call Prae at Cathcart Associates at 02-038-5878.  "
,"[('information-technology', 'application-specialist-software'), ('information-technology', 'programming-software-development'), ('e-commerce', 'software-development')]",Middle,2 years,Salary,Full Time,"[' CREA is looking for a tech passionate, enthusiastic mid to senior level developer to build API integrations and end-to-end automations for our powerful eCommerce platform.If you are located in Bangkok, or looking to move to Bangkok, talk to us!CREA is an exciting new startup offering many perks for hard-working software engineers looking to expand their programming skills and grow their career. Strong and open communication is essential.Job Description:Building eCommerce tools and automationAssist the product team in taking a project from conception to completion using agile methodologiesBuild modular components for our platform: an order and inventory management systemCreate and manage several API integrations, utilizing microservices architectureBuild high performant, scalable solutions using Kubernetes, AWS Lambda, and Google CloudResearching the right technology and tools for the problemContinuous deployment through tools like Jenkins and CircleCIEnsuring security best practicesHeavy focus on back-end development']","[':Development experience in a professional capacity for 2 or more yearsSolution-minded a mustAbility to pick up and learn new languages and tools quicklyExperience using at least one of these languages: Python, Java, Scala, or similarExperience with SQL databases: MySQL, PostgreSQL, or similarStrong knowledge of Web Application developmentExperience using Git version controlAble to work at our office near BTS Phrom Phong in Bangkok, Thailand  ']"," CREA is looking for a tech passionate, enthusiastic mid to senior level developer to build API integrations and end-to-end automations for our powerful eCommerce platform.If you are located in Bangkok, or looking to move to Bangkok, talk to us!CREA is an exciting new startup offering many perks for hard-working software engineers looking to expand their programming skills and grow their career. Strong and open communication is essential.Job Description:Building eCommerce tools and automationAssist the product team in taking a project from conception to completion using agile methodologiesBuild modular components for our platform: an order and inventory management systemCreate and manage several API integrations, utilizing microservices architectureBuild high performant, scalable solutions using Kubernetes, AWS Lambda, and Google CloudResearching the right technology and tools for the problemContinuous deployment through tools like Jenkins and CircleCIEnsuring security best practicesHeavy focus on back-end developmentQualification:Development experience in a professional capacity for 2 or more yearsSolution-minded a mustAbility to pick up and learn new languages and tools quicklyExperience using at least one of these languages: Python, Java, Scala, or similarExperience with SQL databases: MySQL, PostgreSQL, or similarStrong knowledge of Web Application developmentExperience using Git version controlAble to work at our office near BTS Phrom Phong in Bangkok, Thailand  "
