job_title,job_categories,career_level,experience_year,salary,employment_type,job_responsibilities,job_qualifications,job_description
         Sales Manager - Food Service         ,"[('sales-cs-business-devpt', 'account-servicing'), ('sales-cs-business-devpt', 'sales-management'), ('sales-cs-business-devpt', 'others')]",            Senior level           ,            5 years experience           ,           Salary negotiable                       ,          Full Time         ,[],[],"Job Description:พัฒนากลยุทธ์และวางแผนงานทั้งปีในช่องทาง Food Serviceควบคุม % SGA ของแผนก Food Serviceวางแผน Forecast สินค้าตามกลุ่มให้มีประสิทธิภาพและแม่นยำเพิ่มจำนวนร้านค้าเยี่ยม และร้านค้าซื้อจากฐานข้อมูลเดิมที่มีอยู่ (ให้ได้ตาม % ที่บริษัทฯ กำหนดในแต่ละปีRequirements:ปริญญาตรี สาขาการตลาด สาขาบริหารธุรกิจ หรือสาขาที่เกี่ยวข้องประสบการณ์ 5 - 7 ปีขึ้นไปในระดับ Managerมีมนุษยสัมพันธ์ดี มีทักษะในการติดต่อสื่อสาร และมีทักษะในการประสานงานเคยมีประสบการณ์ผ่าน HorecaContact:Human Resources DepartmentYan Wal Yun Corporation Group Co.,Ltd.767 Wat Pai Ngoen Rd, Tung Wat Don, Sathorn Bangkok 10120โทร.02-674-7990 #271www.deksomboon.com "
         Project Management (PMO New Business)        ,"[('sales-cs-business-devpt', 'business-development'), ('e-commerce', 'business-development'), ('e-commerce', 'product-management-business-analyst')]",            Entry Level           ,            2 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"Key Responsibilities:Identify and screen potential business deals by analyzing market strategies, deal requirements, potential and financials; evaluating options; resolving internal priorities; recommending actions Develop negotiating strategies and positions by studying the integration of the project with company strategies and operations; examining risks and potentials; estimating partners’ need and goals Work across different teams/ stakeholders and leverage synergy on business deals and partnership projectsClose new business deals and partnership projects by coordinating requirements; developing and negotiating contracts; integrating contract requirements with business operationsMaintain and enhance effective relationships with key business partners and government stakeholders (if any)Requirements:Bachelor’s Degree minimum in any related fieldA minimum of 2-3 years of experience in business development, business consulting or sales & marketingExperience in identifying, developing, negotiating and closing mid to large scale dealsHave a proven track record of results, demonstrated accountability for achieving individual and shared goalsExcellent written and oral communication skills in both Thai and EnglishGood interpersonal skill, problem-solving skill, and analytical skillAbility to work well under a dynamic working environmentStrong project management skills with an ability to multi-task and remain flexible when priorities changePassionate in digital and technologyWhat we offer:Work phone & laptopEmployee Discount CodesAnnual BonusFlexible hoursTypes of leave: birthday, bereavement, personal, business, paternity, maternityMedial insurance (OPD/IPD)Annual health check upFree gym membershipeLearning platformFree massagesFree drinks every Friday and buffet lunch once a month!Follow us @Facebook “foodpanda Careers Thailand”Instagram “foodpandathailand_careers” "
         CRM Manager - Wyeth Nutrition        ,"[('sales-cs-business-devpt', 'call-centre'), ('sales-cs-business-devpt', 'customer-service')]",            Senior level           ,            8 years experience           ,           Salary provided                       ,          Permanent         ,"['We’re Nestle, We’re the biggest food and beverages company in the world who believe in “enhancing quality of life and contributing to a healthier future.”Join usand be part of Nestle to drive over 2,000 brands in 191 countries worldwide, if you;Possess strong background in CRMHave passion in customer service and data managementPossess good command of EnglishBecome our;CRM Manager - Wyeth NutritionMain ResponsibilitiesOn a day-to-day basis, you will be expected to:Build up CRM long term strategic plan and create brand experience, engagement program with key message alignment to achieve the agreed communication strategy and business goal.Conduct the quality of complaint processes and procedures to meet and exceed customers’ standards and response corrective/preventive action to customer manager.Ensure that all CRM activities will be conducted in compliance with company FTSE4G and the WHO code of Sales and Marketing practices.Create and implement the CRM activities to support business goal aligned with marketing theme and strategy.Track Consumer behavior. Develop report and present to related parties.Develop, organize and implement promotional and educational support materials directed at the consumer in consultation with marketing team to increase the use database and retain current users in using company’s nutritional products. Conduct analysis of the effectiveness of CRM programs and activities, collate the required information, and measuring the success rate.Pay close attention when talking to customers, listen to their complaints and when possible, resolve those issues immediately.Conduct quarterly competitive market analysis and trends across multiple CRM and Digital platforms, to determine the need for development of CRM and Digital communication platforms and formats. Ensure that products and services offered through CRM activities are in compliance with local legislative requirements.Ensure full compliance to WHO-Code, Nestlé policies and Instructions and local legislation are in the context of delivering objectives by self/entire Team and are in-line with WHO code, the national code, and regulatory standards. Ensure all activities are in strict compliance with the WHO Code, Nestle Instructions and local country code and ensure execution by regular refresh training.Requirements and ']","['sYou, as successful applicant should possess the followings:Bachelor’s Degree in Business Administration, Marketing, Statistics, or other related fieldsAt least 8 years of experience in CRM with solid background in Call Center Operations, Customer Service,Complaint Management, and Database Management Possess knowledge in CRM programsExperience in managing complex projects with background in managing external agenciesAbility to work with various types of stakeholder with strong interpersonal skillResult-oriented and possess ‘getting-things-done’ mindsetSelf-motivated and able to work independentlyGood command of English is required*** ONLY SHORTLISTED CANDIDATES WILL BE NOTIFIED*** ']","We’re Nestle, We’re the biggest food and beverages company in the world who believe in “enhancing quality of life and contributing to a healthier future.”Join usand be part of Nestle to drive over 2,000 brands in 191 countries worldwide, if you;Possess strong background in CRMHave passion in customer service and data managementPossess good command of EnglishBecome our;CRM Manager - Wyeth NutritionMain ResponsibilitiesOn a day-to-day basis, you will be expected to:Build up CRM long term strategic plan and create brand experience, engagement program with key message alignment to achieve the agreed communication strategy and business goal.Conduct the quality of complaint processes and procedures to meet and exceed customers’ standards and response corrective/preventive action to customer manager.Ensure that all CRM activities will be conducted in compliance with company FTSE4G and the WHO code of Sales and Marketing practices.Create and implement the CRM activities to support business goal aligned with marketing theme and strategy.Track Consumer behavior. Develop report and present to related parties.Develop, organize and implement promotional and educational support materials directed at the consumer in consultation with marketing team to increase the use database and retain current users in using company’s nutritional products. Conduct analysis of the effectiveness of CRM programs and activities, collate the required information, and measuring the success rate.Pay close attention when talking to customers, listen to their complaints and when possible, resolve those issues immediately.Conduct quarterly competitive market analysis and trends across multiple CRM and Digital platforms, to determine the need for development of CRM and Digital communication platforms and formats. Ensure that products and services offered through CRM activities are in compliance with local legislative requirements.Ensure full compliance to WHO-Code, Nestlé policies and Instructions and local legislation are in the context of delivering objectives by self/entire Team and are in-line with WHO code, the national code, and regulatory standards. Ensure all activities are in strict compliance with the WHO Code, Nestle Instructions and local country code and ensure execution by regular refresh training.Requirements and QualificationsYou, as successful applicant should possess the followings:Bachelor’s Degree in Business Administration, Marketing, Statistics, or other related fieldsAt least 8 years of experience in CRM with solid background in Call Center Operations, Customer Service,Complaint Management, and Database Management Possess knowledge in CRM programsExperience in managing complex projects with background in managing external agenciesAbility to work with various types of stakeholder with strong interpersonal skillResult-oriented and possess ‘getting-things-done’ mindsetSelf-motivated and able to work independentlyGood command of English is required*** ONLY SHORTLISTED CANDIDATES WILL BE NOTIFIED*** "
         Operations Supervisor        ,"[('sales-cs-business-devpt', 'customer-service'), ('information-technology', 'network-system'), ('others', 'others')]",            Middle level           ,            3 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ","['Duties and Responsibilities:Supervise and manage team (technicians, operations officer and technical support) to support installation, reprogramming, join card, deinstallation, and/or promotion.Effectively handle inquiries/requests from clients and/or contractors with accurate & fast response.Co-ordinate with internal and external parties to support customers’ requirements.Prepare and submit operational reports to clients and/or other departments.Handle new projects to meet company’s strategy/timeline.Manage warehouse inventory and reports.Attend a meeting with clients and/or contractors while OM is not available.Deliver quality results on time for work assigned by Operations Manager.Manage to procure accessories required for installation, and/or reprogramming.Requirements/']","['s:Bachelor’s degree in General Administrative, Business Administration, or related field.At least 3 years of experience in EDC service, inventory management.Good in Microsoft Office, Excel, and Words.Good interpersonal and communication skills in both English and Thai.High responsible, flexible, and service-minded attitudes.Able to perform well under pressure.Willing to work hard even after office hour if assignment is not done.Keep commitment.Bangkok Payment Solutions Co., Ltd.123 Suntowers Building B, 17th Floor,  Vibhavadi-Rangsit Road, Chomphon,Chatuchak, Bangkok, 10900 Tel:\u200b+66 2617 9880 ext. 501 ']","Duties and Responsibilities:Supervise and manage team (technicians, operations officer and technical support) to support installation, reprogramming, join card, deinstallation, and/or promotion.Effectively handle inquiries/requests from clients and/or contractors with accurate & fast response.Co-ordinate with internal and external parties to support customers’ requirements.Prepare and submit operational reports to clients and/or other departments.Handle new projects to meet company’s strategy/timeline.Manage warehouse inventory and reports.Attend a meeting with clients and/or contractors while OM is not available.Deliver quality results on time for work assigned by Operations Manager.Manage to procure accessories required for installation, and/or reprogramming.Requirements/Qualifications:Bachelor’s degree in General Administrative, Business Administration, or related field.At least 3 years of experience in EDC service, inventory management.Good in Microsoft Office, Excel, and Words.Good interpersonal and communication skills in both English and Thai.High responsible, flexible, and service-minded attitudes.Able to perform well under pressure.Willing to work hard even after office hour if assignment is not done.Keep commitment.Bangkok Payment Solutions Co., Ltd.123 Suntowers Building B, 17th Floor,  Vibhavadi-Rangsit Road, Chomphon,Chatuchak, Bangkok, 10900 Tel:​+66 2617 9880 ext. 501 "
         Trade Marketing Analyst (FMCG) - Yearly contract        ,"[('sales-cs-business-devpt', 'channel-distribution'), ('sales-cs-business-devpt', 'retail-sales'), ('sales-cs-business-devpt', 'sales-management')]",            Entry Level           ,            1 year experience           ,           Salary provided                       ,"          Part Time, Temporary         ",[],[],"Job Responsibilities:Serve as the shopper and trade marketing analyst by providing thought partnership with trade marketing and providing a holistic view of the shopper by category/customerOwner of business intelligence reports - Daily, weekly, monthly reporting using internal, market as well as customer data for business – to help drive insights and actionsUnderstand and use Nielsen RMS (and other Nielsen solution is a plus), panel data and shopper data (E.g. DHB, EYC, K2, Nielsen KAD)Provide data and analytic support for Category Growth Platform / Local Success Model development process for IFCN, Personal Wash, Sexual Wellbeing categories.Provide analysis base on insights to support Sales in strategic plansProvide track brand/pack/price/distribution performance for all channel, per assigned category(s)Provide the evaluation of promotions towards the objectives and provide insight-based recommendationWorking as a team with others and building strong relationships across functions by participating and supporting insight where possible.Requirements:At least 1- 2 years of proven experiences working with trade marketing, sales and/or category management relating.Proven ability to leverage data to drive insight and business resultsAnalytical and proven track record in using data to measure performance and make decisions.Intellectual curiosity and passionate about dataProven ability to develop data-driven insights, and respond to time-sensitive deadline.Knowledge on commercial acumen, especially Thailand retail landscape and category management principle is an advantage.Strong communication skills and ability to tell a story with data that influences operational team (includes sales, TMKT) stakeholder.Experience in Nielsen, Dunnhumby, C Smart, Spaceman tools will be usefulStrong in Microsoft office, especially MS. Excel.Collaboration and influential, with ability to work with across function and/or project-based. "
         Sales Executive (Plastic for Automotive) (30K-41K) [Job ID: 56049)           ,"[('sales-cs-business-devpt', 'business-development'), ('sales-cs-business-devpt', 'account-servicing'), ('sales-cs-business-devpt', 'others')]",            Entry Level           ,            2 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"Salary:30,000 - 41,000 THBIndustry: Trading FirmLocation:Witthayu Road, BangkokWork Type:Mon - Fri 8.30 - 17.30Job descriptions:Sales activities with existing customers and suppliers and finding new business opportunityDevelop and maintain business relationships with clients and suppliersCoordinate with domestics and overseas suppliersAchieve sales target as assignedOther related tasks as assignedGeneral qualification:Female or Male , Thai nationality, age between 30-35Bachelor’s Degree in Business Admin., International Business management, Polymer or any fieldsAt least 2-5 years exp. of sales executive from any kinds of productsInterpersonal skills and active personalityGood command of spoken and written EnglishBenefit package:BONUSHealth InsuranceSocial Security FundRetirement AllowanceOthersContact (ติดต่อ)Time: 8.30 am-5.30pmOffice Number: 02-2539800Website :http://www.reeracoen.co.thInstagram : reeracoenthailandFacebook : Reeracoen Recruitment "
         Air Freight Sales Supervisor (25K-35K) [Job ID: 56054)         ,"[('transportation-logistics', 'freight-forwarding'), ('sales-cs-business-devpt', 'account-servicing')]",            Middle level           ,            4 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"Salary: 25,000 - 35,000 THBIndustry: LogisticLocation: Chatuchak, BangkokWork Type: Mon - Fri 8.30 - 18.00Job descriptions:Sells Air freight service by establishing contact and developing relationships with prospects; recommending solutions.To gain more revenue and profit for Air Freight business both new customer and manage existing clients.To prepare quotation for customers.To achieve the target / budget assignment.Visit customers and potential clients within assigned territory.Have continuous engagement with customers to maintain close relationships and ensure ongoing success with accountsInterface with appropriate departments to assure timely and accurate services and/or pricing is provided to the customer, including to insure delivery of customer satisfaction.Report to manager weekly and provide activity reports and updates.General qualification:Female or Male , Thai nationality, age between 28-35Bachelor’s Degree in Business, Marketing, International Business, Logistics or related fieldsAt least 4 years of Freight Forwarding outside Sales expereince.Previous experience in Airfreight SalesOwn car and driving license is a must.Good command of spoken and written EnglishBenefit package:Actual gas allowanceCar maintenanceLanguage allowance (TOEIC>600), THB5,000 MaxBonusOthersContact (ติดต่อ)Time: 8.30 am-5.30pmOffice Number: 02-2539800Website :http://www.reeracoen.co.thInstagram : reeracoenthailandFacebook : Reeracoen Recruitment "
         Assistant Manager - Central Sales Support        ,"[('marketing-public-relations', 'direct-marketing'), ('marketing-public-relations', 'marketing-general'), ('sales-cs-business-devpt', 'sales-administration')]",            Middle level           ,            3 years experience           ,           Salary negotiable                       ,"          Full Time, Permanent         ",[],[],"Key ResponsibilitiesStrategic Sales SupportSupport Direct Marketing and Employee Benefit in defining sales support strategy, long-term and short-term plan for Direct Marketing and Employee Benefits channelsFollow up and monitor the industry movement, trends, company’s products and servicesProvide advice and guidance for the team in providing sales support with a high standard of servicesSales Support ExecutionManage sales support activities to help drive sales volume for Direct Marketing and Employee Benefits channels (e.g. launch of new product, customer promotion campaign, sale promotion and contest convention and ensure all activities are implemented according to plan and budget.Prepare and launch the appropriate or required sales supporting tools for Direct Marketing, and Employee Benefits channels (e.g. brochure, quote express, soft file for selling products) with quality and in timely manner Prepare and manage communication materials as well as all sales support processes for Direct Marketing and Employee Benefit channelsTrack and monitor to ensure that all sales activities are in compliance with department objectives and goals, company’s Corporate Brand Identity, and regulationsSales Support Budget Planning & Sales MonitoringWork with Direct Marketing and Employee Benefit to plan sales support budget in alignment with sales revenue and expense ratio of Direct Marketing, Banca and Employee Benefits channels Collect and maintain sales information (e.g. actual sales performance, expense)Track and monitor sales support budget and sales performance of Direct Marketing and Employee Benefits channelsAnalyse and compare the actual sales performance against sales targets, and provide the recommendations to Direct Marketing, Banca and Employee Benefit channelsProvide the end campaign analysis to other channels with accuracy and in timely manner.Support in sharing the sales performance reports of other channels to sales forces and the relevant parties with accuracy and in timely mannerRequired experience and skillBachelor’s Degree in Marketing, Business Administration, or other related fieldAt least 3 years’ experience Sales Support & Operations, Sales Planning, and other related fieldBasic knowledge in Social Media and insurance industryGood in MS Excel and Power Point "
         Sale Manager        ,"[('property', 'property-consultancy'), ('sales-cs-business-devpt', 'account-servicing'), ('sales-cs-business-devpt', 'sales-management')]",            Middle level           ,            5 years experience           ,           Salary negotiable                       ,          Full Time         ,['Job Descriptionบริหารงานและวางแผนด้านการขายให้เป็นไปตามยอดขาย รวมถึงนโยบายและเป้าหมายของบริษัทนำเสนอผลการดำเนินงานและรายงานความคืบหน้าของงานที่รับผิดชอบวางแผนงานขาย และรับผิดชอบยอดขายในแต่ละโครงการร่วมกับผู้จัดการฝ่ายการตลาด ศึกษาและวิเคราะห์ยอดขายแต่ละโครงการต่อสื่อโฆษณาและกิจกรรมส่งเสริมการขายต่าง ๆ รวมทั้งความต้องการแฝงที่มีต่อการตัดสินใจของลูกค้า สร้างความพึงพอใจ ต่อผลิตภัณฑ์และบริการของบริษัทสำรวจและศึกษากลยุทธ์ด้านการขายของคู่แข่ง เพื่อนำมาเป็นข้อมูลในการวางแผนงานขายนำข้อมูลที่ได้จากลูกค้า เพื่อหามาตรการและแนวทางแก้ไข และพัฒนาผลิตภัณฑ์ของบริษัทรวมทั้งการบริการหลังการขายจัดกิจกรรมส่งเสริมการขาย โดยประสานงานกับผู้จัดการฝ่ายการตลาด ผู้จัดการฝ่ายโครงการ เช่น บ้านตัวอย่าง รายการโปรโมชั่นต่างๆ เป็นต้นรับผิดชอบเกี่ยวกับการจัดหาอุปกรณ์ต่างๆ ที่เกี่ยวกับกิจกรรมการส่งเสริมการขาย เช่นอุปกรณ์ต่างๆที่จำเป็นในสำนักงานขายสร้างมาตรฐานการปฏิบัติงานของพนักงาน ให้มีความรู้ความสามารถ โดยการจัดอบรมให้ความรู้ปรับปรุงและพัฒนา วิธีการขาย นำกลยุทธ์ด้านการขายใหม่ๆ มาใช้ เพื่อให้บรรลุเป้าหมายหรือยอดขายที่บริษัทกำหนดปฏิบัติงานอื่นๆ ตามที่ได้รับมอบหมาย'],['อายุ33 - 40 ปีวุฒิการศึกษาระดับปริญญาตรีขึ้นไปมีประสบการณ์ด้านการขายอสังหาริมทรัพย์แนวราบ (บ้าน)5 ปีขึ้นไป มีประสบการณ์การบริหารงานและการวางแผน ส่วนงานขาย มีบุคลิกภาพที่ดี รักงานขายและงานบริการ มีความรู้ความเข้าใจในงานสินเชื่อที่อยู่อาศัยสามารถสื่อสารภาษาอังกฤษได้ '],Job Descriptionบริหารงานและวางแผนด้านการขายให้เป็นไปตามยอดขาย รวมถึงนโยบายและเป้าหมายของบริษัทนำเสนอผลการดำเนินงานและรายงานความคืบหน้าของงานที่รับผิดชอบวางแผนงานขาย และรับผิดชอบยอดขายในแต่ละโครงการร่วมกับผู้จัดการฝ่ายการตลาด ศึกษาและวิเคราะห์ยอดขายแต่ละโครงการต่อสื่อโฆษณาและกิจกรรมส่งเสริมการขายต่าง ๆ รวมทั้งความต้องการแฝงที่มีต่อการตัดสินใจของลูกค้า สร้างความพึงพอใจ ต่อผลิตภัณฑ์และบริการของบริษัทสำรวจและศึกษากลยุทธ์ด้านการขายของคู่แข่ง เพื่อนำมาเป็นข้อมูลในการวางแผนงานขายนำข้อมูลที่ได้จากลูกค้า เพื่อหามาตรการและแนวทางแก้ไข และพัฒนาผลิตภัณฑ์ของบริษัทรวมทั้งการบริการหลังการขายจัดกิจกรรมส่งเสริมการขาย โดยประสานงานกับผู้จัดการฝ่ายการตลาด ผู้จัดการฝ่ายโครงการ เช่น บ้านตัวอย่าง รายการโปรโมชั่นต่างๆ เป็นต้นรับผิดชอบเกี่ยวกับการจัดหาอุปกรณ์ต่างๆ ที่เกี่ยวกับกิจกรรมการส่งเสริมการขาย เช่นอุปกรณ์ต่างๆที่จำเป็นในสำนักงานขายสร้างมาตรฐานการปฏิบัติงานของพนักงาน ให้มีความรู้ความสามารถ โดยการจัดอบรมให้ความรู้ปรับปรุงและพัฒนา วิธีการขาย นำกลยุทธ์ด้านการขายใหม่ๆ มาใช้ เพื่อให้บรรลุเป้าหมายหรือยอดขายที่บริษัทกำหนดปฏิบัติงานอื่นๆ ตามที่ได้รับมอบหมายQualificationอายุ33 - 40 ปีวุฒิการศึกษาระดับปริญญาตรีขึ้นไปมีประสบการณ์ด้านการขายอสังหาริมทรัพย์แนวราบ (บ้าน)5 ปีขึ้นไป มีประสบการณ์การบริหารงานและการวางแผน ส่วนงานขาย มีบุคลิกภาพที่ดี รักงานขายและงานบริการ มีความรู้ความเข้าใจในงานสินเชื่อที่อยู่อาศัยสามารถสื่อสารภาษาอังกฤษได้ 
         Sales & QA Engineer Supervisor (40K-50K) [Job ID:56055]        ,"[('engineering', 'mechanical'), ('manufacturing', 'quality-assurance-control-testing-iso'), ('sales-cs-business-devpt', 'technical-sales-sales-engineer')]",            Middle level           ,            5 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"Salary: 40,000 - 50,000 THBIndustry: Manufacturing(Automobile)Location: BTS Phrom PhongWork Type: Mon-Fri 8:30-17:30Job descriptions:Taking care & find customer and supplierMaking a quotation as per customer or supplier requirementsManaging the quality assurance of productsControlling and monitoring in-process quality.Conducting root cause analysis & problem solving as required.Other related tasks as assignedGeneral qualification:Male or Female, Thai nationality, age between 35-40Bachelor's Degree or higher in Mechanical or related Engineer fieldWork experience, minimum 5 years in QA tasksSorting quality & quantity concernedInspection partsAuditProblem report & othersHave knowledge of documents regarding quality, inspection procedures. Such as PPAP, FMEA ,Control Plan,etc.Have knowledge of general manufacturing process, casting , forging , Steel process, etc.Work experience in sales tasksGood command of English (communicative level)Benefit package:BONUSSocial InsuranceHealth InsuranceAfter ProbationAnnual leave (6days/1st year)Transportation Allowance 1500BMeal Allowance 30B/dayProvident FundDiligent AllowanceEducation AllowancePerfect Attendance 2000/monthAnnual Health CheckContact (ติดต่อ)Time: 8.30 am-5.30pmOffice Number: 02-2539800Website :http://www.reeracoen.co.thInstagram : reeracoenthailandFacebook : Reeracoen Recruitment "
