job_title,job_categories,career_level,experience_year,salary,employment_type,job_responsibilities,job_qualifications,job_description
         Sales Representative        ,"[('sales-cs-business-devpt', 'sales-management'), ('sales-cs-business-devpt', 'technical-sales-sales-engineer'), ('sales-cs-business-devpt', 'sales-administration')]",            Middle level           ,,Salary negotiable,          Contract         ,[],[]," General Description of Duties and Responsibilities:Being responsible for sales project management, account development plans & customer relationship management.Handling pipeline collections, sales data, and project forecasting data for analysis purposes.Initiating key project opportunities and managing various other internal operation duties.Candidate Requirements:Bachelor’s degree in Business Administration or a related discipline.Good command in English, Mandarin communication skills are preferable.Experiences in sales/presales management is preferable.Experiences in FSI, Banking, Large Enterprise is preferable.A strong analytical mind with good organizing, co-ordination, and negotiation skills.Able to work independently with self-initiative and under pressure.An excellent team spirit with good communications and interpersonal skills. "
         Sales Representative (กรุงเทพฯ และต่างจังหวัด)        ,"[('medical-services', 'medical-services-technician'), ('sales-cs-business-devpt', 'account-servicing'), ('sales-cs-business-devpt', 'technical-sales-sales-engineer')]",            Entry Level           ,,Salary negotiable,"          Full Time, Permanent         ",['Responsibilities :ดูแล และรับผิดชอบการเสนอขายผลิตภัณฑ์ของบริษัทฯ ให้บรรลุตามเป้าหมายหาลูกค้าใหม่อย่างสม่ำเสมอ'],"['s :เพศชาย / หญิง อายุ22 ปีขึ้นไป วุฒิการศึกษาปริญญาตรีขึ้นไป สาขาวิทยาศาสตร์,เทคนิคการแพทย์, พยาบาลศาสตร์,รังสีเทคนิค หรือสาขาอื่นๆ ที่เกี่ยวข้อง หรือผู้ที่มีประสบการณ์ด้านงานขายที่เกี่ยวข้องกับสินค้าของบริษัทฯหรือใกล้เคียงหากมีประสบการณ์ด้านงานขาย และการทำงานเป็นทีม (จะได้รับพิจารณาเป็นพิเศษ)มีทักษะด้านภาษาอังกฤษ และคอมพิวเตอร์เป็นอย่างดีมีบุคลิกภาพ และมนุษย์สัมพันธ์ดี และมีนิสัยรักการขายการให้บริการยินดีรับพิจารณานักศึกษาจบใหม่มีรถยนต์ส่วนตัวและสามารถเดินทางต่างจังหวัดได้Job Location :กรุงเทพฯ และต่างจังหวัดContact :Khun Sasinapa Chabchainay(แผนกทรัพยากรบุคคล)บริษัท ธเนศพัฒนา จำกัด61/34 ซอยอมรพันธ์4 (วิภาวดี 42) ถนนวิภาวดีรังสิตKhwaeng Latyao Chatu Chak Bangkok 10900Tel : 02-791-4500Fax : 02-791-4538-9Website :www.thanesgroup.com ']","Responsibilities :ดูแล และรับผิดชอบการเสนอขายผลิตภัณฑ์ของบริษัทฯ ให้บรรลุตามเป้าหมายหาลูกค้าใหม่อย่างสม่ำเสมอQualifications :เพศชาย / หญิง อายุ22 ปีขึ้นไป วุฒิการศึกษาปริญญาตรีขึ้นไป สาขาวิทยาศาสตร์,เทคนิคการแพทย์, พยาบาลศาสตร์,รังสีเทคนิค หรือสาขาอื่นๆ ที่เกี่ยวข้อง หรือผู้ที่มีประสบการณ์ด้านงานขายที่เกี่ยวข้องกับสินค้าของบริษัทฯหรือใกล้เคียงหากมีประสบการณ์ด้านงานขาย และการทำงานเป็นทีม (จะได้รับพิจารณาเป็นพิเศษ)มีทักษะด้านภาษาอังกฤษ และคอมพิวเตอร์เป็นอย่างดีมีบุคลิกภาพ และมนุษย์สัมพันธ์ดี และมีนิสัยรักการขายการให้บริการยินดีรับพิจารณานักศึกษาจบใหม่มีรถยนต์ส่วนตัวและสามารถเดินทางต่างจังหวัดได้Job Location :กรุงเทพฯ และต่างจังหวัดContact :Khun Sasinapa Chabchainay(แผนกทรัพยากรบุคคล)บริษัท ธเนศพัฒนา จำกัด61/34 ซอยอมรพันธ์4 (วิภาวดี 42) ถนนวิภาวดีรังสิตKhwaeng Latyao Chatu Chak Bangkok 10900Tel : 02-791-4500Fax : 02-791-4538-9Website :www.thanesgroup.com "
         Sales Executive (Food Science / QA / QC / PD)        ,"[('sciences-lab-researchdevelopment', 'food-science'), ('manufacturing', 'quality-assurance-control-testing-iso'), ('sales-cs-business-devpt', 'technical-sales-sales-engineer')]",            Entry Level           ,            2 years experience           ,Salary negotiable,"          Full Time, Permanent         ","[""Responsibilities:To sell SGS products to clients in such a way to ensure that all required conversion rates for proposals and contracts are metTo ensure that all proposals are followed up in a manner that ensures that SGS-CBE exceeds customer’s expectations.To report back to management of trends in demand for products and movements in the market including reporting on problems incurred in selling identified products.To move forward in driving maximum customers' satisfactionTo improvement on personnel performance & leadership assessment result progressively""]","[""s:Bachelor's Degree in Food Science, Food Technology, Food Engineering or related fieldsThai Female or MaleHave at least 1-3 years experience in QA / QC / Production / R&D in Food BusinessGood Command of EnglishGood Computer LiteracyHighpassionto leading business with enthusiastic to learn new things Service-Minded, Self-Discipline, and Good Learning AttitudeGood Interpersonal Skills and Communication SkillsSGS (Thailand) Limited100 Nanglinchee ChongnonseeYannawa Bangkok 10120Tel. 02-678-1813 ext 1117 ""]","Responsibilities:To sell SGS products to clients in such a way to ensure that all required conversion rates for proposals and contracts are metTo ensure that all proposals are followed up in a manner that ensures that SGS-CBE exceeds customer’s expectations.To report back to management of trends in demand for products and movements in the market including reporting on problems incurred in selling identified products.To move forward in driving maximum customers' satisfactionTo improvement on personnel performance & leadership assessment result progressivelyQualifications:Bachelor's Degree in Food Science, Food Technology, Food Engineering or related fieldsThai Female or MaleHave at least 1-3 years experience in QA / QC / Production / R&D in Food BusinessGood Command of EnglishGood Computer LiteracyHighpassionto leading business with enthusiastic to learn new things Service-Minded, Self-Discipline, and Good Learning AttitudeGood Interpersonal Skills and Communication SkillsSGS (Thailand) Limited100 Nanglinchee ChongnonseeYannawa Bangkok 10120Tel. 02-678-1813 ext 1117 "
"         Sales & Marketing Executive  (Oil, Gas and Chemical)        ","[('sciences-lab-researchdevelopment', 'chemical'), ('sciences-lab-researchdevelopment', 'energy-natural-resources-oil-gas'), ('sales-cs-business-devpt', 'technical-sales-sales-engineer')]",            Entry Level           ,            2 years experience           ,Salary negotiable,"          Full Time, Permanent         ","['Duties:Identify new business as appropriate.Manage all marketing and sales team activities.Follow up on sales visit and do annual review meeting.Coaching sales team in sales plan and how to approach client.Retain existing customer.Implement sales and marketing plan with follow up action plan.Contact existing and non-existing clients as plan.Focusing on meeting customer requirements and enhancing customer satisfaction.Comply with company rules, regulations, and codes.']","['s :Bachelor’s Degree or Higher in Chemical Scienceor Chemical Engineering or Science or related field.2 years of Sales Experience.Able to realize business opportunities in conformity to the business strategyTechnical knowledge and experience in related field and in using management methods and toolsAble to work independently and to coordinate several activities simultaneouslyBusiness and profit minded with related technical knowhow. Competitive and profit-driven; re-invents competitive advantage.Able to interact with all levels of management, suppliers and clientsGood communication, negotiation and interpersonal skillsActs quickly and decisively; able to make tough callsToeic Score more than 650 points ']","Duties:Identify new business as appropriate.Manage all marketing and sales team activities.Follow up on sales visit and do annual review meeting.Coaching sales team in sales plan and how to approach client.Retain existing customer.Implement sales and marketing plan with follow up action plan.Contact existing and non-existing clients as plan.Focusing on meeting customer requirements and enhancing customer satisfaction.Comply with company rules, regulations, and codes.Qualifications :Bachelor’s Degree or Higher in Chemical Scienceor Chemical Engineering or Science or related field.2 years of Sales Experience.Able to realize business opportunities in conformity to the business strategyTechnical knowledge and experience in related field and in using management methods and toolsAble to work independently and to coordinate several activities simultaneouslyBusiness and profit minded with related technical knowhow. Competitive and profit-driven; re-invents competitive advantage.Able to interact with all levels of management, suppliers and clientsGood communication, negotiation and interpersonal skillsActs quickly and decisively; able to make tough callsToeic Score more than 650 points "
         Project Sales Executive        ,"[('sales-cs-business-devpt', 'sales-management'), ('sales-cs-business-devpt', 'technical-sales-sales-engineer'), ('sales-cs-business-devpt', 'direct')]",            Entry Level           ,            2 years experience           ,Salary negotiable,"          Full Time, Permanent         ","['Job Duties:Identify business opportunities by identifying prospects, evaluating and researching their company and analyzing their existing web presence.Build new and existing networks and leverage those networks in order to prospect and nurture opportunities that lead to sales.Identify product improvements or new products by remaining current on industry trends, market activities, and competitors.Prepare weekly sales reports by collecting, analyzing, and summarizing information and activity.Contribute to team effort by accomplishing related results as needed.Skills and ']","[""s:Bachelor's degree in Business Administration, Marketing or related fields.Prior sale experience required about 2 years.Ability to communication of English is preferable.Computer literate is required.Have own car with driving's license. ""]","Job Duties:Identify business opportunities by identifying prospects, evaluating and researching their company and analyzing their existing web presence.Build new and existing networks and leverage those networks in order to prospect and nurture opportunities that lead to sales.Identify product improvements or new products by remaining current on industry trends, market activities, and competitors.Prepare weekly sales reports by collecting, analyzing, and summarizing information and activity.Contribute to team effort by accomplishing related results as needed.Skills and Qualifications:Bachelor's degree in Business Administration, Marketing or related fields.Prior sale experience required about 2 years.Ability to communication of English is preferable.Computer literate is required.Have own car with driving's license. "
         Project Management Executive (English Skill)        ,"[('sales-cs-business-devpt', 'business-development'), ('sales-cs-business-devpt', 'sales-management'), ('sales-cs-business-devpt', 'technical-sales-sales-engineer')]",            Middle level           ,            3 years experience           ,Salary negotiable,"          Full Time, Permanent         ",[],[],"ResponsibilitiesCoordinate project management activities, resources, equipment and informationBreak projects into doable actions and set timeframes Liaise with clients to identify and define requirements, scope and objectivesAssign tasks to internal teams and assist with schedule management Make sure that clients’ needs are met as projects evolve Help prepare budgets Analyze risks and opportunities Oversee project procurement management Monitor project progress and handle any issues that arise Act as the point of contact and communicate project status to all participantsWork with the Project Manager to eliminate blockers Use tools to monitor working hours, plans and expenditures Issue all appropriate legal paperwork (e.g. contracts and terms of agreement)Create and maintain comprehensive project documentation, plans and reports Ensure standards and requirements are met through conducting quality assurance testsRequirementBachelor's degree in Engineer / Science / Business / Proven work experience as a Project Coordinator or similar role Experience in project management, from conception to delivery An ability to prepare and interpret flowcharts, schedules and step-by-step action plansSolid organizational skills, including multitasking and time-management Strong client-facing and teamwork skills Familiarity with risk management and quality assurance control Strong working knowledge of Microsoft Project and Microsoft Planner  "
         Sales Engineer Cloud Solution 1 Year Contract        ,"[('information-technology', 'it-consulting'), ('information-technology', 'others'), ('sales-cs-business-devpt', 'technical-sales-sales-engineer')]",            Entry Level           ,            1 year experience           ,Salary negotiable,          Contract         ,"['ResponsibilitiesSearching for new customer who could benefit from our cloud solution products in a designated region. (Now we are starting from Bangkok Thailand for this year).Travelling to visit potential clients.Make arevenue from new customer. (More over 5MB for this year)Establishing new, and maintaining existing, relationships with customers.Managing and interpreting customer requirements.Persuading clients that a product or service will best satisfy their needs.Calculating client quotations Negotiating tender and contract terms.Negotiating and closing sales by agreeing terms and conditions.Offering after-sales support servicesAdministering client accounts Analysing costs and sales.Preparing reports for head office Meeting regular sales targets.Recording and maintaining client contact data coordinating sales projects.Supporting marketing by attending trade shows, conferences and other marketing events.Making technical presentations and demonstrating how a product will meet client needs.Providing pre-sales technical assistance and product education.Liaising with other members of the sales team and other technical experts.Solving client problems.Helping in the design of custom-made products.Providing training and producing support material for the sales teamCoordinatewith internal staff included BusinessDevelopment , System Engineer, Solutionarchitecture, Web developer, Mobile Developer, Project Management and other asnecessary.']","[' and skill.A strong leader with good communication skills included English.Bachelor’s degree or higher in MIS, MBA, Computer Science, Computer Engineering, Information Technology or related IT areas.Driving your own car.Have apotentialcustomers of IT industry in hand (5 customers at least).Previous sales experience is essential.Service-minded with strong analytical skills.Strong analytical, interpersonal and negotiation skillsAttractive female / male with 3 years sale experience in IT solution, and more over 5 years for Senior position.Pleasant personality, good human relation, co-ordination, responsive, reliable, capable, strong personality, initiative, result oriented and good team player.Be able to take an AWS Certified - Cloud practitioner. (having this certified would be advantaged) ']","ResponsibilitiesSearching for new customer who could benefit from our cloud solution products in a designated region. (Now we are starting from Bangkok Thailand for this year).Travelling to visit potential clients.Make arevenue from new customer. (More over 5MB for this year)Establishing new, and maintaining existing, relationships with customers.Managing and interpreting customer requirements.Persuading clients that a product or service will best satisfy their needs.Calculating client quotations Negotiating tender and contract terms.Negotiating and closing sales by agreeing terms and conditions.Offering after-sales support servicesAdministering client accounts Analysing costs and sales.Preparing reports for head office Meeting regular sales targets.Recording and maintaining client contact data coordinating sales projects.Supporting marketing by attending trade shows, conferences and other marketing events.Making technical presentations and demonstrating how a product will meet client needs.Providing pre-sales technical assistance and product education.Liaising with other members of the sales team and other technical experts.Solving client problems.Helping in the design of custom-made products.Providing training and producing support material for the sales teamCoordinatewith internal staff included BusinessDevelopment , System Engineer, Solutionarchitecture, Web developer, Mobile Developer, Project Management and other asnecessary.Qualification and skill.A strong leader with good communication skills included English.Bachelor’s degree or higher in MIS, MBA, Computer Science, Computer Engineering, Information Technology or related IT areas.Driving your own car.Have apotentialcustomers of IT industry in hand (5 customers at least).Previous sales experience is essential.Service-minded with strong analytical skills.Strong analytical, interpersonal and negotiation skillsAttractive female / male with 3 years sale experience in IT solution, and more over 5 years for Senior position.Pleasant personality, good human relation, co-ordination, responsive, reliable, capable, strong personality, initiative, result oriented and good team player.Be able to take an AWS Certified - Cloud practitioner. (having this certified would be advantaged) "
         IT Sales Executive (ISO 27001 & IT Solution)        ,"[('sales-cs-business-devpt', 'business-development'), ('sales-cs-business-devpt', 'account-servicing'), ('sales-cs-business-devpt', 'technical-sales-sales-engineer')]",            Middle level           ,            3 years experience           ,Salary negotiable,"          Full Time, Permanent         ","['Position :IT Sales ExecutiveKey Responsibility :To sell SGS products to clients in such a way to ensure that all required conversion rates for proposals and contracts are met and to ensure that all proposals are followed up in a manner that ensures that SGS-SSC exceeds customer’s expectations. To report back to management of trends in demand for products and movements in the market including reporting on problems incurred in selling identified products.Aim at achieving sound of customer satisfaction for sale function.To coach up CSO team to ensure that the sales targets of are met.To handle international sales effectively, respond to service inquiry timely and accurately.To initiate idea for market events, so as to expand sales for desired zone and SSC products.Carry out effective sales planning in allocated location to ensure client visit targets are met. Records of weekly sales plans are to be to be maintained.Ensure all Monthly reports are accurate and on-time, e.g. Sales Monthly Report and TH Breakdown.Ensure all sales targets and contract targets per month are achievedConducting sales presentations to clients on SGS Products and services and record results of all client visits.Preparation of proposals (where necessary), follow-up on all proposals and recording of the results of such.Monitor proposals and contract conversion rates with the aim of achieving targets.Conduct all price negotiation with in set limits and ensure as many as possible contracts are taken.Update all information on CertNET (Certification Management System).Conduct work as per relevant SGS-SSC procedures.Plan and Execute action of Key account management for Key client and key consultant.Provide coaching to Sales Staff i.e. sales process, sales database and selling techniques etc.Responding and sale for international inquiries, i.e. proposal & contracting, project planning and coordinate for technical issues.Identify cold call list, potential SSC market in zone and industrial sector or specific product and reporting to Manager.Promote key account clients business relation by conducting call & visits regularly for the assigned Key Accounts.Ensure the effectively manage marketing project and selling project.To control Sales Materials are up to date and have sufficient amount in stock.Authorize to sign Contracts with clients on behalf of SGS (Thailand) Limited according to SGS Price Structure.']","["":Bachelor's Degree in IT, Computer Engineer, Computer Science, Business Computer.3 years proven experience in IT project selling. The ISO certification/project is an advantage.Excellent telephone manner including proven communication / interpersonal skillsHighly developed public speaking skillsProven team player and ability to work with very little supervisionLogical approach to problem solvingGood organizational skills including report writingGood command in English in both of speaking and writing.Passed Internal Auditor course ISO 27001 course or other IT management system training course.National Higher Certificate or equivalent in relevant discipline.Human Resources DepartmentSGS (Thailand) Limited100 Nanglinchee Road Chongnonsee YannawaBangkok 10120 ThailandTel : +66 (0)2 678 18 13 Ext 1117Fax : +66 (0)2 678 1541 ""]","Position :IT Sales ExecutiveKey Responsibility :To sell SGS products to clients in such a way to ensure that all required conversion rates for proposals and contracts are met and to ensure that all proposals are followed up in a manner that ensures that SGS-SSC exceeds customer’s expectations. To report back to management of trends in demand for products and movements in the market including reporting on problems incurred in selling identified products.Aim at achieving sound of customer satisfaction for sale function.To coach up CSO team to ensure that the sales targets of are met.To handle international sales effectively, respond to service inquiry timely and accurately.To initiate idea for market events, so as to expand sales for desired zone and SSC products.Carry out effective sales planning in allocated location to ensure client visit targets are met. Records of weekly sales plans are to be to be maintained.Ensure all Monthly reports are accurate and on-time, e.g. Sales Monthly Report and TH Breakdown.Ensure all sales targets and contract targets per month are achievedConducting sales presentations to clients on SGS Products and services and record results of all client visits.Preparation of proposals (where necessary), follow-up on all proposals and recording of the results of such.Monitor proposals and contract conversion rates with the aim of achieving targets.Conduct all price negotiation with in set limits and ensure as many as possible contracts are taken.Update all information on CertNET (Certification Management System).Conduct work as per relevant SGS-SSC procedures.Plan and Execute action of Key account management for Key client and key consultant.Provide coaching to Sales Staff i.e. sales process, sales database and selling techniques etc.Responding and sale for international inquiries, i.e. proposal & contracting, project planning and coordinate for technical issues.Identify cold call list, potential SSC market in zone and industrial sector or specific product and reporting to Manager.Promote key account clients business relation by conducting call & visits regularly for the assigned Key Accounts.Ensure the effectively manage marketing project and selling project.To control Sales Materials are up to date and have sufficient amount in stock.Authorize to sign Contracts with clients on behalf of SGS (Thailand) Limited according to SGS Price Structure.Qualification:Bachelor's Degree in IT, Computer Engineer, Computer Science, Business Computer.3 years proven experience in IT project selling. The ISO certification/project is an advantage.Excellent telephone manner including proven communication / interpersonal skillsHighly developed public speaking skillsProven team player and ability to work with very little supervisionLogical approach to problem solvingGood organizational skills including report writingGood command in English in both of speaking and writing.Passed Internal Auditor course ISO 27001 course or other IT management system training course.National Higher Certificate or equivalent in relevant discipline.Human Resources DepartmentSGS (Thailand) Limited100 Nanglinchee Road Chongnonsee YannawaBangkok 10120 ThailandTel : +66 (0)2 678 18 13 Ext 1117Fax : +66 (0)2 678 1541 "
"         Sales & Marketing Executive  (Oil, Gas and Chemical)        ","[('sciences-lab-researchdevelopment', 'chemical'), ('sciences-lab-researchdevelopment', 'energy-natural-resources-oil-gas'), ('sales-cs-business-devpt', 'technical-sales-sales-engineer')]",            Entry Level           ,            2 years experience           ,Salary negotiable,"          Full Time, Permanent         ","[' Duties:Identify new business as appropriate.Manage all marketing and sales team activities.Follow up on sales visit and do annual review meeting.Coaching sales team in sales plan and how to approach client.Retain existing customer.Implement sales and marketing plan with follow up action plan.Contact existing and non-existing clients as plan.Focusing on meeting customer requirements and enhancing customer satisfaction.Comply with company rules, regulations, and codes.']","['s :Bachelor’s Degree or Higher in Chemical Scienceor Chemical Engineering or Science or related field. 2 years of Sales Experience.Able to realize business opportunities in conformity to the business strategyTechnical knowledge and experience in related field and in using management methods and toolsAble to work independently and to coordinate several activities simultaneouslyBusiness and profit minded with related technical knowhow. Competitive and profit-driven; re-invents competitive advantage.Able to interact with all levels of management, suppliers and clientsGood communication, negotiation and interpersonal skillsActs quickly and decisively; able to make tough callsToeic Score more than 650 points ']"," Duties:Identify new business as appropriate.Manage all marketing and sales team activities.Follow up on sales visit and do annual review meeting.Coaching sales team in sales plan and how to approach client.Retain existing customer.Implement sales and marketing plan with follow up action plan.Contact existing and non-existing clients as plan.Focusing on meeting customer requirements and enhancing customer satisfaction.Comply with company rules, regulations, and codes.Qualifications :Bachelor’s Degree or Higher in Chemical Scienceor Chemical Engineering or Science or related field. 2 years of Sales Experience.Able to realize business opportunities in conformity to the business strategyTechnical knowledge and experience in related field and in using management methods and toolsAble to work independently and to coordinate several activities simultaneouslyBusiness and profit minded with related technical knowhow. Competitive and profit-driven; re-invents competitive advantage.Able to interact with all levels of management, suppliers and clientsGood communication, negotiation and interpersonal skillsActs quickly and decisively; able to make tough callsToeic Score more than 650 points "
         Sales Executive ประจำ LAB SGS(ส่วนงาน LAB เครื่องใช้ไฟฟ้า)        ,"[('engineering', 'electrical-electronics'), ('sales-cs-business-devpt', 'account-servicing'), ('sales-cs-business-devpt', 'technical-sales-sales-engineer')]",            Entry Level           ,            1 year experience           ,Salary negotiable,"          Full Time, Permanent         ",[],[],รายละเอียดงาน- ขายงานตรวจสอบสำหรับห้องLAB พระรามสาม และ LAB เครื่องใช้ไฟฟ้า - สามารถขับรถได้ มีรถเป็นของตัวเองคุณสมบัติผู้สมัคร1. เพศชาย/หญิง และ จบปริญญาตรี สาขาวิศวกรรมศาสตร์ไฟฟ้า หรือ อิเลคทรอนิกส์ 2. มีประสบการณ์ในงานขาย อย่างน้อย 1 ปี3. ทำงานจันทร์ ถึง ศุกร์ เวลา 8.30 - 17.30 น.4. สามารถใช้โปรแกรมMS Office ได้เป็นอย่างดี5. ทำงานLAB SGS พระรามสาม ซอย 596. ขับรถได้ มีใบขับขี่ และ มีรถยนตร์เป็นของตนเอง 
