job_title,job_categories,career_level,experience_year,salary,employment_type,job_responsibilities,job_qualifications,job_description
         Senior Manager - Project Management/ผู้จัดการอาวุโส - ฝ่ายบริหารโครงการ        ,"[('engineering', 'engineering-project-management'), ('hospitality-foodbeverage', 'management'), ('property', 'property-management')]",            Senior level           ,            10 years experience           ,           Salary negotiable                       ,          Full Time         ,"[""KEY RESPONSIBILITIESTo implement Property Management Strategy and Policy.To support of the property and ensure that the company's reputation as a high-quality service provider in Maintained and enhanced.To supervise and monitor property’s technical staff for efficient running of the property, and compliance with the company's rules and policies.To ensure that all operating procedures for the property run efficiently, including security, fire safety, emergency and evacuation procedures.To identify problem areas in the property and recommend improvement plans to maximize the efficiency of property management.To provide a full range of management services including building management, asset management and technical services.To report management matters to the Management on a weekly basis, as well as report immediately in the event of building emergencies.Carry out any other duties as assigned by the Management.""]","['Bachelor in Electrical, Mechanical, Structural or related Engineering10 years of experience & at least 5 years in Project ManagementGood command of English (Reading, Speaking, and Writing)Working experience in hospitality, hotel, or property management is preferred. ']","KEY RESPONSIBILITIESTo implement Property Management Strategy and Policy.To support of the property and ensure that the company's reputation as a high-quality service provider in Maintained and enhanced.To supervise and monitor property’s technical staff for efficient running of the property, and compliance with the company's rules and policies.To ensure that all operating procedures for the property run efficiently, including security, fire safety, emergency and evacuation procedures.To identify problem areas in the property and recommend improvement plans to maximize the efficiency of property management.To provide a full range of management services including building management, asset management and technical services.To report management matters to the Management on a weekly basis, as well as report immediately in the event of building emergencies.Carry out any other duties as assigned by the Management.QualificationBachelor in Electrical, Mechanical, Structural or related Engineering10 years of experience & at least 5 years in Project ManagementGood command of English (Reading, Speaking, and Writing)Working experience in hospitality, hotel, or property management is preferred. "
         Building Manager - Office Building/ผู้จัดการอาคาร - สำนักงาน        ,"[('admin-hr', 'administration-operation-clerical-support'), ('management', 'general-management'), ('property', 'property-management')]",            Senior level           ,            3 years experience           ,           Salary provided                       ,          Full Time         ,[],[],วางแผนและควบคุมการทำงานของผู้ใต้บังคับบัญชาตามโครงการที่ได้รับมอบหมาย ให้เป็นไปตามมาตรฐานวางแผนและควบคุม พร้อมชี้แจงให้ผู้ร่วมงานและผู้ใต้บังคับบัญชาได้รับทราบ และปฏิบัติควบคุมและตรวจสอบการปฏิบัติงานของผู้ใต้บังคับบัญชา ให้เป็นไปตามมาตรฐานในการทำงานให้คำปรึกษาและแก้ไขปัญหาเกี่ยวกับการทำงานร่วมกันกับผู้ใต้บังคับบัญชาให้ได้ประสิทธิผลคุณสมบัติเพิ่มเติม :วุฒิปริญญาตรี-ปริญญาโท ทุกสาขามีประสบการณ์ด้านงานบริหารจัดการอาคารสำนักงานอย่างน้อย 3ปีมีทักษะในงานด้านบริหารมีทักษะทางด้านการบริหารจัดการ และมีความเป็นผู้นำมีมนุษยสัมพันธ์ดี และมีใจรักงานบริการสามารถทำงานภายใต้สภาพแวดล้อมที่กดดันได้สามารถใช้คอมพิวเตอร์โปรแกรมพื้นฐานได้ดีสามารถสื่อสารภาษาอังกฤษได้ปฏิบัติงาน 6 วัน/สัปดาห์ 
         GM - Building and Facilities        ,"[('building-construction', 'building-construction-qs'), ('property', 'property-management'), ('property', 'others')]",            Senior level           ,,           Salary provided                       ,          Permanent         ,"["" Responsibilities:Monitoring the buildings (Office/Residential/Condominium properties, etc); align with the agreement.Controlling and reviewing the budget, cash flow and P&L.Reviewing operations at each property to ensure a safe and efficient working environment.Managing and monitoring all the operations of each property.Monitoring, coaching and auditing site staff, facility management, contract staff, engineering and managers.Managing, mentoring and maintaining strong working relationships with the Business Development team.Ensuring that the facility preserves high-level maintenance and appearance.Understanding contractual obligations and meeting the customers' expectation.Ensuring that facilities management policies, procedures and controls are adhered to throughout the divisions and buildings are maintained in an environmentally efficient and sustainable manner.Requirements & ""]","[""s:Thai nationality.Bachelor's or Master's Degree in a related field (Engineering).At least 8 years’ experience in building management. Good knowledge of Condominium act is preferred.Having experience in Office/Residential will be an advantage.Strong analytical and problem-solving skills.Hard-working and a good team player.Customer-focused and results-oriented with good interpersonal skills.Good communication skills, in both Thai and English. ""]"," Responsibilities:Monitoring the buildings (Office/Residential/Condominium properties, etc); align with the agreement.Controlling and reviewing the budget, cash flow and P&L.Reviewing operations at each property to ensure a safe and efficient working environment.Managing and monitoring all the operations of each property.Monitoring, coaching and auditing site staff, facility management, contract staff, engineering and managers.Managing, mentoring and maintaining strong working relationships with the Business Development team.Ensuring that the facility preserves high-level maintenance and appearance.Understanding contractual obligations and meeting the customers' expectation.Ensuring that facilities management policies, procedures and controls are adhered to throughout the divisions and buildings are maintained in an environmentally efficient and sustainable manner.Requirements & Qualifications:Thai nationality.Bachelor's or Master's Degree in a related field (Engineering).At least 8 years’ experience in building management. Good knowledge of Condominium act is preferred.Having experience in Office/Residential will be an advantage.Strong analytical and problem-solving skills.Hard-working and a good team player.Customer-focused and results-oriented with good interpersonal skills.Good communication skills, in both Thai and English. "
         SENIOR COMPANY SECRETARY AND CORPORATE GOVERNANCE         ,"[('admin-hr', 'others'), ('professional-services', 'legal-compliance'), ('property', 'others')]",            Middle level           ,            5 years experience           ,           Salary provided                       ,          Permanent         ,"['SENIOR COMPANY SECRETARY AND CORPORATE GOVERNANCE OFFICE EXECUTIVEJob Description:To be center point of contact for Reserve Matters in relation to the POA Control Power of Attorney (POA) of AWC and subsidiaries to be align with required criteriaAssure no sub-delegation granted (Expect submission, receiving and giving statement)To be focal point authorized directors to execute the POAs Coordinate with requester and legal team to ensure the POA issued for the correct objective/purpose and on timely basisSupport other assignments under Company Secretary and Corporate Governance OfficeSupport Head of Company Secretary and Corporate Governance Office for the regular meetingTo support and help coordinating with relevant committee and/or board members and arranging activities to enhance good corporate governance company and among stakeholders']","[':Bachelor’s Business Administration, Economics, Law or any related field Have direct experience in organizing meetings Contact And secretarial work Able to communicate in English well Understanding about company law Public company limited Civil and commercial laws, regulations, rules and regulations of the Stock Exchange of Thailand And the Office of the Securities and Exchange CommissionCan solve problems immediately  ']","SENIOR COMPANY SECRETARY AND CORPORATE GOVERNANCE OFFICE EXECUTIVEJob Description:To be center point of contact for Reserve Matters in relation to the POA Control Power of Attorney (POA) of AWC and subsidiaries to be align with required criteriaAssure no sub-delegation granted (Expect submission, receiving and giving statement)To be focal point authorized directors to execute the POAs Coordinate with requester and legal team to ensure the POA issued for the correct objective/purpose and on timely basisSupport other assignments under Company Secretary and Corporate Governance OfficeSupport Head of Company Secretary and Corporate Governance Office for the regular meetingTo support and help coordinating with relevant committee and/or board members and arranging activities to enhance good corporate governance company and among stakeholdersQualification:Bachelor’s Business Administration, Economics, Law or any related field Have direct experience in organizing meetings Contact And secretarial work Able to communicate in English well Understanding about company law Public company limited Civil and commercial laws, regulations, rules and regulations of the Stock Exchange of Thailand And the Office of the Securities and Exchange CommissionCan solve problems immediately  "
         Operation Manager        ,"[('property', 'property-management')]",            Senior level           ,            5 years experience           ,           Salary negotiable                       ,          Permanent         ,[],[],1.วางแผน และบริหารจัดการงานภายในพื้นที่และทรัพย์สินภายในพื้นที่แต่ละแห่งให้เป็นไปตามมาตรฐานที่กำหนด2.วางแผน กำหนดหลักเกณฑ์ และคัดเลือกผู้รับเหมาให้บริการการบริหารพื้นที่ และนำเสนอผู้บริหารพิจารณาอนุมัติ3.วางแผนและพัฒนากระบวนการทำงานและการให้บริการของผู้รับเหมา4. ควบคุมงบประมาณ ซ่อมแซมบำรุง คืนสภาพให้เป็นไปตามนโยบาย ของบริษัท5. ตรวจรับมอบงานจากผู้รับเหมาก่อนส่งมอบพื้นที่ให้ลูกค้า6.วางแผนงานและประเมินผลการให้บริการของผู้รับเหมาในแต่ละพื้นที่7.ร่วมวางแผนกลยุทธ์การบริหารความสัมพันธ์ลูกค้า กับฝ่ายขายและการตลาด8.ปฏิบัติงานอื่นๆ ตามที่ได้รับมอบหมาย 
         Administrative Officer (Site)        ,"[('admin-hr', 'administration-operation-clerical-support'), ('property', 'others')]",            Entry Level           ,            2 years experience           ,           Salary provided                       ,          Permanent         ,"['Job Purpose:To take charge of all administrative functions of the site.Provide secretarial services and support to the Building Manager and Building Attendant when required.Assist the Building Manager in preparing and producing a variety of reports.Carry out any other duties as assigned by Management.Responsibilities:To purchase office supplies including maintain stock and keep records.Control list of equipment and filing form.To do minutes meeting and do any ensuring follow-up action needed.Collect site duty roster.To make memorandums, an announcement, Screen TV, upload on Facebook.Carry out basic inquiries when directed to do so.Prepare all documents and contracts for appropriate signatures.Coordinate and process site documents.File and manage a usable, up-to-date filing system.Carry out any other ad hoc duties, any related job assigned by the building manager or the management']","['s:Bachelor’s Degree in Business Administration or any related fields.Minimum 1-2 years experience in administration.Good English literacy and communication skills.Proficient with Microsoft Office Word and Excel.Able to work flexible hourBe able to handle multitask.Interested applicants, please email your resume in English with a recent photo and expected salary via""Apply Now""Raimon Land Public Company Limited.Rajanakarn Building, 19th Floor, 3 South Sathorn Road,Yannawa, Sathorn, Bangkok 10120 ThailandT: (+66) 2 029 1889 # 1803 | F: (+66) 2 029 1891-2www.raimonland.com ']","Job Purpose:To take charge of all administrative functions of the site.Provide secretarial services and support to the Building Manager and Building Attendant when required.Assist the Building Manager in preparing and producing a variety of reports.Carry out any other duties as assigned by Management.Responsibilities:To purchase office supplies including maintain stock and keep records.Control list of equipment and filing form.To do minutes meeting and do any ensuring follow-up action needed.Collect site duty roster.To make memorandums, an announcement, Screen TV, upload on Facebook.Carry out basic inquiries when directed to do so.Prepare all documents and contracts for appropriate signatures.Coordinate and process site documents.File and manage a usable, up-to-date filing system.Carry out any other ad hoc duties, any related job assigned by the building manager or the managementQualifications:Bachelor’s Degree in Business Administration or any related fields.Minimum 1-2 years experience in administration.Good English literacy and communication skills.Proficient with Microsoft Office Word and Excel.Able to work flexible hourBe able to handle multitask.Interested applicants, please email your resume in English with a recent photo and expected salary via""Apply Now""Raimon Land Public Company Limited.Rajanakarn Building, 19th Floor, 3 South Sathorn Road,Yannawa, Sathorn, Bangkok 10120 ThailandT: (+66) 2 029 1889 # 1803 | F: (+66) 2 029 1891-2www.raimonland.com "
"         GRAPHIC DESIGN EXECUTIVE (ADOBE ILLUSTRATOR, AFTER EFFECTS)        ","[('property', 'others')]",,,           Salary provided                       ,"          Full Time, Permanent         ","['Responsibilities - Support corporate branding and corporate graphics. -Develop Adobe Photoshop, Illustrator, After Effects, Animation, GIF File. - Develop Template for internal pitch, presentation, briefs, programs, brochures,  websiteandcommunication collateral. - Develop story telling boards. - Develop mood/material boards in relation to development concept/strategies. - Develop graphics/documentation system for maximum efficiency. - Prepare product marketing material based on agreed brief. - Work closely with the concept product team for areas of graphic support.']",['s - At least 2 years’ experience working in graphics - Be able to use Microsoft Offices for presentation - Be able to understand and communicate in English '],"Responsibilities - Support corporate branding and corporate graphics. -Develop Adobe Photoshop, Illustrator, After Effects, Animation, GIF File. - Develop Template for internal pitch, presentation, briefs, programs, brochures,  websiteandcommunication collateral. - Develop story telling boards. - Develop mood/material boards in relation to development concept/strategies. - Develop graphics/documentation system for maximum efficiency. - Prepare product marketing material based on agreed brief. - Work closely with the concept product team for areas of graphic support.Qualifications - At least 2 years’ experience working in graphics - Be able to use Microsoft Offices for presentation - Be able to understand and communicate in English "
         Marketing Product (Low rise projects)        ,"[('marketing-public-relations', 'others'), ('property', 'property-consultancy'), ('property', 'others')]",,            3 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ","[""Job Description:Initiate and recommend strategies including excellent business solutions for the companyas a project owner.Conduct business plan in terms of potential and acquisition for both current and future products according to the company's plan, policy and strategy while focusing also in marketing, product concept, financial, business and legal aspects. Adopt the prepared study to further develop the projects.Prepare and implement marketing plans including prepare corresponding budget plan according to the company's policy and strategy.""]","[""s:Thai nationality, not over 35 years old.Master’s Degree or Bachelor's Degree inReal estate, Business Administration, Architecture, Finance, Economic, Engineerand related fields.At least 5 years working experience of market consultant, product development, marketing, business development in real estate developer or other related business.Enthusiastic, able to work under pressure, team player, initiative and strong analytical skill.Contact Info :If you've any question please feel free to contactKhunArunrach 080 - 808 - 0771Click hereSansiri Public Company Limited10th Fl.Siripinyo Bldg. 475 Sri Ayutthaya Rd.,Rajthevi, Bangkok 10400 Thailand.www.sansiri.com ""]","Job Description:Initiate and recommend strategies including excellent business solutions for the companyas a project owner.Conduct business plan in terms of potential and acquisition for both current and future products according to the company's plan, policy and strategy while focusing also in marketing, product concept, financial, business and legal aspects. Adopt the prepared study to further develop the projects.Prepare and implement marketing plans including prepare corresponding budget plan according to the company's policy and strategy.Qualifications:Thai nationality, not over 35 years old.Master’s Degree or Bachelor's Degree inReal estate, Business Administration, Architecture, Finance, Economic, Engineerand related fields.At least 5 years working experience of market consultant, product development, marketing, business development in real estate developer or other related business.Enthusiastic, able to work under pressure, team player, initiative and strong analytical skill.Contact Info :If you've any question please feel free to contactKhunArunrach 080 - 808 - 0771Click hereSansiri Public Company Limited10th Fl.Siripinyo Bldg. 475 Sri Ayutthaya Rd.,Rajthevi, Bangkok 10400 Thailand.www.sansiri.com "
         เจ้าหน้าที่บริหารทรัพย์สิน        ,"[('professional-services', 'legal-compliance'), ('property', 'others')]",            Entry Level           ,            3 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"หน้าที่ประสานงาน จัดเตรียมเอกสาร และหลักฐานที่เกี่ยวข้อง และรับมอบอำนาจบริษัท หรือเจ้าของบริษัทไปดำเนินการยื่นเรื่องกับหน่วยงานที่เกี่ยวข้องตามขั้นตอนที่กำหนด และเกี่ยวข้องกับที่ดิน/อาคาร/การต่ออายุสัญญาเช่า การปรับอัตราค่าเช่า ติดต่อประสานงานเกี่ยวกับผู้เช่า และตัวแทนของผู้ให้เช่า และจัดหาผู้เช่ารายใหม่ เข้าไปสำรวจตรวจสอบที่ดิน ป้องกันการบุกรุก รุกล้ำ ที่ดินของบริษัท และในเครือ จัดทำค่าพิกัดที่ตั้งของที่ดิน และนำรายชื่อของผู้เช่าลงในผังโฉนดที่ดินในแต่ละแปลง จัดเก็บค่าเช่าที่ดิน และอสังหาริมทรัพย์ต่าง ๆ ของบริษัท และในเครือ ประสานงานการดำเนินการทางกฎหมาย ในกรณีที่ผู้เช่ากระทำผิดสัญญา หรือไม่ปฏิบัติตามสัญญาคุณสมบัติปริญญาตรีทุกสาขา - สาขานิติศาสตร์ รัฐศาสตร์อายุไม่เกิน 30 ปีบริบูรณ์มีประสบการณ์ทางด้านอสังหาริมทรัพย์, กฎหมายก่อสร้างผังเมือง, ที่ดินออกพื้นที่และลงพื้นที่ได้ สามารถเดินทางไปทำงานต่างจังหวัดและพักค้างคืนได้มีความชำนาญในการขับรถยนต์ออกต่างจังหวัดสามารถใช้ Microsoft ได้ หากมีความสามารถในการใช้ Program computer อื่น เช่น Auto cad, Visio จะพิจารณาเป็นพิเศษ "
         Building Manager/ผู้จัดการฝ่ายอาคารและสถานที่        ,"[('building-construction', 'building-construction-qs'), ('building-construction', 'civil-structural'), ('property', 'property-management')]",            Middle level           ,            5 years experience           ,"           THB45,000 - 55,000 /month                     ",          Full Time         ,[],[],"หน้าที่หลักและความรับผิดชอบ:วางแผนการทำงานในการซ่อมบำรุงอาคาร ต่อเติม หรือ ตกแต่งภายใน ให้แล้วเสร็จตามเวลาที่กำหนดดูแลและบริหารจัดการเรื่องซ่อมแซมหรือบำรุงรักษาอาคารดูแลเรื่องการติดตั้งงานอีเว้นท์ต่างๆ เช่น ติดตั้งBackDrop เวที ระบบไฟแสงสีเสียง ไมค์ จอ LED ดูแลและบริหารจัดการงานระบบรักษาความปลอดภัย อาทิเช่น กล้องวงจรปิด ระบบป้องกันอัคคีภัยดูแลเรื่องงานระบบโทรศัพท์ภายใน การเดินสายโทรศัพท์ภายใน เสียงรอสายดูแลและบริหารจัดการเรื่องภาษีป้าย การติดตั้งป้ายต่างๆควบคุมการทำงานของช่างซ่อมบำรุงให้ทำงานสำเร็จตามแผนงานหรือใบสั่งงานที่ได้มอบหมายควบคุมการจัดเก็บอุปกรณ์งานอีเว้นท์ พร้อมทั้งดูแลซ่อมแซมให้ใช้งานได้ดีอยู่เสมอร่วมประชุมกับผู้รับเหมาหรือSupplier ต่างๆ ในการทำสัญญาซ่อมแซม ก่อสร้างงานอื่นๆที่ได้รับมอบหมายในสายงานคุณสมบัติ:ชาย - หญิง อายุ 32-38 ปี การศึกษา: ปริญญาตรีขึ้นไป สาขาวิศวกรรมก่อสร้างและการจัดการ หรือวิศกรรมโยธา หรือสาขาอื่นๆ ที่เกี่ยวข้องความรู้ความสามารถพิเศษ: มีใบประกอบวิชาชีพวิศวกรรมทักษะที่จำเป็น:Planning, Problem Solving, Service Minded, Good Communicationประสบการณ์: เกี่ยวกับงานด้านการก่อสร้างอาคารแนวสูง / แนวราบ, การบริหารโครงการ หรืองานบริหารอาคาร และงานซ่อมบำรุง / งานบริหารคลังสินค้า อย่างน้อย 5 ปีขึ้นไปเงินเดือน: ขึ้นอยู่กับประสบการณ์และความสามารถInterested candidates please submit your resume via click ' APPLY NOW 'Contact: Khun Duangduen Jaion (Tukta)Human Resources DepartmentJKN Global Media Public Company LimitedJKN Gallery Salaya 45/14 M.1, Songkanong Sub-District,Sam Pran District, Nakhon Pathom, 73210Tel: 034-310569-576 Mobile: 06-52329898LineID: jkn_recruitment www.jknglobal.com "
