job_title,job_categories,career_level,experience_year,salary,employment_type,job_responsibilities,job_qualifications,job_description
         Field Application Engineer / UP TO 35K / BTS PhromPhong / Electronics & Electrical Engineering        ,"[('engineering', 'electrical-electronics')]",            Entry Level           ,            2 years experience           ,           Salary provided                       ,          Permanent         ,[],[],"Field Application EngineerLocation: BTS PhromPhongSalary: UP TO 35KBonus ProvidedResponsibilities:co-work with Sales team to provide technical information and support to promote their productsdrive designing of the products, and support customers for their designs develop and expand more business as spearhead, and bring in new customers co-work and align with suppliers for all technical promotion activities support customers for implementing the products Requirements:<MUST>Degree in Electronics & Electrical Engineering1–2 Years experiences of field application engineer, technical sales or sales engineer for electronics partsknowledge in MCU (Memory Control Unit), Industrial Power and Motor Controlable to travel to oversea have experience of using Excel and Power Point in workEnglish: able to report to RHQ (Singapore) <NICE TO HAVE>must have own car and the driving license (to visit customer's office and sites)Working Days: Monday – FridayWorking Time: 8:00 – 17:15Gender: OpenMonthly Car Allowance: THB 7,000*All applications will be treated in strict confidence. All material submitted in connection with your application will become part of our confidential recruitment files. We regret that only shortlisted candidates will be notified.By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy. Please visitwww.kellyservices.co.thfor a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email to let us know.**********************************Kelly Services Staffing & Recruitment (Thailand) Co., Ltd.(A PERSOLKELLY Company)27th Floor, Empire Tower 3, Unit 2707,1 South Sathorn Road, Yannawa, Sathorn, Bangkok 10120 | ThailandContact Person: Mr. Pan064-239-2662Email: Pan_koonkong’@’kellyservices.co.th "
         PROPERTY MANAGEMENT MANAGER        ,"[('engineering', 'electrical-electronics'), ('engineering', 'mechanical')]",,,           Salary provided                       ,"          Full Time, Permanent         ",['Responsibilities:Review and comment MEP design drawings and specifications for new construction and renovation projectPerform pre-opening inspection and support project handover to operatorReview and advise Property Improvement Plan/CAPEX plans & proposals proposed by propertiesConduct periodic audits on building & tightness and engineering & safety at propertiesFollow up and support execution of preventive maintenances and rectification of defects at properties'],['s:Age 35-40 years oldBachelor’s degree or above in Mechanical engineering or related fieldMinimum 15 years of experience in design of MVAC Systems for high-rise building and hotel chainsGood command of English communicationProven experience in LEED/WELL is an advantageProven experience in energy management or energy saving initiative is an advantage '],Responsibilities:Review and comment MEP design drawings and specifications for new construction and renovation projectPerform pre-opening inspection and support project handover to operatorReview and advise Property Improvement Plan/CAPEX plans & proposals proposed by propertiesConduct periodic audits on building & tightness and engineering & safety at propertiesFollow up and support execution of preventive maintenances and rectification of defects at propertiesQualifications:Age 35-40 years oldBachelor’s degree or above in Mechanical engineering or related fieldMinimum 15 years of experience in design of MVAC Systems for high-rise building and hotel chainsGood command of English communicationProven experience in LEED/WELL is an advantageProven experience in energy management or energy saving initiative is an advantage 
         SUSTAINABILITY MANAGER / SENIOR SUSTAINABILITY EXECUTIVE        ,"[('engineering', 'energy-natural-resources'), ('engineering', 'electrical-electronics'), ('engineering', 'mechanical')]",,,           Salary provided                       ,"          Full Time, Permanent         ",['Responsibilities:Diagnose energy opportunities with business unit’s facilitiesDesign and evaluate energy management programs to improve operation and maintenance proceduresLead efforts to implement energy management programs with business unit’s facilitiesAssist in servicing business unit’s facilities for energy management programsPerform energy management audit '],"['s:Age 30-35 years old Bachelor’s degree or above in Mechanical/Electrical Engineering or related fieldMinimum 8 years of experience in implementation of energy management in hotels, office buildings and retailsCompetent skills in building systems Competent skills in Microsoft Office, specifically ExcelCompetent skills in English Competent analytical and problem-solving skills and proven team leadership skillsProven experience in LEED/WELL is an advantage ']","Responsibilities:Diagnose energy opportunities with business unit’s facilitiesDesign and evaluate energy management programs to improve operation and maintenance proceduresLead efforts to implement energy management programs with business unit’s facilitiesAssist in servicing business unit’s facilities for energy management programsPerform energy management audit Qualifications:Age 30-35 years old Bachelor’s degree or above in Mechanical/Electrical Engineering or related fieldMinimum 8 years of experience in implementation of energy management in hotels, office buildings and retailsCompetent skills in building systems Competent skills in Microsoft Office, specifically ExcelCompetent skills in English Competent analytical and problem-solving skills and proven team leadership skillsProven experience in LEED/WELL is an advantage "
         Refinery Economist        ,"[('engineering', 'energy-natural-resources'), ('engineering', 'chemical')]",            Entry Level           ,,           Salary negotiable                       ,"          Full Time, Permanent         ","['Location: Sriracha ChonburiResponsibilitiesTo produce production planning by gathering/ consolidating planning information and verifying/ thoroughly analysing production plan in order to ensure that reliable, accurate, optimal plan is developedTo develop, initially analyse, verify, recommend and publicise an optimum refinery production plan in order to economically guide refinery scheduling, operation and financial planning\uf0a7 Advise and provide key economic drivers to steer plant on daily basis in accordance with market movement. Communicate the drivers to plant through schedulers and business units\uf0a7 Identify margin improvement opportunities, participate in the technical development process from screening through closure of those evaluation by working closely with process engineering, operations, supply chain, commercial, business & strategic development team for internal and external business synergy project\uf0a7 To be the custodian of development and maintenance of margin improvement tool/ project such as Marginal Economic Monitoring (MEM) in order to improve quality of advice/ decision and company profitability\uf0a7 Perform economic evaluation of crude oil and feedstock in order to ensure that the right crude oil and feedstock is purchased\uf0a7 Coordinates and updates the crude assays using multiple information sources including crude assays, cargo quality data from actual cargo sample / available reliable data source. Being custodian of feedstock acceptance matrix (Crude Acceptance Matrix) to gather feedstock technical evaluation to support feedstock purchasing decision\uf0a7 To verify and recommend economic justification of internal and external business synergy projects and commercial deal in order to strengthen company competitive advantages and benefit\uf0a7 To support development of commercial deal, business synergy project and financial planning in order ensure that all deals are smoothly and economically developed']","['sBachelor or higher in Chemical Engineering discipline.experience of at least five years in Technology and Refinery Operation.Knowledge in business management and production planning is an advantageGood command of English and computer literacyTOEIC score of 550 is an advantageWelfareMedical Insurance Accidental Insurance Long Service Emblem Co-operative Club & Activities All Positions RequiredGood command of English and computer literacy   TOEIC score of 550 is required. Interested candidates should submit the application with recent photo, resume, academic transcript, ID card, English proficiency test result (TOEIC) and any other supporting documents onwww.thaioilgroup.com Contact :Recruitment TeamThaioil Energy Services Company Limited163/19 Moo 7 Tung- Sukla, Sriracha, Chonburi 20230Tel: 038-359-040, 038-408500 Ext. 6272-8Fax: 038-359-018 Ext. 6279 Website: www.thaioilgroup.com ']","Location: Sriracha ChonburiResponsibilitiesTo produce production planning by gathering/ consolidating planning information and verifying/ thoroughly analysing production plan in order to ensure that reliable, accurate, optimal plan is developedTo develop, initially analyse, verify, recommend and publicise an optimum refinery production plan in order to economically guide refinery scheduling, operation and financial planning Advise and provide key economic drivers to steer plant on daily basis in accordance with market movement. Communicate the drivers to plant through schedulers and business units Identify margin improvement opportunities, participate in the technical development process from screening through closure of those evaluation by working closely with process engineering, operations, supply chain, commercial, business & strategic development team for internal and external business synergy project To be the custodian of development and maintenance of margin improvement tool/ project such as Marginal Economic Monitoring (MEM) in order to improve quality of advice/ decision and company profitability Perform economic evaluation of crude oil and feedstock in order to ensure that the right crude oil and feedstock is purchased Coordinates and updates the crude assays using multiple information sources including crude assays, cargo quality data from actual cargo sample / available reliable data source. Being custodian of feedstock acceptance matrix (Crude Acceptance Matrix) to gather feedstock technical evaluation to support feedstock purchasing decision To verify and recommend economic justification of internal and external business synergy projects and commercial deal in order to strengthen company competitive advantages and benefit To support development of commercial deal, business synergy project and financial planning in order ensure that all deals are smoothly and economically developedQualificationsBachelor or higher in Chemical Engineering discipline.experience of at least five years in Technology and Refinery Operation.Knowledge in business management and production planning is an advantageGood command of English and computer literacyTOEIC score of 550 is an advantageWelfareMedical Insurance Accidental Insurance Long Service Emblem Co-operative Club & Activities All Positions RequiredGood command of English and computer literacy   TOEIC score of 550 is required. Interested candidates should submit the application with recent photo, resume, academic transcript, ID card, English proficiency test result (TOEIC) and any other supporting documents onwww.thaioilgroup.com Contact :Recruitment TeamThaioil Energy Services Company Limited163/19 Moo 7 Tung- Sukla, Sriracha, Chonburi 20230Tel: 038-359-040, 038-408500 Ext. 6272-8Fax: 038-359-018 Ext. 6279 Website: www.thaioilgroup.com "
         Electrical Project Engineer        ,"[('engineering', 'electrical-electronics')]",            Entry Level           ,,           Salary negotiable                       ,"          Full Time, Permanent         ",[],[],"สถานที่ทำงาน: ศรีราชา, ชลบุรีงานที่รับผิดชอบTo plan, direct and control the activities of Project with a view to control efficiently on office and field coordination, ensuring that project work handled by our resources and contractors is made in accordance with specification / engineering standard and local mandatory requirements, and goods ordered and arrival meets project schedule and Hal privilege approved validity and construction/ installation are adhered within the scope and according to plan/ safety aspects. วุฒิการศึกษาที่ต้องการBachelor or higher in Electrical Engineering or Process/ Control Engineering and Engineering License.At least 8-15 years experience in Project Engineer and/or Maintenance in oil industry or petrochemical industry is advantageous.Good command of English and computer literacyTOEIC score of 550 is an advantageWork @ Sriracha, Chonburiประสบการณ์ทำงาน8-15รายได้ขั้นต่ำต่อเดือน (บาท)สามารถต่อรองได้ ตามประสบการณ์All Positions Required     หากสนใจที่จะก้าวหน้าไปพร้อมกับเราเครือไทยออยล์ โปรดกรอกใบสมัคร พร้อมแนบรูปถ่าย ประวัติส่วนตัว (Resume) สำเนาใบสำเร็จการศึกษา (Transcript), สำเนาบัตรประชาชน, สำเนาทะเบียนบ้าน, เอกสารผ่านการเกณฑ์ทหาร และเอกสารอื่นๆที่เกี่ยวข้องApply online :www.thaioilgroup.com or click ""Apply Now""Contact :Thaioil Group Recruitment TeamThaioil Group163/19 Moo 7 Tung- Sukla, Sriracha, Chonburi 20230Tel: 038-359-040, 038-408500 Ext. 6272-8Fax: 038-359-018 Ext. 6279Website:www.thaioilgroup.com "
         Electrical Engineer        ,"[('engineering', 'electrical-electronics')]",            Entry Level           ,,           Salary negotiable                       ,"          Full Time, Permanent         ",[],[],"สถานที่ทำงาน: ศรีราชา, ชลบุรีงานที่รับผิดชอบTo plan, organize, manage, and execute electrical support to ensure to obtain maximum reliability, integrity and availability of equipment/any concened, analyze minimize impact of process operation and performamce as well as the efficiency of equipment to be improved or maintained at maximum.วุฒิการศึกษาที่ต้องการBac in Electrical Engineer or related fieldGood command of English and computer literacyTOEIC score of 550 is an advantageWork @ Sriracha, Chonburiประสบการณ์ทำงาน0-10รายได้ขั้นต่ำต่อเดือน (บาท)สามารถต่อรองได้ ตามประสบการณ์All Positions Required     หากสนใจที่จะก้าวหน้าไปพร้อมกับเราเครือไทยออยล์ โปรดกรอกใบสมัคร พร้อมแนบรูปถ่าย ประวัติส่วนตัว (Resume) สำเนาใบสำเร็จการศึกษา (Transcript), สำเนาบัตรประชาชน, สำเนาทะเบียนบ้าน, เอกสารผ่านการเกณฑ์ทหาร และเอกสารอื่นๆที่เกี่ยวข้องApply online :www.thaioilgroup.com or click ""Apply Now""Contact :Thaioil Group Recruitment TeamThaioil Group163/19 Moo 7 Tung- Sukla, Sriracha, Chonburi 20230Tel: 038-359-040, 038-408500 Ext. 6272-8Fax: 038-359-018 Ext. 6279Website:www.thaioilgroup.com "
         Assistant Electrical & Electronics Laboratory Manager        ,"[('engineering', 'electrical-electronics'), ('engineering', 'telecommunication-wireless-radio')]",            Middle level           ,            5 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ","['Duties:Setup and manage the safety laboratory for Battery Operated Toy and E&E products.To Lead the E&E and Calibration team for developing new capability and improvement of the existing tests to align with the regulation/specification or customer requirement.To interface with SGS networks and external organization for updating technical information.To manage lab resources and equipment ensuring the effective deployment and adequate resources in line with the volume of work and potential growth of business. Monitoring use and maintenance of the equipment and housekeeping in laboratory. Review the SOP and sample to ensure that they comply to test standards and client’s request. To ensure that the QA functions are fully implemented to comply with the ISO/IEC 17025 standard requirements. To support marketing activities, sales promotions, campaign or seminars.To provide technical training and technical information to Lab, Sales or CS/KAM team and customer on the expertise area.To investigate or internal audit for the case of complaint or NCR on the expertise area.To be responsible as “ Deputy Technical Manager” of Calibration Laboratory as defined by ISO/IEC 17025.To be responsible as “Technical Manager” of EE safety Laboratory as defined by ISO/IEC 17025.To have authorize to report, review and authorization of results for EE Safety Lab.At all times, comply with SGS Code of Integrity and Professional Conduct.Senior Technical Engineer is deputy when the above position was absent (for Calibration Lab).']",['s:Bachelor Degree in Electrical/Electronic Engineering.Minimum 4 years experience in E&E laboratory.Experience in instrument or electrical field.Basic Quality System.ISO/IEC 17025 Requirements.E&E Product Safety testing.Technical Knowledge in metrological measurement.Communication and Writing in English. '],"Duties:Setup and manage the safety laboratory for Battery Operated Toy and E&E products.To Lead the E&E and Calibration team for developing new capability and improvement of the existing tests to align with the regulation/specification or customer requirement.To interface with SGS networks and external organization for updating technical information.To manage lab resources and equipment ensuring the effective deployment and adequate resources in line with the volume of work and potential growth of business. Monitoring use and maintenance of the equipment and housekeeping in laboratory. Review the SOP and sample to ensure that they comply to test standards and client’s request. To ensure that the QA functions are fully implemented to comply with the ISO/IEC 17025 standard requirements. To support marketing activities, sales promotions, campaign or seminars.To provide technical training and technical information to Lab, Sales or CS/KAM team and customer on the expertise area.To investigate or internal audit for the case of complaint or NCR on the expertise area.To be responsible as “ Deputy Technical Manager” of Calibration Laboratory as defined by ISO/IEC 17025.To be responsible as “Technical Manager” of EE safety Laboratory as defined by ISO/IEC 17025.To have authorize to report, review and authorization of results for EE Safety Lab.At all times, comply with SGS Code of Integrity and Professional Conduct.Senior Technical Engineer is deputy when the above position was absent (for Calibration Lab).Qualifications:Bachelor Degree in Electrical/Electronic Engineering.Minimum 4 years experience in E&E laboratory.Experience in instrument or electrical field.Basic Quality System.ISO/IEC 17025 Requirements.E&E Product Safety testing.Technical Knowledge in metrological measurement.Communication and Writing in English. "
         HSE Auditor - ประสบการณ์ 5 ปี/ผู้ตรวจสอบสายงาน Environmental Health and Safety - ประสบการณ์ 5 ปี        ,"[('engineering', 'health-safety-environmental'), ('sciences-lab-researchdevelopment', 'environmental-science-waste-management'), ('admin-hr', 'employee-relations')]",            Entry Level           ,            5 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"SPECIFIC RESPONSIBILITIES:Acting as the audit team leader and manage the audit team (if no Lead or Senior Auditor in team)Check daily job allocation for audit assignment detail.Review reference audit documents, i.e., Standards, client’s SOP/Procedure, etc., prior to execution of audit to ascertain completeness of information / document and complete understanding of applicable audit requirements. Represent the company with integrity, professionalism, and skills when conducting the auditPrioritize, plan, organized work efficiently to deliver first-rate audit services and end products such as audit recaps, reports and other client specific reporting tools. Conduct audit in an accurate, detailed, and timely manner, write comprehensive report of findings in compliance with Standards/SOP/client requirement and applicable references mentioned above. Inform Acting Operation Manager – Audit and / or coordinator of any problems found during audit, i.e, unable to enter facility, and/or no cooperaton from facility, prior to making any decision for further solution or completion of the auditRetain and safeguard document/information pertaining to the audit and maintain all audit findings confidentially.Prepare and submit the audit report within time frame, preferably on the next working day.Identify training needs, and where applicable, provide recommendation on trainings required for continuous work improvements and capability enhancement.Operate to the highest standards of ethics, in accordance with the SGS Statement of IntegrityKeep the confidential data of all audit informationQUALIFICATION & SKILLS:Bachelor Degree inSafety Engineer or Environmental Engineer/Science or EHS.5 years in Environmental Health and Safety.Able to prioritize client requests, plan, and adjust to different client audit requirements.Able to adapt communications to the situation.Strong planning, organizational, and time management skills.Able to work independently and to coordinate several activities simultaneouslyAble to interact with all levels of management, suppliers and clientsGood at observing, analyzing, and reporting.Good in English communication, both speaking and writing.Capable of operating PC.Applies judgment and acts according to the SGS standards of ethics and integrity.Human Resources DepartmentSGS (Thailand) Limited100 Nanglinchee Road, Chongnonsee YannawaBangkok 10120 ThailandTel : +66 (0)2 678 18 13 Ext 1117 "
         Test Engineer - EMC Testing(Amata Nakorn - Chonburi)/วิศวกรรมไฟฟ้า ประสบการณ์ 1 ปีขึ้นไป        ,"[('engineering', 'electrical-electronics')]",            Entry Level           ,            1 year experience           ,           Salary provided                       ,"          Full Time, Permanent         ","['Test Engineer - EMC TestingResponsibilites:To support Lab Manager and Lab Section Head to manage the responsible laboratory department at a high standard of Technical and Commercial Services to our clients.Perform and evaluate EMC testing on Electronics products.Generate the reportReview test standards and procedures for testing.Solve problem on test project.Coordinate with customers, suppliers and sub-contractors to ensure smooth execution of projects.Provide techinical support to internal staff.Monitoring use and maintenance of equipment and housekeeping in the laboratory.Monitoring, controlling and recording of environmental condition as appropriated.Maintain daily project operation and achieve clients’ requestAt all times, comply with SGS Code of Integrity and Professional Conduct.Laboratory Section Head is deputy when above position is absent.']","['s:Bachelor Degree in Electrical/ Electronics Engineer or related. Minimum 1 year working in Electronic Industrial, R&D or EMC testing laboratory ']","Test Engineer - EMC TestingResponsibilites:To support Lab Manager and Lab Section Head to manage the responsible laboratory department at a high standard of Technical and Commercial Services to our clients.Perform and evaluate EMC testing on Electronics products.Generate the reportReview test standards and procedures for testing.Solve problem on test project.Coordinate with customers, suppliers and sub-contractors to ensure smooth execution of projects.Provide techinical support to internal staff.Monitoring use and maintenance of equipment and housekeeping in the laboratory.Monitoring, controlling and recording of environmental condition as appropriated.Maintain daily project operation and achieve clients’ requestAt all times, comply with SGS Code of Integrity and Professional Conduct.Laboratory Section Head is deputy when above position is absent.Qualifications:Bachelor Degree in Electrical/ Electronics Engineer or related. Minimum 1 year working in Electronic Industrial, R&D or EMC testing laboratory "
         Senior Mechanical Engineer(ใบอนุญาต ระดับสามัญวิศวกรเครื่องกล)/วิศวกรเครื่องกลอาวุโส - ใบอนุญาต ระดับสามัญวิศวกรเครื่องกล        ,"[('engineering', 'maintenance'), ('engineering', 'manufacturing-production'), ('engineering', 'mechanical')]",            Middle level           ,            3 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ","['Senior Mechanical EngineerResponsibilities:Review job instructions, relevant documents, inspection procedures, including type sample (if any) prior to inspection.Advise the Industrial Coordinator/Operation Manager/Manager Industrial Services of any problems or discrepancies that occur during the inspection, prior to making any decision or prior completion of the inspection. Obtain the acknowledgement from the client’s / or supplier’s representative of inspection findings before leaving the factory.Other duties as assigned by the Operations Manager.Comply with company rules, regulations, and codes.']",['s:Mechanical Engineering DegreeMinimum experience 3 yearsKnowledge welding inspectionKnowledge NDT methodsKnowledge about pressure vessel or tankKnowledge quality control or inspection backgroundKnowledge basic English in writing and speaking '],"Senior Mechanical EngineerResponsibilities:Review job instructions, relevant documents, inspection procedures, including type sample (if any) prior to inspection.Advise the Industrial Coordinator/Operation Manager/Manager Industrial Services of any problems or discrepancies that occur during the inspection, prior to making any decision or prior completion of the inspection. Obtain the acknowledgement from the client’s / or supplier’s representative of inspection findings before leaving the factory.Other duties as assigned by the Operations Manager.Comply with company rules, regulations, and codes.Qualifications:Mechanical Engineering DegreeMinimum experience 3 yearsKnowledge welding inspectionKnowledge NDT methodsKnowledge about pressure vessel or tankKnowledge quality control or inspection backgroundKnowledge basic English in writing and speaking "
