job_title,job_categories,career_level,experience_year,salary,employment_type,job_responsibilities,job_qualifications,job_description
         Admin Accountant (1 Year Contract)        ,"[('accounting', 'general-accounting'), ('admin-hr', 'administration-operation-clerical-support'), ('others', 'student-fresh-graduate-no-experience')]",            Entry Level           ,,           Salary provided                       ,          Contract         ,"['ResponsibilitiesSupport Senior Account ReceivableExecutive in Order to cash process.Process order to cash including coordinating with customer service team for invoices, review accuracy of invoices, follow up and collect the payment from customers from Food Service and some part of retail. Review credit card transactions from customers from Häagen-Dazs shops and prepare summary for CG team.Filling all documents for AP and AR.Other ad-hoc as assign by manager.']","['sBachelor Degree in AccountingGood attitude, Self-motivated and a team playerAble to meet deadline for all work delegatedGood interpersonal and communication skillsExperience in SAP is an advantageNew graduate are welcomeHD Distributors (Thailand) Co., Ltd.Unit 1201, 12th Floor Mercury Tower540 Ploenchit Road, Lumpini,Pathumwan, Bangkok10330  ']","ResponsibilitiesSupport Senior Account ReceivableExecutive in Order to cash process.Process order to cash including coordinating with customer service team for invoices, review accuracy of invoices, follow up and collect the payment from customers from Food Service and some part of retail. Review credit card transactions from customers from Häagen-Dazs shops and prepare summary for CG team.Filling all documents for AP and AR.Other ad-hoc as assign by manager.QualificationsBachelor Degree in AccountingGood attitude, Self-motivated and a team playerAble to meet deadline for all work delegatedGood interpersonal and communication skillsExperience in SAP is an advantageNew graduate are welcomeHD Distributors (Thailand) Co., Ltd.Unit 1201, 12th Floor Mercury Tower540 Ploenchit Road, Lumpini,Pathumwan, Bangkok10330  "
         Legal Assistant        ,"[('admin-hr', 'administration-operation-clerical-support'), ('professional-services', 'legal-compliance'), ('manufacturing', 'others')]",            Middle level           ,            2 years experience           ,"           THB20,000 - 30,000 /month (negotiable)                     ","          Full Time, Permanent         ","['Our client is Japanese Nationality Company, now seeking for an experienced candidate to join as aLegal Assistant.Position:      Legal AssistantLocation:     SamutprakanBusiness:     ChemicalSalary:       20,000 - 30,000 THB / monthWorking hour: Monday – Friday, 8.30 AM – 17.10 PM']","['s RequiredFemale Age not over 30 years old. Bachelor or Master Degree of Law. 2-5 year experiences in Corporate Legal or law firm. Wide experience in general corporate areas. Work independently and as a team. Good command in English and computer literacy. Have a lawyer license. Have experience in Japanese or other foreign companies. Job Description    Over all of support to Thai Female legalsuch as Draft, review and negotiate various business contract (with suppliers, customers, service vender , etc.) and gather New law.In addition for future,  Support and coordinate with various departments. (HR, Finance/Tax, Logistics, etc.)Draft and review internal company rules and regulations. Manage local lawyers in conducting the above tasks. Provide advice on wide range of legal issues. (corporate, contract, labor, competition, etc.)Implement effective compliance. (company laws, labor laws, sales regulations, etc.)Conduct periodic review on the compliance status and report to management. Interested candidate, please send your resume in English(Microsoft Word file will be advantage)Along with your recent photo and expected salary to us via JobsDB or contact us.JAC Personnel Recruitment Ltd.10F, Emporium Tower, 622 Soi 24, Sukhumvit Road,Klongton, Klongtoey, Bangkok 10110If you are interested in this position, please contactK. Peerawit (P)Tel: 02-261-1270      ']","Our client is Japanese Nationality Company, now seeking for an experienced candidate to join as aLegal Assistant.Position:      Legal AssistantLocation:     SamutprakanBusiness:     ChemicalSalary:       20,000 - 30,000 THB / monthWorking hour: Monday – Friday, 8.30 AM – 17.10 PMQualifications RequiredFemale Age not over 30 years old. Bachelor or Master Degree of Law. 2-5 year experiences in Corporate Legal or law firm. Wide experience in general corporate areas. Work independently and as a team. Good command in English and computer literacy. Have a lawyer license. Have experience in Japanese or other foreign companies. Job Description    Over all of support to Thai Female legalsuch as Draft, review and negotiate various business contract (with suppliers, customers, service vender , etc.) and gather New law.In addition for future,  Support and coordinate with various departments. (HR, Finance/Tax, Logistics, etc.)Draft and review internal company rules and regulations. Manage local lawyers in conducting the above tasks. Provide advice on wide range of legal issues. (corporate, contract, labor, competition, etc.)Implement effective compliance. (company laws, labor laws, sales regulations, etc.)Conduct periodic review on the compliance status and report to management. Interested candidate, please send your resume in English(Microsoft Word file will be advantage)Along with your recent photo and expected salary to us via JobsDB or contact us.JAC Personnel Recruitment Ltd.10F, Emporium Tower, 622 Soi 24, Sukhumvit Road,Klongton, Klongtoey, Bangkok 10110If you are interested in this position, please contactK. Peerawit (P)Tel: 02-261-1270      "
         (Senior) Account Administrator @ChonBuri (30K-40K)         ,"[('accounting', 'general-accounting'), ('accounting', 'others'), ('admin-hr', 'administration-operation-clerical-support')]",            Senior level           ,            5 years experience           ,           Salary negotiable                       ,"          Full Time, Permanent         ",[],[],"<Job Responsibilities>AccountingTo handle company’s account receivable and payable and other expensesTo issue invoice,receiptand tax invoiceTo prepare payment voucher and receipt voucherTo deal with accounting firm for preparing tax and withholding tax report to submit to Revenue Department such as PND1, 3, 53, 54, PP30 and PP36To monitor suspense A/C and advance paymentTo create report and analyze the accounting and financial for managementFinancialTo control petty cash and prepare petty cash reportTo reconcile bank statementTo forecast P&L and cash flow plan report to managementTo communicate with bank for document preparation and maintain banking relationshipsAdminTo prepare the employment document tosubmitto Department of EmploymentTo handle Social Security Insurance, provident fund, insurance for employeeTo be responsible for work permit and visa for Japanese staffTo format, setup and install PCTo operate office management for smooth running and effectivenessTo take care of purchasing office materials and expense controlTo manager company driver and company car<Necessary Skill / Experience >Thainationality,Male/Female,age34-45years oldBachelor'sdegreein accounting, financeor any related fieldsAt least5yearexperiencein accounting and administrativefunction.Good command of written and spoken EnglishKnowledge of Thailand’s finance and tax legislationComputer Literacy (Microsoft Office, Microsoft Excel)<Preferable Skill / Experience>Accounting and administrative staff in Japanese trading company or small companyIT skillsLanguages skillsEnglish:Advanced Conversational Level – Business Level (TOEIC: 650)Japanese:NoneWorkplace Area:HarbourMallLaemchabang,ChonburiWorking Hour:8:30 -17:30(Mon – Fri)About theBenefitsSalary:30,000 – 40,000 THBAbout thecompanyProducts:Human resource solution providerBusiness Type:Human Resource Agent / Recruitment AgentHOW TO APPLY,*** Please submit yourresumewithphoto, yourcurrent & expected salary, andreference:(Senior) Administrator @ChonBuri(30K-40K)*** Any query regarding this Job or application method, please call Tel. 02-021-0333RGF HR Agent Recruitment (Thailand) Co., Ltd.（株式会社リクルートホールディングスタイ法人）689 BHIRAJ TOWER at EmQuartier, 23rd Floor, Room No. 2304-2306Sukhumvit Road, North Klongton Sub-District, Vadhana District, Bangkok 1011Tel: 02-021-0333Website : www.rgf-hragent.asia/en/thailand "
         HRBP Generalist ( Sr. Sup level )        ,"[('admin-hr', 'compensation-benefits'), ('admin-hr', 'employee-relations'), ('admin-hr', 'recruitment-executive-search')]",            Middle level           ,            5 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"JOB RESPONSIBILITY:The HR Supervisor will support Plant HR Manager on both strategic human resource business partnering and operational human resource responsibilities.Providing proactive, effective and forward-looking advice and support in all human resource related matters including but not limited to recruitment, compensation, learning & development, talent management, organizational development, employee engagement & retention, and employee relations.Responsible for all human resource related processes at the plant and ensuring that they are effective, efficient and adhering to corporate governance at all times, mainly focus on Recruitment &Training DevelopmentCandidates must possess at least 5 years of relevant HR and managerial experience in a multinational plant setting with the ability to translate business needs into effective strategies, design relevant HR programs, processes and policies in support of continuous improvement/change management at the plant. He/she should also possess strong implementation/execution capabilities with good follow-through on all HR activities. The HRBP will also be tasked to support Management on change management and continuous improvement projects, participate in country /projects and any other duties and responsibilities as assigned JOB QUALIFICATIONSEducation:At least a bachelor’s degree in business administration, HR or related fieldExperienceStrong business orientation and extensive hands-on experience as a HR practitioner.Fully competent in using MS Office suite of application.Prior hands-on experience with SAP/HRIS preferred.Experience on recruitment, training, compensation & Benefit and employee relation strategyKnowledge of Coaching and Problem-solving skill.Knowledge of Thai labor lawKnowledge of Automotive Quality System and EHS SystemPersonal AttributePositive mindset with the ability to interact well with all levels.Strong leadership skills with high level of integrity and negotiation.Independent character with strong communication, presentation and interpersonal skills.Excellent proficiency in English and ThaiGeneral BenefitWorking Hour: Monday – Friday 8:00 a.m. – 05:00 p.m.Free MealHousing AllowanceTransportation Allowance1-month Bonus fixed (End of year) and variable BonusProvident Fund (company contribution rate starts 5%-10%)Group Insurance (OPD/IPD/Dental)If you are interested in this position please clickApplythen Recruiter will contact you as quickly as we canTE Connectivity Manufacturing (Thailand) Co., Ltd.Gateway City Industrial Park837 Moo 9 Huasamrong Sub-DistrictPlaengyao District,Chachoengsao 24190, THAILANDwww.te.com "
         Staff - Sales Support Administration        ,"[('admin-hr', 'administration-operation-clerical-support'), ('insurance', 'others'), ('sales-cs-business-devpt', 'sales-administration')]",            Entry Level           ,            1 year experience           ,           Salary provided                       ,"          Full Time, Permanent         ","['Job Description:Sale Support Administration Sales Recruitment: to arrange and coordinate preparation for recruiting events ie career seminar or open house as well as coordinate with internal and external parties related to recruitment from prospecting to completion of hiringSales Activities and Events: coordinate with necessary internal and external parties for end-to-end that includes logistics, reservations, material, documentation and refreshment (if needed) and lead or assist at the events.Sales Activities tracking: to monitor and report on result of any sales activities and event to ensure performance meets expectation and plan to cover costs of the event as well as manage logistics of rewards delivery to qualifiers.Sales Communication: Communicate all necessary information including all internal sales announcements and external rules and regulations to all related parties within FSA channel within appropriate timeline and to ensure the acknowledgement and clear understanding of the audience • Special Sales Campaigns : coordinate with related parties and monitor results of sales campaigns and promotionDigital Tools Administration Conduct UAT activities for new system or digital tools development when requiredCoordinate the implementation of relevant systems to FSA Conduct new registration for new FSA users to digital tools as well as to maintain and update any movement of FSA for accurate record of using digital toolsCoordinate for MIS data and necessary requests for tracking reports that includes production, quality, recruitment and event performance trackingManage and organize distribution of potential customer leads allocation for FSA and keep tracking on productivity of the lead conversion and resultsBack Office Administration SupportMonitor expenses and budget and perform necessary reimbursement for FSA channelHandle and liaise with procurement department on necessary material and items required for sales and recruitment activitiesHandle day to day department administration and coordination ']",['s:Bachelor’s degree in any fields 1-2 years of experience in sales administration Understanding of sales force structure and behavior Good in English communication Excellent computer literacy Strong interpersonal and communication skills Digital and online skills Ability to work individually and meet deadlines Ability to work under pressure Work efficiently and accurately to ensure precision of reports Able to work over the weekends and upcountry (when required)  '],"Job Description:Sale Support Administration Sales Recruitment: to arrange and coordinate preparation for recruiting events ie career seminar or open house as well as coordinate with internal and external parties related to recruitment from prospecting to completion of hiringSales Activities and Events: coordinate with necessary internal and external parties for end-to-end that includes logistics, reservations, material, documentation and refreshment (if needed) and lead or assist at the events.Sales Activities tracking: to monitor and report on result of any sales activities and event to ensure performance meets expectation and plan to cover costs of the event as well as manage logistics of rewards delivery to qualifiers.Sales Communication: Communicate all necessary information including all internal sales announcements and external rules and regulations to all related parties within FSA channel within appropriate timeline and to ensure the acknowledgement and clear understanding of the audience • Special Sales Campaigns : coordinate with related parties and monitor results of sales campaigns and promotionDigital Tools Administration Conduct UAT activities for new system or digital tools development when requiredCoordinate the implementation of relevant systems to FSA Conduct new registration for new FSA users to digital tools as well as to maintain and update any movement of FSA for accurate record of using digital toolsCoordinate for MIS data and necessary requests for tracking reports that includes production, quality, recruitment and event performance trackingManage and organize distribution of potential customer leads allocation for FSA and keep tracking on productivity of the lead conversion and resultsBack Office Administration SupportMonitor expenses and budget and perform necessary reimbursement for FSA channelHandle and liaise with procurement department on necessary material and items required for sales and recruitment activitiesHandle day to day department administration and coordination Qualifications:Bachelor’s degree in any fields 1-2 years of experience in sales administration Understanding of sales force structure and behavior Good in English communication Excellent computer literacy Strong interpersonal and communication skills Digital and online skills Ability to work individually and meet deadlines Ability to work under pressure Work efficiently and accurately to ensure precision of reports Able to work over the weekends and upcountry (when required)  "
         HR Manager        ,"[('admin-hr', 'compensation-benefits'), ('admin-hr', 'employee-relations'), ('admin-hr', 'recruitment-executive-search')]",            Senior level           ,,           Salary provided                       ,          Permanent         ,"[' Responsibilities:Managing and conducting all functions of human resources management.Working closely with the corporate management team in managing, conducting and implementing corporate policies related to human resources, organization, employee development, manpower planning, human resources budget, HRM strategies plan, policies and procedures in line with business strategies and corporate direction.Assisting Headquarter HR by providing relevant employee information (e.g. leaves of absence, sick days, and work schedules) and managing the payroll process related to Salary Payment, Overtime, Attendance, and Leave Records in Thailand.Answering employees query about HR-related issues.Managing administrative operation related to employees Welfare and Benefits, Social Security, etc.Liaising with external partners like insurance vendors, and ensuring legal compliance.Overseeing general affairs and administration and ensuring good Government relations for any permission.Being responsible for the employee onboarding process and probation process including updating the employee database.Handling the visa and work permit issues for all foreign employees.Performing other duties as assigned.']","[""s:Male or Female.Bachelor's Degree or Higher in Human Resource Management or related field.Minimum experiences in HR&A management for over 8 - 10 years.Keen & hands-on all HR&A system management & HR&A software management.HRD system implementation direct experiences are preferred.Good in related Management skills as strategic HR & A management.Good communication (Spoken, Written, Read) in English.Reference Code: HM1111905 ""]"," Responsibilities:Managing and conducting all functions of human resources management.Working closely with the corporate management team in managing, conducting and implementing corporate policies related to human resources, organization, employee development, manpower planning, human resources budget, HRM strategies plan, policies and procedures in line with business strategies and corporate direction.Assisting Headquarter HR by providing relevant employee information (e.g. leaves of absence, sick days, and work schedules) and managing the payroll process related to Salary Payment, Overtime, Attendance, and Leave Records in Thailand.Answering employees query about HR-related issues.Managing administrative operation related to employees Welfare and Benefits, Social Security, etc.Liaising with external partners like insurance vendors, and ensuring legal compliance.Overseeing general affairs and administration and ensuring good Government relations for any permission.Being responsible for the employee onboarding process and probation process including updating the employee database.Handling the visa and work permit issues for all foreign employees.Performing other duties as assigned.Qualifications:Male or Female.Bachelor's Degree or Higher in Human Resource Management or related field.Minimum experiences in HR&A management for over 8 - 10 years.Keen & hands-on all HR&A system management & HR&A software management.HRD system implementation direct experiences are preferred.Good in related Management skills as strategic HR & A management.Good communication (Spoken, Written, Read) in English.Reference Code: HM1111905 "
         Human resources and administration (N3)  (Japanese Speaking) (25K-30K) (SDG-52984)        ,"[('admin-hr', 'administration-operation-clerical-support'), ('admin-hr', 'compensation-benefits'), ('professional-services', 'translation')]",            Entry Level           ,            2 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"Job ResponsibilitiesSupport Japanese MD and also Japanese employee on documentation such as visa & work permit, salary paymentResponsible for tax documentation (tax calculation, tax payment)Other tasks assigned by Japanese MDNecessary Skill / ExperienceThai nationality, Male/Female, 30-34 years oldBachelor's degree in any fieldsGood command in Japanese in both speaking and writing (at least level N3)At least 2 years experiences as HR/Admin/GA document tasks especially tax documentation, visa work permit, salary payment<Preferable Skill / Experience>Be able to communicate in EnglishLanguages skillsEnglish:Conversational LevelJapanese:Conversational LevelWorkplace Area:MRT Phra Ram 9, BangkokWorking Hour:9:00-18:00 (Mon- Fri)About theBenefitsSalary:25,000–30,000THBAbout the companyProducts:Internet Services; Other Human Resources / Education / Consulting / Professional Services;Business Type:Internet Services; Other Human Resources / Education / Consulting / Professional Services;HOW TO APPLY*** Please submit yourresume with recent photo, your current & expected salary, andreference: Human resources and administration (N3) (Japanese Speaking) (25K-30K) (SDG-52984)*** Any query regarding this Job or application method, please call Tel. 02-021-0333RGF HR Agent Recruitment (Thailand) Co., Ltd.（株式会社リクルートホールディングスタイ法人）689 BHIRAJ TOWER at EmQuartier, 23rd Floor, Room No. 2304-2306Sukhumvit Road, North Klongton Sub-District, Vadhana District, Bangkok 1011Tel: 02-021-0333Website : www.rgf-hragent.asia/en/thailandfind us on Facebook:RGF Thailand "
         HR Compensation & Benefit        ,"[('admin-hr', 'compensation-benefits')]",            Middle level           ,            5 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"Responsibilities:Main duty is to manage a process of payroll life cycle (300+ headcounts), tax, social security, provident fund, welfare etc.Support day-to-day operation of Compensation and benefits functionsIn charge of all payroll, data related audits to align with compliance.Manages Employee’s leave record and systemOthers tasks as assigned by Manager Requirement:Degree's in related fields Age not over 40 yrs. At least 5 years' hands-on experience in payroll and C&B functionsExperience in managing 300+ staff payroll - a Must and trading company will be a plusEnglish communication and presentation skills will be a plusExpert of local labor laws Fast-learning, adaptable to fast-paced environment and well-managed under tight deadline. "
         Human Resources Manager        ,"[('admin-hr', 'compensation-benefits'), ('admin-hr', 'employee-relations'), ('admin-hr', 'recruitment-executive-search')]",            Senior level           ,            8 years experience           ,           Base salary + high commission                       ,"          Contract, Full Time, Permanent         ","['SI-UK Bangkok Co., Ltd.Key ResponsibilitiesRecruitment: Handling entire recruitment process, recruitment from walk-in interviews, newspaper advertisements, job portals, internal references and other sources - in Thailand and in other countries we have officesProcessing monthly payroll - salary preparation/commission paymentsYear end tax documentation for employees (current & retired)Maintain confidentiality and observe data protectionDevelop, implement and improve office policies and proceduresMaking and sending offer/appointment letters/increment letters/employment contractsConducting 3 month probation and yearly appraisalsInduction and Orientation: Completing joining forms, collection of education information, previous employment information, collection joiningformsCreation Email/database/CRM (others as needed) credentials via technical team by submitting ticket through the helpdesk (MOJO)Managingattendancefor payroll of all employees through biometric machine.Managingdeparturerecords in excel (and database of all staff)Handling of the compliance for the employeesHandling employee grievances and conveying them to management/country manager/director in timely mannerPerformance managementTraining and development- determine training gaps of various staff members and getting the required training scheduled with reports to manager’s/training managersIssuewarnings (verbal/letter)if required related to late comers, performance issues, attitude,misbehavior, etc.Maintaining all staff’s personal records file, update that from time to time which will contain all copies of letters issued to them, their identity cards, house registration, with signatures of staff. Making and implementing various SOPs (Standard Operating Procedures) for smooth functioning of the office in coordination with country manager/office managerOverseeing and managing work permits for foreign workersOverseeing and managing work visa and visa renewals for foreignworkersOverseeing and managing BOI visa and other items for foreign workersCompetenciesBuilding Relationships: Ability to build rapport with all staff membersInfluence and Persuade: Present sound and well-reasoned arguments to convince othersCommunication: Excellent presentation, listening and written skillsOrganisation and Planning: Prioritise and plan activities, and work to tight deadlinesInitiative: Improve or enhance processes to maximise performance and deliveryResilience: Approach work with commitment, motivation and energyTeamwork: Ability to work to team goals and organisational goals in a collaborative mannerExcellent written and verbal communication skills is a prerequisiteOrganise staff events outside the office – seasonal parties, company trips, etc.']",['sBachelor Degree in Human Psychology/MBA with specialisation in Human Resources or anygraduate/post graduate experience in handling HR aspects in a corporate environment Ability to challenge and debate issues of importance to the organizationAnalytical abilities and problem solving skillsDemonstrated leadership and vision in managing staff groups and major initiativesAbility to communicate at all levelsExperience in prioritising own workload in order to meet tight deadlinesHighly competent multi-taskerExcellent attention to detail and present yourself in a professional mannerResourceful and flexible in approachEmploy initiative to think outside-the-boxAbility to communicate effectively in English '],"SI-UK Bangkok Co., Ltd.Key ResponsibilitiesRecruitment: Handling entire recruitment process, recruitment from walk-in interviews, newspaper advertisements, job portals, internal references and other sources - in Thailand and in other countries we have officesProcessing monthly payroll - salary preparation/commission paymentsYear end tax documentation for employees (current & retired)Maintain confidentiality and observe data protectionDevelop, implement and improve office policies and proceduresMaking and sending offer/appointment letters/increment letters/employment contractsConducting 3 month probation and yearly appraisalsInduction and Orientation: Completing joining forms, collection of education information, previous employment information, collection joiningformsCreation Email/database/CRM (others as needed) credentials via technical team by submitting ticket through the helpdesk (MOJO)Managingattendancefor payroll of all employees through biometric machine.Managingdeparturerecords in excel (and database of all staff)Handling of the compliance for the employeesHandling employee grievances and conveying them to management/country manager/director in timely mannerPerformance managementTraining and development- determine training gaps of various staff members and getting the required training scheduled with reports to manager’s/training managersIssuewarnings (verbal/letter)if required related to late comers, performance issues, attitude,misbehavior, etc.Maintaining all staff’s personal records file, update that from time to time which will contain all copies of letters issued to them, their identity cards, house registration, with signatures of staff. Making and implementing various SOPs (Standard Operating Procedures) for smooth functioning of the office in coordination with country manager/office managerOverseeing and managing work permits for foreign workersOverseeing and managing work visa and visa renewals for foreignworkersOverseeing and managing BOI visa and other items for foreign workersCompetenciesBuilding Relationships: Ability to build rapport with all staff membersInfluence and Persuade: Present sound and well-reasoned arguments to convince othersCommunication: Excellent presentation, listening and written skillsOrganisation and Planning: Prioritise and plan activities, and work to tight deadlinesInitiative: Improve or enhance processes to maximise performance and deliveryResilience: Approach work with commitment, motivation and energyTeamwork: Ability to work to team goals and organisational goals in a collaborative mannerExcellent written and verbal communication skills is a prerequisiteOrganise staff events outside the office – seasonal parties, company trips, etc.QualificationsBachelor Degree in Human Psychology/MBA with specialisation in Human Resources or anygraduate/post graduate experience in handling HR aspects in a corporate environment Ability to challenge and debate issues of importance to the organizationAnalytical abilities and problem solving skillsDemonstrated leadership and vision in managing staff groups and major initiativesAbility to communicate at all levelsExperience in prioritising own workload in order to meet tight deadlinesHighly competent multi-taskerExcellent attention to detail and present yourself in a professional mannerResourceful and flexible in approachEmploy initiative to think outside-the-boxAbility to communicate effectively in English "
         Human Capital Strategic Planner (25K – 32K) (SDG-53006)        ,"[('admin-hr', 'training-development')]",            Entry Level           ,            2 years experience           ,           Salary negotiable                       ,"          Full Time, Permanent         ",[],[],"<Job Responsibilities>Settle and proposal most suitably patter for company development structure.System analyze & propose solution on Human Development for future.Strategic planning about the organization's overall personnel.<Necessary Skill / Experience >Thai nationality , Male/Female age 25 – 30 years oldBachelor's degree in Human Resource Management, Political Sciences or related field.Have at least 2 years’ Experience in Personnel Strategic Planning.Proficient in Microsoft office especially in Excel, PowerPoint, Word.Good command of spoken and written in English (Toeic 500 Up)Good Skill for Data Analysis, Vision Plan and logical thinking.<Preferable Skill / Experience>NoneLanguages skillsEnglish:Conversational LevelJapanese:NoneWorkplace Area: Airport link Ladkrabang, BangkokWorking Hour: 8:00-17:00((Mon - Fri) (Sat depend on company's calendar))About theBenefitsSalary: 25,000–32,000THBAbout the companyProducts: Motorcycles, Components and some enginesBusiness Type: Automobiles / Automobile PartsHOW TO APPLY,*** Please submit your resume with photo, your current & expected salary, and reference: Human Capital Strategic Planner (25K – 32K) (SDG-53006)*** Any query regarding this Job or application method, please call Tel. 02-021-0333RGF HR Agent Recruitment (Thailand) Co., Ltd.（株式会社リクルートホールディングスタイ法人）689 BHIRAJ TOWER at EmQuartier, 23rd Floor, Room No. 2304-2306Sukhumvit Road, North Klongton Sub-District, Vadhana District, Bangkok 1011Tel: 02-021-0333Website : www.rgf-hragent.asia/en/thailand "
