job_title,job_categories,career_level,experience_year,salary,employment_type,job_responsibilities,job_qualifications,job_description
         Web content creator (งานประจำ 1 ตำแหน่ง)        ,"[('information-technology', 'internet-seo'), ('marketing-public-relations', 'marketing-communication'), ('marketing-public-relations', 'copy-writing')]",            Entry Level           ,,           Salary negotiable                       ,"          Full Time, Permanent         ",[],[],"รายละเอียดของงานผลิตคอนเทนต์ของทีม เพื่อลงคอนเทนต์รายวันทั้งในFacebook page และ Website วางแผน จัดเตรียมข้อมูล เพื่อประชาสัมพัธ์เนื้อหาบนเว็บไซต์และสื่อ โซเชียลมีเดียดูแลและอัพเดทเนื้อหาบนเว็บไซต์ผ่านระบบมีความเข้าใจเกี่ยวกับหลักการของSEO / Serch Engine และการใช้ Tags เพื่อง่ายต่อการค้นหาประสานงาน ค้นหา และติดตามข่าวสารทั้งในและต่างประเทศที่เป็นประโยชน์ต่อการสร้างสรรค์เนื้อหาทั้งออนไลน์และออฟไลน์คุณสมบัติผู้สมัครมีความสร้างสรรค์ในการผลิตคอนเทนต์ได้น่าสนใจ จับประเด็น รู้เทคนิคใรการนำเสนอคอนเทนต์มีทักษะการใช้ภาษาไทยได้อย่างถูกต้อง สร้างสรรค์ น่าสนใจมีความรู้SEO / SEM เข้าใจความแตกต่างของคอนเทนต์ในแต่ละPlatform กล้าเสนอความคิด ไอเดียอย่างสร้างสรรค์มีความคล่องแคล่ว ว่องไว ยืดหยุ่น รับผิดชอบการทำงานในหน้าที่ของตนเองมีความรู้ด้านงานคอมพิวเตอร์โปรแกรมสำเร็จรูปอย่างHTML,Dream Weaver,Adobe Photoshop และ Illustratorถ้ามีประสบการณ์ในการทำงานด้านประชาสัมพันธ์ งานเขียน และการดูแลเว็บไซต์ จะได้รับการพิจารณาเป็นพิเศษบริษัท อีเว้นท์ไทย จำกัดอาคาร ไคตัค ห้องเลขที่ K 008100 ชั้นที่ 8เลขที่ 47/337 ถนนป๊อปปูล่า ต.บ้านใหม่อ.ปากเกร็ด จ.นนทบุรี 11120*ช่วง Covid-19 จะเป็นการทำงาน Work from home โดยบริษัทจะสัมภาษณ์งานผ่าน conference "
         Incentive Management         ,"[('banking-finance', 'loan'), ('banking-finance', 'others'), ('information-technology', 'mis')]",            Middle level           ,            3 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"Job description :To calculate incentives for PFS Sales Platforms, i.e. Mortgage DSA, ASC Sales Teams (including Tele Sales Icash, Tele Sales Card, Direct Sales, Tele Activation, Tele Usages), S&D Sales Teams (including Mortgage Sales at Branches (MS), Personal Banker Platform, Wealth Banking Platforms, and Privilege Banking PlatformsProcess owner for data flow for incentive calculations, data validation, calculation result checking, approval, and processing to HR for payment.Coordinate with Sales MIS & Planning on data for sales performance reports and alertsRequirements :Bachelor ’s degree in Business Administration, Finance, Economics, Statistics, Computer Science, or related fieldsMinimum 3 years of working experience in Sales PerformanceExcellence in MS ExcelSQL, SAS programming would be a plus.Interested candidates please directly filling in the application to the UOB website atwww.uob.co.thor contact 02-343-4291Only shortlisted candidates will be notified. "
         Big Data Engineer (Analytics Business)        ,"[('information-technology', 'data-scientist')]",            Middle level           ,            5 years experience           ,           Salary provided                       ,          Full Time         ,"['Responsibilities• Implement, maintain, operate ETL jobs to extract, clean and transform raw data into usablefeatures, in close cooperation with the A.I.engineers in the team• Oversee the Big-Data infrastructures both in the cloud and on premise, in close cooperation withthe support/infra engineers• Ensure monitoring systems are in-place to monitor the health of the deployed ETL jobs and the quality of the extracted features• Participate as a part of an Agile team.Participate in machine learning model design']","['s• Bachelor degree or higher in Computer Science/Computer Engineering or related fields• 5 year experiences in software development with Scala is a must• Prior experiences with any of these frameworks/technologies are helpful-Spark, Cassandra, ElasticSearch, Hive, Google Cloud services(BigQuery, Google Analytics, Dataproc), Graffana, Graylog• Prior experiences in applying Agile development methodology is a plus• Can-do attitude, eager to learn new technologies, be open-minded and able to communicate yourideas to others effectively ']","Responsibilities• Implement, maintain, operate ETL jobs to extract, clean and transform raw data into usablefeatures, in close cooperation with the A.I.engineers in the team• Oversee the Big-Data infrastructures both in the cloud and on premise, in close cooperation withthe support/infra engineers• Ensure monitoring systems are in-place to monitor the health of the deployed ETL jobs and the quality of the extracted features• Participate as a part of an Agile team.Participate in machine learning model designQualifications• Bachelor degree or higher in Computer Science/Computer Engineering or related fields• 5 year experiences in software development with Scala is a must• Prior experiences with any of these frameworks/technologies are helpful-Spark, Cassandra, ElasticSearch, Hive, Google Cloud services(BigQuery, Google Analytics, Dataproc), Graffana, Graylog• Prior experiences in applying Agile development methodology is a plus• Can-do attitude, eager to learn new technologies, be open-minded and able to communicate yourideas to others effectively "
         IT Helpdesk & Software Support (6 Month Contract) (30K – 37K) (SDG-52753)        ,"[('information-technology', 'application-specialist-software'), ('information-technology', 'support'), ('information-technology', 'programming-software-development')]",            Entry Level           ,            3 years experience           ,           Salary provided                       ,"          Contract, Temporary         ",[],[],"<Job Responsibilities>Provide helpdesk support and resolve problems for userMaintenance IT application to keep information up to date all the timeRespond to calls/emails from employees seeking help with most appropriate actionRecord events and problems and their resolution in logsFollow-up and update incident status and informationIdentify and escalate situations requiring urgent attentionManage IT application and deployment for new employees/resigned employees to follow company policy such as Files server, Active directory,Anti-virus, Terminal server,IP Phone system, Calabrio Office 365, AirWatch, BlueCoat, LINE Works and etc.<Necessary Skill / Experience >Thai nationality , Male age 25 - 27 years oldBachelor's degree in Engineering Information Technology, Computer ScienceHave experience of IT helpdesk support 3-5 yearsGood understanding of computer systems, mobile devices and other IT equipmentEnglish: Conversational<Preferable Skill / Experience>Have experience with macro and business function of excel would be advantageLanguages skillsEnglish:Conversational LevelJapanese:NoneWorkplace Area: MRT Phetburi, BangkokWorking Hour: 8:15-17:15 (Monday to Friday (Sat: once a quarter *depend on company calendar))About theBenefitsSalary: 30,000–37,000THBAbout the companyProducts: Electronics Equipment, Medical DevicesBusiness Type: General Appliances / Electrical Equipment;Machinery / Equipment/Plants;Semiconductors / Electronics / Electronic ComponentsHOW TO APPLY*** Please submit yourresume with photo, your current & expected salary, andreference:IT Helpdesk & Software Support (6 Month Contract) (30K – 37K) (SDG-52753)*** Any query regarding this Job or application method, please call Tel. 02-021-0333RGF HR Agent Recruitment (Thailand) Co., Ltd.（株式会社リクルートホールディングスタイ法人）689 BHIRAJ TOWER at EmQuartier, 23rd Floor, Room No. 2304-2306Sukhumvit Road, North Klongton Sub-District, Vadhana District, Bangkok 1011Tel: 02-021-0333Website : www.rgf-hragent.asia/en/thailandfind us on Facebook:RGF Thailand "
         Country Sales Manager (For IT Company)        ,"[('information-technology', 'it-project-management-team-lead')]",            Top level           ,            10 years experience           ,"           THB90,000 - 120,000 /month                     ","          Full Time, Permanent         ",[],[],"Our clientis seeking for country sales manager for IT Software company which is committed to provide quality technology solutions that empower the engineering and R&D community.Role by functions:Navigate and communicate with the whole team to maintain consistency with country yearly priority, management’s direction and strategy, and informed of company activities and initiatives. Adopt and study Thailand business culture, government policy, budget line and craft the country planning based on the local requirements.Assess skill sets and provide ongoing coaching and feedback to team members to meet country priority objectives, reinforce sales methodology (solution selling) and provide guidance on career path direction. Implement personal development plans for individual team members.Sales function:Lead sales team to follow the sales methodology and best practices, as well as the adoption of solution-selling to convert sales potential into opportunities. Provide ongoing coaching and training to sales reps regarding sales skills, product knowledge, and market focus. Impart to them the appropriate prospecting techniques for securing new customers (Perpetual software), key account management (Maintanence subscription), and general account maintenance. Work with the Account Manager to ensure that the sales reps are properly trained and proficient in our sales methodology. Marketing:Overseeing with local marketing to collect and communicate with corporate marketing requirements and competitive data, including competitor details, latest products update, license models and value proposition strategies. Facilitate discussions cross functionally to ensure needs of the sales teams are being met, and issues are being addressed.Technical:Oversee the technical team and ensure adequate support is rendered for the pre-sales and post sales cases.Responsibilities:- Work on the country yearly plan (yearly country priority) to look into the company’s business growth, sales, marketing, technical and operation activities.- Responsible for;Overseeing that the team is supporting the sales opportunities effectively in their assigned area.Leading and managing a small to medium sized sales team to achieve quarterly and annual revenue target.Establishing business network between the industries and build business collaboration with targeted clients or partners.The company long term, mid term, short term plans for Thailand team to achieve.Interested candidate, please send your resume in English (Word format only) along with your recent photo and expected salary to us by E-mail.JAC International Recruitment Ltd.10F, Emporium Tower, 622, Soi 24, Sukhumvit Road, Klongton, Klongtoey, Bangkok 10110Tel: 02-261-8710K.Wachiraporn "
         System Engineer (Windows)        ,"[('information-technology', 'hardware')]",            Entry Level           ,            1 year experience           ,           Salary provided                       ,"          Contract, Full Time, Permanent         ",[],[],"Key responsibilities:Configures and maintains IT infrastructure and its componentsUnderstand IT infrastructure technologies and landscape (hardware, midrange, security, etc)Performs incident, problem and escalation management for own area of responsibilityMaintain methods, tools and standards to ensure data centre and server availability and performanceKey tasks and accountabilities:Administering Windows Server Installing Active Directory, DNS DHCP, NPS, WSUSAdministering Windows Cluster, Hyper-V, DFS and Windows BackupConfiguring Exchange Server and SharePoint ServerAdministering Microsoft 365, Office365 and MS TeamsEducation:Bachelor’s degree in Computer Science, Information Technology, and Computer Engineering.Experiences:1-2 years of experience with Windows Server, UNIX, Virtualization Technology, VMwareInterested applicants please submit your application athttps://career.mfec.co.th/MFEC Public Company Limited333 LPN Tower 21st Floor, Vibhavadee Road,Jomphol, Chatujak, Bangkok 10900 THAILANDTel :+66 (0) 2821-7894 "
         Project Sales Manager ( Government or Banking )        ,"[('information-technology', 'application-specialist-software'), ('information-technology', 'it-project-management-team-lead'), ('information-technology', 'it-consulting')]",            Entry Level           ,            3 years experience           ,           Salary negotiable                       ,          Full Time         ,[''],"['Thai Nationality.Bachelor Degree or Higher inComputer Engineering, Computer Science, Information Technology, Business Computeor any related fieldPossess over3 years of experience in IT Solution (System Integrated),Service, Network, InfrastructureExperience in sales of Government or Banking solution is an advantage.Good presentation, communication, negotiation and interpersonal skills.Professional look with pleasant personality.Creative, initiative, proactive, goal-oriented and customer oriented. ']","QualificationThai Nationality.Bachelor Degree or Higher inComputer Engineering, Computer Science, Information Technology, Business Computeor any related fieldPossess over3 years of experience in IT Solution (System Integrated),Service, Network, InfrastructureExperience in sales of Government or Banking solution is an advantage.Good presentation, communication, negotiation and interpersonal skills.Professional look with pleasant personality.Creative, initiative, proactive, goal-oriented and customer oriented. "
         1st Line IT Support specialist        ,"[('information-technology', 'support')]",            Middle level           ,,"           THB45,000 - 55,000 /month                     ","          Contract, Full Time         ","[""Job Title:1st Line IT SupportLocation:BangkokRate/Salary:55K +Thailand's leading insurance corporate are expanding and hiring a 1st Line IT Support specialist.Your role will include performing the administrative tasks necessary to support activities within a process. Including to manages the process to restore normal service operation as quickly as possible to minimize the impact to business operations.Responsibilities:Ensure that activities within a process are being performed at a high level of quality and that it meets its associated SLA Agreements.Responsible for assigning incidents within a group or division. Responsible for communicating with the process manager. Directly works with Tier 1 Support to ensure proper recording of incidents.Determines if an incident needs to be escalated according to priority and severity of the issue.Ensure that Incidents assigned to their Support Groups are resolved and that service is restoredMonitor the Incidents and manage workload in their respective queues to ensure that SLA are respected.Identify Incidents for review. Participate in Incident review following major Incidents. Identify potential problems and/or increasing trend of repetitive Incidents. Create Knowledge with repeatable procedures with a goal of reducing the number of Incidents.Escalate all process issues to the Incident Manager ""]","["":Bachelor's degree in IT or any related fields ITILv3 or v4 certified will be advantage. Min 4 years of experience in IT field. Strong level of English skills (both verbal and writing). Good in communication skills with user and relate parties. Can working under high-pressure  ""]",Job Title:1st Line IT SupportLocation:BangkokRate/Salary:55K +Thailand's leading insurance corporate are expanding and hiring a 1st Line IT Support specialist.Your role will include performing the administrative tasks necessary to support activities within a process. Including to manages the process to restore normal service operation as quickly as possible to minimize the impact to business operations.Responsibilities:Ensure that activities within a process are being performed at a high level of quality and that it meets its associated SLA Agreements.Responsible for assigning incidents within a group or division. Responsible for communicating with the process manager. Directly works with Tier 1 Support to ensure proper recording of incidents.Determines if an incident needs to be escalated according to priority and severity of the issue.Ensure that Incidents assigned to their Support Groups are resolved and that service is restoredMonitor the Incidents and manage workload in their respective queues to ensure that SLA are respected.Identify Incidents for review. Participate in Incident review following major Incidents. Identify potential problems and/or increasing trend of repetitive Incidents. Create Knowledge with repeatable procedures with a goal of reducing the number of Incidents.Escalate all process issues to the Incident Manager Qualification:Bachelor's degree in IT or any related fields ITILv3 or v4 certified will be advantage. Min 4 years of experience in IT field. Strong level of English skills (both verbal and writing). Good in communication skills with user and relate parties. Can working under high-pressure  
         Senior Client Services Technician        ,"[('information-technology', 'support')]",            Middle level           ,            4 years experience           ,"           THB30,000 - 55,000 /month                     ","          Contract, Full Time         ","['Primary FunctionMost complex issues and problems, multi tasking. Mentoring of other technicians providing in-depth technical experience and direction. Documentation of issues and knowledge. Coordination of zone activities.Core Job ResponsibilitiesConstantly monitor individual queue to resolve routine and non routine desktop issues and requestsAct as an escalation point for technical issues. Maintain a high level of customer satisfaction Comply with the desktop group practices and procedures Update remedy and other data repositories as appropriate in a timely manner. Identify technical and process issues and recommend improvements, document, seek approval and implement.Achieve target ticket volumes and ticket resolution levels Coordination and consulting with client areas to help analysis problems and needs and recommend technical solutions.']","['sBachelors degree or equivalent experience. No advanced degree required Industry certifications preferred Able to use English for communication (Hiring manager is foreign) 4+ years experience Note: This position is contractor 1 year, for renewal is depends on performance ']","Primary FunctionMost complex issues and problems, multi tasking. Mentoring of other technicians providing in-depth technical experience and direction. Documentation of issues and knowledge. Coordination of zone activities.Core Job ResponsibilitiesConstantly monitor individual queue to resolve routine and non routine desktop issues and requestsAct as an escalation point for technical issues. Maintain a high level of customer satisfaction Comply with the desktop group practices and procedures Update remedy and other data repositories as appropriate in a timely manner. Identify technical and process issues and recommend improvements, document, seek approval and implement.Achieve target ticket volumes and ticket resolution levels Coordination and consulting with client areas to help analysis problems and needs and recommend technical solutions.QualificationsBachelors degree or equivalent experience. No advanced degree required Industry certifications preferred Able to use English for communication (Hiring manager is foreign) 4+ years experience Note: This position is contractor 1 year, for renewal is depends on performance "
         ETL Developer        ,"[('information-technology', 'application-specialist-software'), ('information-technology', 'programming-software-development'), ('information-technology', 'testing-qa')]",            Entry Level           ,            3 years experience           ,           Salary negotiable                       ,          Permanent         ,"['Job Summary:ETL Developer should be well-versed in the design, development of ETL, and usage of data warehouses and data marts as well as the ability to write optimized SQL to Query databases, maintaining and supporting the production jobs. The position further requires working with various mission stakeholders, communicating system features and concepts to other users and developers.Job Description:Design and develop ETL solutions using data integration tools for interfacing between source application and the Enterprise Data WarehouseAnalyze and translate functional specifications & change requests into technical specificationsDevelop ETL technical specifications, designs, develops, tests, implements, and supports optimal data solutionsDevelop Documents ETL data mappings, data dictionaries, processes, programs and solutions as per established standards for data governanceDesign and create codes for all related data extraction, transformation and loading (ETL) into database under responsibilitiesCreate, execute and document unit test plans for ETL and data integration processes and programsPerform problem assessment, resolution and documentation in existing ETL packages, mapping and workflows in productionPerformance tuning of the ETL process and SQL queries, and recommend and implement ETL and query tuning techniquesTroubleshoot data issues and defects to determine root cause']","[':Bachelor or Master’s Degree in Information Technology, Computer Science, Computer Engineering or related fieldAt least 3 years’ experience in designing, developing, testing, and implementing ETL solutions using any enterprise ETL tools such as ODI, Data Stage Have minimum 3 years of experience in SQL programming in one of these RDBMSs such as OracleUnderstanding of Data modeling and able to read Data modelsAbility to troubleshoot and solve complex technical problemsAble to work in a team and independently and meet timelinesStrong communications skillsGood command of EnglishHave working experience for Banking or Financial service industry is a plus ']","Job Summary:ETL Developer should be well-versed in the design, development of ETL, and usage of data warehouses and data marts as well as the ability to write optimized SQL to Query databases, maintaining and supporting the production jobs. The position further requires working with various mission stakeholders, communicating system features and concepts to other users and developers.Job Description:Design and develop ETL solutions using data integration tools for interfacing between source application and the Enterprise Data WarehouseAnalyze and translate functional specifications & change requests into technical specificationsDevelop ETL technical specifications, designs, develops, tests, implements, and supports optimal data solutionsDevelop Documents ETL data mappings, data dictionaries, processes, programs and solutions as per established standards for data governanceDesign and create codes for all related data extraction, transformation and loading (ETL) into database under responsibilitiesCreate, execute and document unit test plans for ETL and data integration processes and programsPerform problem assessment, resolution and documentation in existing ETL packages, mapping and workflows in productionPerformance tuning of the ETL process and SQL queries, and recommend and implement ETL and query tuning techniquesTroubleshoot data issues and defects to determine root causeQualification:Bachelor or Master’s Degree in Information Technology, Computer Science, Computer Engineering or related fieldAt least 3 years’ experience in designing, developing, testing, and implementing ETL solutions using any enterprise ETL tools such as ODI, Data Stage Have minimum 3 years of experience in SQL programming in one of these RDBMSs such as OracleUnderstanding of Data modeling and able to read Data modelsAbility to troubleshoot and solve complex technical problemsAble to work in a team and independently and meet timelinesStrong communications skillsGood command of EnglishHave working experience for Banking or Financial service industry is a plus "
