job_title,job_categories,career_level,experience_year,salary,employment_type,job_responsibilities,job_qualifications,job_description
         Marketing Research Manager (50K - 60K) (SDG-53039)        ,"[('banking-finance', 'others'), ('professional-services', 'business-analysis-data-analysis'), ('marketing-public-relations', 'market-research')]",            Senior level           ,            5 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"Job ResponsibilitiesCollect data on consumers, competitors (Financial business)and market place (Branch location) and consolidate information into actionable items, reports and presentationsCompile and analyze statistical data using modern and traditional methods to collect itInterpret data, formulate reports and make recommendations on developing and improving our business and serviceProvide competitive analysis on various competitor's market offerings, identify market trends, Product, pricing/business models, sales and methods of operationRemain fully informed on market trends, other parties researches and implement best practicesGather all data and analyze information so as to implement new technology or new practiceNecessary Skill / ExperienceThai nationality , Male/Female, age 30-35 years oldBachelor's Degree in Marketing or related filedOver 5 years market survey/data survey experience in financial businessData collecting experience regarding to financial statistic / new technologiesGood command of English (Email and daily communication)Strong analytical and critical thinkingPreferable Skill / ExperienceNoneLanguages skillsEnglish:Conversational LevelJapanese:NoneWorkplace Area: BTS Ploenjit, BangkokWorking Hour: 9:00-18:00(Mon-Fri)About theBenefitsSalary: 50,000–60,000THBAbout the companyProducts: Personal loanBusiness Type: Leasing / Consumer CreditHOW TO APPLY,*** Please submit your resume with recent photo, yourcurrent & expected salary, and reference: Marketing Research Manager (50K - 60K) (SDG-53039)*** Any query regarding this Job or application method, please call Tel. 02-021-0333RGF HR Agent Recruitment (Thailand) Co., Ltd.（株式会社リクルートホールディングスタイ法人）689 BHIRAJ TOWER at EmQuartier, 23rd Floor, Room No. 2304-2306Sukhumvit Road, North Klongton Sub-District, Vadhana District, Bangkok 1011Tel: 02-021-0333Website : www.rgf-hragent.asia/en/thailand "
         Social Media Strategist         ,"[('marketing-public-relations', 'digital-marketing')]",,,           Salary negotiable                       ,          Full Time         ,[],[],"Are you always glued to your phone screens? Is Facebook, Instagram or YouTube your go-toappson your phone?Are you on yourphonefor more than 5 minutes before bedtimeorthe type thattakesyour phone to the toilet with you?If you havedone allthese, that would meanyou haveMASSIVElove for social media&We Want You!Aura ฺBangkok Clinic Co., Ltd is looking for someone who isalways upto datewiththe latestsocial mediatrendsandarealways glued toyourphonescreens.Yourkey taskis todevelop an online presence for Aura. You will be thevoiceof Aura,firsthand. In other words, you are the first person to project and receive information to and from Aura.The fun doesn’t stop there!You get to spend time with famous influencers,create viral content,showcase your creativity online and more!Submit your resume today! Or you’ll see this ad on your phone again.ORIf you know how to submit your resume, you’ve passed Step 1.Pre-requisite Skills:Holds at least aBachelor’s Degreewith a 3-year minimummarketing workexperienceata professional environment.Excellent verbal and writtencommunicationskills in Thai& EnglishHasknowledgewithSEM&SEO tools such asGoogle Keyword Planner,Ahrefs,SEMrush and more.Social Media savvy (Ableto operate multiple social media platformsas well asunderstanding ofsocial media algorithms)Has knowledge in web development and basic photo editing skills.Consistently up to date with the latest trends, technologies and news.Excellent planning, multi-tasking,organization &creativity.Traits: Youthful& Free Spirited, Energetic, Smart, Friendly, Ambitious & Goal DrivenHas the ability to meet deadlines, hitting KPIs and working under pressure.Tasks:Website development. Includes: Static images, video, multi-technique visuals & more.Manage SEO, toolkits and utilize strategized plans to hit top searched rankings.Post, boost, generate & handle advertisements in various social media platforms & SEO(s).Ensure to only & always posts relevant and genuine content which reflects Aura’s identity.Be the bridge between Aura and its consumersby managing, overseeingand engagingwith audiences on Aura’s social media platforms.Plan,improve and implement effectivesocial media strategiesto ensure social media contents are fully nourishedbased on what is in trend or the public’s preference.Build an online presence for Aura as well as a communityby growing Aura’s social media platformsincluding generating total engagement rates.Provide data analyst of post-campaignswithmethodsto improveMonitor the market, trend, competitors and business insightsand be able to provide quick implementation as well as be the first to try out the latest tools.Liaise, manage and build solid/long-term relationshipswithinfluencers &external content creators/agencies in content creation.Budget monitorizationand planningfor advertisements, website banner & more. "
         Digital Marketing Specialist/Senior Specialist         ,"[('information-technology', 'others'), ('marketing-public-relations', 'marketing-communication'), ('marketing-public-relations', 'digital-marketing')]",            Entry Level           ,            3 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"ResponsibilitiesDigital Marketing Strategic PlanningGenerate quarterly digital marketingplan to align with each businessdirectionExpand company digital and social media property(fans & Traffic).Create strategic CRM leverage and expand CRM database.Develop and manage digital marketing campaigns that are align with global & local teamsManage digital marketing budgetTechnical Media buy and social media managementManage marketingcommunication touch point on social media, online forumas well as all images, tools, content and day-to-day messaging and post.Utilize strong analytical ability to evaluate customer experience across multiple digital touch pointsOperate digital media buy in each digital platform.Facebook’s ad manager, Google’s ad words etc.Measure and report performance of all digital marketing campaigns, and assess against goals(ROI and KPIs)Creating the various social contents to post on owned media including FB, IG, youtube and twitter to communicate with target audience.Collaborate with agencies and other vendor partnersRequirementsBS/MS degree in marketing or Mass communication or a related field.Minimum of 3-years of experiences in digital marketing or related agency experiences.Experienced managing e-commerce project and understand the commercial dynamic around market place.Demonstrable experience leading and managing social media, SEO/SEM, paid social media, direct email marketing and online community management.Working knowledge of purchasing media buy set via Facebook Ad manager, Google Ad word, Line and other social platformGood communication skill in English -both Speaking and Written. "
         Product Trainer        ,"[('admin-hr', 'training-development'), ('marketing-public-relations', 'management')]",            Middle level           ,            3 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ","['Duties & ResponsibilitiesTo plan, develop, conduct and supervise training and development programs according to business needsPlan an overall strategy training/seminar programs, and marketing activities.Analyze training needs to develop new training programs or modify and improve existing programs.Work with Retail shop management and Product management to identify training needs based on projected production, processes, changes, and other factors.To coordination of the up-to-date training tools and materials Summarize work plans/reports regarding Training/ Seminar programs and Marketing activities.Supervise develop and organize training roadmap, manuals, multimedia visual aids, and other educational materials.Analyzing product performance, competitors’movement, market trends and opportunitiesTo participate in any ad hoc projects that the company assigns']","['Male or Female, Thai Nationality, 28-35 Years old Bachelor Degree in Business Administration, Marketing, Arts or related fieldAt least 3 years relevant sales and marketing experiences withMobile business or related competitive industry Training/ Seminar Conducting skillsExcellent written and oral communication skill in both Thai and English is required Good computer literacy in computer applications, especially Microsoft Office (Word/Excel/PowerPoint)Self-motivated, independent, responsible, hardworking & good communication skills Skill in product management and development.Strong interpersonal, presentation, planning, communication skills and work with others at different levels.Strong analytical skills, self-initiative, enthusiastic and trustworthy.Good attitude and able to work with pressure.Immediate available is preferred ']","Duties & ResponsibilitiesTo plan, develop, conduct and supervise training and development programs according to business needsPlan an overall strategy training/seminar programs, and marketing activities.Analyze training needs to develop new training programs or modify and improve existing programs.Work with Retail shop management and Product management to identify training needs based on projected production, processes, changes, and other factors.To coordination of the up-to-date training tools and materials Summarize work plans/reports regarding Training/ Seminar programs and Marketing activities.Supervise develop and organize training roadmap, manuals, multimedia visual aids, and other educational materials.Analyzing product performance, competitors’movement, market trends and opportunitiesTo participate in any ad hoc projects that the company assignsQualificationMale or Female, Thai Nationality, 28-35 Years old Bachelor Degree in Business Administration, Marketing, Arts or related fieldAt least 3 years relevant sales and marketing experiences withMobile business or related competitive industry Training/ Seminar Conducting skillsExcellent written and oral communication skill in both Thai and English is required Good computer literacy in computer applications, especially Microsoft Office (Word/Excel/PowerPoint)Self-motivated, independent, responsible, hardworking & good communication skills Skill in product management and development.Strong interpersonal, presentation, planning, communication skills and work with others at different levels.Strong analytical skills, self-initiative, enthusiastic and trustworthy.Good attitude and able to work with pressure.Immediate available is preferred "
         Commercial Channel Executive        ,"[('information-technology', 'others'), ('marketing-public-relations', 'marketing-general'), ('sales-cs-business-devpt', 'technical-sales-sales-engineer')]",            Middle level           ,            3 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",['Duties of Commercial Sales Representative:-Identify and manage B2B and B2G sales opportunities.Create and maintain good relationship with business partners.Maintain existing and develop new project sales for B2B and B2G(Government Project).Achieve sales target and KPIStrengthen customer relationships through service ethic; anticipates and provides solutions to customer needs; strive for customer satisfactionReport to Sales Manager in market feedback and competitors’including trends Follow up with dealer on delivery of ordersSubmit related reports as required by the Sales DepartmentAttend sales meeting & provide accurate sales forecast'],"['s requirementBachelor’s Degree in Marketing, Business Administration or related filedAt least 2 years experiences in project sales B2B and B2G(Government Project)or other sales function (Preferably in IT industry).Other industry or no experience can be apply by giving your though and passionate regarding to why you interested in this positionHave Knowledge of IT and Tablet, Notebook or related filed.Good command of English. ']","Duties of Commercial Sales Representative:-Identify and manage B2B and B2G sales opportunities.Create and maintain good relationship with business partners.Maintain existing and develop new project sales for B2B and B2G(Government Project).Achieve sales target and KPIStrengthen customer relationships through service ethic; anticipates and provides solutions to customer needs; strive for customer satisfactionReport to Sales Manager in market feedback and competitors’including trends Follow up with dealer on delivery of ordersSubmit related reports as required by the Sales DepartmentAttend sales meeting & provide accurate sales forecastQualifications requirementBachelor’s Degree in Marketing, Business Administration or related filedAt least 2 years experiences in project sales B2B and B2G(Government Project)or other sales function (Preferably in IT industry).Other industry or no experience can be apply by giving your though and passionate regarding to why you interested in this positionHave Knowledge of IT and Tablet, Notebook or related filed.Good command of English. "
         Technical Marketing Engineer (Junior to Senior) (40K - 50K) (SDG-53062)/วิศวกรการตลาด        ,"[('engineering', 'electrical-electronics'), ('marketing-public-relations', 'others'), ('sales-cs-business-devpt', 'technical-sales-sales-engineer')]",            Entry Level           ,            3 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"<Job Responsibilities>Find new business opportunity He/she must working closely with R&D, engineering team for implement company product.Generate technical solutions and successfully implement at the customer.Evaluate customer requirement and ensure product meet customer requirements appropriately, able to identify issues and resolve.Coordinate with product BU, Marketing, sales team for developing new business opportunities and proposing proper product solutions as per customer’s needs.Participate in technical meetings and prepare training for sales member/partner/distributor as well as updated product presentations.Understand Local Industry application and target product as well as customer requirements to propose company product /solutions and value proposition to meet their needs.Develop relationships within company product group in organizations and headquarters.<Necessary Skill / Experience >Thai nationality , Male/Female, age 25-32 years oldBachelor Degree in Electrical EngineeringMinimum 3 years’ experience as field application engineer, sales engineer, product marketing or sourcing engineerWork experience in Electronic Components Industry, Sensor business.Good English Communication skillsAnalyze DataProject managementCommunication/ Interpersonal/Negotiation skillResult oriented/ Proactive action taking<Preferable Skill / Experience>NoneLanguages skillsEnglish:Conversational LevelJapanese:NoneWorkplace Area: BTS Ha Yaek Lad Prao, BangkokWorking Hour: 8:30-17:30(Mon – Fri) About theBenefitsSalary: 40,000–50,000THBAbout the companyProducts: Electronics device, Sensors, Switches, Relays, etc.Business Type: Semiconductors / Electronics / Electronic ComponentsKeywordsBachelor degree of Electrical Engineer,sensor, Electronics, Application engineerHOW TO APPLY,*** Please submit your resume with recent photo, yourcurrent & expected salary, and reference:Technical Marketing Engineer (Junior to Senior) (40K - 50K) (SDG-53062)*** Any query regarding this Job or application method, please call Tel. 02-021-0333RGF HR Agent Recruitment (Thailand) Co., Ltd.（株式会社リクルートホールディングスタイ法人）689 BHIRAJ TOWER at EmQuartier, 23rd Floor, Room No. 2304-2306Sukhumvit Road, North Klongton Sub-District, Vadhana District, Bangkok 1011Tel: 02-021-0333Website : www.rgf-hragent.asia/en/thailand "
         Promoter Leader/Promoter Management        ,"[('marketing-public-relations', 'others')]",            Middle level           ,,           Salary provided                       ,"          Full Time, Permanent         ","['Responsibilities:Manage, monitor and motivate Product Consultants.Manage and monitor the stock in store.Maintain good relationships with the Store Manager.Follow-up with daily product deliveries, product changes, customer complaints and repairs & maintenance.Plan how to achieve monthly target and break this down into weekly operations.Follow-up with Product Consultants on stock reports, punch cards, leave forms, resignation forms and such like.Plan the daily floor inspection.Implement product training for Product Consultants.Prepare various reports, such as sales summary, stock on floor, etc.Perform other duties as assigned by manager.']","['s:Male or femaleBachelor’s degree in any field.Minimum 5 years experience as a supervisor.Good analytical skills.Computer literacy(Microsoft Office, Internet and E-mail)Good command of both spoken and written English is an advantage.Active personality, service minded and good communication skills.Good relationship building skillsDrive and own a car.Can travel up country ']","Responsibilities:Manage, monitor and motivate Product Consultants.Manage and monitor the stock in store.Maintain good relationships with the Store Manager.Follow-up with daily product deliveries, product changes, customer complaints and repairs & maintenance.Plan how to achieve monthly target and break this down into weekly operations.Follow-up with Product Consultants on stock reports, punch cards, leave forms, resignation forms and such like.Plan the daily floor inspection.Implement product training for Product Consultants.Prepare various reports, such as sales summary, stock on floor, etc.Perform other duties as assigned by manager.Qualifications:Male or femaleBachelor’s degree in any field.Minimum 5 years experience as a supervisor.Good analytical skills.Computer literacy(Microsoft Office, Internet and E-mail)Good command of both spoken and written English is an advantage.Active personality, service minded and good communication skills.Good relationship building skillsDrive and own a car.Can travel up country "
         ผู้จัดการสาขา (Branch Manager)          ,"[('management', 'general-management'), ('insurance', 'insurance-agent-broker'), ('marketing-public-relations', 'management')]",            Senior level           ,            5 years experience           ,           Salary provided                       ,          Full Time         ,[],[],"วางแผนการทำงานของสาขาทั้งด้านการตลาด,ระบบงาน และบุคลากร ให้สอดคล้องกับนโยบายขององค์กรเพื่อให้ผลสำเร็จของสาขาสามารถนำองค์กรบรรลุผลสำเร็จได้ตามเป้าหมายรวมบริษัทวิเคราะห์ข้อมูลด้านการตลาด / คู่แข่ง / เศรษฐกิจท้องถิ่น / ประเทศ / ภูมิภาค ทั้งธุรกิจประกัน และธุรกิจที่เกี่ยวข้อง เพื่อประเมินศักยภาพของตนเองในการวางแผนงานด้านการตลาดได้อย่างเหมาะสม รวมทั้งสร้างธุรกิจใหม่, ตัวแทนใหม่, ลูกค้าใหม่ และผลิตภัณฑ์ใหม่ที่เหมาะสมกับความต้องการของท้องถิ่น สร้างสายสัมพันธ์ที่ดี เพื่อรักษาฐานและขยายธุรกิจกับลูกค้าเก่า-ตัวแทนเก่า บริหารจัดการด้านวงเงินเครดิตตัวแทน และการติดตามเบี้ยประกันให้อยู่ในเกณฑ์ที่บริษัทกำหนดมีความรู้ในงานธุรกิจประกันภัยเป็นอย่างดี (ทุกรูปแบบของผลิตภัณฑ์) ในระดับชำนาญ สามารถวิเคราะห์แก้ปัญหา และตัดสินในด้าน ประเมินความเสี่ยง เพื่อการตัดสินใจรับประกันที่ถูกต้อง, กำหนดอัตราเบี้ยประกันที่เหมาะสม สามารถแข่งขันในตลาดได้ และต้องสามารถทำกำไรได้ตามเป้าหมายมีความรอบรู้ในวิชาชีพเป็นอย่างดี มีทักษะ ไหวพริบ และความคล่องตัวในการเจรจา เพื่อประโยชน์ต่อการสร้าง เพื่อขยายฐานของธุรกิจในพื้นที่ความรับผิดชอบมีความสามารถในการแก้ปัญหาในงาน และปัญหาเฉพาะหน้า อย่างสุขุมรอบคอบ สมเหตุผล เป็นที่ยอมรับกับผู้เกี่ยวข้องทุกฝ่าย / ทุกระดับบริหารงาน สามารถวางระบบ การควบคุม ดูแล ติดตาม ประเมินผล และพัฒนางานภายในสำนักงานสาขาในด้านต่างๆ ให้ดำเนินไปได้อย่างมีประสิทธิภาพ และประสิทธิผลบริหารงานบุคคล สามารถควบคุม ดูแล ติดตามผลการปฏิบัติงานของผู้ใต้บังคับบัญชา รวมถึงการพัฒนาศักยภาพและสอนงานให้สามารถปฏิบัติงานได้บรรลุเป้าหมายสาขา ตามนโยบายขององค์กรคุณสมบัติเพศ ชาย/หญิง อายุ 30 ปีขึ้นไป วุฒิปริญญาตรี หรือสูงกว่า ความรู้เกี่ยวกับธุรกิจการประกันภัย (ผลิตภัณฑ์ต่างๆ,การวิเคราะห์และประเมินความเสี่ยง)ทักษะการตลาด, การขาย,เจรจรต่อรอง, การแก้ปัญหา,การตัดสินใจ และการบริหารงานบุคคลทักษะในการประเมิน มีไหวพริบในการแก้ไขปัญหา และบริหารจัดการให้สำเร็จได้เป็นอย่างดี "
         Online Marketing Manager (70K-75K) (SDG-40158)        ,"[('accounting', 'general-accounting'), ('marketing-public-relations', 'management'), ('marketing-public-relations', 'digital-marketing')]",            Senior level           ,            7 years experience           ,           Salary negotiable                       ,"          Full Time, Permanent         ",[],[],"<Job Responsibilities>Strategic planning and execution of marketing strategies and campaigns that give company the opportunity to maximize sales and acquire new customers through online and offline channels that make most sense. Hold responsibilities in marketing strategy and business planning, brand positioning, marketing communication, agency management.Manage assigned brand portfolio with the holistic view across all channels while maintaining inline message of corporate identityFiscal accountability of marketing budget management and reportingDevelop and execute qualitative and quantitative market research. Track trends, analyze market research & studies, make recommendations for the businessPerform regular business analysis including weekly and monthly business reviews, as well as ad-hoc analysis of opportunities, threats, best practices, customer specific, strategic framework. Optimize channel/promotional mix for individual brand through appropriate resource allocation that meets brand objectives and customer needsMaintain effective internal communications to ensure that all relevant company teams are kept informed of marketing objectives.Implement and oversee all social media platforms and website renovation project.<Necessary Skill / Experience >Thai nationality , Male/Female, age 35-45 years oldBachelor Degree in accounting or any related fieldAt least 7-10 years of working experience as Online Marketing Manager in B2B Company and/or FMCG IndustryProven experience of Management skills more than 5 yearsExperience in rebranding the corporate identityExperience in project of making website, understand the UI/UX and able to advise direction for teamGood command of verbal and written English skills (for internal and external communication)Literacy of Microsoft Office, especially Excel for Data AnalysisKnowledge of evaluating the external agency based on ROI basisKnowledge of basic Math-Science especially Chemical, Biology or related field<Preferable Skill / Experience>NoneLanguages skillsEnglish: ConversationalLevelJapanese:NoneWorkplace Area: MRT Phetchaburi, BangkokWorking Hour: 8:00-17:40(Mon-Fri)About theBenefitsSalary: 70,000–75,000THBAbout the companyProducts: Lab supplies sourcing, Hazardous substance license application consulting, special chemical services-absolute chemical manufacturing modified or customized on requirement, premium chemical mixing.Business Type: General Trading Company;General Chemicals (Electronic Material / Liquid Crystal Material)HOW TO APPLY,*** Please submit your resume with recent photo, yourcurrent & expected salary, and reference:Online Marketing Manager (70K-75K) (SDG-40158)*** Any query regarding this Job or application method, please call Tel. 02-021-0333RGF HR Agent Recruitment (Thailand) Co., Ltd.（株式会社リクルートホールディングスタイ法人）689 BHIRAJ TOWER at EmQuartier, 23rd Floor, Room No. 2304-2306Sukhumvit Road, North Klongton Sub-District, Vadhana District, Bangkok 1011Tel: 02-021-0333Website : www.rgf-hragent.asia/en/thailand "
         Marketing Manager ( Retail Business )        ,"[('marketing-public-relations', 'direct-marketing')]",            Middle level           ,            5 years experience           ,           Salary negotiable                       ,"          Full Time, Permanent         ","[""At L'Oreal, beauty is our business, beauty is what we focus. We believe that beauty brings confidence out for each individual. With this believe, we have never stopped developing our innovation in order to support and to inspire our employees and consumers's spirits.For Luxe division, beauty is not just an appearance but Legend, Lifestyle, and Love. Teammates run with passion to share the best practice and to answer clients' needs with the highest satisfaction. What we are currently looking for is Marketing Manager to help drive L’Oreal to be no.1 beauty tech company as well as being a part of this heritage end dynamic environment.Accountability:Strategically develop marketing calendar and formulate marketing objectives and strategy which align with brand objectives.Responsible, manage and control A&P budget. Ensure that all spending are cost effective and supported marketing strategies.Implement new product launch plan and prepare both qualitative and quantitative analysis of each launch.Generate maximum publicity for the brand through PR, online and digital mechanism.Plan and implement consumer events, marketing events and store activities. Research and implement promotional activities to maximize growth. Monitor sales result and marketing program. ""]","[':Bachelor’s Degree or higher in digital/online with 5 + 2 years management experience of Web team/projectsMale or Female with Marketing background FMCG/Beauty experience will be preferableExperience in retail and marketing Dynamics/ Positive thinking/ Analytical If you have passion in beauty industry, looking for being a part of dynamic environment, love managing complexity with speedy decision making. This Marketing Manager position is the right opportunity for you. What are you waiting for?? Apply now to become a part of our family. We are waiting for people like you!! ']","At L'Oreal, beauty is our business, beauty is what we focus. We believe that beauty brings confidence out for each individual. With this believe, we have never stopped developing our innovation in order to support and to inspire our employees and consumers's spirits.For Luxe division, beauty is not just an appearance but Legend, Lifestyle, and Love. Teammates run with passion to share the best practice and to answer clients' needs with the highest satisfaction. What we are currently looking for is Marketing Manager to help drive L’Oreal to be no.1 beauty tech company as well as being a part of this heritage end dynamic environment.Accountability:Strategically develop marketing calendar and formulate marketing objectives and strategy which align with brand objectives.Responsible, manage and control A&P budget. Ensure that all spending are cost effective and supported marketing strategies.Implement new product launch plan and prepare both qualitative and quantitative analysis of each launch.Generate maximum publicity for the brand through PR, online and digital mechanism.Plan and implement consumer events, marketing events and store activities. Research and implement promotional activities to maximize growth. Monitor sales result and marketing program. Qualification:Bachelor’s Degree or higher in digital/online with 5 + 2 years management experience of Web team/projectsMale or Female with Marketing background FMCG/Beauty experience will be preferableExperience in retail and marketing Dynamics/ Positive thinking/ Analytical If you have passion in beauty industry, looking for being a part of dynamic environment, love managing complexity with speedy decision making. This Marketing Manager position is the right opportunity for you. What are you waiting for?? Apply now to become a part of our family. We are waiting for people like you!! "
