job_title,job_categories,career_level,experience_year,salary,employment_type,job_responsibilities,job_qualifications,job_description
         HR Payroll Administrative(Junior Level)        ,"[('admin-hr', 'administration-operation-clerical-support'), ('admin-hr', 'others'), ('admin-hr', 'compensation-benefits')]",            Entry Level           ,            1 year experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"Key Responsibilities include:To carry out all administrative processing in payroll taskFiling of HR and Payroll InformationData input, maintaining the accuracy of the HR system, Production and checking of data for payroll, performance and statutory reporting, and on requestProduce / create reports - routine or ad hoc on requestRespond effectively to calls/emails/ deal with post - incoming and outgoingParticipate in team activities (team meetings, training etc)Work within the relevant policies/ procedures / frameworksSkills required:Experience with HR or Administration at least 1 year.Preferably working towards a qualification in HRWork well as part of teamAttention to detailPositive attitudeProblem solvingAbility to manage and prioritise own workloadComputer Literate MS Office to include Word and ExcelExcellent time management "
         Customer Service & Administrative Officer (English Skills) - รับนักศึกษาจบใหม่/Toeic 550 คะแนน        ,"[('admin-hr', 'administration-operation-clerical-support'), ('sales-cs-business-devpt', 'customer-service'), ('professional-services', 'translation')]",            Entry Level           ,,           Salary provided                       ,"          Full Time, Permanent         ",['Job DescriptionGiving information to clients (responding to enquiries) over the telephone about SGS services and forwarding all necessary.Carring out follow up on all enquiries to generate as many proposals as possible for training and certification activities.Carry out follow-up on all Public Training courses to ensure such courses are filled.Recording all client details and required follow-up and resultsof follow-up on the Certnet database.Coordinating clients to Sales Executive as per defined segment and marketing campaign.Effectively co-ordinate client needs and other information with all other members of the Sales team and other divisions with in SGS.Punctuality disciplined and focused in carrying out duties.Support to manage project and support Senior Sales as assignment.'],"['s:Bachelor’s degree in relevant discipline.0-2 years experience in administration.Good command of english,written/ spoken.Having skill in Microsoft Office (Word and Excel) and including report writing.Good personality/ Having service mind.Able to work under pressure.Interested candidate, please submit a full detail resume and must including current salary and expected salary with a recent photograph to the e-mail addressSGS (Thailand) Limited02-678-1813 ext. 1117 ']","Job DescriptionGiving information to clients (responding to enquiries) over the telephone about SGS services and forwarding all necessary.Carring out follow up on all enquiries to generate as many proposals as possible for training and certification activities.Carry out follow-up on all Public Training courses to ensure such courses are filled.Recording all client details and required follow-up and resultsof follow-up on the Certnet database.Coordinating clients to Sales Executive as per defined segment and marketing campaign.Effectively co-ordinate client needs and other information with all other members of the Sales team and other divisions with in SGS.Punctuality disciplined and focused in carrying out duties.Support to manage project and support Senior Sales as assignment.Qualifications:Bachelor’s degree in relevant discipline.0-2 years experience in administration.Good command of english,written/ spoken.Having skill in Microsoft Office (Word and Excel) and including report writing.Good personality/ Having service mind.Able to work under pressure.Interested candidate, please submit a full detail resume and must including current salary and expected salary with a recent photograph to the e-mail addressSGS (Thailand) Limited02-678-1813 ext. 1117 "
         Social Auditor - HR / Compensation & Benefit / Safety/ผู้ตรวจด้านงานค่าแรงค่าจ้าง และ ความปลอดภัย        ,"[('admin-hr', 'compensation-benefits'), ('admin-hr', 'employee-relations'), ('professional-services', 'legal-compliance')]",            Middle level           ,            5 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"JOB DUTIES:The following job duties are general requirements and are not to be considered all-inclusive.Complying with the applicable audit requirementsSEDEX-Smeta, SA8000, WRAP, C-TPAT, URSA, SGP, TLS8001, BSCI and COC (Code of Conduct)Communicating and clarifying audit requirementsPlanning and carrying out assigned responsibilitiesDocumenting the audit findings / observationsReporting the audit resultsCommunicating audit results to facility management in a professional, objective, and clearVerifying the effectiveness of corrective actions taken as a result of auditRetaining and safeguarding documents pertaining to the auditCooperating with and supporting other auditor;Act in an ethical manner at all times.EXPERIENCE/EDUCATION REQUIRED:University Degree of Human Resources / Political Science / Legal or Related FieldMinimum of 5 years experience of HR, Compensations & Benefit, Labour Law in manufacturing, quality assurance or related technical activity.Strong communication skills, verbal and written.Ideal candidate should have excellent verbal and written comprehension.Ideal candidate should be analytical and comfortable with mathematics and calculations.This job requires physical activity, walking throughout manufacturing factory environment.Travel will be required.Strong skills in public speaking and presentation are definitely the advantages to be considered. "
         Senior Administrative & Secretary Executive        ,"[('accounting', 'others'), ('admin-hr', 'administration-operation-clerical-support'), ('admin-hr', 'secretary-personal-assistant')]",            Middle level           ,            5 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ","[' ResponsibilitiesTo assist Director in all administrative works for the division and control of divisional quality documentsUpdate and control of divisional quality documentsAll administrative dutiesPrepare payment voucher for the division and central expenses of companyCentralize purchasingAcquire and control of stationery, materials and suppliesArrange and record employee information and record trainingResponsible for insurance of money in transit, inventory of fumigation and mobile phonesManage company gasoline fleet cards and monthly consumption reportEnglish communication support the team to coordinate with AffiliatesComply with the SGS internal quality proceduresTrain new employees and multi-skilled of existing employees as requiredTo assist all administrative works for the division and control of divisional quality documents.']","['sBachelor’s degree or higher in Accounting, Financial or related fields5 years working experience in administrative or secretarial workAble to operate MS officeAble to coordinate and motivate a team towards a common goalAble to coordinate several activities simultaneouslyGood communication, negotiation and interpersonal skillsGood English and local languageApplies judgment and acts according to the SGS standards of ethics and integrity. ']"," ResponsibilitiesTo assist Director in all administrative works for the division and control of divisional quality documentsUpdate and control of divisional quality documentsAll administrative dutiesPrepare payment voucher for the division and central expenses of companyCentralize purchasingAcquire and control of stationery, materials and suppliesArrange and record employee information and record trainingResponsible for insurance of money in transit, inventory of fumigation and mobile phonesManage company gasoline fleet cards and monthly consumption reportEnglish communication support the team to coordinate with AffiliatesComply with the SGS internal quality proceduresTrain new employees and multi-skilled of existing employees as requiredTo assist all administrative works for the division and control of divisional quality documents.QualificationsBachelor’s degree or higher in Accounting, Financial or related fields5 years working experience in administrative or secretarial workAble to operate MS officeAble to coordinate and motivate a team towards a common goalAble to coordinate several activities simultaneouslyGood communication, negotiation and interpersonal skillsGood English and local languageApplies judgment and acts according to the SGS standards of ethics and integrity. "
         HSE Auditor - ประสบการณ์ 5 ปี/ผู้ตรวจสอบสายงาน Environmental Health and Safety - ประสบการณ์ 5 ปี        ,"[('engineering', 'health-safety-environmental'), ('sciences-lab-researchdevelopment', 'environmental-science-waste-management'), ('admin-hr', 'employee-relations')]",            Entry Level           ,            5 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"SPECIFIC RESPONSIBILITIES:Acting as the audit team leader and manage the audit team (if no Lead or Senior Auditor in team)Check daily job allocation for audit assignment detail.Review reference audit documents, i.e., Standards, client’s SOP/Procedure, etc., prior to execution of audit to ascertain completeness of information / document and complete understanding of applicable audit requirements. Represent the company with integrity, professionalism, and skills when conducting the auditPrioritize, plan, organized work efficiently to deliver first-rate audit services and end products such as audit recaps, reports and other client specific reporting tools. Conduct audit in an accurate, detailed, and timely manner, write comprehensive report of findings in compliance with Standards/SOP/client requirement and applicable references mentioned above. Inform Acting Operation Manager – Audit and / or coordinator of any problems found during audit, i.e, unable to enter facility, and/or no cooperaton from facility, prior to making any decision for further solution or completion of the auditRetain and safeguard document/information pertaining to the audit and maintain all audit findings confidentially.Prepare and submit the audit report within time frame, preferably on the next working day.Identify training needs, and where applicable, provide recommendation on trainings required for continuous work improvements and capability enhancement.Operate to the highest standards of ethics, in accordance with the SGS Statement of IntegrityKeep the confidential data of all audit informationQUALIFICATION & SKILLS:Bachelor Degree inSafety Engineer or Environmental Engineer/Science or EHS.5 years in Environmental Health and Safety.Able to prioritize client requests, plan, and adjust to different client audit requirements.Able to adapt communications to the situation.Strong planning, organizational, and time management skills.Able to work independently and to coordinate several activities simultaneouslyAble to interact with all levels of management, suppliers and clientsGood at observing, analyzing, and reporting.Good in English communication, both speaking and writing.Capable of operating PC.Applies judgment and acts according to the SGS standards of ethics and integrity.Human Resources DepartmentSGS (Thailand) Limited100 Nanglinchee Road, Chongnonsee YannawaBangkok 10120 ThailandTel : +66 (0)2 678 18 13 Ext 1117 "
"         Auditor >> SEDEX-Smeta, SA8000, WRAP, C-TPAT, URSA, SGP, TLS8001, BSCI and COC (Code of Conduct)/ผู้ตรวจสอบ SEDEX-Smeta, SA8000, WRAP, C-TPAT, URSA, SGP, TLS8001, BSCI and COC (Code of Conduct)        ","[('admin-hr', 'compensation-benefits'), ('admin-hr', 'employee-relations'), ('manufacturing', 'quality-assurance-control-testing-iso')]",            Middle level           ,            5 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],- Bachelor's Degree.- 5 years of working's experience.- Able to communicate in English.- Able to travel for working in upcountry & aboard. 
         Customer Service & Administrative Officer (English Skills) - รับนักศึกษาจบใหม่/Toeic 550 คะแนน        ,"[('admin-hr', 'administration-operation-clerical-support'), ('sales-cs-business-devpt', 'customer-service'), ('professional-services', 'translation')]",            Entry Level           ,,           Salary provided                       ,"          Full Time, Permanent         ",['Job DescriptionGiving information to clients (responding to enquiries) over the telephone about SGS services and forwarding all necessary.Carring out follow up on all enquiries to generate as many proposals as possible for training and certification activities.Carry out follow-up on all Public Training courses to ensure such courses are filled.Recording all client details and required follow-up and resultsof follow-up on the Certnet database.Coordinating clients to Sales Executive as per defined segment and marketing campaign.Effectively co-ordinate client needs and other information with all other members of the Sales team and other divisions with in SGS.Punctuality disciplined and focused in carrying out duties.Support to manage project and support Senior Sales as assignment.'],"['s:Bachelor’s degree in relevant discipline.0-2 years experience in administration.Good command of english,written/ spoken.Having skill in Microsoft Office (Word and Excel) and including report writing.Good personality/ Having service mind.Able to work under pressure.Interested candidate, please submit a full detail resume and must including current salary and expected salary with a recent photograph to the e-mail addressSGS (Thailand) Limited02-678-1813 ext. 1117 ']","Job DescriptionGiving information to clients (responding to enquiries) over the telephone about SGS services and forwarding all necessary.Carring out follow up on all enquiries to generate as many proposals as possible for training and certification activities.Carry out follow-up on all Public Training courses to ensure such courses are filled.Recording all client details and required follow-up and resultsof follow-up on the Certnet database.Coordinating clients to Sales Executive as per defined segment and marketing campaign.Effectively co-ordinate client needs and other information with all other members of the Sales team and other divisions with in SGS.Punctuality disciplined and focused in carrying out duties.Support to manage project and support Senior Sales as assignment.Qualifications:Bachelor’s degree in relevant discipline.0-2 years experience in administration.Good command of english,written/ spoken.Having skill in Microsoft Office (Word and Excel) and including report writing.Good personality/ Having service mind.Able to work under pressure.Interested candidate, please submit a full detail resume and must including current salary and expected salary with a recent photograph to the e-mail addressSGS (Thailand) Limited02-678-1813 ext. 1117 "
"         Senior Manager, Fleet Recruitment (Suksawat 84)        ","[('admin-hr', 'recruitment-executive-search')]",            Senior level           ,            7 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"Senior Manager, Fleet Recruitment is responsible in providing manpower for business operation according to the business needs, reporting directly to VP, fleet managementResponsibilitiesPlan recruitment strategies for overall recruitment to have candidates on board as per business needs.Lead team members to achieve the targets.Partner with senior management team for manpower needs and labor market trend.Develop recruitment tools for more efficiency and reinforce recruitment network sourcing.RequirementsBachelor degree graduationExperiences in the express delivery such as Grab Car/bike, Messengers or Delivery Man is preferred At least 7 years experiences in Fleet, Logistics & Transportation businessExperienced managing temporary staff or outsources recruitment is advantaged.Good understanding in the importance of the overall of the business.Strong interpersonal, negotiation, communication and problem solving skill "
"         Specialist, Activities (Employee Relation)        ","[('admin-hr', 'employee-relations')]",            Middle level           ,            3 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ","['Location: Gemopolis, Pravet, BangkokMain purpose of the role: Strategic results: Drive strategic & tactical decisions for PPT HR function and align resources to deliver key functional objectives in alignment with PPT strategic goalsBest-in-class manufacturing: Oversee and deliver highest standards of HR services to support the set-up of a faster and more agile manufacturing functionalityCustomer centricity: Act as a trusted partner to all functions providing HR activities, performance & rewards services enabling PPT to deliver the best of Pandora to its customersFinancial results: Strive to deliver low cost-to-serve, while not compromising on the quality of HR performance & rewards services to the organizationCollaborative: Openly engage stakeholders for critical activities. Take accountability and ensure effective collaboration with all shared services functionsPeople: Improve and sustain eNPS to be within the top quartile. Develop strong internal leadership pipeline, with focus on developing local talent.Inspirational leadership: Build a diverse and trust-based team, manned with ideal team players, working as a true team internally and externally. Embody strong culture of collaborationResponsibilities: Adherence to employee relation activity plan (8 activity in 1year align 8 happy workplace)Coordinate yearly employee activities plan Implement good labor relations system and activities in the company. Maintain contact and communicate with employees to answer their concerns. Organize and coordinate with concerned departments to provide employee activities']","['s:Minimum Bachelor’s Degree in Political Science, Human Resource Management or related field3 years of direct experience and hands-on experience in HR, Employee Relations for manufacturing field.Good command of English, proficiency in MS Office. Drive the solution to most complex business problems Possess the strategic perspective and create sustained results for Pandora (financial, non-financial)Demonstrate ability to make hard decisions, making the right trade-offs Effectively plan and efficiently deliver exceptional work while handling both volume and complexityIs an inspirational leader; practices genuine humility and places the team above their own interestsIs self-motivated and hungry enough to work hard; willing to change Is smart about other people; has an ability to lead, manage, motivate, and run own team of future leadersStrong stakeholder management and communication skills; interact effectively with the large organizationThank you for your interest in PANDORA and your application to the position above. Our Talent Acquisition team will review your profile for this job opportunity as well as others positions that are suitable to your profile. Should you be selected as a candidate for the position applied, we will notify and contact you for further arrangement. ']","Location: Gemopolis, Pravet, BangkokMain purpose of the role: Strategic results: Drive strategic & tactical decisions for PPT HR function and align resources to deliver key functional objectives in alignment with PPT strategic goalsBest-in-class manufacturing: Oversee and deliver highest standards of HR services to support the set-up of a faster and more agile manufacturing functionalityCustomer centricity: Act as a trusted partner to all functions providing HR activities, performance & rewards services enabling PPT to deliver the best of Pandora to its customersFinancial results: Strive to deliver low cost-to-serve, while not compromising on the quality of HR performance & rewards services to the organizationCollaborative: Openly engage stakeholders for critical activities. Take accountability and ensure effective collaboration with all shared services functionsPeople: Improve and sustain eNPS to be within the top quartile. Develop strong internal leadership pipeline, with focus on developing local talent.Inspirational leadership: Build a diverse and trust-based team, manned with ideal team players, working as a true team internally and externally. Embody strong culture of collaborationResponsibilities: Adherence to employee relation activity plan (8 activity in 1year align 8 happy workplace)Coordinate yearly employee activities plan Implement good labor relations system and activities in the company. Maintain contact and communicate with employees to answer their concerns. Organize and coordinate with concerned departments to provide employee activitiesQualifications:Minimum Bachelor’s Degree in Political Science, Human Resource Management or related field3 years of direct experience and hands-on experience in HR, Employee Relations for manufacturing field.Good command of English, proficiency in MS Office. Drive the solution to most complex business problems Possess the strategic perspective and create sustained results for Pandora (financial, non-financial)Demonstrate ability to make hard decisions, making the right trade-offs Effectively plan and efficiently deliver exceptional work while handling both volume and complexityIs an inspirational leader; practices genuine humility and places the team above their own interestsIs self-motivated and hungry enough to work hard; willing to change Is smart about other people; has an ability to lead, manage, motivate, and run own team of future leadersStrong stakeholder management and communication skills; interact effectively with the large organizationThank you for your interest in PANDORA and your application to the position above. Our Talent Acquisition team will review your profile for this job opportunity as well as others positions that are suitable to your profile. Should you be selected as a candidate for the position applied, we will notify and contact you for further arrangement. "
         Compensation & Benefits Specialist        ,"[('admin-hr', 'compensation-benefits')]",            Entry Level           ,            5 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ","['Key Responsibilities:Manage overall compensation & benefitsResponsibilities:Manage all compensations & benefits programs that related annual salary review, performance bonus payment, mid-year and full year review and annual HR budgeting Responsible for develop the effectiveness of C&B strategy and execution to drive desirable organizational behavior and high performance and recommend modifications to ensure internal equity and external competitiveness. Strong experience in C&B strategies and policies, reward management, salary structure, salary survey, compensation and benefit programs, compensation proposal and budgets, and job grading Manage HR database to ensure that accurate HR information are in available on a timely basisLead and manage total reward management system, personnel budgeting, job analysis, job evaluation, salary administration and performance management system. Identify, collect and prepare data for analytics and HR metrics benchmarkingRequired ']","['s:Bachelor’s or Master’s degree in related fieldMinimum 5 years’ experience working in C&B specialistAdvance MS Excel skill/Pivot table/ V-lookup and Power PointGood knowledge of C&B, HRIS and performance managementGood communication, problem solving, presentation and interpersonal skillsCritical thinking skills in formulating hypotheses, interpreting resultsGood communication both Thai and EnglishWe offer attractive remuneration package and excellent career opportunities to the right candidates.Interested applicants are invited to send full resume indicating qualifications and experience, expected salary and recent photo to:""Apply Now""Human Resources Department1010 Shinawatra Tower III, 23rd FloorVibhavadi Rangsit Road, Chatuchak Bangkok 10900All information will be treated in the strictest confidence.Only short-listed candidates will be contacted for interview. ']","Key Responsibilities:Manage overall compensation & benefitsResponsibilities:Manage all compensations & benefits programs that related annual salary review, performance bonus payment, mid-year and full year review and annual HR budgeting Responsible for develop the effectiveness of C&B strategy and execution to drive desirable organizational behavior and high performance and recommend modifications to ensure internal equity and external competitiveness. Strong experience in C&B strategies and policies, reward management, salary structure, salary survey, compensation and benefit programs, compensation proposal and budgets, and job grading Manage HR database to ensure that accurate HR information are in available on a timely basisLead and manage total reward management system, personnel budgeting, job analysis, job evaluation, salary administration and performance management system. Identify, collect and prepare data for analytics and HR metrics benchmarkingRequired Qualifications:Bachelor’s or Master’s degree in related fieldMinimum 5 years’ experience working in C&B specialistAdvance MS Excel skill/Pivot table/ V-lookup and Power PointGood knowledge of C&B, HRIS and performance managementGood communication, problem solving, presentation and interpersonal skillsCritical thinking skills in formulating hypotheses, interpreting resultsGood communication both Thai and EnglishWe offer attractive remuneration package and excellent career opportunities to the right candidates.Interested applicants are invited to send full resume indicating qualifications and experience, expected salary and recent photo to:""Apply Now""Human Resources Department1010 Shinawatra Tower III, 23rd FloorVibhavadi Rangsit Road, Chatuchak Bangkok 10900All information will be treated in the strictest confidence.Only short-listed candidates will be contacted for interview. "
