job_title,job_categories,career_level,experience_year,salary,employment_type,job_responsibilities,job_qualifications,job_description
         QA Supervisor (Die Casting) - Saraburi Province        ,"[('manufacturing', 'quality-assurance-control-testing-iso')]",            Middle level           ,            3 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",['Our client is an international client who producingElectronics (Die casting process)looking forQAexperience.Position            :QA Supervisor (Die Casting) (Both day & night shifts)Salary Range       : 30KLocation           : CentralWorking hour       : Alt satBusiness           : Electronics'],"[""s:Bachelor's degree or above inEngineeringor related fields.Excellent ofquality system & assuranceforDie castingprocesses.Strong communication, organizational and presentation skills with excellent command of Thai and English language, both oral and written.Responsibilities;Quality system maintain & developQuality system maintain & develment. WI, QC 7 Tools, FMEA, MSA, Control, SPCanalyzes. Customer's claim support and develop. Coached and all qualitystandards to team. ISOIATF:16949, 9001, 14001 OHSAS 18001system. Interested candidate, please send your resume in English (Word format only)Along with your recent photo and expected salary to us by E-mail10F, Emporium Tower, 622 Soi 24, Sukhumvit Road,Klongton, Klongtoey, Bangkok 10110Tel: 0-2261-1270Please feel free to contact :Autumporn (Consultant) ""]","Our client is an international client who producingElectronics (Die casting process)looking forQAexperience.Position            :QA Supervisor (Die Casting) (Both day & night shifts)Salary Range       : 30KLocation           : CentralWorking hour       : Alt satBusiness           : ElectronicsQualifications:Bachelor's degree or above inEngineeringor related fields.Excellent ofquality system & assuranceforDie castingprocesses.Strong communication, organizational and presentation skills with excellent command of Thai and English language, both oral and written.Responsibilities;Quality system maintain & developQuality system maintain & develment. WI, QC 7 Tools, FMEA, MSA, Control, SPCanalyzes. Customer's claim support and develop. Coached and all qualitystandards to team. ISOIATF:16949, 9001, 14001 OHSAS 18001system. Interested candidate, please send your resume in English (Word format only)Along with your recent photo and expected salary to us by E-mail10F, Emporium Tower, 622 Soi 24, Sukhumvit Road,Klongton, Klongtoey, Bangkok 10110Tel: 0-2261-1270Please feel free to contact :Autumporn (Consultant) "
         Production Supervisor (Prachinburi Plant)        ,"[('manufacturing', 'product-development-management')]",            Middle level           ,            3 years experience           ,           Salary provided                       ,          Full Time         ,"['Responsibilities :-Able to know line material status and balance material to build, in the beginning of shift by co-relation with warehouse, production control and business development.To be the head of shift who manage Line leader, Debug Technician, Repairers and operators.To conduct daily meeting before shift start with operators on problem encounter, improvement plan and communication of various issue.To monitor and make sure yield or reject rate is within control per set limit.To work with line technician for machine problem which cause low yield or high reject.To plan and control material attrition and especially critical shortage parts.To prepare daily shift performance report.To control efficiency and quality of CRG/ Debug in term of output / QualityTo solve all human related issue for shift in term of attendance, conflict, discipline, tardiness etc.To react to emergency situation, act as mediator and inform production Manager, HR or Plant Director where necessary. Emergency situation are such as operator sick, fighting, conflict, power failure and strikes. To plan for Overtime ( OT ) in order to meet shipment plan.Plan and implement to continuous improve the production quality and productivity.Other responsibilities under Plant Director and Manager instruction.']","['s :-Bachelor Degree in any filed.At least3-5 years experienced in Production Supervisor.Proficiency in English and Computer literacy, SAP will be an advantage.Positive attitude , can work under pressure.Able to working on Company working shift.Leadership skill and Team Player competency.Emerson จ่ายค่าตอบแทน และมีสิทธิประโยชน์อื่น ๆ ที่จูงใจอีกทั้งพนักงานยังมีโอกาสก้าวหน้าในสายงานอีกด้วยผู้สนใจสมัครด้วยตนเอง หรือ สอบถามรายละเอียด เพิ่มเติมได้ทีบริษัท อิเมอร์สัน อิเล็คทริค (ประเทศไทย) จำกัดนิคมอุตสาหกรรม304 เลขที่ 500 หมู่ 7 ต.ท่าตูม อ.ศรีมหาโพธิ จ.ปราจีนบุรีโทร.037-629-812คุณนพรัตน์โทร.037-629-800 คุณนภัสศรณ์ ']","Responsibilities :-Able to know line material status and balance material to build, in the beginning of shift by co-relation with warehouse, production control and business development.To be the head of shift who manage Line leader, Debug Technician, Repairers and operators.To conduct daily meeting before shift start with operators on problem encounter, improvement plan and communication of various issue.To monitor and make sure yield or reject rate is within control per set limit.To work with line technician for machine problem which cause low yield or high reject.To plan and control material attrition and especially critical shortage parts.To prepare daily shift performance report.To control efficiency and quality of CRG/ Debug in term of output / QualityTo solve all human related issue for shift in term of attendance, conflict, discipline, tardiness etc.To react to emergency situation, act as mediator and inform production Manager, HR or Plant Director where necessary. Emergency situation are such as operator sick, fighting, conflict, power failure and strikes. To plan for Overtime ( OT ) in order to meet shipment plan.Plan and implement to continuous improve the production quality and productivity.Other responsibilities under Plant Director and Manager instruction.Qualifications :-Bachelor Degree in any filed.At least3-5 years experienced in Production Supervisor.Proficiency in English and Computer literacy, SAP will be an advantage.Positive attitude , can work under pressure.Able to working on Company working shift.Leadership skill and Team Player competency.Emerson จ่ายค่าตอบแทน และมีสิทธิประโยชน์อื่น ๆ ที่จูงใจอีกทั้งพนักงานยังมีโอกาสก้าวหน้าในสายงานอีกด้วยผู้สนใจสมัครด้วยตนเอง หรือ สอบถามรายละเอียด เพิ่มเติมได้ทีบริษัท อิเมอร์สัน อิเล็คทริค (ประเทศไทย) จำกัดนิคมอุตสาหกรรม304 เลขที่ 500 หมู่ 7 ต.ท่าตูม อ.ศรีมหาโพธิ จ.ปราจีนบุรีโทร.037-629-812คุณนพรัตน์โทร.037-629-800 คุณนภัสศรณ์ "
         Quality Control Technician/พนักงานตรวจสอบคุณภาพ        ,"[('manufacturing', 'quality-assurance-control-testing-iso')]",,            3 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"สถานที่ทำงาน: บางบ่อ สมุทรปราการรับสมัครพนักงานตรวจสอบคุณภาพ 1 ตำแหน่ง เพศชายเท่านั้น อายุ 20-35 ปีResponsible for incoming inspection of raw material, machining parts, steelcomponents, accessories, surface treatment/galvanizing/painting… etc.Responsible for In-process inspection of machinery process, fabrication process and assembly process.Responsible for final inspection, functional test and out-going inspection.Recording and analyzing inspection data during incoming, in-process and final inspection.Monitoring overall quality and working procedure in production process.Raising Nonconformance Report (NCR) for any nonconformities found.Reporting to QA/QC Manager, control and monitor all activities related to Quality Control.Other tasks assign by the superior.Male 20-35 years old.At least High Vocational Certificate in mechanical (preferable) or related fields.Experience in Quality Control job at least 3 years (machine fabrication is preferred).Can use measuring tools and ability to interpret mechanical drawings & specifications.Able to work on night shift (upon request).Being able to read, write and speak English. "
         Sales Manager / Project Sales Engineer (Packaging Machinery)        ,"[('engineering', 'electrical-electronics'), ('manufacturing', 'printing'), ('sales-cs-business-devpt', 'technical-sales-sales-engineer')]",            Senior level           ,            3 years experience           ,           Base salary + high commission                       ,"          Full Time, Permanent         ",[''],"['s:\u200b-Ideally, the candidate possesses following qualification:3-5 Years of sales experience, successfully selling packaging machinery and solutions (Project value USD 200k or above)Sound technical background from sales of quality machinery and / or other industrial equipment related to packaging technologyEstablished contacts to existing and prospective customers in food, homecare and personal care market segments.Good English skills required - to coordinate with suppliers abroad and clarify technical requirements.Self motivated to learn and develop technical knowledge.25-40 years oldThai national / Female or MaleVery initiative, independent, confidentJobResponsibilities:\u200b-Established contacts to existing and prospective customers inPackaging Machinery/ Food Processing/ Personal care Machinerymarket segments.\u200bProvide leadership and motivation to the team to achieve sales target & maximize profits for the business and to be in line with agreed budgets.Responsible for development of salesstrategic plans and successful implementation.Develop strong relationship and activities with Key Customers.Support Business Strategy and Direction to achieve business target and to create long term Competitive Advantage.Accountable for promoting products and executing sales to meet our customers’ requirements and expectations.Ensure satisfactory support and cooperation to customers by regular follow-up, Identify and solve customer’s concerns that includes providing and explaining technical and strategic information. Illies offers an attractive salary, performance bonus, overseas training opportunities and the chance for the successful person to grow this existing business.Location :Bangkok (Asoke)Working Days :Monday-Friday 8:00am - 17:00pm.Benefits :-Company Bonus Scheme, as business develops Car allowanceCommissionHealth InsuranceDental CareAnnual Health CheckProvident FundInterested applicants are invited submit full resume indicating qualifications and experience, transcript, expected salary and recent photo to ornanongk(at)illies.co.thorC. ILLIES (Thailand) Co., Ltd.Serm-Mit Tower, #1802, 18th Floor159/29 Sukhumvit Road, Soi 21 (Asoke)North Klongtoy, Wattana, Bangkok 10110, Thailandwww.illies.co.th ']","Qualifications:​-Ideally, the candidate possesses following qualification:3-5 Years of sales experience, successfully selling packaging machinery and solutions (Project value USD 200k or above)Sound technical background from sales of quality machinery and / or other industrial equipment related to packaging technologyEstablished contacts to existing and prospective customers in food, homecare and personal care market segments.Good English skills required - to coordinate with suppliers abroad and clarify technical requirements.Self motivated to learn and develop technical knowledge.25-40 years oldThai national / Female or MaleVery initiative, independent, confidentJobResponsibilities:​-Established contacts to existing and prospective customers inPackaging Machinery/ Food Processing/ Personal care Machinerymarket segments.​Provide leadership and motivation to the team to achieve sales target & maximize profits for the business and to be in line with agreed budgets.Responsible for development of salesstrategic plans and successful implementation.Develop strong relationship and activities with Key Customers.Support Business Strategy and Direction to achieve business target and to create long term Competitive Advantage.Accountable for promoting products and executing sales to meet our customers’ requirements and expectations.Ensure satisfactory support and cooperation to customers by regular follow-up, Identify and solve customer’s concerns that includes providing and explaining technical and strategic information. Illies offers an attractive salary, performance bonus, overseas training opportunities and the chance for the successful person to grow this existing business.Location :Bangkok (Asoke)Working Days :Monday-Friday 8:00am - 17:00pm.Benefits :-Company Bonus Scheme, as business develops Car allowanceCommissionHealth InsuranceDental CareAnnual Health CheckProvident FundInterested applicants are invited submit full resume indicating qualifications and experience, transcript, expected salary and recent photo to ornanongk(at)illies.co.thorC. ILLIES (Thailand) Co., Ltd.Serm-Mit Tower, #1802, 18th Floor159/29 Sukhumvit Road, Soi 21 (Asoke)North Klongtoy, Wattana, Bangkok 10110, Thailandwww.illies.co.th "
         Production Manager/ผู้จัดการฝ่ายผลิต        ,"[('engineering', 'industrial'), ('engineering', 'manufacturing-production'), ('manufacturing', 'product-development-management')]",            Senior level           ,            10 years experience           ,           Salary negotiable                       ,"          Full Time, Permanent         ",[''],"[""s:-Male/FemaleAround 40 years of age.Bachelor’s degree in Engineering (Mechanical, Electrical, Electronic, Industrial) or related fields.Minimum 10 years of experience in manufacturing and at least 5 years in management level.Strong knowledge in process, technical and equipment management.Strong knowledge in quality management system, continuous improvement, 5S, TPM concepts.Preferable if have experience in can manufacturing.Good command in English.Good command in English.Responsibilities :-Managing Production line to meet company is objective.Managing, Supervising and motivating employees in production development.Managing Ensure that products are produced on time and are good quality.Ensuring that the production in cost effectiveMonitoring the production process and adjusting schedule in response to customer's’ requirement.Collaborating with other managers to achieve company’s policies and goals.Identifying training needs for subordinates.Develop & Increase skill for subordinatesHuman Resources (Job Applications)Next Can Innovation Co., Ltd. 10 Moo 14, Nongkhae Industrial Estate, Pahonyothin Rd., Khokyae, Nongkhae, Saraburi 18230 Tel.036-374225 ""]","Qualifications:-Male/FemaleAround 40 years of age.Bachelor’s degree in Engineering (Mechanical, Electrical, Electronic, Industrial) or related fields.Minimum 10 years of experience in manufacturing and at least 5 years in management level.Strong knowledge in process, technical and equipment management.Strong knowledge in quality management system, continuous improvement, 5S, TPM concepts.Preferable if have experience in can manufacturing.Good command in English.Good command in English.Responsibilities :-Managing Production line to meet company is objective.Managing, Supervising and motivating employees in production development.Managing Ensure that products are produced on time and are good quality.Ensuring that the production in cost effectiveMonitoring the production process and adjusting schedule in response to customer's’ requirement.Collaborating with other managers to achieve company’s policies and goals.Identifying training needs for subordinates.Develop & Increase skill for subordinatesHuman Resources (Job Applications)Next Can Innovation Co., Ltd. 10 Moo 14, Nongkhae Industrial Estate, Pahonyothin Rd., Khokyae, Nongkhae, Saraburi 18230 Tel.036-374225 "
         Improvement Engineer/วิศวกรปรับปรุงงาน        ,"[('engineering', 'electrical-electronics'), ('engineering', 'mechanical'), ('manufacturing', 'quality-assurance-control-testing-iso')]",            Entry Level           ,            1 year experience           ,           Salary negotiable                       ,"          Full Time, Permanent         ",[''],"['Male or Female, 28 years upwards.Bachelor’s degree in Electrical/ Mechanical Engineering or related field.At Least 1 year of experience in Improvement / Mechanical/ Electrical EngineerHave knowledge in PLC program design, Pneumatic, Auto CAD and related Engineer Tools.Good knowledge in ISO 9001, ISO 14001, GMP/HCCPComputer literacy in Microsoft Office.Good working knowledge of both written and spoken EnglishResponsibilities:Provide Manufacturing Improvement Project.Co-ordination with persons related Improvement Project.Control and Effective Improvement Project Timeline.Prepare Document if related Improvement Project such as Drawing, New Machine, Part etc.BenefitsDental insuranceFree shuttle busLife insuranceMedical insuranceOvertime payPerformance bonusTransportation allowance ']","QualificationMale or Female, 28 years upwards.Bachelor’s degree in Electrical/ Mechanical Engineering or related field.At Least 1 year of experience in Improvement / Mechanical/ Electrical EngineerHave knowledge in PLC program design, Pneumatic, Auto CAD and related Engineer Tools.Good knowledge in ISO 9001, ISO 14001, GMP/HCCPComputer literacy in Microsoft Office.Good working knowledge of both written and spoken EnglishResponsibilities:Provide Manufacturing Improvement Project.Co-ordination with persons related Improvement Project.Control and Effective Improvement Project Timeline.Prepare Document if related Improvement Project such as Drawing, New Machine, Part etc.BenefitsDental insuranceFree shuttle busLife insuranceMedical insuranceOvertime payPerformance bonusTransportation allowance "
         Sales Executive (Food Science / QA / QC / PD)        ,"[('sciences-lab-researchdevelopment', 'food-science'), ('manufacturing', 'quality-assurance-control-testing-iso'), ('sales-cs-business-devpt', 'technical-sales-sales-engineer')]",            Entry Level           ,            2 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ","[""Responsibilities:To sell SGS products to clients in such a way to ensure that all required conversion rates for proposals and contracts are metTo ensure that all proposals are followed up in a manner that ensures that SGS-CBE exceeds customer’s expectations.To report back to management of trends in demand for products and movements in the market including reporting on problems incurred in selling identified products.To move forward in driving maximum customers' satisfactionTo improvement on personnel performance & leadership assessment result progressively""]","[""s:Bachelor's Degree in Food Science, Food Technology, Food Engineering or related fieldsThai Female or MaleHave at least 1-3 years experience in QA / QC / Production / R&D in Food BusinessGood Command of EnglishGood Computer LiteracyHighpassionto leading business with enthusiastic to learn new things Service-Minded, Self-Discipline, and Good Learning AttitudeGood Interpersonal Skills and Communication SkillsSGS (Thailand) Limited100 Nanglinchee ChongnonseeYannawa Bangkok 10120Tel. 02-678-1813 ext 1117 ""]","Responsibilities:To sell SGS products to clients in such a way to ensure that all required conversion rates for proposals and contracts are metTo ensure that all proposals are followed up in a manner that ensures that SGS-CBE exceeds customer’s expectations.To report back to management of trends in demand for products and movements in the market including reporting on problems incurred in selling identified products.To move forward in driving maximum customers' satisfactionTo improvement on personnel performance & leadership assessment result progressivelyQualifications:Bachelor's Degree in Food Science, Food Technology, Food Engineering or related fieldsThai Female or MaleHave at least 1-3 years experience in QA / QC / Production / R&D in Food BusinessGood Command of EnglishGood Computer LiteracyHighpassionto leading business with enthusiastic to learn new things Service-Minded, Self-Discipline, and Good Learning AttitudeGood Interpersonal Skills and Communication SkillsSGS (Thailand) Limited100 Nanglinchee ChongnonseeYannawa Bangkok 10120Tel. 02-678-1813 ext 1117 "
         Auditor - ISO13485(Medical Devices)        ,"[('manufacturing', 'production-planning-control'), ('medical-services', 'medical-services-technician'), ('manufacturing', 'quality-assurance-control-testing-iso')]",            Middle level           ,            5 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],• Meaningful feedback on the effectiveness of the quality management system• Confidence in compliance with regulations • Identification of areas requiring attention • Confirmation that best practise is achieved • Detection of areas of non-compliance and possible risk• Reporting and certification that is valuable and recognized 
"         Technician Inspector (QA,QC Electronics)        ","[('manufacturing', 'quality-assurance-control-testing-iso')]",            Entry Level           ,,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"Review daily job allocation for inspection assignment details and effective inspection performance.Review inspection references, including, but not limited to clients’ SOP, work/job instructions, type sample (if any), and calibration of utilized equipment before execution of inspections, to ensure completeness of inspection references/suitability of equipment, and required PPE, and complete understanding of applicable requirements.Perform the inspection in compliance with applicable inspection references mentioned above, and timely report the findings.Inform Manager and/or coordinator/responsible administrative staff of any problems found during inspection, i.e., attempt to any bribery prior to making any decision for further solution (discrepancies, rejects, abortive etc.) or completion of the inspection. If possible, providing necessary recommendations on solving the issues.Inform client’s or supplier’s representative of inspection findings before leaving the inspection site.If necessary, draw reference samples, identify, and retain them in designated locations according to job instruction and applicable requirements.Prepare and submit the inspection report with complete and accurate information, and where applicable, the production or defective samples, to CRS division, preferably on the same date of inspection completion.Prepare, review, and send inspection report to client according to client’s requirement, and division KPI in absence of client’s specific requirement, and as specifically authorized by the manager.Identify training needs, and where applicable, provide recommendation on trainings required for continuous work improvements and capability enhancement.Represent the company with integrity, professionalism and skill when conducting the inspection.Perform other tasks/assignments as required/assigned by superior of managerial level.At all times, comply with SGS Code of Integrity and Professional Conduct.Technical Inspector Supervisor is deputy when above position is absent. "
         Customer Relation Management (Engineering / Science)        ,"[('sales-cs-business-devpt', 'customer-service'), ('sciences-lab-researchdevelopment', 'food-science'), ('manufacturing', 'production-planning-control')]",            Entry Level           ,            1 year experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],Responsibilities:Assist the CRM team with the planning and execution of CRM initiativesExtraction and analysis of CRM data to support Sales & Marketing activitiesAnalyse customer data for reporting purposes Support data cleansing activities and maintain database hygiene Collaborate and support retail teams and other departments with CRM related requests and activitiesRequirementsBachelor's Degree in Engineering / Science At least 1 year of QA / QC / Production Knowledge of CRM or had worked with agencies supporting CRM Experience with customer database management Experience with data analysis Experience in retail industry  
