job_title,job_categories,career_level,experience_year,salary,employment_type,job_responsibilities,job_qualifications,job_description
         Presales Engineer / IT Support (Samsung enterprise mobility)        ,"[('information-technology', 'hardware'), ('information-technology', 'support'), ('information-technology', 'programming-software-development')]",            Entry Level           ,,           Salary provided                       ,          Full Time         ,"['Presales Engineer / IT SupportSamsung enterprise mobility, Samsung Knox (MDM), MTD (Mobile Threat Defense), SFA (Sales Force Automation), DMS (Distribution Management System), Barcode devices and complementary solutions.Duties:Pre/Post sales supportWork closely with inside sales reps to define sales strategies and close dealsDeeply engage with high potential customers as well as our direct, channel and carrier partner sales teams to help them understand the robust technical capabilities of Databar and help develop their solutionsWork with sales and proposing company solutions to customerFocus on Samsung enterprise mobility solutions, Samsung KNOX, MDM, barcode devices & complementary solutions, AutomationDemo / Proof of concept by product and solutionService and Support']","[""s:University graduate in Computer Science, Communication Engineering, Electronics EngineeringKnowledge of Android SDK and native AndroidExperiences in Android platformA good team-player with strong analytical and logical thinkingFair command of both written and spoken EnglishSelf-motivated and interested to explore new mobility technologies and solutionsService minded and energeticFlexible and able to visit up country customer sitesCompany's Welfare:BonusHealth InsuranceAccident InsuranceSocial SecurityAn attractive remuneration will be offered to the right candidates.All interested persons should submit your resume (ENGLISH only) starting qualifications, experience, achievement, expected salary and a photograph by e-mail attention to Mr. Andy.DATABAR Company LimitedCRYSTAL DESIGN CENTER (CDC), L2 Building, 2FL, Room no. 202-208, 1448/15 Praditmanuthum Rd., Klongjan, Bangkapi, Bangkok 10240 THAILAND.T: +66 (0) 2 102-2591 (Auto)F: +66 (0) 2 102-2590M: +66 (0) 99 287-4716W:http://www.databar.co.th/     ""]","Presales Engineer / IT SupportSamsung enterprise mobility, Samsung Knox (MDM), MTD (Mobile Threat Defense), SFA (Sales Force Automation), DMS (Distribution Management System), Barcode devices and complementary solutions.Duties:Pre/Post sales supportWork closely with inside sales reps to define sales strategies and close dealsDeeply engage with high potential customers as well as our direct, channel and carrier partner sales teams to help them understand the robust technical capabilities of Databar and help develop their solutionsWork with sales and proposing company solutions to customerFocus on Samsung enterprise mobility solutions, Samsung KNOX, MDM, barcode devices & complementary solutions, AutomationDemo / Proof of concept by product and solutionService and SupportQualifications:University graduate in Computer Science, Communication Engineering, Electronics EngineeringKnowledge of Android SDK and native AndroidExperiences in Android platformA good team-player with strong analytical and logical thinkingFair command of both written and spoken EnglishSelf-motivated and interested to explore new mobility technologies and solutionsService minded and energeticFlexible and able to visit up country customer sitesCompany's Welfare:BonusHealth InsuranceAccident InsuranceSocial SecurityAn attractive remuneration will be offered to the right candidates.All interested persons should submit your resume (ENGLISH only) starting qualifications, experience, achievement, expected salary and a photograph by e-mail attention to Mr. Andy.DATABAR Company LimitedCRYSTAL DESIGN CENTER (CDC), L2 Building, 2FL, Room no. 202-208, 1448/15 Praditmanuthum Rd., Klongjan, Bangkapi, Bangkok 10240 THAILAND.T: +66 (0) 2 102-2591 (Auto)F: +66 (0) 2 102-2590M: +66 (0) 99 287-4716W:http://www.databar.co.th/     "
         Cloud Engineer (AWS)        ,"[('information-technology', 'hardware'), ('information-technology', 'application-specialist-network'), ('information-technology', 'network-system')]",            Middle level           ,            2 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"Our Ascend vision is to create life opportunities with innovative digital services. We are blessed to be operating in ASEAN, where we are able to help one of the world’s largest populations of underbanked, the people from some of the poorest provinces who are disregarded by traditional banks. So many lives are waiting for our help.In 2017, we served over 30 million customers in 6 countries (Thailand, Cambodia, Myanmar, Vietnam, Indonesia, Philippines), and processed over 4.5 billion USD. This makes us by far the largest fintech company in SE Asia, and growing quickly. As a cloud operations team, you will be helping to bring this vision to reality by leveraging the most modern cloud-native technologies. At Ascend, you will be part of a team who are directly responsible for improving the lives of millions. Key ResponsibilitiesProvide a reliable, scalable multi-clouds platform (AWS/GCP) that supports our business goals.Manage application services in the cloud platform technology (e.g: EC2, ECS, GKE, EKS, etc).Manage SaaS platform outside of the cloud platform such as Git repository, Cloudflare and other services related to our cloud architecture.Conduct well architecture and system performance reviews.Research new technology and Innovate automation to support day to day cloud operation.Provide support in knowledge or technical domain to every team with their activity related to cloud platform.Essential Skills & PrerequisitesA positive, can-do attitude, who naturally expresses a high degree of empathy to others.Bachelor’s Degree in Computer Science or equivalent work experience. We are rather more interested in passion for technology and what you are capable of instead of academic qualifications.2 or more years experience in managing Cloud Platform Technologies.Experience in building and running mission critical platform setups with high availability, high-scale, and performance systems..Experience with container technologies (Docker/LXC) and container orchestration platform such as Openshift/Kubernetes/Mesos/ECS/etc.Strong Technical Knowledge and skill of AWS/GCP, other platform is a plusExperience with infrastructure as a code (Terraform)Experience with developing CI/CD Pipeline.Programming and scripting skills, such as Java, Python, Groovy, etc. "
         IT Technical Support (2nd Tier)        ,"[('information-technology', 'support'), ('information-technology', 'application-specialist-network'), ('information-technology', 'network-system')]",            Entry Level           ,            1 year experience           ,           Salary negotiable                       ,"          Full Time, Permanent         ",[],[],"Key ResponsibilitiesProvide 2nd level of technical support for all application systems and software components.Troubleshoot and investigate the root cause of incidents that happen within application systems.Work closely with application development teams and platform team to investigate and fix issues.Monitor, update and maintain application systems to ensure they are working as operational.Understand and be able to study and apply new technology to support business requirements.Continuously improve work scope and reduce manual work.Coordinate with other technical teams (service & infrastructure teams, software development, and 3rd-party vendors) in troubleshooting and resolving issues.Key member of incident response team.Provide on-call support during non-business hours and weekends (on a rotation basis)Essential Skills & PrerequisitesA positive, can-do attitude, that naturally expresses a high degree of empathy to others.Require strong technical, analytical, interpersonal and organizational skills.Bachelor’s Degree in Computer Science or equivalent work experience. We are more interested in passion for technology and what you are capable of, than we are in academic qualification.2 - 5 years of relevant work experience.Experience in troubleshooting and investigating IT system/application incidents, structured approach to problem solving.Self-motivated and able to work in a fast paced work environment with minimal supervision.Good interpersonal communication, high responsibility, enthusiastic to explore new technologies.Excellent service mind and good customer service skills.Able to work under pressure.Good command of spoken and written Thai and English.Experience with a broad mix of technologies, including a strong subset of:Familiarity with Linux and Unix operating systems.Prometheus, Grafana.Hand-on Unix/Linux skill and shell programming is a plus. "
         Web Developer / Web Programmer / นักพัฒนาระบบเโปรแกรม / นักเขียนระบบเว็บไซต์ /นักพัฒนาระบบเโปรแกรม / นักเขียนโปรแกรม        ,"[('information-technology', 'application-specialist-software'), ('information-technology', 'internet-seo'), ('information-technology', 'programming-software-development')]",            Entry Level           ,,           Salary provided                       ,          Full Time         ,"['Web Developer / Web Programer /นักพัฒนาระบบเโปรแกรม / นักเขียนระบบเว็บไซต์Samsung enterprise mobility, Samsung Knox (MDM), MTD (Mobile Threat Defense), SFA (Sales Force Automation), DMS (Distribution Management System), Barcode devices and complementary solutions.Responsibilities:เขียนโปรแกรม พัฒนาเว็บไซต์หลัก และเว็บไซต์ย่อยขององค์การ รวมถึงพัฒนาฟังก์ชั่นการทำงานใหม่ๆ อื่นๆ พัฒนาระบบงาน และต่อยอดบริการบนสื่อใหม่อื่นๆ เช่น Mobile Application, Social Media, eCommerce, SEO เป็นต้น ทำการพัฒนา Back End และ Front End ควบคู่กันไป']","[""s:จบการศึกษาระดับปริญญาตรี หรือปริญญาโท สาขาวิศวกรรมคอมพิวเตอร์ วิทยาศาสตร์คอมพิวเตอร์ เทคโนโลยีสารสนเทศมีประสบการณ์ในการทำงาน 1 ปีขึ้นไป ด้านการพัฒนา Web Application ด้วย PHP, JAVA Script, ASP .NET หรือการพัฒนา Mobile Applicationมีความรู้ ความเข้าใจ หรือประสบการณ์การพัฒนาโปรแกรม ด้วยภาษาโปรแกรมต่างๆ อาทิ PHP, ASP .NET เป็นต้นมีความรู้ ความเข้าใจ หรือประสบการณ์vรวมถึงการดูแลระบบเครือข่าย, เทคโนโลยีสตรีมมิ่ง, กระบวนการผลิตมัลติมีเดียบนสื่อออนไลน์หากมีทักษะการเขียนพัฒนาโปรแกรมด้านAndroid ด้วย จะได้รับการพิจารณาเป็นพิเศษ ตรงต่อเวลา มีความรับผิดชอบ ละเอียดรอบคอบ มีระเบียบวินัยรักงานบริการการเรียนรู้ใหม่ๆ และ มีมนุษยสัมพันธ์ดีAn attractive remuneration will be offered to the right candidates.All interested persons should submit your resume (ENGLISH only) starting qualifications, experience, achievement, expected salary and a photograph by e-mailattention to Mr. Andy.DATABAR Company LimitedCRYSTAL DESIGN CENTER (CDC), L2 Building, 2FL, Room no. 202-208, 1448/15 Praditmanuthum Rd., Klongjan, Bangkapi, Bangkok 10240 THAILAND.W: http://www.databar.co.th/T: +66 (0) 2 102-2591 (Auto)F: +66 (0) 2 102-2590M: +66 (0)99 287-4716Company's Welfare:BonusHealth InsuranceAccident InsuranceSocial SecurityIncentives ""]","Web Developer / Web Programer /นักพัฒนาระบบเโปรแกรม / นักเขียนระบบเว็บไซต์Samsung enterprise mobility, Samsung Knox (MDM), MTD (Mobile Threat Defense), SFA (Sales Force Automation), DMS (Distribution Management System), Barcode devices and complementary solutions.Responsibilities:เขียนโปรแกรม พัฒนาเว็บไซต์หลัก และเว็บไซต์ย่อยขององค์การ รวมถึงพัฒนาฟังก์ชั่นการทำงานใหม่ๆ อื่นๆ พัฒนาระบบงาน และต่อยอดบริการบนสื่อใหม่อื่นๆ เช่น Mobile Application, Social Media, eCommerce, SEO เป็นต้น ทำการพัฒนา Back End และ Front End ควบคู่กันไปQualifications:จบการศึกษาระดับปริญญาตรี หรือปริญญาโท สาขาวิศวกรรมคอมพิวเตอร์ วิทยาศาสตร์คอมพิวเตอร์ เทคโนโลยีสารสนเทศมีประสบการณ์ในการทำงาน 1 ปีขึ้นไป ด้านการพัฒนา Web Application ด้วย PHP, JAVA Script, ASP .NET หรือการพัฒนา Mobile Applicationมีความรู้ ความเข้าใจ หรือประสบการณ์การพัฒนาโปรแกรม ด้วยภาษาโปรแกรมต่างๆ อาทิ PHP, ASP .NET เป็นต้นมีความรู้ ความเข้าใจ หรือประสบการณ์vรวมถึงการดูแลระบบเครือข่าย, เทคโนโลยีสตรีมมิ่ง, กระบวนการผลิตมัลติมีเดียบนสื่อออนไลน์หากมีทักษะการเขียนพัฒนาโปรแกรมด้านAndroid ด้วย จะได้รับการพิจารณาเป็นพิเศษ ตรงต่อเวลา มีความรับผิดชอบ ละเอียดรอบคอบ มีระเบียบวินัยรักงานบริการการเรียนรู้ใหม่ๆ และ มีมนุษยสัมพันธ์ดีAn attractive remuneration will be offered to the right candidates.All interested persons should submit your resume (ENGLISH only) starting qualifications, experience, achievement, expected salary and a photograph by e-mailattention to Mr. Andy.DATABAR Company LimitedCRYSTAL DESIGN CENTER (CDC), L2 Building, 2FL, Room no. 202-208, 1448/15 Praditmanuthum Rd., Klongjan, Bangkapi, Bangkok 10240 THAILAND.W: http://www.databar.co.th/T: +66 (0) 2 102-2591 (Auto)F: +66 (0) 2 102-2590M: +66 (0)99 287-4716Company's Welfare:BonusHealth InsuranceAccident InsuranceSocial SecurityIncentives "
"         Business Development Executive, Advertiser Engagement        ","[('media-advertising', 'others'), ('sales-cs-business-devpt', 'business-development'), ('information-technology', 'application-specialist-software')]",            Middle level           ,            5 years experience           ,           Salary negotiable                       ,          Full Time         ,[],[],"Our Producthttps://anymindgroup.com/businesses/marketing/What You'll DoIndividually cold-call, pitch and close salesLead discovery sessions to identify the customer’s key needs and pain pointsWork with the prospect in a consultative department to develop a digital marketing strategy, especially influencers marketing platforms.Consistently deliver individual sales targets every monthPrepares reports by collecting, analyzing, and summarizing information.Develop a strong understanding of the client’s business and make digital marketing planMaintains professional and technical knowledge by attending educational workshops; reviewing professional publications; establishing personal networks; benchmarking state-of-the-art practices; participating in professional societiesContributes to team effort by accomplishing related results as neededWho You Are1+ year experience in Sales with outstanding result (Advertising, E-Commerce or Multiple digital platforms)1+ years experience in Digital Marketing Industry or AdTech companiesGood command of English and Thai Bachelor’s Degree Critical thinking and Logical Reasoning Fun to communicate with Result-oriented mind with passion for workDetail-oriented, well organized with good sense of responsibilityWhy You'll Love ItCompetitive salary with high commissionPerformance review (2 times a year)Performance bonus (1 time per year from 0.5-month to 3-month salary amount)Annual paid leaveHealth insuranceSocial securityPerfect attendance will be providedMonthly birthday celebrationMonthly, quarterly, annual MVP awards (prizes up to 8,000USD)Creative office environment located at EmQuartierWork in a professional and dynamic environmentGood chance to explore new trends in the digital market "
"         Business Development Executive, Publisher Engagement        ","[('media-advertising', 'others'), ('sales-cs-business-devpt', 'business-development'), ('information-technology', 'application-specialist-software')]",            Middle level           ,            5 years experience           ,           Salary negotiable                       ,          Full Time         ,[],[],"Our Producthttps://anymindgroup.com/businesses/marketing/What You'll DoIndividually prospect publisher, pitch and close salesConsistently deliver individual sales targets every monthDevelop a strong understanding of the client’s business and make digital marketing planProvide online publishers with excellent and timely services/technological advice to implement advertisingCheck volume and negotiate on prices to obtain the best rates and most appropriate media spaces onlineOptimize, track and analyze advertising performance and make suggestions to publishers for better performanceKeeping up to date with industry research figuresCollect and analyze sales/consumer data Communicate with Product team for product development projectsWorking closely with other departments for development projects or initiatives projects and insightUnderstand and comply with GCPP (Google Certified Publishing Partner) program policy and objectivesProvide consultation to publishers on Google AdManager, Google AdSense, AdMob, Google Analytics, and FirebaseWho You AreMinimum 1+ year of experience in Mobile Apps or Web development and Digital marketing industryWilling to work in pressure about target Good command of English Have good connections with publishers Familiar with startup culture Fun to communicate with Why You'll Love ItCompetitive salary with high commissionPerformance review (2 times a year)Performance bonus (1 time per year from 0.5-month to 3-month salary amount)Annual paid leaveHealth insuranceSocial securityPerfect attendance will be providedMonthly birthday celebrationMonthly, quarterly, annual MVP awards (prizes up to 8,000USD)Creative office environment located at EmQuartierWork in a professional and dynamic environmentGood chance to explore new trends in the digital market "
         Senior Angular Developer         ,"[('information-technology', 'application-specialist-software'), ('information-technology', 'it-project-management-team-lead'), ('information-technology', 'programming-software-development')]",            Senior level           ,            5 years experience           ,           Salary provided                       ,"          Full Time, Permanent         ",[],[],"Job Purpose/RoleThe Senior Angular /Front End Software Developer role is programming position within our group. You will work on adiverse team of English-speaking developers, QA personnel, and business analysts to implement and maintain backend applications which provide APIs and capabilities for customers, administrators and the public. You will use your technical expertise to provide functionality and data for web portals, mobile applications, and other API consumers. You will create and improve software that solves modern business needs and provides solutions that will be used by people around the world. Our technology stack is primarily open source and uses Java and Spring framework.Key ResponsibilitiesDevelop high quality, robust and scalable softwareDefine and follow technical specificationsDocument important system mechanics Deliver software test cases alongside codeFurther responsibilitiesParticipate in regular code reviews Be part of an agile development team Strive for continuous improvement Key Requirements/Skills/ExperienceExcellent development ability and experienceUnderstanding of scrum and SDLC processesThorough knowledge of unit testing Experience programming SQL database interactionsGood English language abilities Desired requirements /skills /experienceFrontend development experience (Angular, React)NoSQL database experience (ElasticSearch, Redis, Mongo)Experience with JIRA, Confluence, Maven, GitCI/CD or DevOps experience Mobile development or integration experienceThai language ability is a plus  "
         Senior QA Automation Engineer        ,"[('information-technology', 'application-specialist-software'), ('information-technology', 'programming-software-development'), ('information-technology', 'testing-qa')]",            Senior level           ,            4 years experience           ,           Salary negotiable                       ,"          Full Time, Permanent         ","['Responsibilities:Develop testautomation frameworks and tools that will help teams increase their delivery speed and qualityCollaborate with developers in defining how to best approach complex features, build them for testability, and improve the quality of the code base through refactoring and increased test coverage by creating functional and integration tests Write and maintain automated test scripts (for Selenium, Appium & Autolt based on the Robot Framework), utilities, simulators, data sets and other programmatic test tools required to execute test plans. Reports test results and defectsLead, train, and supervise junior staff in QA team']","['s:Bachelor’sdegree or Master’s degree in computer engineering, computer science or related field.At least 5 years experience in Software Testing or Software DevelopmentExtensive knowledge in writing code in two or more languages such as Java, Ruby, Python etc.Passionate about quality assurance careerExperience in Selenium, Robot Framework, Appium, Autolt or other test automation tools, Jenkinsor other CI tool.Experience in writing test automation frameworkDetail-attentive, results-oriented, well-organizedVery fast learner and able to manage multiple projectsSelf-motivated and able to work both as a team and individuallyCritical, logical, creative thinkingGood communication, interpersonal and analytical skillsAble to work under pressure and tight scheduleExcellent communication skills in EnglishBenefitsCompetitive remuneration package15 day annual leaveYearly medical check-upComprehensive healthcareFitness club membershipTechnical and language trainingInternational working environment ']","Responsibilities:Develop testautomation frameworks and tools that will help teams increase their delivery speed and qualityCollaborate with developers in defining how to best approach complex features, build them for testability, and improve the quality of the code base through refactoring and increased test coverage by creating functional and integration tests Write and maintain automated test scripts (for Selenium, Appium & Autolt based on the Robot Framework), utilities, simulators, data sets and other programmatic test tools required to execute test plans. Reports test results and defectsLead, train, and supervise junior staff in QA teamQualifications:Bachelor’sdegree or Master’s degree in computer engineering, computer science or related field.At least 5 years experience in Software Testing or Software DevelopmentExtensive knowledge in writing code in two or more languages such as Java, Ruby, Python etc.Passionate about quality assurance careerExperience in Selenium, Robot Framework, Appium, Autolt or other test automation tools, Jenkinsor other CI tool.Experience in writing test automation frameworkDetail-attentive, results-oriented, well-organizedVery fast learner and able to manage multiple projectsSelf-motivated and able to work both as a team and individuallyCritical, logical, creative thinkingGood communication, interpersonal and analytical skillsAble to work under pressure and tight scheduleExcellent communication skills in EnglishBenefitsCompetitive remuneration package15 day annual leaveYearly medical check-upComprehensive healthcareFitness club membershipTechnical and language trainingInternational working environment "
         Technical Lead         ,"[('information-technology', 'application-specialist-software'), ('information-technology', 'it-project-management-team-lead'), ('information-technology', 'programming-software-development')]",            Senior level           ,            6 years experience           ,           Salary negotiable                       ,"          Full Time, Permanent         ",[],[],"KeyResponsibilitiesUnderstanding business requirements and business process of the client’s request.Design,develop,test,deploy,maintainandenhancesoftwaresolutions.Drive the team to achieve projects.Cooperating with project manager and clients of the assignments.Collaboratewithotherteammembersinthescrumteam,onsiteandoffshore.Plan,coordinateandexecuteprojectactivitiestoensuretimelycompletion.Estimation of time and constraints related to business requirements.KeyRequirements/Skills/ExperienceBachelor’s degree or Master’s degree in computer engineering, computer science or related field with at least 5 years of experience in Java programming and web development. Strong experience in working with Business Analysts or Business Customers for requirements definition andtransformingtheseintotechnicaldesign.Demonstratedexperiencewithsoftwaredevelopmentlifecyclemethodologies,especially agile(SCRUM and/or Kanban)andcontinuousintegration.Comfortableworkingindependently,buthasexperienceworkinginateamenvironmentStrong experience on Spring Framework(MVC, Rest, Security, Data), JPA, Hibernate, Web Services and relational databases,(as Oracle, PostgreSql, MySQL etc…).Strong experience in web technologies including HTML, JavaScript, CSS, jQuery and AngularJS.VerygoodcommandofEnglishlanguage.What we offer:-International working environment, working 5 days/week-30 days work-from-home, 20 days annual leave and bonus-Free Gym membership, Health insurance, provident fund "
         Senior/ Solution Architect          ,"[('information-technology', 'it-project-management-team-lead'), ('information-technology', 'it-consulting'), ('information-technology', 'others')]",            Middle level           ,            10 years experience           ,           Salary provided                       ,          Full Time         ,"['Roles and ResponsibilitiesEstablish principle and guidance to align with policy and strategy for the selection of systems architecture components, and co-ordinates design activities, promoting the discipline to ensure consistency. Lead the technical architecture for solutions in a manner consistent with enterprise guidelines, by applying common frameworks and re-usable components.Lead the development of enterprise architectures for complex systems, ensuring consistency and integrated solutions that meet current and future business needs, coverage enterprise wide and ensures that appropriate and adhered to standards of corporate, industry, national and international.Demonstrate which technology components and solutions are met and has any options for considerations with Pros&Cons and acceptable risk management for business decision by evaluation and selection technology products & vendors. Ensure operational platforms and associated data/system interfaces have been designed for stability, performance, and scalability - both functional and non-functional needs.Bring conceptual design down to a level of detail that can be physically implemented and works closely with architects and engineering teams to support and guide solution implementation.Act as an advisor for technical aspects of solution, system development and integration and ensures that relevant technical strategies, policies, standards, practices, law & regulator are applied correctly. Stay abreast of industry best practices, technologies, architectures, trends, and emerging technologies.Ensure functionality is translated into solutions within the context of timeline, agreed budgeting, resources, and quality.']","['sThe right person will be highly technical and analytical, possess 7 + years of current solutions architecture (implementation/consulting) experienceMinimum Bachelor Degree in Computer Science, Computer Engineer, Technology information or related fieldsSpecial Knowledge / Skill / AttributeExperience architecting infrastructure solutions using both Linux/Unix and Windows with specific recommendations on server, load balancing, HA/DR, & storage architectures.Experience architecting or deploying Cloud/Virtualization solutions in enterprise customers. AWS specific experience is a plus.Experience working within the Enterprise software market or Internet industries is highly desired.Deep knowledge of Infrastructure Security, Security Compliance and Operations is highly desired.Working knowledge of software development practices and Internet-related technologies highly desired.Enterprise application and database architecture is a plus.Strong verbal and written communications skills in English, as well as the ability to work effectively across internal and external organizations ']","Roles and ResponsibilitiesEstablish principle and guidance to align with policy and strategy for the selection of systems architecture components, and co-ordinates design activities, promoting the discipline to ensure consistency. Lead the technical architecture for solutions in a manner consistent with enterprise guidelines, by applying common frameworks and re-usable components.Lead the development of enterprise architectures for complex systems, ensuring consistency and integrated solutions that meet current and future business needs, coverage enterprise wide and ensures that appropriate and adhered to standards of corporate, industry, national and international.Demonstrate which technology components and solutions are met and has any options for considerations with Pros&Cons and acceptable risk management for business decision by evaluation and selection technology products & vendors. Ensure operational platforms and associated data/system interfaces have been designed for stability, performance, and scalability - both functional and non-functional needs.Bring conceptual design down to a level of detail that can be physically implemented and works closely with architects and engineering teams to support and guide solution implementation.Act as an advisor for technical aspects of solution, system development and integration and ensures that relevant technical strategies, policies, standards, practices, law & regulator are applied correctly. Stay abreast of industry best practices, technologies, architectures, trends, and emerging technologies.Ensure functionality is translated into solutions within the context of timeline, agreed budgeting, resources, and quality.QualificationsThe right person will be highly technical and analytical, possess 7 + years of current solutions architecture (implementation/consulting) experienceMinimum Bachelor Degree in Computer Science, Computer Engineer, Technology information or related fieldsSpecial Knowledge / Skill / AttributeExperience architecting infrastructure solutions using both Linux/Unix and Windows with specific recommendations on server, load balancing, HA/DR, & storage architectures.Experience architecting or deploying Cloud/Virtualization solutions in enterprise customers. AWS specific experience is a plus.Experience working within the Enterprise software market or Internet industries is highly desired.Deep knowledge of Infrastructure Security, Security Compliance and Operations is highly desired.Working knowledge of software development practices and Internet-related technologies highly desired.Enterprise application and database architecture is a plus.Strong verbal and written communications skills in English, as well as the ability to work effectively across internal and external organizations "
